DateTime,Turbidity NTU,fDOM RFU
4/18/2023 9:44,11.53406,0.7202891
4/18/2023 9:59,13.35644,0.7131114
4/18/2023 10:14,12.41051,0.7097068
4/18/2023 10:29,10.95295,0.6911211
4/18/2023 10:44,10.28739,0.6821871
4/18/2023 10:59,14.53052,0.6807345
4/18/2023 11:14,9.860039,0.6778592
4/18/2023 11:29,13.70739,0.6760072
4/18/2023 11:44,9.754219,0.674621
4/18/2023 11:59,10.72789,0.6745706
4/18/2023 12:14,12.4801,0.671523
4/18/2023 12:29,12.01539,0.6662387
4/18/2023 12:44,11.5395621,0.6709909
4/18/2023 12:59,12.01804,0.6685234
4/18/2023 13:14,14.06466,0.6720007
4/18/2023 13:29,12.62199,0.6744388
4/18/2023 13:44,12.9458,0.6787875
4/18/2023 13:59,16.38966,0.6744233
4/18/2023 14:14,14.61823,0.6896783
4/18/2023 14:29,14.85777,0.6908557
4/18/2023 14:44,22.24408,0.7117096
4/18/2023 14:59,17.81888,0.7274514
4/18/2023 15:14,18.0381,0.7381072
4/18/2023 15:29,18.90027,0.7342137
4/18/2023 15:44,19.3595,0.7595489
4/18/2023 15:59,17.865835,0.784258
4/18/2023 16:14,18.82111,0.7981725
4/18/2023 16:29,28.60685,0.8038718
4/18/2023 16:44,30.83125,0.8229793
4/18/2023 16:59,33.2022635,0.844026
4/18/2023 17:14,20.92661,0.8533973
4/18/2023 17:29,21.46777,0.8785351
4/18/2023 17:44,20.33194,0.8240325
4/18/2023 17:59,20.41194,0.9084798
4/18/2023 18:14,15.4155096,0.8770445
4/18/2023 18:29,16.41177,0.9196607
4/18/2023 18:44,18.97757,0.9329824
4/18/2023 18:59,28.67995,0.9414634
4/18/2023 19:14,26.00877204,0.949244
4/18/2023 19:29,15.18922,0.9495546
4/18/2023 19:44,14.58674,0.9704499
4/18/2023 19:59,14.00673341,0.9711677
4/18/2023 20:14,17.69505,0.9605997
4/18/2023 20:29,15.92598,0.9602129
4/18/2023 20:44,16.97635,0.9583401
4/18/2023 20:59,15.02754,0.9554071
4/18/2023 21:14,17.4266,0.9605355
4/18/2023 21:29,18.1188,0.9538505
4/18/2023 21:44,12.14301,0.9515655
4/18/2023 21:59,15.0072,0.9466521
4/18/2023 22:14,15.83555,0.9404221
4/18/2023 22:29,12.60195,0.9420996
4/18/2023 22:44,12.62704,0.9229003
4/18/2023 22:59,13.211793,0.9359993
4/18/2023 23:14,12.30466,0.9266669
4/18/2023 23:29,14.35076,0.9210832
4/18/2023 23:44,12.9887,0.9213523
4/18/2023 23:59,11.52777,0.9153385
4/19/2023 0:14,12.0715348,0.904626
4/19/2023 0:29,13.25289,0.9079062
4/19/2023 0:44,14.69158,0.9013931
4/19/2023 0:59,15.6223,0.8993609
4/19/2023 1:14,14.53101,0.885693
4/19/2023 1:29,11.52132,0.8829488
4/19/2023 1:44,12.64392,0.8863556
4/19/2023 1:59,13.39548,0.8862824
4/19/2023 2:14,12.1789,0.8718306
4/19/2023 2:29,10.56592,0.8666576
4/19/2023 2:44,12.96441,0.859568
4/19/2023 2:59,11.75264,0.8617229
4/19/2023 3:14,11.77776,0.8552611
4/19/2023 3:29,13.43927,0.8458043
4/19/2023 3:44,13.58363,0.8419936
4/19/2023 3:59,12.67163,0.8349932
4/19/2023 4:14,13.60912,0.8313603
4/19/2023 4:29,14.18903,0.8201094
4/19/2023 4:44,11.60246,0.8204583
4/19/2023 4:59,11.45348,0.8158785
4/19/2023 5:14,12.5725,0.8137594
4/19/2023 5:29,13.49538,0.8099151
4/19/2023 5:44,11.57891,0.8038837
4/19/2023 5:59,12.61011,0.8008875
4/19/2023 6:14,12.74916,0.7840807
4/19/2023 6:29,15.44199,0.7953545
4/19/2023 6:44,12.39657,0.790472
4/19/2023 6:59,11.56346,0.7877786
4/19/2023 7:14,10.41706,0.7890255
4/19/2023 7:29,10.87595,0.7910438
4/19/2023 7:44,12.94453,0.7779483
4/19/2023 7:59,11.762037,0.7773276
4/19/2023 8:14,12.91354,0.7763872
4/19/2023 8:29,10.35094,0.7734967
4/19/2023 8:44,12.86456,0.7656029
4/19/2023 8:59,11.97594,0.7670354
4/19/2023 9:14,12.07748,0.7571948
4/19/2023 9:29,12.71194,0.7412423
4/19/2023 9:44,10.66244,0.7370378
4/19/2023 9:59,10.9945,0.7207428
4/19/2023 10:14,10.671084,0.7100568
4/19/2023 10:29,12.13556,0.7011909
4/19/2023 10:44,11.54278,0.6912307
4/19/2023 10:59,13.68017,0.6860911
4/19/2023 11:14,11.86428,0.6815136
4/19/2023 11:29,11.49482,0.6785514
4/19/2023 11:44,12.27397,0.6778652
4/19/2023 11:59,11.72526,0.67725
4/19/2023 12:14,9.118114,0.6720921
4/19/2023 12:29,10.6474,0.6718335
4/19/2023 12:44,13.24662,0.6718751
4/19/2023 12:59,10.18775,0.6754139
4/19/2023 13:14,11.3010746,0.6743972
4/19/2023 13:29,10.39665,0.6755047
4/19/2023 13:44,12.24921,0.6740063
4/19/2023 13:59,10.94048492,0.6858513
4/19/2023 14:14,13.51507,0.6987501
4/19/2023 14:29,13.8273,0.7046547
4/19/2023 14:44,14.64869,0.7147871
4/19/2023 14:59,14.89854,0.7412541
4/19/2023 15:14,14.44467,0.7480738
4/19/2023 15:29,12.88833,0.7524487
4/19/2023 15:44,15.86993,0.7675147
4/19/2023 15:59,13.66296,0.7872609
4/19/2023 16:14,19.69563,0.7821838
4/19/2023 16:29,18.695269,0.7940793
4/19/2023 16:44,15.6608,0.8163729
4/19/2023 16:59,18.1011325,0.8310483
4/19/2023 17:14,13.37035,0.8392895
4/19/2023 17:29,16.48586,0.8460326
4/19/2023 17:44,14.9134,0.8421212
4/19/2023 17:59,14.16259,0.8704726
4/19/2023 18:14,14.98332,0.861258
4/19/2023 18:29,17.92048,0.844681
4/19/2023 18:44,20.44633,0.8362298
4/19/2023 18:59,13.68757,0.866935
4/19/2023 19:14,14.36804,0.8776577
4/19/2023 19:29,14.642107,0.8750132
4/19/2023 19:44,12.10333,0.8764039
4/19/2023 19:59,10.3300365,0.8501148
4/19/2023 20:14,11.66101,0.8719026
4/19/2023 20:29,12.35183,0.8611038
4/19/2023 20:44,12.88895,0.8647137
4/19/2023 20:59,11.03726,0.8579745
4/19/2023 21:14,12.14594,0.8559564
4/19/2023 21:29,17.58235,0.8531299
4/19/2023 21:44,11.34906,0.8520575
4/19/2023 21:59,14.040305,0.841723
4/19/2023 22:14,12.67904,0.8388197
4/19/2023 22:29,9.484927,0.8349385
4/19/2023 22:44,10.39789,0.8281819
4/19/2023 22:59,12.08465,0.8240856
4/19/2023 23:14,11.69962,0.8227947
4/19/2023 23:29,11.08269,0.8115702
4/19/2023 23:44,11.40692,0.8064492
4/19/2023 23:59,12.36754,0.8072508
4/20/2023 0:14,10.55929,0.7991078
4/20/2023 0:29,10.53131,0.7950523
4/20/2023 0:44,13.71374,0.7924921
4/20/2023 0:59,10.59522,0.7890668
4/20/2023 1:14,9.604936,0.7757496
4/20/2023 1:29,11.20587,0.7828122
4/20/2023 1:44,10.37939,0.7772003
4/20/2023 1:59,10.3536,0.7727358
4/20/2023 2:14,12.67062,0.7678177
4/20/2023 2:29,9.83317,0.7619344
4/20/2023 2:44,11.62924,0.7555932
4/20/2023 2:59,10.51904,0.755852
4/20/2023 3:14,9.663509,0.752404
4/20/2023 3:29,10.88853,0.7475252
4/20/2023 3:44,9.667344,0.7408304
4/20/2023 3:59,10.98657,0.742243
4/20/2023 4:14,12.36356,0.7409167
4/20/2023 4:29,11.33566,0.7250806
4/20/2023 4:44,8.974212,0.726371
4/20/2023 4:59,8.971931,0.7206205
4/20/2023 5:14,11.53397,0.7221233
4/20/2023 5:29,14.07357,0.7158735
4/20/2023 5:44,10.08519,0.7123827
4/20/2023 5:59,9.222273,0.7095753
4/20/2023 6:14,11.15844,0.7041412
4/20/2023 6:29,11.48116,0.7054597
4/20/2023 6:44,12.16239,0.7022338
4/20/2023 6:59,11.83926,0.7008138
4/20/2023 7:14,10.82301,0.7090842
4/20/2023 7:29,10.71728,0.7007242
4/20/2023 7:44,10.44731,0.6981616
4/20/2023 7:59,9.492565,0.6937108
4/20/2023 8:14,12.72536,0.6846159
4/20/2023 8:29,11.40944,0.6852333
4/20/2023 8:44,9.806915,0.6838198
4/20/2023 8:59,11.03762,0.6827133
4/20/2023 9:14,17.29832,0.6814902
4/20/2023 9:29,9.880679,0.6785908
4/20/2023 9:44,9.940598,0.6727573
4/20/2023 9:59,12.39051,0.6717189
4/20/2023 10:14,11.35758,0.6680499
4/20/2023 10:29,9.385557,0.6633573
4/20/2023 10:44,10.7190062,0.658865
4/20/2023 10:59,12.34977,0.6557525
4/20/2023 11:14,9.545843,0.6522755
4/20/2023 11:29,9.696771,0.6511976
4/20/2023 11:44,9.994664,0.6487771
4/20/2023 11:59,12.00313,0.6466647
4/20/2023 12:14,11.06413,0.6451575
4/20/2023 12:29,10.8603,0.6445739
4/20/2023 12:44,9.856044,0.6419938
4/20/2023 12:59,10.50243,0.6387797
4/20/2023 13:14,9.311099,0.635893
4/20/2023 13:29,12.27771,0.6415367
4/20/2023 13:44,10.2231,0.6434043
4/20/2023 13:59,9.713185,0.6462974
4/20/2023 14:14,10.45653,0.6452191
4/20/2023 14:29,9.819047,0.6470046
4/20/2023 14:44,13.54365,0.6486353
4/20/2023 14:59,12.775191,0.6528755
4/20/2023 15:14,11.84244,0.653013
4/20/2023 15:29,11.00121,0.657342
4/20/2023 15:44,11.52557,0.6603653
4/20/2023 15:59,9.594249,0.6630943
4/20/2023 16:14,12.2525,0.6655622
4/20/2023 16:29,10.25287,0.6721486
4/20/2023 16:44,10.2577,0.6727356
4/20/2023 16:59,10.12477,0.677567
4/20/2023 17:14,9.836295,0.6808575
4/20/2023 17:29,9.056674,0.681242
4/20/2023 17:44,9.61454,0.6909848
4/20/2023 17:59,13.88583,0.6888098
4/20/2023 18:14,10.60501,0.6925865
4/20/2023 18:29,12.5096456,0.68579
4/20/2023 18:44,10.56295,0.6953459
4/20/2023 18:59,9.809132,0.6912181
4/20/2023 19:14,8.553005,0.6885257
4/20/2023 19:29,9.765636,0.6840428
4/20/2023 19:44,8.031711,0.6843094
4/20/2023 19:59,9.48889,0.6856622
4/20/2023 20:14,11.49526,0.6820285
4/20/2023 20:29,13.57149,0.6810833
4/20/2023 20:44,11.60927,0.6806733
4/20/2023 20:59,8.326635,0.6798226
4/20/2023 21:14,9.244319,0.676688
4/20/2023 21:29,13.03298,0.6755078
4/20/2023 21:44,11.09029,0.6756866
4/20/2023 21:59,9.469188,0.6755986
4/20/2023 22:14,8.138268,0.6741582
4/20/2023 22:29,11.15217,0.6710647
4/20/2023 22:44,9.633142,0.6697794
4/20/2023 22:59,9.5272174,0.667258
4/20/2023 23:14,9.925587,0.6666682
4/20/2023 23:29,14.17064,0.665682
4/20/2023 23:44,9.449998,0.6641825
4/20/2023 23:59,9.933173,0.6642407
4/21/2023 0:14,8.505061,0.6639023
4/21/2023 0:29,8.421017,0.6606718
4/21/2023 0:44,8.263618,0.6599858
4/21/2023 0:59,11.85403,0.6575271
4/21/2023 1:14,8.333714,0.6575013
4/21/2023 1:29,8.181873,0.656988
4/21/2023 1:44,8.8883928,0.6560891
4/21/2023 1:59,8.37754334,0.6554354
4/21/2023 2:14,7.793505,0.6535636
4/21/2023 2:29,9.683845,0.653345
4/21/2023 2:44,10.15499,0.6529438
4/21/2023 2:59,10.76337,0.6520316
4/21/2023 3:14,11.61666,0.6503516
4/21/2023 3:29,14.13397,0.6493983
4/21/2023 3:44,8.810134,0.6479996
4/21/2023 3:59,8.210626,0.647742
4/21/2023 4:14,7.658206,0.6458246
4/21/2023 4:29,7.927142,0.6450998
4/21/2023 4:44,8.430359,0.6438125
4/21/2023 4:59,8.09129,0.6422375
4/21/2023 5:14,12.03306,0.641344
4/21/2023 5:29,8.372559,0.6406733
4/21/2023 5:44,9.225978,0.638202
4/21/2023 5:59,7.462435,0.6369425
4/21/2023 6:14,7.172431,0.6373204
4/21/2023 6:29,9.739391,0.6371095
4/21/2023 6:44,10.53329,0.6367193
4/21/2023 6:59,9.517488,0.6372139
4/21/2023 7:14,8.381696,0.6386202
4/21/2023 7:29,9.7278473,0.6378133
4/21/2023 7:44,14.15087,0.6385818
4/21/2023 7:59,9.392239,0.6372835
4/21/2023 8:14,9.418756,0.6376112
4/21/2023 8:29,11.96921,0.636417
4/21/2023 8:44,8.060939,0.6336672
4/21/2023 8:59,8.436213,0.6318321
4/21/2023 9:14,8.828076,0.6283527
4/21/2023 9:29,7.885979,0.6277723
4/21/2023 9:44,8.526469,0.6229486
4/21/2023 9:59,8.485124,0.6234271
4/21/2023 10:14,8.3712367,0.6217781
4/21/2023 10:29,10.21869,0.6176975
4/21/2023 10:44,8.959034,0.6109305
4/21/2023 10:59,8.734291,0.6084931
4/21/2023 11:14,8.742898,0.6045785
4/21/2023 11:29,9.457735,0.603031
4/21/2023 11:44,7.409592,0.6006751
4/21/2023 11:59,9.909884,0.6010526
4/21/2023 12:14,8.652264,0.600337
4/21/2023 12:29,9.401575,0.5990955
4/21/2023 12:44,7.901646,0.5994665
4/21/2023 12:59,9.444654,0.5998498
4/21/2023 13:14,7.989983,0.6006351
4/21/2023 13:29,9.345096,0.6012742
4/21/2023 13:44,7.488872,0.6036928
4/21/2023 13:59,10.57808,0.6055275
4/21/2023 14:14,9.118625,0.6089283
4/21/2023 14:29,9.073471,0.6130041
4/21/2023 14:44,12.32141,0.6170596
4/21/2023 14:59,12.1642317,0.6198147
4/21/2023 15:14,13.89808,0.6264831
4/21/2023 15:29,9.065085,0.6273893
4/21/2023 15:44,11.77242494,0.6328579
4/21/2023 15:59,12.07926,0.6388484
4/21/2023 16:14,9.850156,0.6443223
4/21/2023 16:29,11.25193,0.6491672
4/21/2023 16:44,8.453092,0.6538968
4/21/2023 16:59,9.203582,0.6575219
4/21/2023 17:14,12.40122,0.6608736
4/21/2023 17:29,11.15097,0.6646854
4/21/2023 17:44,8.462358,0.6691476
4/21/2023 17:59,8.913583,0.6745212
4/21/2023 18:14,7.443434,0.6729125
4/21/2023 18:29,9.026313,0.6764866
4/21/2023 18:44,11.12215,0.6766857
4/21/2023 18:59,12.40393,0.6725643
4/21/2023 19:14,13.48173,0.6718411
4/21/2023 19:29,11.91035,0.6738855
4/21/2023 19:44,9.337187,0.67423
4/21/2023 19:59,8.232473,0.6743734
4/21/2023 20:14,9.032546,0.6720323
4/21/2023 20:29,10.46238,0.6723243
4/21/2023 20:44,8.482746,0.6727545
4/21/2023 20:59,11.42352,0.66996
4/21/2023 21:14,8.375389,0.6667404
4/21/2023 21:29,7.016702,0.6681464
4/21/2023 21:44,8.207192,0.6675166
4/21/2023 21:59,8.460167,0.6651685
4/21/2023 22:14,8.629294,0.662372
4/21/2023 22:29,8.143939,0.6616532
4/21/2023 22:44,7.237703,0.6620239
4/21/2023 22:59,9.137219,0.6594947
4/21/2023 23:14,7.811295,0.6592854
4/21/2023 23:29,9.374622,0.6576027
4/21/2023 23:44,8.452457,0.6554646
4/21/2023 23:59,7.074364,0.6547292
4/22/2023 0:14,8.760818,0.6539165
4/22/2023 0:29,10.56106,0.6527487
4/22/2023 0:44,7.258745,0.6522363
4/22/2023 0:59,7.530726,0.6511894
4/22/2023 1:14,6.651946,0.6514004
4/22/2023 1:29,9.837541,0.6490468
4/22/2023 1:44,6.396997,0.6485638
4/22/2023 1:59,7.679562,0.6479328
4/22/2023 2:14,9.082696,0.6469923
4/22/2023 2:29,8.1937,0.6446871
4/22/2023 2:44,6.416412,0.6436337
4/22/2023 2:59,8.558845,0.642745
4/22/2023 3:14,7.401169,0.641753
4/22/2023 3:29,9.365844,0.6400954
4/22/2023 3:44,8.327484,0.6410717
4/22/2023 3:59,9.303319,0.638367
4/22/2023 4:14,10.57619,0.6377899
4/22/2023 4:29,8.433867,0.6365289
4/22/2023 4:44,8.360759,0.6350968
4/22/2023 4:59,8.088403,0.6354271
4/22/2023 5:14,7.360827,0.6344257
4/22/2023 5:29,7.911787,0.6338836
4/22/2023 5:44,7.460176,0.632934
4/22/2023 5:59,8.004535,0.6312419
4/22/2023 6:14,8.211545,0.6311056
4/22/2023 6:29,6.351486,0.6314042
4/22/2023 6:44,6.735907,0.6340773
4/22/2023 6:59,7.590009,0.6322646
4/22/2023 7:14,9.834915,0.6288784
4/22/2023 7:29,10.03454,0.6299252
4/22/2023 7:44,7.054562,0.6308526
4/22/2023 7:59,9.427917,0.6315291
4/22/2023 8:14,6.357931,0.6287862
4/22/2023 8:29,6.758419,0.6299819
4/22/2023 8:44,7.951716,0.628401
4/22/2023 8:59,13.14255,0.6168825
4/22/2023 9:14,11.77443,0.6230274
4/22/2023 9:29,8.003836,0.619505
4/22/2023 9:44,7.890913,0.6174101
4/22/2023 9:59,7.911051,0.6163151
4/22/2023 10:14,8.281878,0.6149154
4/22/2023 10:29,6.503201,0.6131369
4/22/2023 10:44,8.141836,0.6145121
4/22/2023 10:59,6.565741,0.6130235
4/22/2023 11:14,8.953534,0.6049364
4/22/2023 11:29,8.812276,0.5996615
4/22/2023 11:44,8.072993,0.59726
4/22/2023 11:59,7.870339,0.5903856
4/22/2023 12:14,8.5735731,0.5920147
4/22/2023 12:29,9.345917,0.5897176
4/22/2023 12:44,7.009171,0.5950536
4/22/2023 12:59,10.10187,0.5997829
4/22/2023 13:14,9.151258,0.5987105
4/22/2023 13:29,7.985104,0.6035398
4/22/2023 13:44,8.849007,0.605092
4/22/2023 13:59,8.334002,0.6081004
4/22/2023 14:14,10.17371,0.6089289
4/22/2023 14:29,8.616508,0.6119236
4/22/2023 14:44,9.127635,0.6157589
4/22/2023 14:59,8.305274,0.6195518
4/22/2023 15:14,9.585393,0.6250404
4/22/2023 15:29,9.826016,0.6277037
4/22/2023 15:44,11.12652,0.6327298
4/22/2023 15:59,9.279103,0.6404716
4/22/2023 16:14,11.43425,0.6454471
4/22/2023 16:29,10.33719,0.6510978
4/22/2023 16:44,8.559245,0.6565336
4/22/2023 16:59,10.20384,0.6627444
4/22/2023 17:14,9.580073,0.6680195
4/22/2023 17:29,9.921028,0.6741769
4/22/2023 17:44,11.45426,0.6805838
4/22/2023 17:59,9.485228,0.6834967
4/22/2023 18:14,8.183549,0.6884503
4/22/2023 18:29,8.296978,0.6921569
4/22/2023 18:44,8.465537,0.6958836
4/22/2023 18:59,12.85906,0.6911919
4/22/2023 19:14,13.25721,0.7051439
4/22/2023 19:29,8.708308,0.6994777
4/22/2023 19:44,8.798284,0.7046742
4/22/2023 19:59,8.800211,0.7060721
4/22/2023 20:14,7.555675,0.6972246
4/22/2023 20:29,9.91405,0.6928061
4/22/2023 20:44,10.26051,0.6947513
4/22/2023 20:59,9.081555,0.6939471
4/22/2023 21:14,8.845473,0.6888753
4/22/2023 21:29,10.17664,0.6836438
4/22/2023 21:44,7.603176,0.6829695
4/22/2023 21:59,6.615065,0.6816474
4/22/2023 22:14,8.502469,0.6815181
4/22/2023 22:29,6.817923,0.6793489
4/22/2023 22:44,8.095217,0.6752862
4/22/2023 22:59,9.429465,0.6751977
4/22/2023 23:14,6.133169,0.6733153
4/22/2023 23:29,7.103741,0.6691239
4/22/2023 23:44,8.13432,0.6712677
4/22/2023 23:59,10.9713,0.6694736
4/23/2023 0:14,8.967427,0.6690443
4/23/2023 0:29,8.518687,0.6665463
4/23/2023 0:44,6.769693,0.6657776
4/23/2023 0:59,9.262142,0.6644031
4/23/2023 1:14,9.611702,0.6632915
4/23/2023 1:29,6.315001,0.6610965
4/23/2023 1:44,7.549223,0.6602763
4/23/2023 1:59,7.328658,0.6586832
4/23/2023 2:14,8.169637,0.6566918
4/23/2023 2:29,8.186734,0.6541517
4/23/2023 2:44,7.96019,0.6557119
4/23/2023 2:59,10.18962,0.6530143
4/23/2023 3:14,7.43536,0.6523483
4/23/2023 3:29,6.422993,0.652775
4/23/2023 3:44,7.636782,0.6502675
4/23/2023 3:59,8.345429,0.6494592
4/23/2023 4:14,7.239479,0.6480858
4/23/2023 4:29,9.649465,0.6454817
4/23/2023 4:44,9.835202,0.6455951
4/23/2023 4:59,6.790901,0.6441782
4/23/2023 5:14,8.269046,0.6421424
4/23/2023 5:29,8.514811,0.6434009
4/23/2023 5:44,8.16649,0.638754
4/23/2023 5:59,8.16221,0.6393723
4/23/2023 6:14,7.925348,0.638803
4/23/2023 6:29,8.230294,0.6382299
4/23/2023 6:44,12.29865,0.6389173
4/23/2023 6:59,7.274145,0.6400084
4/23/2023 7:14,6.941912,0.6370947
4/23/2023 7:29,7.271286,0.6368651
4/23/2023 7:44,10.60716,0.6381667
4/23/2023 7:59,8.053034,0.6366307
4/23/2023 8:14,6.458273,0.6335294
4/23/2023 8:29,6.457277,0.6333284
4/23/2023 8:44,7.596121,0.6330512
4/23/2023 8:59,6.222099,0.6290762
4/23/2023 9:14,7.549506,0.6267252
4/23/2023 9:29,7.894341,0.6243577
4/23/2023 9:44,8.12196,0.6207948
4/23/2023 9:59,7.074602,0.6154104
4/23/2023 10:14,10.64333,0.6133893
4/23/2023 10:29,7.795053,0.6099986
4/23/2023 10:44,6.444351,0.606979
4/23/2023 10:59,8.136459,0.6049841
4/23/2023 11:14,8.276814,0.6037667
4/23/2023 11:29,6.876299,0.6035364
4/23/2023 11:44,8.184723,0.6014974
4/23/2023 11:59,7.307646,0.6011937
4/23/2023 12:14,8.691001,0.6016392
4/23/2023 12:29,8.681043,0.603951
4/23/2023 12:44,9.1828722,0.6061723
4/23/2023 12:59,10.85166,0.6100872
4/23/2023 13:14,9.432228,0.6140405
4/23/2023 13:29,10.46368214,0.616516
4/23/2023 13:44,9.443349,0.6187733
4/23/2023 13:59,9.362202,0.6245983
4/23/2023 14:14,12.38295,0.6257962
4/23/2023 14:29,7.104529,0.6327339
4/23/2023 14:44,9.737688,0.6358612
4/23/2023 14:59,10.2437,0.6405296
4/23/2023 15:14,8.335242,0.6489749
4/23/2023 15:29,13.23037,0.6590853
4/23/2023 15:44,11.89613,0.6668781
4/23/2023 15:59,10.99081,0.6757637
4/23/2023 16:14,13.65569,0.6836745
4/23/2023 16:29,9.074911,0.694901
4/23/2023 16:44,13.21157,0.710252
4/23/2023 16:59,13.14693,0.7194068
4/23/2023 17:14,11.89542,0.7331002
4/23/2023 17:29,9.821257,0.7454234
4/23/2023 17:44,9.684222,0.7578817
4/23/2023 17:59,11.50722,0.7620246
4/23/2023 18:14,8.097101,0.7651054
4/23/2023 18:29,10.50978,0.7699278
4/23/2023 18:44,11.45493,0.7747763
4/23/2023 18:59,10.04671,0.7820714
4/23/2023 19:14,10.34922,0.7790363
4/23/2023 19:29,9.164092,0.7822099
4/23/2023 19:44,8.695061,0.7779536
4/23/2023 19:59,8.651197,0.7788019
4/23/2023 20:14,8.10263,0.7723444
4/23/2023 20:29,6.780844,0.7770609
4/23/2023 20:44,6.6710867,0.7892675
4/23/2023 20:59,8.254851,0.7678012
4/23/2023 21:14,7.505007,0.7589639
4/23/2023 21:29,7.50552,0.7579774
4/23/2023 21:44,10.00292,0.7554492
4/23/2023 21:59,8.492414,0.7468116
4/23/2023 22:14,7.640286,0.7404534
4/23/2023 22:29,6.939869,0.7453199
4/23/2023 22:44,8.148627,0.7324822
4/23/2023 22:59,8.75454,0.7237191
4/23/2023 23:14,7.03475,0.7182603
4/23/2023 23:29,8.905562,0.719116
4/23/2023 23:44,9.030617,0.7129897
4/23/2023 23:59,7.616554,0.7048524
4/24/2023 0:14,7.117051,0.7050713
4/24/2023 0:29,6.734602,0.6994141
4/24/2023 0:44,7.343918,0.6969489
4/24/2023 0:59,10.53338,0.6912827
4/24/2023 1:14,7.187013,0.6884176
4/24/2023 1:29,8.209594,0.6843648
4/24/2023 1:44,9.390554,0.6841667
4/24/2023 1:59,7.926155,0.6817274
4/24/2023 2:14,6.811422,0.6807443
4/24/2023 2:29,8.280388,0.6798552
4/24/2023 2:44,11.16686,0.6775445
4/24/2023 2:59,7.657024,0.6771722
4/24/2023 3:14,9.161346,0.6733152
