DateTime,Turbidity FNU,fDOM RFU
7/12/2021 9:30,16572.81,15.15
7/12/2021 9:35,16591.58,15.11
7/12/2021 9:40,16607.18,15.11
7/12/2021 9:45,16622.64,15.11
7/12/2021 9:50,16640.97,15.09
7/12/2021 9:55,16661.2,15.07
7/12/2021 10:00,16689.76,15.05
7/12/2021 10:05,16715.19,15.04
7/12/2021 10:10,16741.76,15.02
7/12/2021 10:15,16766.98,15
7/12/2021 10:20,16798.38,14.97
7/12/2021 10:25,16823.68,14.96
7/12/2021 10:30,16851.12,14.95
7/12/2021 10:35,16885.85,14.92
7/12/2021 10:40,16916.08,14.9
7/12/2021 10:45,16951.89,14.89
7/12/2021 10:50,16984.49,14.86
7/12/2021 10:55,17023.97,14.83
7/12/2021 11:00,17059.91,14.8
7/12/2021 11:05,17100.68,14.76
7/12/2021 11:10,17142.69,14.74
7/12/2021 11:15,17187.55,14.7
7/12/2021 11:20,17230.46,14.7
7/12/2021 11:25,17281.43,14.67
7/12/2021 11:30,17323.84,14.63
7/12/2021 11:35,17369.46,14.62
7/12/2021 11:40,17413.37,14.58
7/12/2021 11:45,17457.67,14.57
7/12/2021 11:50,17500.79,14.54
7/12/2021 11:55,17538.3,14.55
7/12/2021 12:00,17585.89,14.48
7/12/2021 12:05,17626.48,14.51
7/12/2021 12:10,17664.63,14.48
7/12/2021 12:15,17713.32,14.46
7/12/2021 12:20,17762.21,14.43
7/12/2021 12:25,17811.12,14.41
7/12/2021 12:30,17858.9,14.43
7/12/2021 12:35,17902.03,14.39
7/12/2021 12:40,17943.57,14.38
7/12/2021 12:45,17980.94,14.36
7/12/2021 12:50,18017.18,14.34
7/12/2021 12:55,18059.49,14.3
7/12/2021 13:00,18101.04,14.49
7/12/2021 13:05,18142.5,14.46
7/12/2021 13:10,18197.13,14.53
7/12/2021 13:15,18232.36,14.49
7/12/2021 13:20,18262.7,14.48
7/12/2021 13:25,18253.77,14.5
7/12/2021 13:30,18274.18,14.49
7/12/2021 13:35,18308.46,14.48
7/12/2021 13:40,18323.2,14.52
7/12/2021 13:45,18316.35,14.51
7/12/2021 13:50,18341.52,14.51
7/12/2021 13:55,18297.92,15.04
7/12/2021 14:00,18338.81,15.06
7/12/2021 14:05,18304.25,15.2
7/12/2021 14:10,18266.1,15.27
7/12/2021 14:15,18263.03,15.44
7/12/2021 14:20,18252.63,15.56
7/12/2021 14:25,18246.41,15.61
7/12/2021 14:30,18205,18.11
7/12/2021 14:35,18164.55,18.66
7/12/2021 14:40,18122.59,18.99
7/12/2021 14:45,18083.1,19.22
7/12/2021 14:50,18044.2,19.26
7/12/2021 14:55,18000.04,18.95
7/12/2021 15:00,17954.68,18.78
7/12/2021 15:05,17919.71,19.39
7/12/2021 15:10,17878.81,17.39
7/12/2021 15:15,17847.39,18.94
7/12/2021 15:20,17818.43,19.53
7/12/2021 15:25,17785.12,18.79
7/12/2021 15:30,17752.32,18.94
7/12/2021 15:35,17727.8,19.42
7/12/2021 15:40,17702.11,17.41
7/12/2021 15:45,17680.82,19.09
7/12/2021 15:50,17663.43,19.8
7/12/2021 15:55,17645.17,19.15
7/12/2021 16:00,17627.56,19.11
7/12/2021 16:05,17613.35,19.72
7/12/2021 16:10,17597.9,19.01
7/12/2021 16:15,17583.11,19.12
7/12/2021 16:20,17570.58,19.1
7/12/2021 16:25,17558.03,16.92
7/12/2021 16:30,17550.46,19.1
7/12/2021 16:35,17542.68,19.65
7/12/2021 16:40,17533.77,17.22
7/12/2021 16:45,17536.55,18.98
7/12/2021 16:50,17537.17,17.7
7/12/2021 16:55,17532.68,17.2
7/12/2021 17:00,17514.15,19.08
7/12/2021 17:05,17493.97,18.08
7/12/2021 17:10,17483.55,18.55
7/12/2021 17:15,17470.64,19.35
7/12/2021 17:20,17461.98,18.28
7/12/2021 17:25,17447.62,19.27
7/12/2021 17:30,17434.73,17.51
7/12/2021 17:35,17423.13,15.87
7/12/2021 17:40,17409.4,18.94
7/12/2021 17:45,17389.83,19.77
7/12/2021 17:50,17369.44,17.97
7/12/2021 17:55,17354.92,17.88
7/12/2021 18:00,17345.09,17.98
7/12/2021 18:05,17331.8,16.4
7/12/2021 18:10,17316.1,15.7
7/12/2021 18:15,17307.75,18.93
7/12/2021 18:20,17289.57,17.6
7/12/2021 18:25,17276.44,15.64
7/12/2021 18:30,17263.82,18.79
7/12/2021 18:35,17245.5,17.61
7/12/2021 18:40,17230.66,18.01
7/12/2021 18:45,17214.56,19.2
7/12/2021 18:50,17200.42,17.52
7/12/2021 18:55,17182.91,15.71
7/12/2021 19:00,17165.78,15.78
7/12/2021 19:05,17150.41,18.7
7/12/2021 19:10,17137.4,19.42
7/12/2021 19:15,17118.52,16.11
7/12/2021 19:20,17099.52,16.79
7/12/2021 19:25,17087.4,15.86
7/12/2021 19:30,17067,16.1
7/12/2021 19:35,17050.71,16.17
7/12/2021 19:40,17035.53,17.71
7/12/2021 19:45,17019,16.37
7/12/2021 19:50,17003.14,16.16
7/12/2021 19:55,16987.8,16.27
7/12/2021 20:00,16977.04,15.83
7/12/2021 20:05,16958.72,16.3
7/12/2021 20:10,16943.96,16.53
7/12/2021 20:15,16929.28,16.33
7/12/2021 20:20,16915.24,16.6
7/12/2021 20:25,16898.71,16.81
7/12/2021 20:30,16888.68,16.75
7/12/2021 20:35,16875.16,16.57
7/12/2021 20:40,16864.31,16.7
7/12/2021 20:45,16853.07,19.34
7/12/2021 20:50,16838.09,20.03
7/12/2021 20:55,16828.45,17.68
7/12/2021 21:00,16821.07,17.11
7/12/2021 21:05,16812.17,16.83
7/12/2021 21:10,16802.17,16.16
7/12/2021 21:15,16789.54,19.31
7/12/2021 21:20,16777.25,19.14
7/12/2021 21:25,16770.7,16.91
7/12/2021 21:30,16756.84,16.56
7/12/2021 21:35,16746.06,16.87
7/12/2021 21:40,16739.38,19.94
7/12/2021 21:45,16729.12,16.76
7/12/2021 21:50,16718.73,15.83
7/12/2021 21:55,16706.47,17.39
7/12/2021 22:00,16699.27,19.17
7/12/2021 22:05,16688.91,19.78
7/12/2021 22:10,16681.77,16.13
7/12/2021 22:15,16677.12,19.88
7/12/2021 22:20,16668.57,19.24
7/12/2021 22:25,16660.68,16.95
7/12/2021 22:30,16653.34,15.98
7/12/2021 22:35,16642.84,19.18
7/12/2021 22:40,16633.94,19.46
7/12/2021 22:45,16631.37,19.85
7/12/2021 22:50,16622.32,19.33
7/12/2021 22:55,16614.33,17.73
7/12/2021 23:00,16606.2,19.34
7/12/2021 23:05,16599.85,19.57
7/12/2021 23:10,16589.57,16.14
7/12/2021 23:15,16583.24,18.1
7/12/2021 23:20,16573.21,19.07
7/12/2021 23:25,16550.39,14.92
7/12/2021 23:30,16546.78,14.91
7/12/2021 23:35,16542.07,14.88
7/12/2021 23:40,16536.92,14.88
7/12/2021 23:45,16530.53,14.86
7/12/2021 23:50,16526.92,14.85
7/12/2021 23:55,16521.64,14.84
7/13/2021 0:00,16519.26,14.83
7/13/2021 0:05,16512.57,14.82
7/13/2021 0:10,16506.56,14.82
7/13/2021 0:15,16500.61,14.81
7/13/2021 0:20,16493.12,14.8
7/13/2021 0:25,16488.47,14.8
7/13/2021 0:30,16485.01,14.78
7/13/2021 0:35,16478.91,14.79
7/13/2021 0:40,16471.86,14.77
7/13/2021 0:45,16469.5,14.75
7/13/2021 0:50,16462.31,14.76
7/13/2021 0:55,16460.26,14.76
7/13/2021 1:00,16457.12,14.74
7/13/2021 1:05,16453.8,14.74
7/13/2021 1:10,16452.16,14.73
7/13/2021 1:15,16452.91,14.73
7/13/2021 1:20,16449.22,14.71
7/13/2021 1:25,16448.05,14.72
7/13/2021 1:30,16448.83,14.69
7/13/2021 1:35,16444.55,14.7
7/13/2021 1:40,16440.49,14.7
7/13/2021 1:45,16436.63,14.67
7/13/2021 1:50,16435.38,14.68
7/13/2021 1:55,16434.34,14.67
7/13/2021 2:00,16428.8,14.67
7/13/2021 2:05,16423.46,14.65
7/13/2021 2:10,16421.77,14.65
7/13/2021 2:15,16420.54,14.64
7/13/2021 2:20,16414.36,14.65
7/13/2021 2:25,16411.73,14.63
7/13/2021 2:30,16409.4,14.64
7/13/2021 2:35,16408,14.63
7/13/2021 2:40,16405.23,14.61
7/13/2021 2:45,16401.97,14.6
7/13/2021 2:50,16397.8,14.61
7/13/2021 2:55,16393.03,14.6
7/13/2021 3:00,16390.13,14.59
7/13/2021 3:05,16387.41,14.59
7/13/2021 3:10,16382.6,14.59
7/13/2021 3:15,16379.26,14.58
7/13/2021 3:20,16373.03,14.58
7/13/2021 3:25,16369.86,14.57
7/13/2021 3:30,16365.46,14.55
7/13/2021 3:35,16364.02,14.56
7/13/2021 3:40,16358.29,14.55
7/13/2021 3:45,16352.71,14.55
7/13/2021 3:50,16349.05,14.56
7/13/2021 3:55,16348.16,14.55
7/13/2021 4:00,16343.73,14.54
7/13/2021 4:05,16344.15,14.53
7/13/2021 4:10,16338.07,14.52
7/13/2021 4:15,16332.72,14.51
7/13/2021 4:20,16329.77,14.51
7/13/2021 4:25,16327.77,14.5
7/13/2021 4:30,16323.5,14.52
7/13/2021 4:35,16320.18,14.49
7/13/2021 4:40,16317.19,14.49
7/13/2021 4:45,16314.39,14.49
7/13/2021 4:50,16310.69,14.48
7/13/2021 4:55,16306.47,14.48
7/13/2021 5:00,16303.13,14.46
7/13/2021 5:05,16300.64,14.47
7/13/2021 5:10,16296.67,14.45
7/13/2021 5:15,16294.81,14.45
7/13/2021 5:20,16289.66,14.45
7/13/2021 5:25,16287.68,14.43
7/13/2021 5:30,16287.22,14.43
7/13/2021 5:35,16284.15,14.42
7/13/2021 5:40,16278.66,14.42
7/13/2021 5:45,16277.14,14.41
7/13/2021 5:50,16273.08,14.41
7/13/2021 5:55,16269.24,14.4
7/13/2021 6:00,16267.97,14.4
7/13/2021 6:05,16265.52,14.39
7/13/2021 6:10,16261.19,14.39
7/13/2021 6:15,16265.04,14.39
7/13/2021 6:20,16259.57,14.39
7/13/2021 6:25,16260.38,14.38
7/13/2021 6:30,16256.18,14.39
7/13/2021 6:35,16257.78,14.39
7/13/2021 6:40,16252.26,14.42
7/13/2021 6:45,16254.84,14.4
7/13/2021 6:50,16255.15,14.4
7/13/2021 6:55,16252.17,14.41
7/13/2021 7:00,16254.27,14.43
7/13/2021 7:05,16260.28,14.43
7/13/2021 7:10,16255.74,14.43
7/13/2021 7:15,16260.51,14.43
7/13/2021 7:20,16264.81,14.43
7/13/2021 7:25,16267.11,14.44
7/13/2021 7:30,16271.47,14.44
7/13/2021 7:35,16276.08,14.44
7/13/2021 7:40,16277.82,14.42
7/13/2021 7:45,16285.03,14.43
7/13/2021 7:50,16291.41,14.44
7/13/2021 7:55,16299.99,14.43
7/13/2021 8:00,16308.66,14.42
7/13/2021 8:05,16315.66,14.42
7/13/2021 8:10,16325.56,14.41
7/13/2021 8:15,16333.25,14.39
7/13/2021 8:20,16342.74,14.39
7/13/2021 8:25,16352,14.37
7/13/2021 8:30,16366.03,14.36
7/13/2021 8:35,16380.38,14.36
7/13/2021 8:40,16395.55,14.35
7/13/2021 8:45,16409.6,14.32
7/13/2021 8:50,16424.11,14.32
7/13/2021 8:55,16447.04,14.3
7/13/2021 9:00,16462.31,14.28
7/13/2021 9:05,16479.41,14.26
7/13/2021 9:10,16498.49,14.24
7/13/2021 9:15,16516.22,14.23
7/13/2021 9:20,16539.57,14.21
7/13/2021 9:25,16564.54,14.2
7/13/2021 9:30,16585.84,14.17
7/13/2021 9:35,16611.45,14.17
7/13/2021 9:40,16633.91,14.13
7/13/2021 9:45,16653.78,14.08
7/13/2021 9:50,16678.15,14.09
7/13/2021 9:55,16704.7,14.07
7/13/2021 10:00,16734.66,14.04
7/13/2021 10:05,16768.38,14.02
7/13/2021 10:10,16802.39,14
7/13/2021 10:15,16832.43,13.97
7/13/2021 10:20,16870.01,13.94
7/13/2021 10:25,16909.82,13.92
7/13/2021 10:30,16953.63,13.9
7/13/2021 10:35,17004.47,13.86
7/13/2021 10:40,17052.86,13.83
7/13/2021 10:45,17108.48,13.8
7/13/2021 10:50,17151.67,13.78
7/13/2021 10:55,17204.48,13.75
7/13/2021 11:00,17256.44,13.73
7/13/2021 11:05,17311.01,13.69
7/13/2021 11:10,17366.83,13.69
7/13/2021 11:15,17428.22,13.65
7/13/2021 11:20,17489.14,13.66
7/13/2021 11:25,17546.9,13.61
7/13/2021 11:30,17613.98,13.59
7/13/2021 11:35,17667.38,13.57
7/13/2021 11:40,17721.29,13.57
7/13/2021 11:45,17778.18,13.55
7/13/2021 11:50,17831.33,13.54
7/13/2021 11:55,17876.44,13.52
7/13/2021 12:00,17927.12,13.53
7/13/2021 12:05,17968.33,13.53
7/13/2021 12:10,18019.89,13.51
7/13/2021 12:15,18062.48,13.51
7/13/2021 12:20,18103.04,13.51
7/13/2021 12:25,18155.94,13.46
7/13/2021 12:30,18201.37,13.53
7/13/2021 12:35,18246.15,13.47
7/13/2021 12:40,18281.11,13.55
7/13/2021 12:45,18320.41,13.52
7/13/2021 12:50,18356.37,13.49
7/13/2021 12:55,18387.57,13.52
7/13/2021 13:00,18413.49,13.49
7/13/2021 13:05,18441.66,13.46
7/13/2021 13:10,18457.67,13.52
7/13/2021 13:15,18441.43,13.57
7/13/2021 13:20,18453.56,13.58
7/13/2021 13:25,18439.43,13.61
7/13/2021 13:30,18451.27,13.6
7/13/2021 13:35,18438.94,13.6
7/13/2021 13:40,18479.4,13.62
7/13/2021 13:45,18435.34,13.68
7/13/2021 13:50,18389.63,13.67
7/13/2021 13:55,18334.95,13.7
7/13/2021 14:00,18270.93,13.71
7/13/2021 14:05,18218.87,13.74
7/13/2021 14:10,18164.92,13.75
7/13/2021 14:15,18107.35,13.77
7/13/2021 14:20,18065.58,13.78
7/13/2021 14:25,18018.06,13.81
7/13/2021 14:30,17980.4,13.82
7/13/2021 14:35,17942.61,13.83
7/13/2021 14:40,17912.32,13.84
7/13/2021 14:45,17881.04,13.84
7/13/2021 14:50,17853.5,13.84
7/13/2021 14:55,17830.79,13.85
7/13/2021 15:00,17808.18,13.84
7/13/2021 15:05,17782.92,13.84
7/13/2021 15:10,17761.88,13.85
7/13/2021 15:15,17739.49,13.83
7/13/2021 15:20,17718.99,13.87
7/13/2021 15:25,17704.39,13.85
7/13/2021 15:30,17690.78,13.86
7/13/2021 15:35,17669.39,13.86
7/13/2021 15:40,17653.74,13.82
7/13/2021 15:45,17631.94,13.81
7/13/2021 15:50,17608.64,13.8
7/13/2021 15:55,17591.14,13.79
7/13/2021 16:00,17571.2,13.78
7/13/2021 16:05,17555.07,13.76
7/13/2021 16:10,17536.93,13.75
7/13/2021 16:15,17515.92,13.73
7/13/2021 16:20,17500.75,13.72
7/13/2021 16:25,17484.32,13.73
7/13/2021 16:30,17466.17,13.71
7/13/2021 16:35,17455.21,13.7
7/13/2021 16:40,17437.02,13.69
7/13/2021 16:45,17421.03,13.68
7/13/2021 16:50,17408.41,13.66
7/13/2021 16:55,17399.3,13.65
7/13/2021 17:00,17384.11,13.66
7/13/2021 17:05,17376.38,13.62
7/13/2021 17:10,17366.44,13.64
7/13/2021 17:15,17353.16,13.62
7/13/2021 17:20,17341.31,13.58
7/13/2021 17:25,17325.61,13.58
7/13/2021 17:30,17313.17,13.55
7/13/2021 17:35,17297.6,13.52
7/13/2021 17:40,17283.45,13.51
7/13/2021 17:45,17268.02,13.51
7/13/2021 17:50,17251.67,13.48
7/13/2021 17:55,17239.4,13.49
7/13/2021 18:00,17227.54,13.47
7/13/2021 18:05,17216.84,13.47
7/13/2021 18:10,17208.7,13.46
7/13/2021 18:15,17204.39,13.45
7/13/2021 18:20,17194.19,13.46
7/13/2021 18:25,17189.39,13.44
7/13/2021 18:30,17188.41,13.43
7/13/2021 18:35,17184.29,13.41
7/13/2021 18:40,17181.04,13.43
7/13/2021 18:45,17172.74,13.39
7/13/2021 18:50,17164.98,13.39
7/13/2021 18:55,17154.29,13.37
7/13/2021 19:00,17146.83,13.36
7/13/2021 19:05,17137.22,13.36
7/13/2021 19:10,17128.48,13.34
7/13/2021 19:15,17118.43,13.34
7/13/2021 19:20,17102.9,13.32
7/13/2021 19:25,17090.62,13.28
7/13/2021 19:30,17074.71,13.29
7/13/2021 19:35,17060.84,13.26
7/13/2021 19:40,17046.55,13.26
7/13/2021 19:45,17033.02,13.26
7/13/2021 19:50,17019.67,13.24
7/13/2021 19:55,17004.72,13.24
7/13/2021 20:00,16997.06,13.2
7/13/2021 20:05,16983.33,13.2
7/13/2021 20:10,16972.39,13.21
7/13/2021 20:15,16960.59,13.19
7/13/2021 20:20,16946.98,13.19
7/13/2021 20:25,16940.12,13.17
7/13/2021 20:30,16923.42,13.19
7/13/2021 20:35,16916.44,13.16
7/13/2021 20:40,16905.31,13.16
7/13/2021 20:45,16898.96,13.15
7/13/2021 20:50,16885.79,13.13
7/13/2021 20:55,16879.71,13.14
7/13/2021 21:00,16869.5,13.13
7/13/2021 21:05,16861.69,13.12
7/13/2021 21:10,16855.65,13.13
7/13/2021 21:15,16846.59,13.12
7/13/2021 21:20,16842.42,13.12
7/13/2021 21:25,16833.84,13.13
7/13/2021 21:30,16826.3,13.13
7/13/2021 21:35,16816.55,13.12
7/13/2021 21:40,16808.98,13.12
7/13/2021 21:45,16798.5,13.13
7/13/2021 21:50,16791.39,13.14
7/13/2021 21:55,16780.68,13.13
7/13/2021 22:00,16774.59,13.14
7/13/2021 22:05,16765.4,13.14
7/13/2021 22:10,16758.64,13.15
7/13/2021 22:15,16750.07,13.15
7/13/2021 22:20,16744.33,13.14
7/13/2021 22:25,16734.36,13.14
7/13/2021 22:30,16734.05,13.13
7/13/2021 22:35,16727.9,13.13
7/13/2021 22:40,16724.67,13.15
7/13/2021 22:45,16718.96,13.14
7/13/2021 22:50,16715.81,13.15
7/13/2021 22:55,16707.95,13.13
7/13/2021 23:00,16701.44,13.13
7/13/2021 23:05,16696.47,13.15
7/13/2021 23:10,16697.23,13.15
7/13/2021 23:15,16690.9,13.14
7/13/2021 23:20,16686.15,13.14
7/13/2021 23:25,16679.86,13.12
7/13/2021 23:30,16675.62,13.15
7/13/2021 23:35,16671.4,13.13
