DateTime,Turbidity FNU,fDOM RFU
7/11/2021 13:30,17494.09,17.11
7/11/2021 13:35,17470.32,16.86
7/11/2021 13:40,17441.23,17.09
7/11/2021 13:45,17411.47,17.11
7/11/2021 13:50,17384.98,17.11
7/11/2021 13:55,17357.91,17.14
7/11/2021 14:00,17329.91,17.04
7/11/2021 14:05,17302.62,17.01
7/11/2021 14:10,17280.98,17.05
7/11/2021 14:15,17255.69,17.09
7/11/2021 14:20,17232.44,17.17
7/11/2021 14:25,17221.12,17.31
7/11/2021 14:30,17207.65,17.23
7/11/2021 14:35,17189.51,17.27
7/11/2021 14:40,17177.12,17.34
7/11/2021 14:45,17161.12,17.44
7/11/2021 14:50,17144.7,17.45
7/11/2021 14:55,17127.38,17.49
7/11/2021 15:00,17113.12,17.56
7/11/2021 15:05,17099.04,17.63
7/11/2021 15:10,17080.1,17.65
7/11/2021 15:15,17065.6,17.68
7/11/2021 15:20,17047.48,17.71
7/11/2021 15:25,17034.34,17.69
7/11/2021 15:30,17019.41,17.69
7/11/2021 15:35,17007.17,17.63
7/11/2021 15:40,16993.04,17.62
7/11/2021 15:45,16978.12,17.61
7/11/2021 15:50,16966.39,17.58
7/11/2021 15:55,16953.52,17.59
7/11/2021 16:00,16941.9,17.61
7/11/2021 16:05,16928.51,17.56
7/11/2021 16:10,16917.25,17.58
7/11/2021 16:15,16902.19,17.62
7/11/2021 16:20,16888.74,17.64
7/11/2021 16:25,16873.22,17.62
7/11/2021 16:30,16864.69,17.62
7/11/2021 16:35,16854.88,17.64
7/11/2021 16:40,16842.52,17.59
7/11/2021 16:45,16833.88,17.59
7/11/2021 16:50,16828.86,17.59
7/11/2021 16:55,16829.22,17.58
7/11/2021 17:00,16827.02,17.62
7/11/2021 17:05,16830.26,17.56
7/11/2021 17:10,16830.58,17.52
7/11/2021 17:15,16833.39,17.53
7/11/2021 17:20,16830.59,17.51
7/11/2021 17:25,16833.87,17.45
7/11/2021 17:30,16832.8,17.44
7/11/2021 17:35,16846.33,17.45
7/11/2021 17:40,16854.48,17.44
7/11/2021 17:45,16856.35,17.43
7/11/2021 17:50,16858.08,17.42
7/11/2021 17:55,16854.5,17.41
7/11/2021 18:00,16848.68,17.37
7/11/2021 18:05,16847.74,17.37
7/11/2021 18:10,16847.54,17.34
7/11/2021 18:15,16841.22,17.33
7/11/2021 18:20,16833.22,17.29
7/11/2021 18:25,16827.77,17.24
7/11/2021 18:30,16826.41,17.24
7/11/2021 18:35,16820.15,17.25
7/11/2021 18:40,16811.57,17.28
7/11/2021 18:45,16807.27,17.28
7/11/2021 18:50,16802.31,17.28
7/11/2021 18:55,16792.59,17.28
7/11/2021 19:00,16785.06,17.3
7/11/2021 19:05,16781.9,17.3
7/11/2021 19:10,16771.4,17.3
7/11/2021 19:15,16761.36,17.31
7/11/2021 19:20,16753.78,17.34
7/11/2021 19:25,16743.48,17.36
7/11/2021 19:30,16734.56,17.31
7/11/2021 19:35,16725.25,17.28
7/11/2021 19:40,16715.11,17.31
7/11/2021 19:45,16709.52,17.29
7/11/2021 19:50,16698.6,17.26
7/11/2021 19:55,16691.24,17.25
7/11/2021 20:00,16682,17.24
7/11/2021 20:05,16677.37,17.22
7/11/2021 20:10,16667.87,17.2
7/11/2021 20:15,16661.52,17.19
7/11/2021 20:20,16653.15,17.13
7/11/2021 20:25,16645.75,17.11
7/11/2021 20:30,16637.51,17.08
7/11/2021 20:35,16629.34,17.06
7/11/2021 20:40,16621.33,17.04
7/11/2021 20:45,16617.11,17
7/11/2021 20:50,16605.48,16.93
7/11/2021 20:55,16597.9,16.95
7/11/2021 21:00,16590.97,16.89
7/11/2021 21:05,16584.22,16.9
7/11/2021 21:10,16580.28,16.9
7/11/2021 21:15,16575.3,16.86
7/11/2021 21:20,16569.96,16.86
7/11/2021 21:25,16560.95,16.83
7/11/2021 21:30,16553.09,16.79
7/11/2021 21:35,16547.89,16.76
7/11/2021 21:40,16542.32,16.75
7/11/2021 21:45,16536.07,16.73
7/11/2021 21:50,16530.92,16.7
7/11/2021 21:55,16523.38,16.68
7/11/2021 22:00,16518.24,16.67
7/11/2021 22:05,16512.49,16.65
7/11/2021 22:10,16506.81,16.63
7/11/2021 22:15,16505.76,16.63
7/11/2021 22:20,16499.49,16.6
7/11/2021 22:25,16494.49,16.57
7/11/2021 22:30,16493.04,16.56
7/11/2021 22:35,16490.73,16.54
7/11/2021 22:40,16488.33,16.52
7/11/2021 22:45,16489.32,16.5
7/11/2021 22:50,16485.18,16.41
7/11/2021 22:55,16486.72,16.43
7/11/2021 23:00,16485.15,16.41
7/11/2021 23:05,16488.03,16.42
7/11/2021 23:10,16489.16,16.39
7/11/2021 23:15,16490.48,16.39
7/11/2021 23:20,16490.05,16.38
7/11/2021 23:25,16490.76,16.35
7/11/2021 23:30,16492.94,16.34
7/11/2021 23:35,16497.08,16.33
7/11/2021 23:40,16498.99,16.29
7/11/2021 23:45,16501.95,16.28
7/11/2021 23:50,16502.59,16.26
7/11/2021 23:55,16505.19,16.26
7/12/2021 0:00,16505.85,16.22
7/12/2021 0:05,16507.18,16.22
7/12/2021 0:10,16507.08,16.21
7/12/2021 0:15,16509.93,16.18
7/12/2021 0:20,16509.58,16.18
7/12/2021 0:25,16507.73,16.17
7/12/2021 0:30,16507.89,16.16
7/12/2021 0:35,16509.01,16.14
7/12/2021 0:40,16510.72,16.13
7/12/2021 0:45,16508.65,16.11
7/12/2021 0:50,16506.41,16.09
7/12/2021 0:55,16507.43,16.08
7/12/2021 1:00,16505.36,16.08
7/12/2021 1:05,16505.07,16.09
7/12/2021 1:10,16503.19,16.02
7/12/2021 1:15,16497.83,16.01
7/12/2021 1:20,16497.64,16.01
7/12/2021 1:25,16501.13,16.02
7/12/2021 1:30,16502.22,15.98
7/12/2021 1:35,16498.07,15.95
7/12/2021 1:40,16497.42,15.97
7/12/2021 1:45,16491.65,15.95
7/12/2021 1:50,16490.49,15.94
7/12/2021 1:55,16488.22,15.94
7/12/2021 2:00,16487.77,15.91
7/12/2021 2:05,16487.7,15.88
7/12/2021 2:10,16487.85,15.89
7/12/2021 2:15,16490.32,15.9
7/12/2021 2:20,16490.01,15.89
7/12/2021 2:25,16488.5,15.87
7/12/2021 2:30,16488.76,15.88
7/12/2021 2:35,16489.6,15.87
7/12/2021 2:40,16493.11,15.83
7/12/2021 2:45,16486.09,15.81
7/12/2021 2:50,16487.61,15.81
7/12/2021 2:55,16483.35,15.81
7/12/2021 3:00,16479.93,15.8
7/12/2021 3:05,16477.25,15.79
7/12/2021 3:10,16471.4,15.78
7/12/2021 3:15,16470.55,15.74
7/12/2021 3:20,16465.05,15.77
7/12/2021 3:25,16460.95,15.75
7/12/2021 3:30,16457.51,15.74
7/12/2021 3:35,16453.34,15.73
7/12/2021 3:40,16447.62,15.72
7/12/2021 3:45,16444.8,15.72
7/12/2021 3:50,16439.5,15.71
7/12/2021 3:55,16432.73,15.7
7/12/2021 4:00,16426.63,15.68
7/12/2021 4:05,16418.39,15.69
7/12/2021 4:10,16416.57,15.67
7/12/2021 4:15,16411.95,15.68
7/12/2021 4:20,16407.9,15.67
7/12/2021 4:25,16403.93,15.65
7/12/2021 4:30,16397.85,15.63
7/12/2021 4:35,16396.31,15.64
7/12/2021 4:40,16390.51,15.62
7/12/2021 4:45,16383.8,15.62
7/12/2021 4:50,16376.54,15.61
7/12/2021 4:55,16372.77,15.6
7/12/2021 5:00,16367.9,15.58
7/12/2021 5:05,16362.49,15.56
7/12/2021 5:10,16358.03,15.56
7/12/2021 5:15,16350.96,15.55
7/12/2021 5:20,16349.13,15.55
7/12/2021 5:25,16344.02,15.53
7/12/2021 5:30,16340.02,15.52
7/12/2021 5:35,16334.86,15.51
7/12/2021 5:40,16333.56,15.49
7/12/2021 5:45,16331.74,15.49
7/12/2021 5:50,16321.17,15.46
7/12/2021 5:55,16316.47,15.47
7/12/2021 6:00,16315.27,15.46
7/12/2021 6:05,16311.33,15.46
7/12/2021 6:10,16307.89,15.45
7/12/2021 6:15,16306.58,15.43
7/12/2021 6:20,16305.62,15.44
7/12/2021 6:25,16300.99,15.44
7/12/2021 6:30,16300.33,15.43
7/12/2021 6:35,16298.6,15.45
7/12/2021 6:40,16293.48,15.42
7/12/2021 6:45,16293.54,15.44
7/12/2021 6:50,16297.6,15.42
7/12/2021 6:55,16292.46,15.43
7/12/2021 7:00,16293.1,15.44
7/12/2021 7:05,16295.35,15.44
7/12/2021 7:10,16298.16,15.41
7/12/2021 7:15,16297.33,15.42
7/12/2021 7:20,16299.79,15.44
7/12/2021 7:25,16303.38,15.44
7/12/2021 7:30,16305.37,15.45
7/12/2021 7:35,16309.42,15.43
7/12/2021 7:40,16315.62,15.43
7/12/2021 7:45,16321.2,15.42
7/12/2021 7:50,16321.79,15.41
7/12/2021 7:55,16333.47,15.41
7/12/2021 8:00,16335.51,15.39
7/12/2021 8:05,16344.84,15.41
7/12/2021 8:10,16356.65,15.39
7/12/2021 8:15,16364.29,15.37
7/12/2021 8:20,16373.77,15.37
7/12/2021 8:25,16384.32,15.35
7/12/2021 8:30,16391.79,15.33
7/12/2021 8:35,16401.11,15.32
7/12/2021 8:40,16409.24,15.33
7/12/2021 8:45,16420.59,15.31
7/12/2021 8:50,16433.12,15.31
7/12/2021 8:55,16448.07,15.28
7/12/2021 9:00,16463.22,15.27
7/12/2021 9:05,16478.56,15.26
7/12/2021 9:10,16496.82,15.23
7/12/2021 9:15,16518.5,15.2
7/12/2021 9:20,16535.03,15.2
7/12/2021 9:25,16557.05,15.18
