DateTime,Turbidity FNU,fDOM  QSU,fDOM RFU
8/10/2021 21:00,1.49,108.37,11.35
8/10/2021 21:15,1.49,108.49,11.36
8/10/2021 21:30,1.45,108.68,11.38
8/10/2021 21:45,1.48,108.76,11.39
8/10/2021 22:00,1.46,108.51,11.36
8/10/2021 22:15,1.5,108.42,11.35
8/10/2021 22:30,1.45,108.36,11.34
8/10/2021 22:45,1.62,108.09,11.32
8/10/2021 23:00,1.54,108,11.31
8/10/2021 23:15,1.45,107.8,11.29
8/10/2021 23:30,1.51,107.78,11.28
8/10/2021 23:45,1.47,107.71,11.28
8/11/2021 0:00,1.51,107.63,11.27
8/11/2021 0:15,1.43,107.27,11.23
8/11/2021 0:30,1.49,107.28,11.23
8/11/2021 0:45,1.47,107.24,11.23
8/11/2021 1:00,1.48,107.33,11.24
8/11/2021 1:15,1.51,107.03,11.21
8/11/2021 1:30,1.5,107.03,11.21
8/11/2021 1:45,1.48,106.97,11.2
8/11/2021 2:00,1.59,106.96,11.2
8/11/2021 2:15,1.53,107.12,11.21
8/11/2021 2:30,1.44,107.21,11.22
8/11/2021 2:45,1.52,107.38,11.24
8/11/2021 3:00,1.5,107.59,11.26
8/11/2021 3:15,1.58,107.33,11.24
8/11/2021 3:30,1.52,107.5,11.26
8/11/2021 3:45,1.46,107.39,11.24
8/11/2021 4:00,1.49,107.48,11.25
8/11/2021 4:15,1.45,107.63,11.27
8/11/2021 4:30,1.42,107.64,11.27
8/11/2021 4:45,1.52,107.6,11.27
8/11/2021 5:00,1.49,107.77,11.28
8/11/2021 5:15,1.48,107.64,11.27
8/11/2021 5:30,1.51,107.64,11.27
8/11/2021 5:45,1.46,107.71,11.28
8/11/2021 6:00,1.48,107.84,11.29
8/11/2021 6:15,1.68,107.8,11.29
8/11/2021 6:30,1.53,107.83,11.29
8/11/2021 6:45,1.52,107.99,11.31
8/11/2021 7:00,1.61,107.93,11.3
8/11/2021 7:15,1.61,107.85,11.29
8/11/2021 7:30,1.53,107.82,11.29
8/11/2021 7:45,1.53,107.82,11.29
8/11/2021 8:00,1.55,107.76,11.28
8/11/2021 8:15,1.44,107.9,11.3
8/11/2021 8:30,1.46,107.7,11.28
8/11/2021 8:45,1.5,107.84,11.29
8/11/2021 9:00,1.54,107.99,11.31
8/11/2021 9:15,1.39,108.14,11.32
8/11/2021 9:30,1.36,107.9,11.3
8/11/2021 9:45,1.38,107.96,11.3
8/11/2021 10:00,1.44,107.87,11.29
8/11/2021 10:15,1.47,108.03,11.31
8/11/2021 10:30,1.38,108.34,11.34
8/11/2021 10:45,1.48,108.37,11.35
8/11/2021 11:00,1.48,108.64,11.37
8/11/2021 11:15,1.45,109.11,11.42
8/11/2021 11:30,1.39,109.04,11.42
8/11/2021 11:45,1.45,109.09,11.42
8/11/2021 12:00,1.47,109.4,11.45
8/11/2021 12:15,1.48,109.66,11.48
8/11/2021 12:30,1.49,109.38,11.45
8/11/2021 12:45,1.38,109.06,11.42
8/11/2021 13:00,1.48,109.05,11.42
8/11/2021 13:15,1.46,109.24,11.44
8/11/2021 13:30,1.54,109.11,11.42
8/11/2021 13:45,1.46,109.12,11.42
8/11/2021 14:00,1.53,108.94,11.41
8/11/2021 14:15,1.49,108.82,11.39
8/11/2021 14:30,1.49,108.3,11.34
8/11/2021 14:45,1.45,107.42,11.25
8/11/2021 15:00,1.58,106.71,11.17
8/11/2021 15:15,1.45,106.1,11.11
8/11/2021 15:30,1.38,105.55,11.05
8/11/2021 15:45,1.51,105.3,11.02
8/11/2021 16:00,1.35,105.01,10.99
8/11/2021 16:15,1.49,104.93,10.99
8/11/2021 16:30,1.48,104.99,10.99
8/11/2021 16:45,1.5,104.82,10.97
8/11/2021 17:00,2.1,105.04,11
8/11/2021 17:15,6.63,105.17,11.01
8/11/2021 17:30,6.54,105.88,11.09
8/11/2021 17:45,6.48,106.18,11.12
8/11/2021 18:00,6.54,106.71,11.17
8/11/2021 18:15,6.52,107.19,11.22
8/11/2021 18:30,6.56,107.45,11.25
8/11/2021 18:45,6.55,107.73,11.28
8/11/2021 19:00,6.55,107.71,11.28
8/11/2021 19:15,6.51,107.45,11.25
8/11/2021 19:30,6.46,107.51,11.26
8/11/2021 19:45,6.48,107.54,11.26
8/11/2021 20:00,6.45,107.45,11.25
8/11/2021 20:15,6.48,107.21,11.22
8/11/2021 20:30,6.46,107.28,11.23
8/11/2021 20:45,6.41,-3.98,-0.42
8/11/2021 21:00,6.45,-4.14,-0.43
8/11/2021 21:15,6.47,-4.15,-0.43
8/11/2021 21:30,6.46,-4.15,-0.43
8/11/2021 21:45,6.42,-4.01,-0.42
8/11/2021 22:00,6.41,-4.08,-0.43
8/11/2021 22:15,6.41,-4.09,-0.43
8/11/2021 22:30,6.4,-4.22,-0.44
8/11/2021 22:45,6.43,-4.13,-0.43
8/11/2021 23:00,6.42,-4.11,-0.43
8/11/2021 23:15,6.41,-4.26,-0.45
8/11/2021 23:30,6.42,-4.13,-0.43
8/11/2021 23:45,6.41,-4.08,-0.43
8/12/2021 0:00,6.45,-4.11,-0.43
8/12/2021 0:15,6.43,-4.01,-0.42
8/12/2021 0:30,6.46,-4.16,-0.44
8/12/2021 0:45,6.48,-4.18,-0.44
8/12/2021 1:00,6.47,-4.03,-0.42
8/12/2021 1:15,6.46,-3.99,-0.42
8/12/2021 1:30,6.5,-4.01,-0.42
8/12/2021 1:45,6.49,-4.23,-0.44
8/12/2021 2:00,6.48,-4.17,-0.44
8/12/2021 2:15,6.49,-4.15,-0.43
8/12/2021 2:30,6.48,-4.02,-0.42
8/12/2021 2:45,6.52,-4.03,-0.42
8/12/2021 3:00,6.49,-4.04,-0.42
8/12/2021 3:15,6.49,-4.06,-0.43
8/12/2021 3:30,6.48,-4.05,-0.42
8/12/2021 3:45,6.5,-4.15,-0.43
8/12/2021 4:00,6.53,-4.04,-0.42
8/12/2021 4:15,6.49,-3.89,-0.41
8/12/2021 4:30,6.56,-4.11,-0.43
8/12/2021 4:45,6.54,-4.07,-0.43
8/12/2021 5:00,6.53,-4.05,-0.42
8/12/2021 5:15,6.54,-4.19,-0.44
8/12/2021 5:30,6.54,-4.04,-0.42
8/12/2021 5:45,6.55,-3.99,-0.42
8/12/2021 6:00,6.57,-4.21,-0.44
8/12/2021 6:15,6.55,-4.07,-0.43
8/12/2021 6:30,6.61,-4.04,-0.42
8/12/2021 6:45,6.59,-4.19,-0.44
8/12/2021 7:00,6.61,-4.11,-0.43
8/12/2021 7:15,6.61,-4.13,-0.43
8/12/2021 7:30,6.63,-4.15,-0.43
8/12/2021 7:45,6.62,-4.1,-0.43
8/12/2021 8:00,6.59,-4.31,-0.45
8/12/2021 8:15,6.6,-4.09,-0.43
8/12/2021 8:30,6.64,-4.07,-0.43
8/12/2021 8:45,6.59,-4.05,-0.42
8/12/2021 9:00,6.59,-4.29,-0.45
8/12/2021 9:15,6.61,-4.16,-0.44
8/12/2021 9:30,6.63,-4.11,-0.43
8/12/2021 9:45,6.57,-4.17,-0.44
8/12/2021 10:00,6.59,-4.09,-0.43
8/12/2021 10:15,6.59,-4.03,-0.42
8/12/2021 10:30,6.59,-4.01,-0.42
8/12/2021 10:45,6.56,-4.09,-0.43
8/12/2021 11:00,6.56,-4.24,-0.44
8/12/2021 11:15,6.55,-4.15,-0.43
8/12/2021 11:30,6.86,-4.14,-0.43
8/12/2021 11:45,6.82,-4.12,-0.43
8/12/2021 12:00,6.09,-3.98,-0.42
8/12/2021 16:20,3.86,-4.08,-0.43
8/12/2021 16:35,1.8,-4.05,-0.42
8/12/2021 16:50,1.77,-4.2,-0.44
8/12/2021 17:05,1.69,-4.04,-0.42
8/12/2021 17:20,1.66,-4.09,-0.43
8/12/2021 17:35,1.71,-4.17,-0.44
8/12/2021 17:50,1.7,-4.12,-0.43
8/12/2021 18:05,1.79,-4.16,-0.44
8/12/2021 18:20,1.69,-4.13,-0.43
8/12/2021 18:35,1.69,-4.17,-0.44
8/12/2021 18:50,1.64,-4.08,-0.43
8/12/2021 19:05,1.66,-4.1,-0.43
8/12/2021 19:20,1.65,-4.12,-0.43
8/12/2021 19:35,1.62,4.23,0.44
8/12/2021 19:50,1.72,-4.09,-0.43
8/12/2021 20:05,1.68,-1.39,-0.52
8/12/2021 20:20,1.71,29.6,11.04
8/12/2021 20:35,1.67,29.51,11.01
8/12/2021 20:50,1.85,29.51,11.01
8/12/2021 21:05,1.61,29.58,11.03
8/12/2021 21:20,1.67,29.58,11.04
8/12/2021 21:35,1.64,29.53,11.02
8/12/2021 21:50,1.61,29.5,11.01
8/12/2021 22:05,1.7,29.5,11.01
8/12/2021 22:20,1.72,29.49,11
8/12/2021 22:35,1.76,29.45,10.99
8/12/2021 22:50,1.67,29.44,10.98
8/12/2021 23:05,1.65,29.48,11
8/12/2021 23:20,1.65,29.49,11
8/12/2021 23:35,1.69,29.43,10.98
8/12/2021 23:50,1.71,29.38,10.96
8/13/2021 0:05,1.62,29.34,10.95
8/13/2021 0:20,1.71,29.33,10.94
8/13/2021 0:35,1.61,29.28,10.93
8/13/2021 0:50,1.75,29.3,10.93
8/13/2021 1:05,1.68,29.3,10.93
8/13/2021 1:20,1.67,29.3,10.93
8/13/2021 1:35,1.58,29.3,10.93
8/13/2021 1:50,1.75,29.26,10.92
8/13/2021 2:05,1.64,29.32,10.94
8/13/2021 2:20,1.71,29.31,10.94
8/13/2021 2:35,1.57,29.29,10.93
8/13/2021 2:50,1.66,29.34,10.95
8/13/2021 3:05,1.64,29.34,10.95
8/13/2021 3:20,1.64,29.32,10.94
8/13/2021 3:35,1.63,29.34,10.95
8/13/2021 3:50,1.61,29.35,10.95
8/13/2021 4:05,1.61,29.38,10.96
8/13/2021 4:20,1.64,29.39,10.96
8/13/2021 4:35,1.64,29.36,10.95
8/13/2021 4:50,1.79,29.37,10.96
8/13/2021 5:05,1.62,29.36,10.96
8/13/2021 5:20,1.62,29.39,10.96
8/13/2021 5:35,1.58,29.41,10.97
8/13/2021 5:50,1.6,29.37,10.96
8/13/2021 6:05,1.57,29.38,10.96
8/13/2021 6:20,1.63,29.37,10.96
8/13/2021 6:35,1.67,29.4,10.97
8/13/2021 6:50,1.64,29.4,10.97
8/13/2021 7:05,1.66,29.4,10.97
8/13/2021 7:20,1.57,29.38,10.96
8/13/2021 7:35,1.62,29.38,10.96
8/13/2021 7:50,1.59,29.37,10.96
8/13/2021 8:05,1.71,29.36,10.95
8/13/2021 8:20,1.56,29.34,10.95
8/13/2021 8:35,1.6,29.34,10.95
8/13/2021 8:50,1.52,29.34,10.95
8/13/2021 9:05,1.62,29.34,10.95
8/13/2021 9:20,1.55,29.35,10.95
8/13/2021 9:35,1.59,29.31,10.93
8/13/2021 9:50,1.67,29.29,10.93
8/13/2021 10:05,1.58,29.32,10.94
8/13/2021 10:20,1.68,29.37,10.96
8/13/2021 10:35,1.58,29.45,10.99
8/13/2021 10:50,1.59,29.53,11.02
8/13/2021 11:05,1.68,29.55,11.03
8/13/2021 11:20,1.63,29.59,11.04
8/13/2021 11:35,1.63,29.65,11.06
8/13/2021 11:50,1.58,29.67,11.07
8/13/2021 12:05,1.63,29.71,11.08
8/13/2021 12:20,1.63,29.74,11.1
8/13/2021 12:35,1.63,29.68,11.08
8/13/2021 12:50,1.7,29.65,11.06
8/13/2021 13:05,1.67,29.59,11.04
8/13/2021 13:20,1.64,29.5,11
8/13/2021 13:35,1.73,29.4,10.97
8/13/2021 13:50,1.76,29.28,10.93
8/13/2021 14:05,1.64,29.18,10.89
8/13/2021 14:20,1.69,29.06,10.84
8/13/2021 14:35,1.67,28.87,10.77
8/13/2021 14:50,1.73,28.7,10.71
8/13/2021 15:05,1.85,28.61,10.67
8/13/2021 15:20,1.74,28.52,10.64
8/13/2021 15:35,1.87,28.52,10.64
8/13/2021 15:50,1.74,28.5,10.63
8/13/2021 16:05,1.68,28.5,10.63
8/13/2021 16:20,1.68,28.67,10.7
8/13/2021 16:35,1.79,28.69,10.7
8/13/2021 16:50,1.83,28.66,10.69
8/13/2021 17:05,1.8,28.74,10.72
8/13/2021 17:20,1.7,28.93,10.8
8/13/2021 17:35,1.72,28.98,10.81
8/13/2021 17:50,1.76,29.07,10.85
8/13/2021 18:05,1.77,29.04,10.84
8/13/2021 18:20,2.37,29.06,10.84
8/13/2021 18:35,2.21,29.02,10.83
8/13/2021 18:50,1.73,28.94,10.8
8/13/2021 19:05,1.71,28.9,10.78
8/13/2021 19:20,1.77,28.95,10.8
8/13/2021 19:35,1.71,28.89,10.78
8/13/2021 19:50,1.7,28.9,10.78
8/13/2021 20:05,1.7,28.87,10.77
8/13/2021 20:20,1.65,28.93,10.79
8/13/2021 20:35,1.7,28.88,10.78
8/13/2021 20:50,1.82,28.89,10.78
8/13/2021 21:05,1.6,28.9,10.78
8/13/2021 21:20,1.75,28.97,10.81
8/13/2021 21:35,1.7,28.92,10.79
8/13/2021 21:50,1.82,28.96,10.8
8/13/2021 22:05,1.66,28.86,10.77
8/13/2021 22:20,1.8,28.72,10.72
8/13/2021 22:35,1.73,28.85,10.76
8/13/2021 22:50,1.66,28.84,10.76
8/13/2021 23:05,1.71,28.83,10.76
8/13/2021 23:20,1.68,28.8,10.75
8/13/2021 23:35,1.74,28.69,10.7
8/13/2021 23:50,1.77,28.75,10.73
8/14/2021 0:05,1.83,28.67,10.7
8/14/2021 0:20,1.74,28.59,10.67
8/14/2021 0:35,1.91,28.59,10.67
8/14/2021 0:50,1.7,28.57,10.66
8/14/2021 1:05,1.62,28.56,10.66
8/14/2021 1:20,1.65,28.58,10.66
8/14/2021 1:35,1.65,28.58,10.67
8/14/2021 1:50,1.68,28.61,10.67
8/14/2021 2:05,1.67,28.63,10.68
8/14/2021 2:20,1.83,28.63,10.68
8/14/2021 2:35,1.73,28.68,10.7
8/14/2021 2:50,1.64,28.71,10.71
8/14/2021 3:05,1.84,28.75,10.73
8/14/2021 3:20,1.81,28.76,10.73
8/14/2021 3:35,1.76,28.8,10.75
8/14/2021 3:50,1.68,28.85,10.76
8/14/2021 4:05,1.66,28.89,10.78
8/14/2021 4:20,1.73,28.92,10.79
8/14/2021 4:35,1.71,28.93,10.79
8/14/2021 4:50,1.63,28.92,10.79
8/14/2021 5:05,1.63,28.96,10.81
8/14/2021 5:20,1.61,28.96,10.8
8/14/2021 5:35,1.67,28.96,10.8
8/14/2021 5:50,1.59,29.01,10.82
8/14/2021 6:05,1.66,29.03,10.83
8/14/2021 6:20,1.67,29,10.82
8/14/2021 6:35,1.74,29.06,10.84
8/14/2021 6:50,1.67,29.02,10.83
8/14/2021 7:05,1.69,29.03,10.83
8/14/2021 7:20,1.64,28.98,10.81
8/14/2021 7:35,1.61,29,10.82
8/14/2021 7:50,1.69,29,10.82
8/14/2021 8:05,1.61,28.99,10.82
8/14/2021 8:20,1.75,29.03,10.83
8/14/2021 8:35,1.57,29.03,10.83
8/14/2021 8:50,1.58,28.99,10.82
8/14/2021 9:05,1.54,29.01,10.82
8/14/2021 9:20,1.6,29.02,10.83
8/14/2021 9:35,1.6,28.98,10.81
8/14/2021 9:50,1.56,29.01,10.82
8/14/2021 10:05,1.58,28.99,10.82
8/14/2021 10:20,1.6,29,10.82
8/14/2021 10:35,1.54,29.08,10.85
8/14/2021 10:50,1.59,29.1,10.86
8/14/2021 11:05,1.59,29.19,10.89
8/14/2021 11:20,1.65,29.27,10.92
8/14/2021 11:35,1.7,29.25,10.91
8/14/2021 11:50,1.62,29.31,10.94
8/14/2021 12:05,1.6,29.32,10.94
8/14/2021 12:20,1.61,29.34,10.95
8/14/2021 12:35,1.75,29.32,10.94
8/14/2021 12:50,1.72,29.31,10.94
8/14/2021 13:05,1.83,29.21,10.9
8/14/2021 13:20,1.72,29.21,10.9
8/14/2021 13:35,1.71,29.13,10.87
8/14/2021 13:50,1.73,29.06,10.84
8/14/2021 14:05,1.76,28.92,10.79
8/14/2021 14:20,1.74,28.73,10.72
8/14/2021 14:35,1.65,28.55,10.65
8/14/2021 14:50,1.75,28.35,10.58
8/14/2021 15:05,1.7,28.48,10.63
8/14/2021 15:20,1.74,28.46,10.62
8/14/2021 15:35,1.7,28.37,10.58
8/14/2021 15:50,1.72,28.44,10.61
8/14/2021 16:05,1.68,28.48,10.62
8/14/2021 16:20,1.74,28.37,10.59
8/14/2021 16:35,1.77,28.34,10.57
8/14/2021 16:50,1.72,28.41,10.6
8/14/2021 17:05,1.75,28.45,10.62
8/14/2021 17:20,1.77,28.43,10.61
8/14/2021 17:35,1.67,28.55,10.65
8/14/2021 17:50,1.65,28.54,10.65
8/14/2021 18:05,1.72,28.6,10.67
8/14/2021 18:20,1.63,28.59,10.67
8/14/2021 18:35,1.71,28.64,10.68
8/14/2021 18:50,1.62,28.63,10.68
8/14/2021 19:05,1.84,28.63,10.68
8/14/2021 19:20,1.67,28.68,10.7
8/14/2021 19:35,1.62,28.71,10.71
8/14/2021 19:50,1.8,28.73,10.72
8/14/2021 20:05,1.75,28.75,10.73
8/14/2021 20:20,1.67,28.79,10.74
8/14/2021 20:35,1.65,28.81,10.75
8/14/2021 20:50,1.64,28.87,10.77
8/14/2021 21:05,1.78,28.84,10.76
8/14/2021 21:20,1.71,28.9,10.78
8/14/2021 21:35,1.69,28.84,10.76
8/14/2021 21:50,1.74,28.82,10.75
8/14/2021 22:05,1.89,28.8,10.74
8/14/2021 22:20,1.77,28.8,10.75
8/14/2021 22:35,1.73,28.72,10.71
8/14/2021 22:50,1.68,28.66,10.69
8/14/2021 23:05,1.7,28.61,10.68
8/14/2021 23:20,1.68,28.61,10.68
8/14/2021 23:35,1.67,28.57,10.66
8/14/2021 23:50,1.65,28.51,10.64
8/15/2021 0:05,1.66,28.47,10.62
8/15/2021 0:20,1.95,28.42,10.6
8/15/2021 0:35,1.69,28.43,10.61
8/15/2021 0:50,1.69,28.36,10.58
8/15/2021 1:05,1.66,28.37,10.59
8/15/2021 1:20,1.65,28.34,10.58
8/15/2021 1:35,1.69,28.31,10.56
8/15/2021 1:50,1.67,28.34,10.58
8/15/2021 2:05,1.63,28.39,10.59
8/15/2021 2:20,1.79,28.39,10.59
8/15/2021 2:35,1.6,28.42,10.6
8/15/2021 2:50,1.7,28.44,10.61
8/15/2021 3:05,1.76,28.5,10.63
8/15/2021 3:20,1.69,28.51,10.64
8/15/2021 3:35,1.61,28.54,10.65
8/15/2021 3:50,1.64,28.55,10.65
8/15/2021 4:05,1.68,28.62,10.68
8/15/2021 4:20,1.68,28.64,10.68
8/15/2021 4:35,1.66,28.62,10.68
8/15/2021 4:50,1.74,28.68,10.7
8/15/2021 5:05,1.66,28.64,10.68
8/15/2021 5:20,1.75,28.67,10.7
8/15/2021 5:35,1.72,28.67,10.7
8/15/2021 5:50,1.7,28.68,10.7
8/15/2021 6:05,1.68,28.71,10.71
8/15/2021 6:20,1.63,28.72,10.72
8/15/2021 6:35,1.61,28.73,10.72
8/15/2021 6:50,1.75,28.7,10.71
8/15/2021 7:05,1.64,28.72,10.72
8/15/2021 7:20,1.59,28.7,10.71
8/15/2021 7:35,1.65,28.75,10.73
8/15/2021 7:50,1.66,28.73,10.72
8/15/2021 8:05,1.66,28.76,10.73
8/15/2021 8:20,1.6,28.74,10.72
8/15/2021 8:35,1.6,28.78,10.74
8/15/2021 8:50,1.56,28.77,10.74
8/15/2021 9:05,1.54,28.76,10.73
8/15/2021 9:20,1.62,28.8,10.75
8/15/2021 9:35,1.56,28.75,10.73
8/15/2021 9:50,1.54,28.76,10.73
8/15/2021 10:05,1.62,28.77,10.74
8/15/2021 10:20,1.68,28.79,10.74
8/15/2021 10:35,1.65,28.8,10.75
8/15/2021 10:50,1.61,28.9,10.78
8/15/2021 11:05,1.71,28.95,10.8
8/15/2021 11:20,1.66,29,10.82
8/15/2021 11:35,1.65,29.07,10.85
8/15/2021 11:50,1.69,29.14,10.87
8/15/2021 12:05,1.7,29.14,10.87
8/15/2021 12:20,1.62,29.17,10.88
8/15/2021 12:35,1.66,29.14,10.87
8/15/2021 12:50,1.64,29.09,10.85
8/15/2021 13:05,1.66,29.05,10.84
8/15/2021 13:20,1.63,28.94,10.8
8/15/2021 13:35,1.63,28.87,10.77
8/15/2021 13:50,1.69,28.77,10.73
8/15/2021 14:05,1.67,28.65,10.69
8/15/2021 14:20,1.69,28.51,10.64
8/15/2021 14:35,1.6,28.37,10.59
8/15/2021 14:50,1.72,28.2,10.52
8/15/2021 15:05,1.68,28.1,10.48
8/15/2021 15:20,1.71,28.02,10.45
8/15/2021 15:35,1.77,28.09,10.48
8/15/2021 15:50,1.74,28.29,10.56
8/15/2021 16:05,1.71,28.5,10.63
8/15/2021 16:20,1.72,28.44,10.61
8/15/2021 16:35,1.7,28.52,10.64
8/15/2021 16:50,1.7,28.51,10.64
8/15/2021 17:05,1.63,28.64,10.68
8/15/2021 17:20,1.74,28.64,10.69
8/15/2021 17:35,1.89,28.76,10.73
8/15/2021 17:50,1.7,28.86,10.77
8/15/2021 18:05,1.84,28.9,10.78
8/15/2021 18:20,2.07,28.77,10.73
8/15/2021 18:35,2.37,28.6,10.67
8/15/2021 18:50,2.82,28.49,10.63
8/15/2021 19:05,3.88,28.44,10.61
8/15/2021 19:20,3.07,28.48,10.63
8/15/2021 19:35,2.88,28.67,10.7
8/15/2021 19:50,2.33,28.75,10.73
8/15/2021 20:05,2.16,28.8,10.74
8/15/2021 20:20,2.33,28.77,10.73
8/15/2021 20:35,2.15,28.75,10.73
8/15/2021 20:50,2.06,28.72,10.71
8/15/2021 21:05,2.14,28.62,10.68
8/15/2021 21:20,2.31,28.86,10.77
8/15/2021 21:35,2.84,28.97,10.81
8/15/2021 21:50,2.76,29.51,11.01
8/15/2021 22:05,2.71,31.27,11.67
8/15/2021 22:20,2.56,35.11,13.1
8/15/2021 22:35,2.4,38.47,14.35
8/15/2021 22:50,2.26,45.73,17.06
8/15/2021 23:05,2.25,48.85,18.23
8/15/2021 23:20,2.07,49.42,18.44
8/15/2021 23:35,1.99,51.25,19.12
8/15/2021 23:50,2.03,49.8,18.58
8/16/2021 0:05,1.96,47.34,17.66
8/16/2021 0:20,1.89,45.46,16.96
8/16/2021 0:35,1.95,43.76,16.33
8/16/2021 0:50,2.01,42.23,15.75
8/16/2021 1:05,1.78,41.21,15.37
8/16/2021 1:20,1.78,40.74,15.2
8/16/2021 1:35,1.77,41.02,15.31
8/16/2021 1:50,1.88,42.11,15.71
8/16/2021 2:05,1.77,43.1,16.08
8/16/2021 2:20,1.82,43.45,16.21
8/16/2021 2:35,1.62,43.35,16.17
8/16/2021 2:50,1.65,43.23,16.13
8/16/2021 3:05,1.69,42.94,16.02
8/16/2021 3:20,1.71,42.49,15.85
8/16/2021 3:35,1.73,41.84,15.61
8/16/2021 3:50,1.82,41.26,15.39
8/16/2021 4:05,1.71,40.72,15.19
8/16/2021 4:20,1.63,40.31,15.04
8/16/2021 4:35,1.66,39.89,14.88
8/16/2021 4:50,1.62,39.65,14.79
8/16/2021 5:05,1.66,39.39,14.7
8/16/2021 5:20,1.72,39.14,14.6
8/16/2021 5:35,1.57,38.9,14.51
8/16/2021 5:50,1.63,38.72,14.45
8/16/2021 6:05,1.67,38.42,14.34
8/16/2021 6:20,1.65,38.2,14.25
8/16/2021 6:35,1.65,37.93,14.15
8/16/2021 6:50,1.59,37.68,14.06
8/16/2021 7:05,1.55,37.48,13.98
8/16/2021 7:20,1.56,37.27,13.91
8/16/2021 7:35,1.59,37.07,13.83
8/16/2021 7:50,1.57,36.89,13.76
8/16/2021 8:05,1.55,36.65,13.67
8/16/2021 8:20,1.51,36.49,13.61
8/16/2021 8:35,1.63,36.31,13.55
8/16/2021 8:50,1.59,36.16,13.49
8/16/2021 9:05,1.58,35.98,13.42
8/16/2021 9:20,1.54,35.81,13.36
8/16/2021 9:35,1.55,35.65,13.3
8/16/2021 9:50,1.56,35.5,13.24
8/16/2021 10:05,1.61,35.3,13.17
8/16/2021 10:20,1.59,35.16,13.12
8/16/2021 10:35,1.54,35.06,13.08
8/16/2021 10:50,1.66,34.98,13.05
8/16/2021 11:05,1.57,34.94,13.03
8/16/2021 11:20,1.71,34.89,13.02
8/16/2021 11:35,1.58,34.78,12.98
8/16/2021 11:50,1.57,34.64,12.92
8/16/2021 12:05,1.59,34.55,12.89
8/16/2021 12:20,1.63,34.43,12.84
8/16/2021 12:35,1.61,34.31,12.8
8/16/2021 12:50,1.49,34.22,12.77
8/16/2021 13:05,1.54,34.1,12.72
8/16/2021 13:20,1.47,33.89,12.64
8/16/2021 13:35,1.5,33.75,12.59
8/16/2021 13:50,3.66,33.58,12.53
8/16/2021 14:05,5.02,33.36,12.45
8/16/2021 14:20,4.62,33.08,12.34
8/16/2021 14:35,3.11,32.91,12.28
8/16/2021 14:50,2.57,32.56,12.15
8/16/2021 15:05,3.79,32.31,12.06
8/16/2021 15:20,3.29,32.02,11.94
8/16/2021 15:35,2.86,31.8,11.86
8/16/2021 15:50,3.21,31.66,11.81
8/16/2021 16:05,2.51,31.56,11.78
8/16/2021 16:20,2.29,31.76,11.85
8/16/2021 16:35,2.38,31.87,11.89
8/16/2021 16:50,2.32,31.96,11.92
8/16/2021 17:05,2.54,31.94,11.92
8/16/2021 17:20,2.75,31.97,11.93
8/16/2021 17:35,2.7,36.35,13.56
8/16/2021 17:50,2.33,43.65,16.29
8/16/2021 18:05,2.42,50.94,19.01
8/16/2021 18:20,2.12,55.08,20.55
8/16/2021 18:35,2.09,52.98,19.77
8/16/2021 18:50,2.05,51.37,19.17
8/16/2021 19:05,1.98,50.28,18.76
8/16/2021 19:20,1.92,48.96,18.27
8/16/2021 19:35,1.95,47.34,17.66
8/16/2021 19:50,1.95,46.73,17.43
8/16/2021 20:05,1.82,46.33,17.28
8/16/2021 20:20,1.85,45.96,17.15
8/16/2021 20:35,1.87,45.46,16.96
8/16/2021 20:50,1.93,44.81,16.72
8/16/2021 21:05,1.86,43.98,16.41
8/16/2021 21:20,1.86,43.23,16.13
8/16/2021 21:35,1.82,42.98,16.04
8/16/2021 21:50,1.86,42.71,15.93
8/16/2021 22:05,1.78,42.32,15.79
8/16/2021 22:20,1.75,42.01,15.67
8/16/2021 22:35,1.78,41.59,15.52
8/16/2021 22:50,1.73,41.14,15.35
8/16/2021 23:05,1.88,40.65,15.17
8/16/2021 23:20,1.74,40.13,14.97
8/16/2021 23:35,1.68,39.63,14.79
8/16/2021 23:50,1.73,39.18,14.62
8/17/2021 0:05,1.72,38.76,14.46
8/17/2021 0:20,1.75,38.41,14.33
8/17/2021 0:35,1.69,38.15,14.23
8/17/2021 0:50,1.74,37.92,14.15
8/17/2021 1:05,1.76,37.69,14.06
8/17/2021 1:20,1.78,37.41,13.96
8/17/2021 1:35,1.79,37.24,13.9
8/17/2021 1:50,1.83,37,13.81
8/17/2021 2:05,1.67,36.78,13.72
8/17/2021 2:20,1.73,36.57,13.64
8/17/2021 2:35,1.68,36.4,13.58
8/17/2021 2:50,1.87,36.23,13.52
8/17/2021 3:05,1.72,36.01,13.44
8/17/2021 3:20,1.75,35.88,13.39
8/17/2021 3:35,1.66,35.69,13.32
8/17/2021 3:50,1.75,35.52,13.25
8/17/2021 4:05,1.65,35.42,13.22
8/17/2021 4:20,1.68,35.28,13.16
8/17/2021 4:35,1.65,35.14,13.11
8/17/2021 4:50,1.68,35.04,13.07
8/17/2021 5:05,1.67,34.92,13.03
8/17/2021 5:20,1.6,34.79,12.98
8/17/2021 5:35,1.64,34.65,12.93
8/17/2021 5:50,1.65,34.52,12.88
8/17/2021 6:05,1.68,34.41,12.84
8/17/2021 6:20,1.7,34.32,12.81
8/17/2021 6:35,1.72,34.2,12.76
8/17/2021 6:50,1.73,34.06,12.71
8/17/2021 7:05,1.66,33.95,12.67
