DateTime,Turbidity FNU,fDOM  QSU,fDOM RFU
7/28/2021 7:30,2.58,172.73,18.08
7/28/2021 7:45,2.55,172.08,18.02
7/28/2021 8:00,2.53,171.82,17.99
7/28/2021 8:15,2.52,172.64,18.07
7/28/2021 8:30,2.53,173.2,18.13
7/28/2021 8:45,2.51,171.49,17.95
7/28/2021 9:00,2.71,170.4,17.84
7/28/2021 9:15,2.55,171.96,18
7/28/2021 9:30,2.55,171.46,17.95
7/28/2021 9:45,2.63,171,17.9
7/28/2021 10:00,2.72,171.28,17.93
7/28/2021 10:15,2.67,169.8,17.78
7/28/2021 10:30,2.55,171.21,17.92
7/28/2021 10:45,2.64,171.34,17.94
7/28/2021 11:00,2.6,172.3,18.04
7/28/2021 11:15,2.68,170.85,17.89
7/28/2021 11:30,2.75,171.21,17.93
7/28/2021 11:45,3.02,171.79,17.99
7/28/2021 12:00,3.67,171.22,17.93
7/28/2021 12:15,2.92,171.87,17.99
7/28/2021 12:30,2.65,170.99,17.9
7/28/2021 12:45,2.56,171.73,17.98
7/28/2021 13:00,2.73,170.35,17.84
7/28/2021 13:15,2.96,170.3,17.83
7/28/2021 13:30,2.57,169.32,17.73
7/28/2021 13:45,2.62,166.83,17.47
7/28/2021 14:00,2.69,165.85,17.36
7/28/2021 14:15,2.65,164.87,17.26
7/28/2021 14:30,2.55,160.86,16.84
7/28/2021 14:45,2.46,156.23,16.36
7/28/2021 15:00,2.49,161.88,16.95
7/28/2021 15:15,2.65,162.14,16.98
7/28/2021 15:30,2.99,61.2,6.41
7/28/2021 15:45,2.62,48.47,5.08
7/28/2021 16:00,2.7,138,14.45
7/28/2021 16:15,2.74,162.17,16.98
7/28/2021 16:30,2.68,159.85,16.74
7/28/2021 16:45,2.89,146.32,15.32
7/28/2021 17:00,2.62,158.82,16.63
7/28/2021 17:15,2.58,155.57,16.29
7/28/2021 17:30,2.51,158.61,16.61
7/28/2021 17:45,2.47,155.71,16.3
7/28/2021 18:00,2.61,166.22,17.4
7/28/2021 18:15,2.49,153.04,16.02
7/28/2021 18:30,2.52,158.65,16.61
7/28/2021 18:45,2.56,160.13,16.76
7/28/2021 19:00,2.45,161.94,16.95
7/28/2021 19:15,2.61,160.86,16.84
7/28/2021 19:30,2.45,161.84,16.94
7/28/2021 19:45,2.51,162.72,17.04
7/28/2021 20:00,2.5,163.01,17.07
7/28/2021 20:15,2.36,164.47,17.22
7/28/2021 20:30,2.41,162.71,17.04
7/28/2021 20:45,2.84,162.66,17.03
7/28/2021 21:00,2.6,164.48,17.22
7/28/2021 21:15,2.4,164.82,17.26
7/28/2021 21:30,2.5,164,17.17
7/28/2021 21:45,2.52,164.37,17.21
7/28/2021 22:00,2.41,164.63,17.24
7/28/2021 22:15,2.53,163.34,17.1
7/28/2021 22:30,2.44,164.79,17.25
7/28/2021 22:45,2.53,163.99,17.17
7/28/2021 23:00,2.47,164.48,17.22
7/28/2021 23:15,2.45,163.82,17.15
7/28/2021 23:30,2.64,164.17,17.19
7/28/2021 23:45,2.51,164.5,17.22
7/29/2021 0:00,2.46,163.83,17.15
7/29/2021 0:15,2.39,164.45,17.22
7/29/2021 0:30,2.49,164.03,17.17
7/29/2021 0:45,2.69,163.73,17.14
7/29/2021 1:00,2.56,164.01,17.17
7/29/2021 1:15,2.46,164.29,17.2
7/29/2021 1:30,2.54,163.86,17.16
7/29/2021 1:45,2.46,163.61,17.13
7/29/2021 2:00,2.47,162.99,17.06
7/29/2021 2:15,2.31,162.34,17
7/29/2021 2:30,2.41,162.49,17.01
7/29/2021 2:45,2.5,162.02,16.96
7/29/2021 3:00,2.47,163.05,17.07
7/29/2021 3:15,2.53,162.88,17.05
7/29/2021 3:30,2.35,160.8,16.83
7/29/2021 3:45,2.46,161.83,16.94
7/29/2021 4:00,2.5,162.01,16.96
7/29/2021 4:15,2.45,162.27,16.99
7/29/2021 4:30,2.42,161.18,16.88
7/29/2021 4:45,2.36,162.35,17
7/29/2021 5:00,2.33,161.87,16.95
7/29/2021 5:15,2.3,161.28,16.89
7/29/2021 5:30,2.38,161.87,16.95
7/29/2021 5:45,2.31,161.38,16.9
7/29/2021 6:00,2.51,160.61,16.82
7/29/2021 6:15,2.59,160.05,16.76
7/29/2021 6:30,2.49,161.02,16.86
7/29/2021 6:45,2.37,160.82,16.84
7/29/2021 7:00,3.76,161.14,16.87
7/29/2021 7:15,2.41,160.79,16.83
7/29/2021 7:30,2.57,161.17,16.87
7/29/2021 7:45,2.32,160.38,16.79
7/29/2021 8:00,2.51,159.97,16.75
7/29/2021 8:15,2.3,160.34,16.79
7/29/2021 8:30,2.27,160.29,16.78
7/29/2021 8:45,2.39,160.05,16.76
7/29/2021 9:00,2.46,160.5,16.8
7/29/2021 9:15,2.39,159.51,16.7
7/29/2021 9:30,2.61,159.65,16.71
7/29/2021 9:45,2.32,158.59,16.6
7/29/2021 10:00,2.44,158.28,16.57
7/29/2021 10:15,2.48,158.46,16.59
7/29/2021 10:30,2.56,158.86,16.63
7/29/2021 10:45,4.12,157.63,16.5
7/29/2021 11:00,2.65,158.83,16.63
7/29/2021 11:15,2.75,160.02,16.75
7/29/2021 11:30,2.74,159.96,16.75
7/29/2021 11:45,3.16,159.12,16.66
8/5/2021 17:30,1.7,158.4,16.58
8/5/2021 17:45,1.86,158.73,16.62
8/5/2021 18:00,1.83,158.53,16.6
8/5/2021 18:15,1.86,158.01,16.54
8/5/2021 18:30,1.84,157.1,16.45
8/5/2021 18:45,1.71,156.33,16.37
8/5/2021 19:00,1.65,156.9,16.43
8/5/2021 19:15,1.8,156.26,16.36
8/5/2021 19:30,1.72,154.93,16.22
8/5/2021 19:45,1.72,154.49,16.18
8/5/2021 20:00,1.63,148.69,15.57
8/5/2021 20:15,1.71,151.26,15.84
8/5/2021 20:30,1.66,149.2,15.62
8/5/2021 20:45,1.71,149.15,15.62
8/5/2021 21:00,1.72,142.64,14.93
8/5/2021 21:15,1.73,121.17,12.69
8/5/2021 21:30,1.66,120.88,12.66
8/5/2021 21:45,1.67,120.84,12.65
8/5/2021 22:00,1.63,120.87,12.66
8/5/2021 22:15,1.69,121.06,12.67
8/5/2021 22:30,1.65,121.02,12.67
8/5/2021 22:45,1.74,120.95,12.66
8/5/2021 23:00,1.62,120.76,12.64
8/5/2021 23:15,1.76,120.95,12.66
8/5/2021 23:30,1.72,120.87,12.66
8/5/2021 23:45,1.65,120.93,12.66
8/6/2021 0:00,1.69,120.96,12.66
8/6/2021 0:15,1.75,120.81,12.65
8/6/2021 0:30,1.71,120.83,12.65
8/6/2021 0:45,1.63,120.97,12.66
8/6/2021 1:00,1.7,121.04,12.67
8/6/2021 1:15,1.65,120.99,12.67
8/6/2021 1:30,1.69,121.1,12.68
8/6/2021 1:45,1.73,121.06,12.68
8/6/2021 2:00,1.67,121.19,12.69
8/6/2021 2:15,1.7,121.01,12.67
8/6/2021 2:30,1.66,121.25,12.69
8/6/2021 2:45,1.69,121.15,12.68
8/6/2021 3:00,1.7,121.39,12.71
8/6/2021 3:15,1.64,121.4,12.71
8/6/2021 3:30,1.68,121.35,12.71
8/6/2021 3:45,1.79,121.4,12.71
8/6/2021 4:00,1.72,121.38,12.71
8/6/2021 4:15,1.68,121.39,12.71
8/6/2021 4:30,1.6,121.33,12.7
8/6/2021 4:45,1.65,121.5,12.72
8/6/2021 5:00,1.58,121.36,12.71
8/6/2021 5:15,1.71,121.59,12.73
8/6/2021 5:30,1.73,121.4,12.71
8/6/2021 5:45,1.63,121.3,12.7
8/6/2021 6:00,1.64,121.56,12.73
8/6/2021 6:15,1.69,121.48,12.72
8/6/2021 6:30,1.73,121.41,12.71
8/6/2021 6:45,1.78,121.41,12.71
8/6/2021 7:00,1.73,121.67,12.74
8/6/2021 7:15,1.74,121.56,12.73
8/6/2021 7:30,1.75,121.67,12.74
8/6/2021 7:45,1.64,121.55,12.73
8/6/2021 8:00,1.72,121.56,12.73
8/6/2021 8:15,1.62,121.24,12.69
8/6/2021 8:30,1.61,121.53,12.72
8/6/2021 8:45,1.62,121.3,12.7
8/6/2021 9:00,1.65,121.4,12.71
8/6/2021 9:15,1.6,121.45,12.72
8/6/2021 9:30,1.66,121.21,12.69
8/6/2021 9:45,1.66,121.15,12.68
8/6/2021 10:00,1.68,121.22,12.69
8/6/2021 10:15,1.63,121.12,12.68
8/6/2021 10:30,1.7,121.31,12.7
8/6/2021 10:45,1.67,121.62,12.73
8/6/2021 11:00,1.72,121.62,12.73
8/6/2021 11:15,1.75,121.96,12.77
8/6/2021 11:30,1.64,122.12,12.79
8/6/2021 11:45,1.68,122.17,12.79
8/6/2021 12:00,1.74,122.09,12.78
8/6/2021 12:15,1.76,122.06,12.78
8/6/2021 12:30,1.71,121.95,12.77
8/6/2021 12:45,1.76,121.78,12.75
8/6/2021 13:00,1.73,121.45,12.72
8/6/2021 13:15,1.75,120.94,12.66
8/6/2021 13:30,1.73,120.63,12.63
8/6/2021 13:45,1.77,120.11,12.58
8/6/2021 14:00,1.74,119.71,12.53
8/6/2021 14:15,1.66,119.14,12.47
8/6/2021 14:30,1.74,118.47,12.4
8/6/2021 14:45,1.7,117.76,12.33
8/6/2021 15:00,1.85,117.15,12.26
8/6/2021 15:15,1.71,116.54,12.2
8/6/2021 15:30,1.69,115.91,12.14
8/6/2021 15:45,1.71,115.47,12.09
8/6/2021 16:00,1.7,115.86,12.13
8/6/2021 16:15,1.71,115.85,12.13
8/6/2021 16:30,1.76,116.2,12.17
8/6/2021 16:45,1.68,115.99,12.14
8/6/2021 17:00,1.65,116.27,12.17
8/6/2021 17:15,1.7,116.8,12.23
8/6/2021 17:30,1.67,116.64,12.21
8/6/2021 17:45,1.6,116.44,12.19
8/6/2021 18:00,1.64,116.44,12.19
8/6/2021 18:15,1.64,116.45,12.19
8/6/2021 18:30,1.71,116.58,12.21
8/6/2021 18:45,1.67,116.29,12.18
8/6/2021 19:00,1.68,116.37,12.18
8/6/2021 19:15,1.62,116.24,12.17
8/6/2021 19:30,1.6,116.36,12.18
8/6/2021 19:45,1.68,116.22,12.17
8/6/2021 20:00,1.65,116.78,12.23
8/6/2021 20:15,1.59,117.17,12.27
8/6/2021 20:30,1.66,116.99,12.25
8/6/2021 20:45,1.62,116.83,12.23
8/6/2021 21:00,1.65,116.97,12.25
8/6/2021 21:15,1.69,117.03,12.25
8/6/2021 21:30,1.66,117.08,12.26
8/6/2021 21:45,1.69,117.08,12.26
8/6/2021 22:00,1.63,116.74,12.22
8/6/2021 22:15,1.63,116.59,12.21
8/6/2021 22:30,1.6,116.35,12.18
8/6/2021 22:45,1.67,116.33,12.18
8/6/2021 23:00,1.82,116.52,12.2
8/6/2021 23:15,1.65,116.39,12.19
8/6/2021 23:30,1.58,116.32,12.18
8/6/2021 23:45,1.63,116.34,12.18
8/7/2021 0:00,1.6,116.32,12.18
8/7/2021 0:15,1.66,116.22,12.17
8/7/2021 0:30,1.74,116.15,12.16
8/7/2021 0:45,1.62,116.1,12.16
8/7/2021 1:00,1.72,116.07,12.15
8/7/2021 1:15,1.64,116.24,12.17
8/7/2021 1:30,1.72,116.25,12.17
8/7/2021 1:45,1.65,116.27,12.17
8/7/2021 2:00,1.75,116.46,12.19
8/7/2021 2:15,1.63,116.51,12.2
8/7/2021 2:30,1.69,116.69,12.22
8/7/2021 2:45,1.81,116.57,12.2
8/7/2021 3:00,1.77,116.66,12.21
8/7/2021 3:15,1.63,117.19,12.27
8/7/2021 3:30,1.59,117.27,12.28
8/7/2021 3:45,1.58,117.29,12.28
8/7/2021 4:00,1.58,117.43,12.29
8/7/2021 4:15,1.7,117.43,12.29
8/7/2021 4:30,1.63,117.53,12.3
8/7/2021 4:45,1.59,117.65,12.32
8/7/2021 5:00,1.58,117.72,12.32
8/7/2021 5:15,1.6,117.71,12.32
8/7/2021 5:30,1.65,117.94,12.35
8/7/2021 5:45,1.72,117.96,12.35
8/7/2021 6:00,1.72,118.04,12.36
8/7/2021 6:15,1.73,117.92,12.35
8/7/2021 6:30,1.67,118.05,12.36
8/7/2021 6:45,1.71,117.74,12.33
8/7/2021 7:00,1.69,117.99,12.35
8/7/2021 7:15,1.62,117.93,12.35
8/7/2021 7:30,1.71,118.03,12.36
8/7/2021 7:45,1.65,117.97,12.35
8/7/2021 8:00,1.71,117.9,12.34
8/7/2021 8:15,1.64,118.06,12.36
8/7/2021 8:30,1.73,118.05,12.36
8/7/2021 8:45,1.62,118.03,12.36
8/7/2021 9:00,1.66,118.15,12.37
8/7/2021 9:15,1.58,117.96,12.35
8/7/2021 9:30,1.59,118.03,12.36
8/7/2021 9:45,1.55,118.09,12.36
8/7/2021 10:00,1.48,118.03,12.36
8/7/2021 10:15,1.63,118.2,12.37
8/7/2021 10:30,1.6,118.19,12.37
8/7/2021 10:45,1.59,118.25,12.38
8/7/2021 11:00,1.64,118.63,12.42
8/7/2021 11:15,1.59,118.64,12.42
8/7/2021 11:30,1.7,118.75,12.43
8/7/2021 11:45,2.05,118.62,12.42
8/7/2021 12:00,1.94,118.66,12.42
8/7/2021 12:15,1.95,118.89,12.45
8/7/2021 12:30,1.99,118.68,12.43
8/7/2021 12:45,1.97,118.6,12.42
8/7/2021 13:00,2.01,118.06,12.36
8/7/2021 13:15,2.05,117.75,12.33
8/7/2021 13:30,1.98,117.34,12.29
8/7/2021 13:45,2.01,116.79,12.23
8/7/2021 14:00,1.95,116.21,12.17
8/7/2021 14:15,1.98,115.6,12.1
8/7/2021 14:30,2.04,114.83,12.02
8/7/2021 14:45,2.07,113.89,11.92
8/7/2021 15:00,2.12,113.67,11.9
8/7/2021 15:15,2.1,112.8,11.81
8/7/2021 15:30,2.12,111.57,11.68
8/7/2021 15:45,1.96,112.34,11.76
8/7/2021 16:00,2.03,111.55,11.68
8/7/2021 16:15,2.16,112.12,11.74
8/7/2021 16:30,1.97,111.61,11.69
8/7/2021 16:45,1.99,112.14,11.74
8/7/2021 17:00,2.03,112.54,11.78
8/7/2021 17:15,1.97,112.87,11.82
8/7/2021 17:30,2.17,113.01,11.83
8/7/2021 17:45,2.03,113.21,11.85
8/7/2021 18:00,2.06,113.54,11.89
8/7/2021 18:15,2.13,113.65,11.9
8/7/2021 18:30,2,113.7,11.9
8/7/2021 18:45,2.05,113.95,11.93
8/7/2021 19:00,1.94,113.84,11.92
8/7/2021 19:15,1.7,113.84,11.92
8/7/2021 19:30,1.62,113.96,11.93
8/7/2021 19:45,1.58,113.99,11.93
8/7/2021 20:00,1.58,113.98,11.93
8/7/2021 20:15,1.61,114.03,11.94
8/7/2021 20:30,1.65,113.92,11.93
8/7/2021 20:45,1.65,113.9,11.92
8/7/2021 21:00,1.64,113.72,11.91
8/7/2021 21:15,1.62,113.61,11.89
8/7/2021 21:30,1.54,113.61,11.89
8/7/2021 21:45,1.59,113.47,11.88
8/7/2021 22:00,1.52,113.17,11.85
8/7/2021 22:15,1.57,113.06,11.84
8/7/2021 22:30,1.61,113.38,11.87
8/7/2021 22:45,1.49,113.14,11.85
8/7/2021 23:00,1.58,113.37,11.87
8/7/2021 23:15,1.53,113.39,11.87
8/7/2021 23:30,1.57,113.26,11.86
8/7/2021 23:45,1.53,113.2,11.85
8/8/2021 0:00,1.57,112.88,11.82
8/8/2021 0:15,1.54,112.86,11.82
8/8/2021 0:30,1.63,112.83,11.81
8/8/2021 0:45,1.56,112.83,11.81
8/8/2021 1:00,1.59,112.87,11.82
8/8/2021 1:15,1.62,112.61,11.79
8/8/2021 1:30,1.55,112.68,11.8
8/8/2021 1:45,1.61,112.96,11.83
8/8/2021 2:00,1.55,112.91,11.82
8/8/2021 2:15,1.58,112.99,11.83
8/8/2021 2:30,1.53,113.13,11.84
8/8/2021 2:45,1.53,113.2,11.85
8/8/2021 3:00,1.54,113.21,11.85
8/8/2021 3:15,1.59,113.4,11.87
8/8/2021 3:30,1.58,113.53,11.89
8/8/2021 3:45,1.55,113.5,11.88
8/8/2021 4:00,1.58,113.6,11.89
8/8/2021 4:15,1.54,113.51,11.88
8/8/2021 4:30,1.53,113.63,11.9
8/8/2021 4:45,1.65,113.89,11.92
8/8/2021 5:00,1.55,113.73,11.91
8/8/2021 5:15,1.48,113.79,11.91
8/8/2021 5:30,1.44,113.87,11.92
8/8/2021 5:45,1.54,113.85,11.92
8/8/2021 6:00,1.58,113.95,11.93
8/8/2021 6:15,1.5,113.93,11.93
8/8/2021 6:30,1.63,114,11.94
8/8/2021 6:45,1.54,113.95,11.93
8/8/2021 7:00,1.56,113.92,11.93
8/8/2021 7:15,1.53,113.93,11.93
8/8/2021 7:30,1.58,114.02,11.94
8/8/2021 7:45,1.51,114.05,11.94
8/8/2021 8:00,1.58,114.06,11.94
8/8/2021 8:15,1.57,113.89,11.92
8/8/2021 8:30,1.5,113.92,11.93
8/8/2021 8:45,1.49,114.03,11.94
8/8/2021 9:00,1.5,114.02,11.94
8/8/2021 9:15,1.51,113.98,11.93
8/8/2021 9:30,1.53,114.01,11.94
8/8/2021 9:45,1.5,113.96,11.93
8/8/2021 10:00,1.47,113.95,11.93
8/8/2021 10:15,1.54,114.06,11.94
8/8/2021 10:30,1.53,114.28,11.96
8/8/2021 10:45,1.6,114.41,11.98
8/8/2021 11:00,1.56,115.12,12.05
8/8/2021 11:15,1.55,114.98,12.04
8/8/2021 11:30,1.65,115.08,12.05
8/8/2021 11:45,1.59,114.99,12.04
8/8/2021 12:00,1.63,115.18,12.06
8/8/2021 12:15,1.55,115.19,12.06
8/8/2021 12:30,1.53,115.12,12.05
8/8/2021 12:45,1.64,114.72,12.01
8/8/2021 13:00,1.57,114.78,12.02
8/8/2021 13:15,1.53,114.76,12.02
8/8/2021 13:30,1.54,114.31,11.97
8/8/2021 13:45,1.57,114.03,11.94
8/8/2021 14:00,1.59,113.58,11.89
8/8/2021 14:15,1.67,113.11,11.84
8/8/2021 14:30,1.64,112.47,11.78
8/8/2021 14:45,1.64,111.86,11.71
8/8/2021 15:00,1.64,111.48,11.67
8/8/2021 15:15,1.64,110.96,11.62
8/8/2021 15:30,1.65,110.59,11.58
8/8/2021 15:45,1.65,110.33,11.55
8/8/2021 16:00,1.66,110.39,11.56
8/8/2021 16:15,1.59,110.25,11.54
8/8/2021 16:30,1.55,110.2,11.54
8/8/2021 16:45,1.56,110.19,11.54
8/8/2021 17:00,1.58,110.17,11.53
8/8/2021 17:15,1.56,110.38,11.56
8/8/2021 17:30,1.64,110.34,11.55
8/8/2021 17:45,1.53,110.4,11.56
8/8/2021 18:00,1.55,110.44,11.56
8/8/2021 18:15,1.52,110.46,11.57
8/8/2021 18:30,1.57,110.51,11.57
8/8/2021 18:45,1.6,110.56,11.58
8/8/2021 19:00,1.55,110.61,11.58
8/8/2021 19:15,1.5,110.63,11.58
8/8/2021 19:30,1.59,110.73,11.59
8/8/2021 19:45,1.51,110.74,11.59
8/8/2021 20:00,1.42,110.73,11.59
8/8/2021 20:15,1.53,110.59,11.58
8/8/2021 20:30,1.53,110.82,11.6
8/8/2021 20:45,1.51,110.81,11.6
8/8/2021 21:00,1.57,110.69,11.59
8/8/2021 21:15,1.5,110.73,11.59
8/8/2021 21:30,1.56,110.54,11.57
8/8/2021 21:45,1.56,110.48,11.57
8/8/2021 22:00,1.51,110.35,11.55
8/8/2021 22:15,1.55,110.55,11.57
8/8/2021 22:30,1.49,110.14,11.53
8/8/2021 22:45,1.64,110.14,11.53
8/8/2021 23:00,1.54,110.02,11.52
8/8/2021 23:15,1.57,109.79,11.5
8/8/2021 23:30,1.57,109.56,11.47
8/8/2021 23:45,1.41,109.57,11.47
8/9/2021 0:00,1.52,109.31,11.44
8/9/2021 0:15,1.53,109.26,11.44
8/9/2021 0:30,1.59,109.25,11.44
8/9/2021 0:45,1.54,109.22,11.43
8/9/2021 1:00,1.51,109.19,11.43
8/9/2021 1:15,1.53,109.07,11.42
8/9/2021 1:30,1.69,109.2,11.43
8/9/2021 1:45,1.5,109.17,11.43
8/9/2021 2:00,1.5,109.48,11.46
8/9/2021 2:15,1.48,109.69,11.48
8/9/2021 2:30,1.53,109.66,11.48
8/9/2021 2:45,1.5,109.69,11.48
8/9/2021 3:00,1.54,109.68,11.48
8/9/2021 3:15,1.52,110.04,11.52
8/9/2021 3:30,1.46,109.78,11.49
8/9/2021 3:45,1.56,110.08,11.53
8/9/2021 4:00,1.48,110.16,11.53
8/9/2021 4:15,1.45,110.41,11.56
8/9/2021 4:30,1.52,110.51,11.57
8/9/2021 4:45,1.49,110.49,11.57
8/9/2021 5:00,1.56,110.62,11.58
8/9/2021 5:15,1.49,110.62,11.58
8/9/2021 5:30,1.48,110.76,11.6
8/9/2021 5:45,1.5,110.53,11.57
8/9/2021 6:00,1.52,110.78,11.6
8/9/2021 6:15,1.59,110.82,11.6
8/9/2021 6:30,1.51,110.79,11.6
8/9/2021 6:45,1.57,110.71,11.59
8/9/2021 7:00,1.54,110.82,11.6
8/9/2021 7:15,1.52,110.99,11.62
8/9/2021 7:30,1.49,111.02,11.62
8/9/2021 7:45,1.56,110.91,11.61
8/9/2021 8:00,1.51,111.01,11.62
8/9/2021 8:15,1.52,110.95,11.62
8/9/2021 8:30,1.49,111.02,11.62
8/9/2021 8:45,1.47,110.93,11.61
8/9/2021 9:00,1.48,110.96,11.62
8/9/2021 9:15,1.5,110.83,11.6
8/9/2021 9:30,1.45,110.86,11.61
8/9/2021 9:45,1.44,110.83,11.6
8/9/2021 10:00,1.49,110.81,11.6
8/9/2021 10:15,1.43,110.99,11.62
8/9/2021 10:30,1.56,111.15,11.64
8/9/2021 10:45,1.51,111.42,11.66
8/9/2021 11:00,1.58,111.58,11.68
8/9/2021 11:15,1.47,111.86,11.71
8/9/2021 11:30,1.56,111.89,11.71
8/9/2021 11:45,1.51,112.19,11.75
8/9/2021 12:00,1.49,112.09,11.74
8/9/2021 12:15,1.47,112.14,11.74
8/9/2021 12:30,1.52,112.13,11.74
8/9/2021 12:45,1.54,111.83,11.71
8/9/2021 13:00,1.65,111.52,11.68
8/9/2021 13:15,1.57,111.04,11.63
8/9/2021 13:30,1.51,110.98,11.62
8/9/2021 13:45,1.52,110.45,11.56
8/9/2021 14:00,1.61,110.1,11.53
8/9/2021 14:15,1.5,109.59,11.47
8/9/2021 14:30,1.65,109.02,11.41
8/9/2021 14:45,1.53,108.3,11.34
8/9/2021 15:00,1.63,108.01,11.31
8/9/2021 15:15,1.55,107.55,11.26
8/9/2021 15:30,1.54,107.27,11.23
8/9/2021 15:45,1.44,107.2,11.22
8/9/2021 16:00,1.56,107.29,11.23
8/9/2021 16:15,1.6,107.21,11.22
8/9/2021 16:30,1.52,107.16,11.22
8/9/2021 16:45,1.53,107.11,11.21
8/9/2021 17:00,1.63,107.53,11.26
8/9/2021 17:15,1.5,108.11,11.32
8/9/2021 17:30,1.54,108.25,11.33
8/9/2021 17:45,1.56,108.7,11.38
8/9/2021 18:00,1.49,108.8,11.39
8/9/2021 18:15,1.49,108.68,11.38
8/9/2021 18:30,1.54,108.31,11.34
8/9/2021 18:45,1.58,108.02,11.31
8/9/2021 19:00,1.47,107.96,11.3
8/9/2021 19:15,1.57,108.16,11.32
8/9/2021 19:30,1.55,108,11.31
8/9/2021 19:45,1.51,108.49,11.36
8/9/2021 20:00,1.55,108.5,11.36
8/9/2021 20:15,1.53,108.54,11.36
8/9/2021 20:30,1.5,108.52,11.36
8/9/2021 20:45,1.45,108.17,11.33
8/9/2021 21:00,1.53,108.25,11.33
8/9/2021 21:15,1.49,108.15,11.32
8/9/2021 21:30,1.57,108.29,11.34
8/9/2021 21:45,1.45,107.98,11.31
8/9/2021 22:00,1.54,107.99,11.31
8/9/2021 22:15,1.47,107.93,11.3
8/9/2021 22:30,1.56,107.89,11.3
8/9/2021 22:45,1.54,107.67,11.27
8/9/2021 23:00,1.49,107.6,11.27
8/9/2021 23:15,1.51,107.46,11.25
8/9/2021 23:30,1.53,107.58,11.26
8/9/2021 23:45,1.54,107.33,11.24
8/10/2021 0:00,1.47,107.21,11.22
8/10/2021 0:15,1.57,107.14,11.22
8/10/2021 0:30,1.5,107.19,11.22
8/10/2021 0:45,1.47,107.08,11.21
8/10/2021 1:00,1.91,107.05,11.21
8/10/2021 1:15,1.81,107.04,11.21
8/10/2021 1:30,1.72,107.02,11.2
8/10/2021 1:45,1.54,107.11,11.21
8/10/2021 2:00,1.49,107.21,11.22
8/10/2021 2:15,1.55,107.43,11.25
8/10/2021 2:30,1.5,107.46,11.25
8/10/2021 2:45,1.51,107.56,11.26
8/10/2021 3:00,1.56,107.6,11.27
8/10/2021 3:15,1.6,107.78,11.28
8/10/2021 3:30,1.52,107.76,11.28
8/10/2021 3:45,1.47,107.96,11.3
8/10/2021 4:00,1.51,108.1,11.32
8/10/2021 4:15,1.66,108.08,11.32
8/10/2021 4:30,1.5,108.03,11.31
8/10/2021 4:45,1.64,108.19,11.33
8/10/2021 5:00,1.48,108.18,11.33
8/10/2021 5:15,1.54,108.2,11.33
8/10/2021 5:30,1.5,108.26,11.33
8/10/2021 5:45,1.44,108.25,11.33
8/10/2021 6:00,1.47,108.45,11.35
8/10/2021 6:15,1.52,108.58,11.37
8/10/2021 6:30,1.54,108.39,11.35
8/10/2021 6:45,1.51,108.53,11.36
8/10/2021 7:00,1.52,108.44,11.35
8/10/2021 7:15,1.55,108.59,11.37
8/10/2021 7:30,1.53,108.61,11.37
8/10/2021 7:45,1.45,108.56,11.37
8/10/2021 8:00,1.45,108.65,11.38
8/10/2021 8:15,1.41,108.58,11.37
8/10/2021 8:30,1.38,108.59,11.37
8/10/2021 8:45,1.43,108.66,11.38
8/10/2021 9:00,1.4,108.58,11.37
8/10/2021 9:15,1.41,108.6,11.37
8/10/2021 9:30,1.45,108.44,11.35
8/10/2021 9:45,1.47,108.5,11.36
8/10/2021 10:00,1.42,108.55,11.37
8/10/2021 10:15,1.41,108.56,11.37
8/10/2021 10:30,1.4,108.59,11.37
8/10/2021 10:45,1.47,108.87,11.4
8/10/2021 11:00,1.51,109.1,11.42
8/10/2021 11:15,1.44,109.42,11.46
8/10/2021 11:30,1.41,109.56,11.47
8/10/2021 11:45,1.52,109.62,11.48
8/10/2021 12:00,1.5,110.02,11.52
8/10/2021 12:15,1.4,110.17,11.53
8/10/2021 12:30,1.4,110.27,11.54
8/10/2021 12:45,1.44,110.43,11.56
8/10/2021 13:00,1.39,110.48,11.57
8/10/2021 13:15,1.37,110.33,11.55
8/10/2021 13:30,1.48,110.44,11.56
8/10/2021 13:45,1.49,110.3,11.55
8/10/2021 14:00,1.43,110.34,11.55
8/10/2021 14:15,1.4,110.2,11.54
8/10/2021 14:30,1.52,109.72,11.49
8/10/2021 14:45,1.49,109.5,11.46
8/10/2021 15:00,1.5,109.21,11.43
8/10/2021 15:15,1.47,109.21,11.43
8/10/2021 15:30,1.52,109.22,11.43
8/10/2021 15:45,1.47,109.21,11.43
8/10/2021 16:00,1.49,109.49,11.46
8/10/2021 16:15,1.43,109.35,11.45
8/10/2021 16:30,1.47,109.63,11.48
8/10/2021 16:45,1.45,109.48,11.46
8/10/2021 17:00,1.52,109.41,11.45
8/10/2021 17:15,1.46,109.07,11.42
8/10/2021 17:30,1.42,108.83,11.39
8/10/2021 17:45,1.48,108.41,11.35
8/10/2021 18:00,1.49,108.34,11.34
8/10/2021 18:15,1.46,108.35,11.34
8/10/2021 18:30,1.44,108.75,11.39
8/10/2021 18:45,1.41,108.6,11.37
8/10/2021 19:00,1.41,108.61,11.37
8/10/2021 19:15,1.42,108.54,11.36
8/10/2021 19:30,1.45,108.52,11.36
8/10/2021 19:45,1.43,109.04,11.42
8/10/2021 20:00,1.56,108.74,11.39
8/10/2021 20:15,1.49,108.47,11.36
8/10/2021 20:30,1.52,108.38,11.35
8/10/2021 20:45,1.48,108.35,11.34
