DateTime,Turbidity FNU,fDOM QSU,fDOM RFU
7/10/2023 0:00,4.62,19.69,6.55
7/10/2023 0:15,4.61,18.81,6.26
7/10/2023 0:30,4.63,19.77,6.58
7/10/2023 0:45,4.49,19.83,6.6
7/10/2023 1:00,4.53,20.05,6.67
7/10/2023 1:15,4.56,19.45,6.47
7/10/2023 1:30,4.43,19.59,6.52
7/10/2023 1:45,4.32,19.37,6.45
7/10/2023 2:00,4.41,19.74,6.57
7/10/2023 2:15,4.4,19.75,6.57
7/10/2023 2:30,4.49,19.94,6.64
7/10/2023 2:45,4.44,19.76,6.58
7/10/2023 3:00,4.5,19.65,6.54
7/10/2023 3:15,4.99,18.7,6.23
7/10/2023 3:30,4.34,18.81,6.26
7/10/2023 3:45,4.31,18.78,6.25
7/10/2023 4:00,4.2,16.9,5.63
7/10/2023 4:15,4.31,17.07,5.68
7/10/2023 4:30,4.14,16.98,5.65
7/10/2023 4:45,4.08,16,5.33
7/10/2023 5:00,4.07,18.26,6.08
7/10/2023 5:15,4.1,18.4,6.13
7/10/2023 5:30,4.09,17.31,5.76
7/10/2023 5:45,4.14,18.51,6.16
7/10/2023 6:00,4.24,19.29,6.42
7/10/2023 6:15,4.2,18.97,6.32
7/10/2023 6:30,4.21,18.48,6.15
7/10/2023 6:45,4.29,19.02,6.33
7/10/2023 7:00,4.14,18.79,6.25
7/10/2023 7:15,4.17,19.21,6.39
7/10/2023 7:30,4.22,19.04,6.34
7/10/2023 7:45,4.17,19.44,6.47
7/10/2023 8:00,4.04,18.21,6.06
7/10/2023 8:15,4.08,17.94,5.97
7/10/2023 8:30,4.19,18.07,6.01
7/10/2023 8:45,4.18,17.79,5.92
7/10/2023 9:00,4.26,19.21,6.39
7/10/2023 9:15,4.14,19.39,6.45
7/10/2023 9:30,4.57,19.8,6.59
7/10/2023 9:45,5.36,19.81,6.59
7/10/2023 10:00,4.26,19,6.33
7/10/2023 10:15,4.05,19.23,6.4
7/10/2023 10:30,4.16,19.32,6.43
7/10/2023 10:45,4.13,18.3,6.09
7/10/2023 11:00,4.35,17.85,5.94
7/10/2023 11:15,4.24,16.72,5.57
7/10/2023 11:30,4.15,16.61,5.53
7/10/2023 11:45,4.5,16.07,5.35
7/10/2023 12:00,4.57,16.6,5.53
7/10/2023 12:15,4.44,17.79,5.92
7/10/2023 12:30,4.37,18.33,6.1
7/10/2023 12:45,4.48,18.7,6.23
7/10/2023 13:00,4.61,18.19,6.05
7/10/2023 13:15,4.91,17.99,5.99
7/10/2023 13:30,4.73,18.14,6.04
7/10/2023 13:45,4.78,17.73,5.9
7/10/2023 14:00,4.46,17.3,5.76
7/10/2023 14:15,4.44,16.52,5.5
7/10/2023 14:30,4.59,17.78,5.92
7/10/2023 14:45,4.86,15.29,5.09
7/10/2023 15:00,4.63,16.45,5.48
7/10/2023 15:15,4.85,17.97,5.98
7/10/2023 15:30,4.68,17.89,5.96
7/10/2023 15:45,4.67,17.5,5.83
7/10/2023 16:00,4.63,18.05,6.01
7/10/2023 16:15,4.57,18.77,6.25
7/10/2023 16:30,4.77,19.14,6.37
7/10/2023 16:45,4.87,19.59,6.52
7/10/2023 17:00,4.73,19.56,6.51
7/10/2023 17:15,4.8,20.13,6.7
7/10/2023 17:30,4.85,20.95,6.97
7/10/2023 17:45,4.61,20.48,6.82
7/10/2023 18:00,4.7,18.18,6.05
7/10/2023 18:15,4.69,19.94,6.64
7/10/2023 18:30,4.59,20.11,6.7
7/10/2023 18:45,4.67,20.11,6.7
7/10/2023 19:00,4.56,20.22,6.73
7/10/2023 19:15,4.63,19.68,6.55
7/10/2023 19:30,4.66,19.85,6.61
7/10/2023 19:45,4.71,20.05,6.67
7/10/2023 20:00,4.75,20.67,6.88
7/10/2023 20:15,4.47,19.94,6.64
7/10/2023 20:30,4.68,18.5,6.16
7/10/2023 20:45,5.22,19.53,6.5
7/10/2023 21:00,5.27,20.38,6.78
7/10/2023 21:15,5.14,20.88,6.95
7/10/2023 21:30,5.21,20.42,6.8
7/10/2023 21:45,5.09,20.77,6.91
7/10/2023 22:00,5.21,20.64,6.87
7/10/2023 22:15,4.95,20.45,6.81
7/10/2023 22:30,5.02,19.35,6.44
7/10/2023 22:45,4.91,20.01,6.66
7/10/2023 23:00,5.32,20.22,6.73
7/10/2023 23:15,5.02,20.54,6.84
7/10/2023 23:30,4.96,20.24,6.74
7/10/2023 23:45,4.76,20.5,6.82
7/11/2023 0:00,4.94,20.41,6.79
7/11/2023 0:15,4.76,20.38,6.78
7/11/2023 0:30,5.14,19.88,6.62
7/11/2023 0:45,4.88,19.97,6.65
7/11/2023 1:00,4.67,20.24,6.74
7/11/2023 1:15,4.69,20.02,6.66
7/11/2023 1:30,4.57,19.73,6.57
7/11/2023 1:45,4.67,19.3,6.42
7/11/2023 2:00,4.51,19.53,6.5
7/11/2023 2:15,4.47,19.73,6.57
7/11/2023 2:30,4.52,19.61,6.53
7/11/2023 2:45,4.54,19.57,6.52
7/11/2023 3:00,4.55,19.56,6.51
7/11/2023 3:15,4.4,19.81,6.59
7/11/2023 3:30,4.53,19.51,6.49
7/11/2023 3:45,4.46,19.21,6.4
7/11/2023 4:00,4.38,19.38,6.45
7/11/2023 4:15,4.4,19.41,6.46
7/11/2023 4:30,4.47,19.54,6.51
7/11/2023 4:45,4.48,19.76,6.58
7/11/2023 5:00,4.28,19.26,6.41
7/11/2023 5:15,4.31,19.18,6.39
7/11/2023 5:30,4.48,19.37,6.45
7/11/2023 5:45,4.16,19.56,6.51
7/11/2023 6:00,4.86,19.2,6.39
7/11/2023 6:15,5.33,23,7.65
7/11/2023 6:30,5.04,20.07,6.68
7/11/2023 6:45,4.62,19.12,6.37
7/11/2023 7:00,4.68,19.81,6.6
7/11/2023 7:15,4.62,19.91,6.63
7/11/2023 7:30,4.67,19.65,6.54
7/11/2023 7:45,4.33,19.34,6.44
7/11/2023 8:00,4.407,18.91,6.29
7/11/2023 8:05,7.42,19.39,6.46
7/11/2023 8:10,6.27,19.34,6.44
7/11/2023 8:15,5.64,19.58,6.52
7/11/2023 8:20,5.22,19.49,6.49
7/11/2023 8:25,5.45,19.73,6.57
7/11/2023 8:30,5.18,19.35,6.44
7/11/2023 8:45,5.04,19.08,6.35
7/11/2023 9:00,4.85,19.51,6.5
7/11/2023 9:15,4.66,19.01,6.33
