H,rise_r2,rise_function,rise_params,rise_area,fall_r2,fall_function,fall_params,fall_area,tau_min,tau_max,n_rising,n_falling,storm,constituent
1.3967905857520537,0.7968108288821425,<function linear_func at 0x0000022BB26C6D40>,[  0.97296496 -93.55540238],125.72307093686025,0.7298157158475853,<function exp_func at 0x0000022BB26C6E80>,[0.00055223 0.08757741],90.00853257410022,111.19988854,118.17274142,37,56,down_event2,Turbidity FNU
0.9643575809283096,0.7492861934962876,<function exp_func at 0x0000022BB26C6E80>,[0.0435958  0.02362021],4.568908439839112,0.703561753659596,<function exp_func at 0x0000022BB26C6E80>,[0.00713031 0.03970615],4.737774172357303,111.19988854,118.17274142,37,56,down_event2,fDOM RFU
1.2108318271354785,0.5157523641512285,<function log_func at 0x0000022BB26C6FC0>,[  34.81026699 -151.5254169 ],125.98413975341855,0.4581570780017502,<function exp_func at 0x0000022BB26C6E80>,[0.01006597 0.06086744],104.0475951573433,110.58981096,119.78910236,34,67,down_event3,Turbidity FNU
0.983022219682486,0.6967013104545037,<function exp_func at 0x0000022BB26C6E80>,[0.17680135 0.01103188],5.798409998688454,0.7256710906019764,<function exp_func at 0x0000022BB26C6E80>,[0.04306347 0.02342859],5.898554358782783,110.58981096,119.78910236,34,67,down_event3,fDOM RFU
1.1456881826389755,0.575022421812974,<function exp_func at 0x0000022BB26C6E80>,[0.01037933 0.06325587],33.36558530005477,0.2095690995934596,<function exp_func at 0x0000022BB26C6E80>,[0.00101848 0.083447  ],29.122745443005755,106.45610740000001,109.88144114,27,60,down_event4,Turbidity FNU
0.9970372859424161,0.0007685243295959543,<function exp_func at 0x0000022BB26C6E80>,[0.51552986 0.00112332],1.9940090915985242,0.30888047058374757,<function exp_func at 0x0000022BB26C6E80>,[0.08121759 0.01823425],1.9999343251378547,106.45610740000001,109.88144114,27,60,down_event4,fDOM RFU
1.1027300221705683,0.18042307182091832,<function linear_func at 0x0000022BB26C6D40>,[-0.35593536 48.09443104],55.1117895377538,0.011178766509572946,<function exp_func at 0x0000022BB26C6E80>,[1.54643224 0.01505409],49.97759055228589,106.92877018,113.09529020000001,36,47,down_event5,Turbidity FNU
1.0541410680094825,0.72427564265377,<function log_func at 0x0000022BB26C6FC0>,[ 1.28521919 -5.43579762],3.7327314180229507,0.5119190151883688,<function log_func at 0x0000022BB26C6FC0>,[ 0.8720077  -3.52460364],3.541016977045973,106.92877018,113.09529020000001,36,47,down_event5,fDOM RFU
1.2576523908336013,0.2498215829640591,<function log_func at 0x0000022BB26C6FC0>,[ 13.37876385 -54.015404  ],60.95476445932191,0.3014773457320056,<function exp_func at 0x0000022BB26C6E80>,[0.11111609 0.03726679],48.467100212738174,108.69224546,115.37984435999999,33,62,down_event6,Turbidity FNU
1.0037678428054417,0.8962779725972481,<function exp_func at 0x0000022BB26C6E80>,[0.03627519 0.02509952],4.042480919536748,0.8882173651434354,<function exp_func at 0x0000022BB26C6E80>,[0.06308204 0.02013108],4.027306661108383,108.69224546,115.37984435999999,33,62,down_event6,fDOM RFU
