H,rise_r2,rise_function,rise_params,rise_area,fall_r2,fall_function,fall_params,fall_area,tau_min,tau_max,n_rising,n_falling,event,constituent
1.8694350583332235,0.6376488545598706,<function log_func at 0x0000022BB26C6FC0>,[ 105.27862348 -478.16843828],68.87659539135454,0.8634071372170435,<function linear_func at 0x0000022BB26C6D40>,[   2.45883318 -264.09876571],36.84353467339191,109.3888471,113.2297994,3,4,down_event1,SSC (mg/L)
0.9664112560719342,0.6148006165377774,<function exp_func at 0x0000022BB26C6E80>,[1.08526786 0.01034143],13.180130761962666,0.6589559999335345,<function log_func at 0x0000022BB26C6FC0>,[ 12.58933856 -55.77353976],13.638221491267078,109.3888471,113.2297994,3,4,down_event1,DOC (mg/L)
1.5249018262283134,1.0,<function linear_func at 0x0000022BB26C6D40>,[   10.37799703 -1195.50548728],80.75302826250042,0.99850234363084,<function exp_func at 0x0000022BB26C6E80>,[1.72845381e-35 7.02564766e-01],52.95621454020726,116.0995213,119.2431915,2,4,down_event10,SSC (mg/L)
0.9740089947434111,1.0,<function linear_func at 0x0000022BB26C6D40>,[  0.28215428 -29.86897677],10.476280941499974,0.9857293099293738,<function exp_func at 0x0000022BB26C6E80>,[0.00417429 0.05700225],10.755835929687489,116.0995213,119.2431915,2,4,down_event10,DOC (mg/L)
1.3667827836171562,1.0,<function linear_func at 0x0000022BB26C6D40>,[   2.02787851 -238.82466524],96.46386131141104,0.9946760627840383,<function exp_func at 0x0000022BB26C6E80>,[4.49284945e-13 2.45931077e-01],70.57731665021552,120.7244005,127.9619715,2,3,down_event13,SSC (mg/L)
1.0392234794499327,1.0,<function linear_func at 0x0000022BB26C6D40>,[ 0.06695252 -5.05637691],23.657543707928934,0.9387111317162857,<function exp_func at 0x0000022BB26C6E80>,[0.11622642 0.02651214],22.764635495390287,120.7244005,127.9619715,2,3,down_event13,DOC (mg/L)
1.3545954270153755,1.0,<function linear_func at 0x0000022BB26C6D40>,[ -13.40275514 1580.276209  ],11.340951799999974,0.9912111919461277,<function exp_func at 0x0000022BB26C6E80>,[5.82674620e-10 2.05201028e-01],8.372205880679713,116.1907528,116.787645,2,3,down_event2,SSC (mg/L)
0.9983073666221822,0.8331862779725743,<function exp_func at 0x0000022BB26C6E80>,[1.40490327 0.00804494],12.625273783628279,0.8734243187185109,<function log_func at 0x0000022BB26C6FC0>,[  8.14672885 -35.10591398],12.6466799762747,113.2250862,116.787645,3,3,down_event2,DOC (mg/L)
1.3174619777734442,1.0,<function linear_func at 0x0000022BB26C6D40>,[ -2.03434091 240.08667648],19.311171788169524,0.7111194289057132,<function linear_func at 0x0000022BB26C6D40>,[-0.32951859 43.56915204],14.657858908995662,112.9318337,115.3952823,2,3,down_event6,SSC (mg/L)
1.0198255692603484,1.0,<function linear_func at 0x0000022BB26C6D40>,[ 0.03815789 -1.06524046],8.107209342600022,0.9997808386989143,<function exp_func at 0x0000022BB26C6E80>,[0.14292586 0.02730119],7.949603919501606,112.9318337,115.3952823,2,3,down_event6,DOC (mg/L)
