H,rise_r2,rise_function,rise_params,rise_area,fall_r2,fall_function,fall_params,fall_area,tau_min,tau_max,n_rising,n_falling,event,constituent
0.8973530399563314,1.0,<function linear_func at 0x0000022BB26C6D40>,[0.05694154 7.93709094],79.98922311249602,0.1326894527201281,<function log_func at 0x0000022BB26C6FC0>,[ 131.12807928 -607.82753051],89.13907854637523,113.930366,119.41635,2,4,down_event7,SSC (mg/L)
1.0105385292601843,1.0,<function linear_func at 0x0000022BB26C6D40>,[0.01771256 1.14483116],17.617769109569178,0.7731856629536843,<function log_func at 0x0000022BB26C6FC0>,[  7.24804019 -31.31757287],17.434039969230223,113.930366,119.41635,2,4,down_event7,DOC (mg/L)
1.3988008103780871,0.5131124761912628,<function log_func at 0x0000022BB26C6FC0>,[  67.14405798 -310.96536757],20.709307497420127,0.007055860313493256,<function exp_func at 0x0000022BB26C6E80>,[0.34995146 0.02326141],14.805043966068714,112.2723377,115.2712033,3,5,down_event8,SSC (mg/L)
1.0441349857815778,0.999974465269739,<function log_func at 0x0000022BB26C6FC0>,[ 11.38511156 -50.77659739],9.363672126978267,0.7362652687956912,<function exp_func at 0x0000022BB26C6E80>,[0.00327167 0.05991404],8.967875087500468,112.2723377,115.2712033,3,5,down_event8,DOC (mg/L)
1.2210038373368395,0.7753515303792511,<function log_func at 0x0000022BB26C6FC0>,[ 115.30686004 -537.14421552],25.124750537075688,0.0906663522930593,<function exp_func at 0x0000022BB26C6E80>,[0.10280351 0.03857953],20.577126597632876,114.9541103,117.224878,3,4,down_event9,SSC (mg/L)
1.049596819926824,0.9845419663467857,<function exp_func at 0x0000022BB26C6E80>,[0.14570358 0.02609959],6.848101003450727,0.5360779289289691,<function exp_func at 0x0000022BB26C6E80>,[0.02611885 0.04048767],6.524506242242773,114.9541103,117.224878,3,4,down_event9,DOC (mg/L)
1.8695993339197914,1.0,<function linear_func at 0x0000022BB26C6D40>,[ -6.24067623 707.13051746],20.49056790000003,0.9210952501718351,<function linear_func at 0x0000022BB26C6D40>,[ -2.36456453 269.21543644],10.959871202478245,110.7460942,113.2297994,2,3,up_event1,SSC (mg/L)
1.06839076774781,1.0,<function linear_func at 0x0000022BB26C6D40>,[-0.14333424 19.70270737],9.06800768520001,0.9859956380959559,<function log_func at 0x0000022BB26C6FC0>,[  5.88191605 -24.33577168],8.487538416599724,110.7460942,113.2297994,2,4,up_event1,DOC (mg/L)
1.6695563789420362,0.9991166110257729,<function linear_func at 0x0000022BB26C6D40>,[    9.98877469 -1146.28979077],100.28836477969912,0.9142988639374691,<function exp_func at 0x0000022BB26C6E80>,[1.35787647e-34 6.85609753e-01],60.0688698175319,114.9541103,119.2431915,3,4,up_event10,SSC (mg/L)
1.081380412903508,0.8889103713833534,<function log_func at 0x0000022BB26C6FC0>,[  50.82193133 -237.90619654],17.828305436543413,0.8747466628432813,<function exp_func at 0x0000022BB26C6E80>,[2.69413051e-05 1.01286181e-01],16.486617682184928,114.9541103,119.2431915,3,4,up_event10,DOC (mg/L)
10.358223949558887,0.9695325712901257,<function log_func at 0x0000022BB26C6FC0>,[  270.14417644 -1272.7541032 ],67.88422054361143,0.9979197289568875,<function exp_func at 0x0000022BB26C6E80>,[2.41356383e-158 3.05171844e+000],6.553654456032719,115.4655939,119.9072184,3,3,up_event11,SSC (mg/L)
1.2134925086481207,0.07491292295912766,<function log_func at 0x0000022BB26C6FC0>,[  8.96268744 -38.7166958 ],17.842346161300625,0.4742048750038086,<function exp_func at 0x0000022BB26C6E80>,[0.02844489 0.04040821],14.703301449448348,115.4655939,119.9072184,3,3,up_event11,DOC (mg/L)
0.9080504541564225,1.0,<function linear_func at 0x0000022BB26C6D40>,[  0.60875317 -69.66504623],8.35521918974062,0.7917136941945829,<function log_func at 0x0000022BB26C6FC0>,[  72.37336104 -342.72395576],9.201271968420087,119.3582675,121.6257261,2,3,up_event12,SSC (mg/L)
1.083808173555862,1.0,<function linear_func at 0x0000022BB26C6D40>,[ 0.07045303 -5.09090135],7.705108507225975,0.0013966383761206957,<function log_func at 0x0000022BB26C6FC0>,[-1.36374476  9.66983336],7.1092917503531226,119.3582675,121.6257261,2,3,up_event12,DOC (mg/L)
1.0862889042163633,0.8299632906212431,<function exp_func at 0x0000022BB26C6E80>,[1.27093314e-07 1.48920689e-01],90.95852537362006,1.0,<function linear_func at 0x0000022BB26C6D40>,[   3.35887981 -405.43388236],83.73327300000044,122.3797533,127.9619715,3,2,up_event13,SSC (mg/L)
1.036737263866041,0.4944380189253067,<function exp_func at 0x0000022BB26C6E80>,[0.09543837 0.02899691],20.105058046202007,1.0,<function linear_func at 0x0000022BB26C6D40>,[  0.18988867 -20.29452882],19.392626026800002,122.3797533,127.9619715,3,2,up_event13,DOC (mg/L)
0.39254775269290487,1.0,<function linear_func at 0x0000022BB26C6D40>,[-0.13016478 17.07673685],4.435640374576924,0.17210637723808409,<function log_func at 0x0000022BB26C6FC0>,[  37.11675729 -176.20581931],11.29961984025669,121.2802312,125.7056747,2,4,up_event14,SSC (mg/L)
1.1282134088167783,1.0,<function linear_func at 0x0000022BB26C6D40>,[0.01604359 1.55822973],15.663857268250004,0.8339208922152526,<function exp_func at 0x0000022BB26C6E80>,[0.02155895 0.04031799],13.883771585978208,121.2802312,125.7056747,2,4,up_event14,DOC (mg/L)
1.2179586462228829,0.4639261968608225,<function log_func at 0x0000022BB26C6FC0>,[ 117.02083269 -540.67091701],51.96629670140211,0.07288339506899255,<function log_func at 0x0000022BB26C6FC0>,[ 100.078365   -462.89016269],42.666716856569224,113.2250862,116.787645,3,3,up_event2,SSC (mg/L)
1.1311718011070102,0.31154046811576763,<function log_func at 0x0000022BB26C6FC0>,[  8.62664529 -36.94078121],14.222439159276254,0.6066653111853841,<function log_func at 0x0000022BB26C6FC0>,[  5.25461432 -21.4036105 ],12.573191044329079,113.2250862,116.787645,3,3,up_event2,DOC (mg/L)
1.0299659938988905,1.0,<function linear_func at 0x0000022BB26C6D40>,[  0.56439688 -55.40815859],69.05075782244519,0.0030932943091580567,<function log_func at 0x0000022BB26C6FC0>,[-6.70345577 41.63563877],67.04178412828622,112.572626,119.4339675,2,4,up_event3,SSC (mg/L)
0.9942160251843566,1.0,<function linear_func at 0x0000022BB26C6D40>,[  0.11965214 -10.29652962],24.587705833358374,0.8192887749597637,<function exp_func at 0x0000022BB26C6E80>,[0.21954024 0.02411331],24.730747856130257,112.572626,119.4339675,2,4,up_event3,DOC (mg/L)
1.0587750080951361,0.1360816737405549,<function exp_func at 0x0000022BB26C6E80>,[ 1.19720469e+01 -1.13057569e-02],18.79536479038317,1.0,<function linear_func at 0x0000022BB26C6D40>,[ 0.03871847 -0.97328657],17.751991354800015,106.958933,112.3827006,4,2,up_event5,DOC (mg/L)
1.153444714494289,1.0,<function linear_func at 0x0000022BB26C6D40>,[ -2.47162034 290.3746177 ],20.21418508519412,0.689269049969779,<function linear_func at 0x0000022BB26C6D40>,[ -1.02450114 124.07472953],17.525057621904953,112.9318337,115.3952823,2,3,up_event6,SSC (mg/L)
1.0476411072053864,0.06934489657323029,<function log_func at 0x0000022BB26C6FC0>,[ 2.41408285 -8.00148707],11.08168509647237,0.025615566362043207,<function linear_func at 0x0000022BB26C6D40>,[-0.01119706  4.5454445 ],10.577749403164498,112.1619387,115.3952823,3,3,up_event6,DOC (mg/L)
1.662527592814367,1.0,<function linear_func at 0x0000022BB26C6D40>,[  0.88616032 -90.82203076],84.10689024004921,0.3219131075835374,<function exp_func at 0x0000022BB26C6E80>,[1.34302895e-06 1.33323740e-01],50.589771023090826,112.3229437,119.41635,2,4,up_event7,SSC (mg/L)
0.9915323259264125,1.0,<function linear_func at 0x0000022BB26C6D40>,[ 0.03813908 -2.9273158 ],0.7509386383192036,1.0,<function linear_func at 0x0000022BB26C6D40>,[-0.02142469  4.18557217],0.7573516452099366,118.9523107,119.41635,2,2,up_event7,POC (mg/L)
1.1477045338510878,0.7390196400294642,<function exp_func at 0x0000022BB26C6E80>,[0.12697218 0.02982067],28.575588681622534,0.41597392582693593,<function exp_func at 0x0000022BB26C6E80>,[0.0563824  0.03563108],24.898035895822428,112.3229437,119.41635,3,4,up_event7,DOC (mg/L)
0.8385800993518214,1.0,<function linear_func at 0x0000022BB26C6D40>,[  0.41736511 -39.68011197],11.699139062500086,0.13160600095013286,<function log_func at 0x0000022BB26C6FC0>,[  76.00941349 -350.53964553],13.951128904135585,113.0427783,114.5402681,2,3,up_event8,SSC (mg/L)
1.1126612766097501,0.41464709380272,<function log_func at 0x0000022BB26C6FC0>,[ 11.48295154 -51.17667777],8.838861623921407,0.8199630438553764,<function exp_func at 0x0000022BB26C6E80>,[0.0046521  0.05641461],7.943892548191474,112.5068059,115.2712033,3,4,up_event8,DOC (mg/L)
2.3193851273601314,0.49726413074819054,<function log_func at 0x0000022BB26C6FC0>,[ 120.28684271 -560.81304326],25.142304108055,0.9603755497658353,<function exp_func at 0x0000022BB26C6E80>,[4.25631289e-30 5.95379024e-01],10.840073005327653,114.9541103,117.224878,3,3,up_event9,SSC (mg/L)
1.2530304455719188,0.27263417159696,<function log_func at 0x0000022BB26C6FC0>,[ 16.24128617 -73.33097913],8.823535524343038,0.7107505676032508,<function exp_func at 0x0000022BB26C6E80>,[0.00948024 0.04987317],7.041756691167807,114.9541103,117.224878,3,3,up_event9,DOC (mg/L)
