event,HI10,HI20,HI30,HI40,HI50,HI60,HI70,HI80,HI90,HI_avg
down_event1,-157.29435283280662,-47.06604796118726,-11.866905641514155,-9.262351504093688,-6.357268301721526,-4.036988143828456,-1.585816416444535,-0.5467286379728682,0.2764318528755034,-26.415558620743738
down_event10,-0.25510916979293385,0.7195062504634251,0.863580466052674,0.8765681816703955,0.8637520002866848,0.8317052919181193,0.7791816447806608,0.70826541419354,0.5966147891443463,0.6648960965241013
down_event11,0.7387562881020437,-0.8952326035149042,-0.8704794584328528,0.1692320816332149,0.03198479845651858,-0.3296982279317622,-0.330397585382465,-0.2496432874740142,-0.1778430460228828,-0.21259122672967823
down_event12,-0.34893329065005896,-0.370662884489283,-0.37110262883330425,-0.6483996647149006,-0.7409135963414343,-0.8263119082994173,-0.8323423606533349,0.12115225282456255,0.03900391921119195,-0.4420566846606644
down_event13,-0.9657513754269821,-0.9719801684555696,-0.9894098794583372,-0.9533336243255287,-0.912654701708046,-0.8797941843738022,-0.6434201410908005,-0.4816525668687893,-0.39730175128542855,-0.799477599221476
down_event14,-0.9188435364695704,-0.9674723816195808,-0.9503051384649156,-0.8957222173633836,-0.8942357063342045,-0.8360216327413983,-0.6817364181774348,-0.45541835426627175,-0.2953378672172786,-0.7661214725171154
down_event15,0.9957241382890438,0.9956674034284385,0.99443047567502,0.9949349523292034,0.9931101590046388,0.9931805210447826,0.9943136829504645,0.9950637526036137,0.9679055425787915,0.9915922919893327
down_event2,-0.6416636720844183,-0.8780886210474337,-0.855368350268,-0.8389698943551072,-0.7709224679195535,-0.74081290192868,-0.6062196511411218,-0.5395960733765853,-0.3964831493467381,-0.6964583090519598
down_event3,0.41747586200685316,0.19968514917338454,0.0549512175132042,-0.40089107890892683,-0.48842281089434514,-0.222003225154494,-0.15121973153237,-0.09184187258072007,-0.04542425673372674,-0.08085452745679343
down_event4,-3.4143179716288863,-1.8332255548104937,-0.5997384680720541,0.30252710272826566,0.5379616445632646,0.620031649288961,-0.6367468527954367,-0.5822821381209491,-0.3767458674669252,-0.664726272923806
down_event5,-0.9526236280975202,-0.7906116947209545,-0.5438719464073973,-0.49200788056187295,-0.43501028619938087,-0.4117643048743025,-0.35780569881229163,-0.24265520751077696,-0.20460641653909528,-0.4923285626359546
down_event6,-0.5043653831865769,-0.2144557443204772,-0.29042970343815633,-0.22931027260185344,-0.29741293279621317,-0.28873389986961295,-0.2723215897003731,-0.22405895164464085,-0.19153143775589432,-0.279179990590422
