storm_name,HI,tau_mid,c_rise,c_fall,rise,fall,tau_col,constituent_col,k,t_rise_mid,t_fall_mid,rise_bracket,fall_bracket,peak_label,storm,constituent
down_event1,-4.466915590759003,0.5,-1.0362602865785873,0.2988997740068201,"                     P123_h_average  Turbidity FNU
DateTime                                          
2023-04-17 21:33:00        0.878790       0.759815
2023-04-17 21:48:00        0.894311       0.803218
2023-04-17 22:03:00        0.900335       1.000000
2023-04-17 22:18:00        0.904758       0.879710
2023-04-17 22:33:00        0.902774       0.964138
2023-04-17 22:48:00        0.896327       0.924528
2023-04-17 23:03:00        0.882096       0.869104
2023-04-17 23:18:00        0.904644       0.667802
2023-04-17 23:33:00        0.913185       0.744894
2023-04-17 23:48:00        0.935562       0.667098
2023-04-18 00:03:00        0.998114       0.696577
2023-04-18 00:18:00        1.000000       0.703831","                     P123_h_average  Turbidity FNU
DateTime                                          
2023-04-18 00:18:00        1.000000       0.703831
2023-04-18 00:33:00        0.935225       0.656681
2023-04-18 00:48:00        0.697281       0.615456
2023-04-18 01:03:00        0.819868       0.527740
2023-04-18 01:18:00        0.867202       0.593514
2023-04-18 01:33:00        0.827265       0.557922
2023-04-18 01:48:00        0.806378       0.595671
2023-04-18 02:03:00        0.854184       0.518038
2023-04-18 02:18:00        0.872774       0.559091
2023-04-18 02:33:00        0.894576       0.422471
2023-04-18 02:48:00        0.913125       0.396084
2023-04-18 03:03:00        0.918663       0.388671
2023-04-18 03:18:00        0.900468       0.421215
2023-04-18 03:33:00        0.787340       0.363046
2023-04-18 03:48:00        0.711127       0.290789
2023-04-18 04:03:00        0.764356       0.373047
2023-04-18 04:18:00        0.727149       0.510051
2023-04-18 04:33:00        0.646262       0.452114
2023-04-18 04:48:00        0.666295       0.473299
2023-04-18 05:03:00        0.662549       0.563268
2023-04-18 05:18:00        0.628834       0.441989
2023-04-18 05:33:00        0.573273       0.216495
2023-04-18 05:48:00        0.661577       0.187419
2023-04-18 06:03:00        0.585998       0.203434
2023-04-18 06:18:00        0.554169       0.181843
2023-04-18 06:33:00        0.611481       0.225091
2023-04-18 06:48:00        0.547166       0.280306
2023-04-18 07:03:00        0.435167       0.324458
2023-04-18 07:18:00        0.521958       0.341619
2023-04-18 07:33:00        0.466675       0.385119
2023-04-18 07:48:00        0.426708       0.359870
2023-04-18 08:03:00        0.447998       0.260320
2023-04-18 08:18:00        0.417906       0.194136
2023-04-18 08:33:00        0.258389       0.079829
2023-04-18 08:48:00        0.381912       0.000000
2023-04-18 09:03:00        0.386620       0.057683
2023-04-18 09:18:00        0.286723       0.077089
2023-04-18 09:33:00        0.315116       0.136093
2023-04-18 09:48:00        0.349861       0.259646
2023-04-18 10:03:00        0.224358       0.260418
2023-04-18 10:18:00        0.211841       0.323796
2023-04-18 10:33:00        0.046683       0.466997
2023-04-18 10:48:00        0.000000       0.411567",P123_h_average,Turbidity FNU,0.5,2023-04-17 11:12:17.125071104,2023-04-18 06:54:19.019158272,"{'t0': Timestamp('2023-04-17 21:33:00'), 't1': Timestamp('2023-04-17 22:18:00'), 'tau0': np.float64(0.8787898131713994), 'tau1': np.float64(0.9047581396382233), 'c0': np.float64(0.7598148909111371), 'c1': np.float64(0.8797097916587042), 'extrapolated': True}","{'t0': Timestamp('2023-04-18 06:48:00'), 't1': Timestamp('2023-04-18 07:03:00'), 'tau0': np.float64(0.5471664717805689), 'tau1': np.float64(0.43516731903490463), 'c0': np.float64(0.2803057283697488), 'c1': np.float64(0.32445822226915927), 'extrapolated': False}",2023-04-18 00:18:00,down_event1,Turbidity FNU
down_event1,-6.357268300990103,0.5,-1.8703892167712426,0.3491311451445444,"                     P123_h_average  fDOM RFU
DateTime                                     
2023-04-17 21:33:00        0.878790  0.912045
2023-04-17 21:48:00        0.894311  0.979285
2023-04-17 22:03:00        0.900335  1.000000
2023-04-17 22:18:00        0.904758  0.990712
2023-04-17 22:33:00        0.902774  0.983055
2023-04-17 22:48:00        0.896327  0.935503
2023-04-17 23:03:00        0.882096  0.837261
2023-04-17 23:18:00        0.904644  0.803527
2023-04-17 23:33:00        0.913185  0.764337
2023-04-17 23:48:00        0.935562  0.731909
2023-04-18 00:03:00        0.998114  0.714478
2023-04-18 00:18:00        1.000000  0.756198","                     P123_h_average  fDOM RFU
DateTime                                     
2023-04-18 00:18:00        1.000000  0.756198
2023-04-18 00:33:00        0.935225  0.727113
2023-04-18 00:48:00        0.697281  0.697532
2023-04-18 01:03:00        0.819868  0.665713
2023-04-18 01:18:00        0.867202  0.579125
2023-04-18 01:33:00        0.827265  0.553697
2023-04-18 01:48:00        0.806378  0.537835
2023-04-18 02:03:00        0.854184  0.524522
2023-04-18 02:18:00        0.872774  0.508997
2023-04-18 02:33:00        0.894576  0.552467
2023-04-18 02:48:00        0.913125  0.541995
2023-04-18 03:03:00        0.918663  0.524687
2023-04-18 03:18:00        0.900468  0.509297
2023-04-18 03:33:00        0.787340  0.497280
2023-04-18 03:48:00        0.711127  0.483182
2023-04-18 04:03:00        0.764356  0.469474
2023-04-18 04:18:00        0.727149  0.461647
2023-04-18 04:33:00        0.646262  0.448403
2023-04-18 04:48:00        0.666295  0.431062
2023-04-18 05:03:00        0.662549  0.418694
2023-04-18 05:18:00        0.628834  0.395246
2023-04-18 05:33:00        0.573273  0.356701
2023-04-18 05:48:00        0.661577  0.348241
2023-04-18 06:03:00        0.585998  0.336822
2023-04-18 06:18:00        0.554169  0.330664
2023-04-18 06:33:00        0.611481  0.334301
2023-04-18 06:48:00        0.547166  0.362461
2023-04-18 07:03:00        0.435167  0.330808
2023-04-18 07:18:00        0.521958  0.329647
2023-04-18 07:33:00        0.466675  0.321553
2023-04-18 07:48:00        0.426708  0.316173
2023-04-18 08:03:00        0.447998  0.300807
2023-04-18 08:18:00        0.417906  0.316292
2023-04-18 08:33:00        0.258389  0.303200
2023-04-18 08:48:00        0.381912  0.283941
2023-04-18 09:03:00        0.386620  0.262317
2023-04-18 09:18:00        0.286723  0.229074
2023-04-18 09:33:00        0.315116  0.193845
2023-04-18 09:48:00        0.349861  0.167757
2023-04-18 10:03:00        0.224358  0.148593
2023-04-18 10:18:00        0.211841  0.095005
2023-04-18 10:33:00        0.046683  0.000000
2023-04-18 10:48:00        0.000000  0.057350",P123_h_average,fDOM RFU,0.5,2023-04-17 11:12:17.125071104,2023-04-18 06:54:19.019158272,"{'t0': Timestamp('2023-04-17 21:33:00'), 't1': Timestamp('2023-04-17 22:18:00'), 'tau0': np.float64(0.8787898131713994), 'tau1': np.float64(0.9047581396382233), 'c0': np.float64(0.9120451734064017), 'c1': np.float64(0.9907124337527445), 'extrapolated': True}","{'t0': Timestamp('2023-04-18 06:48:00'), 't1': Timestamp('2023-04-18 07:03:00'), 'tau0': np.float64(0.5471664717805689), 'tau1': np.float64(0.43516731903490463), 'c0': np.float64(0.3624613975512532), 'c1': np.float64(0.3308080446686842), 'extrapolated': False}",2023-04-18 00:18:00,down_event1,fDOM RFU
down_event2,-0.5486395933463899,0.5,0.24046256904452376,0.5327506921294122,"                     P123_h_average  Turbidity FNU
DateTime                                          
2023-04-18 11:03:00        0.218297       0.115828
2023-04-18 11:18:00        0.287495       0.166267
2023-04-18 11:33:00        0.273148       0.084020
2023-04-18 11:48:00        0.264104       0.045896
2023-04-18 12:03:00        0.268462       0.040320
2023-04-18 12:18:00        0.245495       0.071371
2023-04-18 12:33:00        0.234251       0.179797
2023-04-18 12:48:00        0.227987       0.317165
2023-04-18 13:03:00        0.305349       0.343305
2023-04-18 13:18:00        0.369819       0.385274
2023-04-18 13:33:00        0.390325       0.359396
2023-04-18 13:48:00        0.433466       0.223298
2023-04-18 14:03:00        0.450263       0.183366
2023-04-18 14:18:00        0.495567       0.237800
2023-04-18 14:33:00        0.569699       0.282330
2023-04-18 14:48:00        0.614883       0.340433
2023-04-18 15:03:00        0.655893       0.447096
2023-04-18 15:18:00        0.672893       0.568466
2023-04-18 15:33:00        0.762302       0.592534
2023-04-18 15:48:00        0.801972       0.658124
2023-04-18 16:03:00        0.898827       0.725664
2023-04-18 16:18:00        0.868399       0.816203
2023-04-18 16:33:00        0.888837       0.828245
2023-04-18 16:48:00        0.944466       0.950921
2023-04-18 17:03:00        0.974754       0.982041
2023-04-18 17:18:00        1.000000       1.000000","                     P123_h_average  Turbidity FNU
DateTime                                          
2023-04-18 17:18:00        1.000000       1.000000
2023-04-18 17:33:00        0.918698       0.939027
2023-04-18 17:48:00        0.959637       0.892996
2023-04-18 18:03:00        0.842675       0.803099
2023-04-18 18:18:00        0.681738       0.804474
...                             ...            ...
2023-04-19 08:48:00        0.013834       0.054051
2023-04-19 09:03:00        0.042239       0.073969
2023-04-19 09:18:00        0.048865       0.094614
2023-04-19 09:33:00        0.000000       0.106675
2023-04-19 09:48:00        0.038787       0.078230

[67 rows x 2 columns]",P123_h_average,Turbidity FNU,0.5,2023-04-18 14:18:53.822919424,2023-04-18 20:45:08.536452608,"{'t0': Timestamp('2023-04-18 14:18:00'), 't1': Timestamp('2023-04-18 14:33:00'), 'tau0': np.float64(0.4955666552977664), 'tau1': np.float64(0.5696988329817155), 'c0': np.float64(0.23779950433845654), 'c1': np.float64(0.2823299434359643), 'extrapolated': False}","{'t0': Timestamp('2023-04-18 20:33:00'), 't1': Timestamp('2023-04-18 20:48:00'), 'tau0': np.float64(0.525064261033764), 'tau1': np.float64(0.49410104039120517), 'c0': np.float64(0.5593183496405174), 'c1': np.float64(0.5264979030116644), 'extrapolated': False}",2023-04-18 17:18:00,down_event2,Turbidity FNU
down_event2,-0.7709224679110895,0.5,0.2240611690003104,0.9781018983273613,"                     P123_h_average  fDOM RFU
DateTime                                     
2023-04-18 11:03:00        0.218297  0.116547
2023-04-18 11:18:00        0.287495  0.048970
2023-04-18 11:33:00        0.273148  0.009723
2023-04-18 11:48:00        0.264104  0.045912
2023-04-18 12:03:00        0.268462  0.000000
2023-04-18 12:18:00        0.245495  0.042774
2023-04-18 12:33:00        0.234251  0.096648
2023-04-18 12:48:00        0.227987  0.134633
2023-04-18 13:03:00        0.305349  0.129495
2023-04-18 13:18:00        0.369819  0.139368
2023-04-18 13:33:00        0.390325  0.152216
2023-04-18 13:48:00        0.433466  0.158629
2023-04-18 14:03:00        0.450263  0.192961
2023-04-18 14:18:00        0.495567  0.222830
2023-04-18 14:33:00        0.569699  0.243418
2023-04-18 14:48:00        0.614883  0.265173
2023-04-18 15:03:00        0.655893  0.295917
2023-04-18 15:18:00        0.672893  0.307908
2023-04-18 15:33:00        0.762302  0.325104
2023-04-18 15:48:00        0.801972  0.352548
2023-04-18 16:03:00        0.898827  0.376594
2023-04-18 16:18:00        0.868399  0.399691
2023-04-18 16:33:00        0.888837  0.426705
2023-04-18 16:48:00        0.944466  0.443809
2023-04-18 17:03:00        0.974754  0.488590
2023-04-18 17:18:00        1.000000  0.541859","                     P123_h_average  fDOM RFU
DateTime                                     
2023-04-18 17:18:00        1.000000  0.541859
2023-04-18 17:33:00        0.918698  0.607720
2023-04-18 17:48:00        0.959637  0.675025
2023-04-18 18:03:00        0.842675  0.748949
2023-04-18 18:18:00        0.681738  0.801083
...                             ...       ...
2023-04-19 08:48:00        0.013834  0.362904
2023-04-19 09:03:00        0.042239  0.353095
2023-04-19 09:18:00        0.048865  0.334830
2023-04-19 09:33:00        0.000000  0.314291
2023-04-19 09:48:00        0.038787  0.303120

[67 rows x 2 columns]",P123_h_average,fDOM RFU,0.5,2023-04-18 14:18:53.822919424,2023-04-18 20:45:08.536452608,"{'t0': Timestamp('2023-04-18 14:18:00'), 't1': Timestamp('2023-04-18 14:33:00'), 'tau0': np.float64(0.4955666552977664), 'tau1': np.float64(0.5696988329817155), 'c0': np.float64(0.2228299543721179), 'c1': np.float64(0.24341771098643408), 'extrapolated': False}","{'t0': Timestamp('2023-04-18 20:33:00'), 't1': Timestamp('2023-04-18 20:48:00'), 'tau0': np.float64(0.525064261033764), 'tau1': np.float64(0.49410104039120517), 'c0': np.float64(0.9706723505711724), 'c1': np.float64(0.9798504678179257), 'extrapolated': False}",2023-04-18 17:18:00,down_event2,fDOM RFU
down_event3,0.07511559804316514,0.5,0.3233156599398198,0.29902961078671964,"                     P123_h_average  Turbidity FNU
DateTime                                          
2023-04-19 10:03:00        0.425371       0.314444
2023-04-19 10:18:00        0.505142       0.323927
2023-04-19 10:33:00        0.498952       0.366969
2023-04-19 10:48:00        0.489991       0.453013
2023-04-19 11:03:00        0.469980       0.649181
2023-04-19 11:18:00        0.452507       0.704724
2023-04-19 11:33:00        0.459387       0.818365
2023-04-19 11:48:00        0.499698       0.786335
2023-04-19 12:03:00        0.446507       0.684576
2023-04-19 12:18:00        0.428822       0.470007
2023-04-19 12:33:00        0.446077       0.472553
2023-04-19 12:48:00        0.482923       0.353308
2023-04-19 13:03:00        0.475225       0.347455
2023-04-19 13:18:00        0.498148       0.354166
2023-04-19 13:33:00        0.521635       0.457292
2023-04-19 13:48:00        0.460495       0.551162
2023-04-19 14:03:00        0.458498       0.673522
2023-04-19 14:18:00        0.482801       0.674977
2023-04-19 14:33:00        0.483089       0.752783
2023-04-19 14:48:00        0.584162       0.788949
2023-04-19 15:03:00        0.833616       0.758517
2023-04-19 15:18:00        1.000000       0.724044","                     P123_h_average  Turbidity FNU
DateTime                                          
2023-04-19 15:18:00        1.000000       0.724044
2023-04-19 15:33:00        0.794408       0.859013
2023-04-19 15:48:00        0.663028       0.868890
2023-04-19 16:03:00        0.582795       0.785981
2023-04-19 16:18:00        0.647140       0.734699
...                             ...            ...
2023-04-20 09:48:00        0.037012       0.240112
2023-04-20 10:03:00        0.049792       0.171620
2023-04-20 10:18:00        0.026348       0.121009
2023-04-20 10:33:00        0.041101       0.128064
2023-04-20 10:48:00        0.070092       0.250368

[79 rows x 2 columns]",P123_h_average,Turbidity FNU,0.5,2023-04-19 10:17:01.983002112,2023-04-19 22:56:31.326814976,"{'t0': Timestamp('2023-04-19 10:03:00'), 't1': Timestamp('2023-04-19 10:18:00'), 'tau0': np.float64(0.4253707331175902), 'tau1': np.float64(0.5051423437421281), 'c0': np.float64(0.3144436314266271), 'c1': np.float64(0.32392698874125764), 'extrapolated': False}","{'t0': Timestamp('2023-04-19 22:48:00'), 't1': Timestamp('2023-04-19 23:03:00'), 'tau0': np.float64(0.5539282931183822), 'tau1': np.float64(0.45900766235589985), 'c0': np.float64(0.30201269590706115), 'c1': np.float64(0.29676208801857523), 'extrapolated': False}",2023-04-19 15:18:00,down_event3,Turbidity FNU
down_event3,-0.4884228108993217,0.5,0.3638456930465532,0.7112234493609301,"                     P123_h_average  fDOM RFU
DateTime                                     
2023-04-19 10:03:00        0.425371  0.385690
2023-04-19 10:18:00        0.505142  0.362341
2023-04-19 10:33:00        0.498952  0.324828
2023-04-19 10:48:00        0.489991  0.333438
2023-04-19 11:03:00        0.469980  0.390965
2023-04-19 11:18:00        0.452507  0.363025
2023-04-19 11:33:00        0.459387  0.396212
2023-04-19 11:48:00        0.499698  0.400553
2023-04-19 12:03:00        0.446507  0.374232
2023-04-19 12:18:00        0.428822  0.288629
2023-04-19 12:33:00        0.446077  0.271025
2023-04-19 12:48:00        0.482923  0.225787
2023-04-19 13:03:00        0.475225  0.231154
2023-04-19 13:18:00        0.498148  0.237330
2023-04-19 13:33:00        0.521635  0.248401
2023-04-19 13:48:00        0.460495  0.283970
2023-04-19 14:03:00        0.458498  0.325354
2023-04-19 14:18:00        0.482801  0.352993
2023-04-19 14:33:00        0.483089  0.386548
2023-04-19 14:48:00        0.584162  0.416119
2023-04-19 15:03:00        0.833616  0.441432
2023-04-19 15:18:00        1.000000  0.448295","                     P123_h_average  fDOM RFU
DateTime                                     
2023-04-19 15:18:00        1.000000  0.448295
2023-04-19 15:33:00        0.794408  0.483269
2023-04-19 15:48:00        0.663028  0.512263
2023-04-19 16:03:00        0.582795  0.543657
2023-04-19 16:18:00        0.647140  0.582286
...                             ...       ...
2023-04-20 09:48:00        0.037012  0.197498
2023-04-20 10:03:00        0.049792  0.264009
2023-04-20 10:18:00        0.026348  0.222091
2023-04-20 10:33:00        0.041101  0.187576
2023-04-20 10:48:00        0.070092  0.000000

[79 rows x 2 columns]",P123_h_average,fDOM RFU,0.5,2023-04-19 10:17:01.983002112,2023-04-19 22:56:31.326814976,"{'t0': Timestamp('2023-04-19 10:03:00'), 't1': Timestamp('2023-04-19 10:18:00'), 'tau0': np.float64(0.4253707331175902), 'tau1': np.float64(0.5051423437421281), 'c0': np.float64(0.38568966046607495), 'c1': np.float64(0.36234053034319097), 'extrapolated': False}","{'t0': Timestamp('2023-04-19 22:48:00'), 't1': Timestamp('2023-04-19 23:03:00'), 'tau0': np.float64(0.5539282931183822), 'tau1': np.float64(0.45900766235589985), 'c0': np.float64(0.7376180127262645), 'c1': np.float64(0.6911602359520971), 'extrapolated': False}",2023-04-19 15:18:00,down_event3,fDOM RFU
down_event4,0.1551972243491283,0.5,0.31698768741835254,0.26779207817817513,"                     P123_h_average  Turbidity FNU
DateTime                                          
2023-04-21 12:03:00        0.633809       0.337962
2023-04-21 12:18:00        0.654485       0.367460
2023-04-21 12:33:00        0.623857       0.321578
2023-04-21 12:48:00        0.650483       0.267471
2023-04-21 13:03:00        0.637929       0.215092
2023-04-21 13:18:00        0.615302       0.177869
2023-04-21 13:33:00        0.658966       0.209302
2023-04-21 13:48:00        0.666208       0.249467
2023-04-21 14:03:00        0.674521       0.260777
2023-04-21 14:18:00        0.695857       0.269699
2023-04-21 14:33:00        0.651358       0.392418
2023-04-21 14:48:00        0.649844       0.388308
2023-04-21 15:03:00        0.672742       0.427319
2023-04-21 15:18:00        0.727099       0.685263
2023-04-21 15:33:00        0.818627       0.715390
2023-04-21 15:48:00        0.812444       0.641866
2023-04-21 16:03:00        0.846985       0.736558
2023-04-21 16:18:00        0.890288       0.684946
2023-04-21 16:33:00        0.923529       0.363820
2023-04-21 16:48:00        0.925196       0.400734
2023-04-21 17:03:00        0.950767       0.339292
2023-04-21 17:18:00        0.950768       0.231642
2023-04-21 17:33:00        1.000000       0.333308","                     P123_h_average  Turbidity FNU
DateTime                                          
2023-04-21 17:33:00        1.000000       0.333308
2023-04-21 17:48:00        0.971762       0.746980
2023-04-21 18:03:00        0.979876       0.726491
2023-04-21 18:18:00        0.987234       0.777398
2023-04-21 18:33:00        0.975654       0.982735
...                             ...            ...
2023-04-22 08:18:00        0.085055       0.080342
2023-04-22 08:33:00        0.076955       0.193022
2023-04-22 08:48:00        0.003451       0.275142
2023-04-22 09:03:00        0.000000       0.276655
2023-04-22 09:18:00        0.001479       0.345531

[64 rows x 2 columns]",P123_h_average,Turbidity FNU,0.5,2023-04-21 11:52:20.033603584,2023-04-22 00:47:40.217411072,"{'t0': Timestamp('2023-04-21 12:03:00'), 't1': Timestamp('2023-04-21 12:48:00'), 'tau0': np.float64(0.6338091286505959), 'tau1': np.float64(0.6504832006892326), 'c0': np.float64(0.33796249422827307), 'c1': np.float64(0.2674709392493024), 'extrapolated': True}","{'t0': Timestamp('2023-04-22 00:33:00'), 't1': Timestamp('2023-04-22 00:48:00'), 'tau0': np.float64(0.5466870750090613), 'tau1': np.float64(0.4989507237679325), 'c0': np.float64(0.17029838773033895), 'c1': np.float64(0.2699832159322606), 'extrapolated': False}",2023-04-21 17:33:00,down_event4,Turbidity FNU
down_event4,0.5379616447779385,0.5,0.6880422582119732,0.317901913307533,"                     P123_h_average  fDOM RFU
DateTime                                     
2023-04-21 12:03:00        0.633809  0.817683
2023-04-21 12:18:00        0.654485  1.000000
2023-04-21 12:33:00        0.623857  0.728746
2023-04-21 12:48:00        0.650483  0.000000
2023-04-21 13:03:00        0.637929  0.004652
2023-04-21 13:18:00        0.615302  0.049775
2023-04-21 13:33:00        0.658966  0.054764
2023-04-21 13:48:00        0.666208  0.070836
2023-04-21 14:03:00        0.674521  0.100247
2023-04-21 14:18:00        0.695857  0.118349
2023-04-21 14:33:00        0.651358  0.099502
2023-04-21 14:48:00        0.649844  0.126216
2023-04-21 15:03:00        0.672742  0.149989
2023-04-21 15:18:00        0.727099  0.165005
2023-04-21 15:33:00        0.818627  0.188966
2023-04-21 15:48:00        0.812444  0.216868
2023-04-21 16:03:00        0.846985  0.247325
2023-04-21 16:18:00        0.890288  0.276672
2023-04-21 16:33:00        0.923529  0.306041
2023-04-21 16:48:00        0.925196  0.333800
2023-04-21 17:03:00        0.950767  0.364644
2023-04-21 17:18:00        0.950768  0.394630
2023-04-21 17:33:00        1.000000  0.417447","                     P123_h_average  fDOM RFU
DateTime                                     
2023-04-21 17:33:00        1.000000  0.417447
2023-04-21 17:48:00        0.971762  0.444302
2023-04-21 18:03:00        0.979876  0.463126
2023-04-21 18:18:00        0.987234  0.474925
2023-04-21 18:33:00        0.975654  0.474158
...                             ...       ...
2023-04-22 08:18:00        0.085055  0.196194
2023-04-22 08:33:00        0.076955  0.187719
2023-04-22 08:48:00        0.003451  0.178246
2023-04-22 09:03:00        0.000000  0.169070
2023-04-22 09:18:00        0.001479  0.152010

[64 rows x 2 columns]",P123_h_average,fDOM RFU,0.5,2023-04-21 11:52:20.033603584,2023-04-22 00:47:40.217411072,"{'t0': Timestamp('2023-04-21 12:03:00'), 't1': Timestamp('2023-04-21 12:48:00'), 'tau0': np.float64(0.6338091286505959), 'tau1': np.float64(0.6504832006892326), 'c0': np.float64(0.8176830557714454), 'c1': np.float64(0.0), 'extrapolated': True}","{'t0': Timestamp('2023-04-22 00:33:00'), 't1': Timestamp('2023-04-22 00:48:00'), 'tau0': np.float64(0.5466870750090613), 'tau1': np.float64(0.4989507237679325), 'c0': np.float64(0.3111402829297023), 'c1': np.float64(0.3180538786658242), 'extrapolated': False}",2023-04-21 17:33:00,down_event4,fDOM RFU
down_event5,0.8267799184674994,0.5,0.9830498643047274,0.1702839776453785,"                     P123_h_average  Turbidity FNU
DateTime                                          
2023-04-22 14:03:00        0.114452       0.207734
2023-04-22 14:18:00        0.113300       0.181425
2023-04-22 14:33:00        0.087095       0.135806
2023-04-22 14:48:00        0.159475       0.168006
2023-04-22 15:03:00        0.212148       0.286349
2023-04-22 15:18:00        0.266308       0.517299
2023-04-22 15:33:00        0.326013       0.827811
2023-04-22 15:48:00        0.384319       0.820644
2023-04-22 16:03:00        0.448008       1.000000
2023-04-22 16:18:00        0.543473       0.968877
2023-04-22 16:33:00        0.672275       0.804514
2023-04-22 16:48:00        0.713491       0.556428
2023-04-22 17:03:00        0.755083       0.608562
2023-04-22 17:18:00        0.851077       0.424724
2023-04-22 17:33:00        0.951050       0.447722
2023-04-22 17:48:00        0.926783       0.423594
2023-04-22 18:03:00        0.983691       0.406512
2023-04-22 18:18:00        0.982787       0.442064
2023-04-22 18:33:00        0.990532       0.533966
2023-04-22 18:48:00        1.000000       0.467668","                     P123_h_average  Turbidity FNU
DateTime                                          
2023-04-22 18:48:00        1.000000       0.467668
2023-04-22 19:03:00        0.961505       0.414055
2023-04-22 19:18:00        0.971700       0.375230
2023-04-22 19:33:00        0.888609       0.226010
2023-04-22 19:48:00        0.912908       0.159026
...                             ...            ...
2023-04-23 09:18:00        0.093247       0.103304
2023-04-23 09:33:00        0.083846       0.146375
2023-04-23 09:48:00        0.083813       0.272095
2023-04-23 10:03:00        0.087397       0.262794
2023-04-23 10:18:00        0.092990       0.254668

[63 rows x 2 columns]",P123_h_average,Turbidity FNU,0.5,2023-04-22 16:11:10.156637440,2023-04-22 23:45:44.755782144,"{'t0': Timestamp('2023-04-22 16:03:00'), 't1': Timestamp('2023-04-22 16:18:00'), 'tau0': np.float64(0.4480083122187416), 'tau1': np.float64(0.5434727319939886), 'c0': np.float64(1.0), 'c1': np.float64(0.9688770467224109), 'extrapolated': False}","{'t0': Timestamp('2023-04-22 23:33:00'), 't1': Timestamp('2023-04-22 23:48:00'), 'tau0': np.float64(0.5099668421384881), 'tau1': np.float64(0.4982374010100265), 'c0': np.float64(0.18001772240996605), 'c1': np.float64(0.16856260105924017), 'extrapolated': False}",2023-04-22 18:48:00,down_event5,Turbidity FNU
down_event5,-0.43501028615694814,0.5,0.4365699069985714,0.7727041684157915,"                     P123_h_average  fDOM RFU
DateTime                                     
2023-04-22 14:03:00        0.114452  0.000000
2023-04-22 14:18:00        0.113300  0.004230
2023-04-22 14:33:00        0.087095  0.034042
2023-04-22 14:48:00        0.159475  0.071081
2023-04-22 15:03:00        0.212148  0.109199
2023-04-22 15:18:00        0.266308  0.217956
2023-04-22 15:33:00        0.326013  0.295888
2023-04-22 15:48:00        0.384319  0.338270
2023-04-22 16:03:00        0.448008  0.401267
2023-04-22 16:18:00        0.543473  0.466089
2023-04-22 16:33:00        0.672275  0.560310
2023-04-22 16:48:00        0.713491  0.624958
2023-04-22 17:03:00        0.755083  0.704373
2023-04-22 17:18:00        0.851077  0.765358
2023-04-22 17:33:00        0.951050  0.824843
2023-04-22 17:48:00        0.926783  0.873384
2023-04-22 18:03:00        0.983691  0.919264
2023-04-22 18:18:00        0.982787  0.949825
2023-04-22 18:33:00        0.990532  0.972945
2023-04-22 18:48:00        1.000000  0.984940","                     P123_h_average  fDOM RFU
DateTime                                     
2023-04-22 18:48:00        1.000000  0.984940
2023-04-22 19:03:00        0.961505  0.992925
2023-04-22 19:18:00        0.971700  0.991510
2023-04-22 19:33:00        0.888609  1.000000
2023-04-22 19:48:00        0.912908  0.989319
...                             ...       ...
2023-04-23 09:18:00        0.093247  0.263809
2023-04-23 09:33:00        0.083846  0.226056
2023-04-23 09:48:00        0.083813  0.163728
2023-04-23 10:03:00        0.087397  0.099482
2023-04-23 10:18:00        0.092990  0.075694

[63 rows x 2 columns]",P123_h_average,fDOM RFU,0.5,2023-04-22 16:11:10.156637440,2023-04-22 23:45:44.755782144,"{'t0': Timestamp('2023-04-22 16:03:00'), 't1': Timestamp('2023-04-22 16:18:00'), 'tau0': np.float64(0.4480083122187416), 'tau1': np.float64(0.5434727319939886), 'c0': np.float64(0.40126679420247874), 'c1': np.float64(0.4660885248280743), 'extrapolated': False}","{'t0': Timestamp('2023-04-22 23:33:00'), 't1': Timestamp('2023-04-22 23:48:00'), 'tau0': np.float64(0.5099668421384881), 'tau1': np.float64(0.4982374010100265), 'c0': np.float64(0.7830183526957516), 'c1': np.float64(0.770880143258564), 'extrapolated': False}",2023-04-22 18:48:00,down_event5,fDOM RFU
