Date_Time,SSC (mg/L),Clay SSC (mg/L),Silt SSC (mg/L),Fine sand SSC (mg/L)
4/23/2023 11:30,,,,
4/23/2023 16:00,11.25,,,
4/23/2023 21:00,5.161290323,,,
4/24/2023 2:00,8.666666667,0.040062828,4.413623154,4.212980018
4/24/2023 7:00,8.571428571,,,
