Date_Time,SSC (mg/L),Clay SSC (mg/L),Silt SSC (mg/L),Fine sand SSC (mg/L)
5/1/2023 9:00,2.5,,,
5/1/2023 14:00,6,0.083117586,3.555344238,2.361538182
5/1/2023 20:00,22.14285714,0.270071867,9.711994981,12.16079031
5/2/2023 3:00,10,0.16784551,5.11009412,4.7220596
5/2/2023 10:00,6.428571429,0.133942757,3.394258117,2.900370536
5/2/2023 17:00,18,0.24977358,8.691293376,9.058933044
