Date_Time,SSC (mg/L),Clay SSC (mg/L),Silt SSC (mg/L),Fine sand SSC (mg/L)
4/24/2023 7:00,8.571428571,,,
4/24/2023 12:00,,,,
4/24/2023 17:00,15,0.433085295,10.36681827,4.20009639
4/24/2023 22:00,7.142857143,0.296977179,5.4947839,1.351095986
4/25/2023 3:00,4.117647059,,,
4/25/2023 13:00,7.142857143,,,
