Date_Time,SSC (mg/L),Clay SSC (mg/L),Silt SSC (mg/L),Fine sand SSC (mg/L)
4/18/2023 12:30,,,,
4/18/2023 16:30,23,0.339323094,15.44749483,7.213182053
4/18/2023 21:30,15,0.14397411,6.79150215,8.06452374
4/19/2023 2:30,9.090909091,0.0699915,4.770080427,4.250837145
4/19/2023 7:30,7.5,,,
