Date_Time,SSC (mg/L),Clay SSC (mg/L),Silt SSC (mg/L),Fine sand SSC (mg/L)
4/17/2023 12:30,5.5,,,
4/17/2023 16:30,23.15789474,0.195828762,11.64469594,11.31736999
4/17/2023 20:30,15,0.20095512,10.32684407,4.472200815
4/18/2023 0:30,8.947368421,0.064640576,4.81422949,4.068498346
4/18/2023 4:30,9.5,0.087274344,5.265006296,4.147719351
4/18/2023 8:30,4.285714286,,,
