Date_Time,SSC (mg/L),Clay SSC (mg/L),Silt SSC (mg/L),Fine sand SSC (mg/L)
5/1/2023 9:00,8.125,,,
5/1/2023 14:00,13.52941176,,,
5/1/2023 20:00,20,0.24488226,8.89147676,10.86364098
5/2/2023 3:00,10,,,
5/2/2023 10:00,0.625,,,
