Date_Time,SSC (mg/L),Clay SSC (mg/L),Silt SSC (mg/L),Fine sand SSC (mg/L)
5/2/2023 17:00,18,0.24977358,8.691293376,9.058933044
5/3/2023 0:00,9.333333333,,,
5/3/2023 7:00,5.714285714,,,
