Date_Time,SSC (mg/L),Clay SSC (mg/L),Silt SSC (mg/L),Fine sand SSC (mg/L)
4/19/2023 12:30,8,,,
4/19/2023 17:30,12,,,
4/19/2023 22:30,6,0.134876832,4.406677104,1.458446076
4/20/2023 3:30,8.888888889,0.134124036,5.673415947,3.081348907
4/20/2023 8:30,12.22222222,,,
