Date_Time,WSE,,,,
2/28/2022 0:15,2724.175064,,,,
2/28/2022 0:30,2724.177783,,,,
2/28/2022 0:45,2724.178556,,,,
2/28/2022 1:00,2724.17564,,,,
2/28/2022 1:15,2724.176806,,,,
2/28/2022 1:30,2724.177586,,,,
2/28/2022 1:45,2724.177396,,,,
2/28/2022 2:00,2724.177783,,,,
2/28/2022 2:15,2724.17739,,,,
2/28/2022 2:30,2724.17739,,,,
2/28/2022 2:45,2724.178556,,,,
2/28/2022 3:00,2724.177386,,,,
2/28/2022 3:15,2724.177776,,,,
2/28/2022 3:30,2724.178556,,,,
2/28/2022 3:45,2724.17739,,,,
2/28/2022 4:00,2724.177779,,,,
2/28/2022 4:15,2724.179142,,,,
2/28/2022 4:30,2724.179142,,,,
2/28/2022 4:45,2724.177976,,,,
2/28/2022 5:00,2724.179142,,,,
2/28/2022 5:15,2724.178559,,,,
2/28/2022 5:30,2724.181475,,,,
2/28/2022 5:45,2724.181475,,,,
2/28/2022 6:00,2724.178752,,,,
2/28/2022 6:15,2724.178946,,,,
2/28/2022 6:30,2724.179725,,,,
2/28/2022 6:45,2724.181475,,,,
2/28/2022 7:00,2724.181085,,,,
2/28/2022 7:15,2724.182445,,,,
2/28/2022 7:30,2724.182834,,,,
2/28/2022 7:45,2724.182055,,,,
2/28/2022 8:00,2724.183224,,,,
2/28/2022 8:15,2724.183807,,,,
2/28/2022 8:30,2724.181085,,,,
2/28/2022 8:45,2724.180305,,,,
2/28/2022 9:00,2724.182638,,,,
2/28/2022 9:15,2724.180305,,,,
2/28/2022 9:30,2724.182055,,,,
2/28/2022 9:45,2724.181088,,,,
2/28/2022 10:00,2724.179532,,,,
2/28/2022 10:15,2724.178556,,,,
2/28/2022 10:30,2724.17739,,,,
2/28/2022 10:45,2724.177973,,,,
2/28/2022 11:00,2724.176806,,,,
2/28/2022 11:15,2724.174087,,,,
2/28/2022 11:30,2724.172148,,,,
2/28/2022 11:45,2724.172148,,,,
2/28/2022 12:00,2724.171948,,,,
2/28/2022 12:15,2724.172138,,,,
2/28/2022 12:30,2724.170389,,,,
2/28/2022 12:45,2724.169222,,,,
2/28/2022 13:00,2724.172721,,,,
2/28/2022 13:15,2724.171368,,,,
2/28/2022 13:30,2724.172725,,,,
2/28/2022 13:45,2724.174287,,,,
2/28/2022 14:00,2724.171568,,,,
2/28/2022 14:15,2724.172151,,,,
2/28/2022 14:30,2724.175067,,,,
2/28/2022 14:45,2724.171568,,,,
2/28/2022 15:00,2724.173318,,,,
2/28/2022 15:15,2724.17565,,,,
2/28/2022 15:30,2724.174484,,,,
2/28/2022 15:45,2724.172735,,,,
2/28/2022 16:00,2724.173901,,,,
2/28/2022 16:15,2724.175067,,,,
2/28/2022 16:30,2724.175067,,,,
2/28/2022 16:45,2724.173901,,,,
2/28/2022 17:00,2724.17487,,,,
2/28/2022 17:15,2724.174477,,,,
2/28/2022 17:30,2724.172924,,,,
2/28/2022 17:45,2724.174484,,,,
2/28/2022 18:00,2724.174287,,,,
2/28/2022 18:15,2724.176227,,,,
2/28/2022 18:30,2724.17584,,,,
2/28/2022 18:45,2724.176816,,,,
2/28/2022 19:00,2724.175067,,,,
2/28/2022 19:15,2724.1774,,,,
2/28/2022 19:30,2724.176816,,,,
2/28/2022 19:45,2724.175067,,,,
2/28/2022 20:00,2724.176427,,,,
2/28/2022 20:15,2724.175447,,,,
2/28/2022 20:30,2724.176427,,,,
2/28/2022 20:45,2724.176806,,,,
2/28/2022 21:00,2724.176037,,,,
2/28/2022 21:15,2724.179336,,,,
2/28/2022 21:30,2724.176806,,,,
2/28/2022 21:45,2724.176223,,,,
2/28/2022 22:00,2724.17739,,,,
2/28/2022 22:15,2724.179139,,,,
2/28/2022 22:30,2724.175057,,,,
2/28/2022 22:45,2724.175057,,,,
2/28/2022 23:00,2724.176806,,,,
2/28/2022 23:15,2724.17564,,,,
2/28/2022 23:30,2724.176223,,,,
2/28/2022 23:45,2724.17564,,,,
3/1/2022 0:00,2724.176806,,,,
3/1/2022 0:15,2724.17564,,,,
3/1/2022 0:30,2724.176037,,,,
3/1/2022 0:45,2724.179725,,,,
3/1/2022 1:00,2724.176227,,,,
3/1/2022 1:15,2724.17565,,,,
3/1/2022 1:30,2724.177393,,,,
3/1/2022 1:45,2724.177586,,,,
3/1/2022 2:00,2724.176806,,,,
3/1/2022 2:15,2724.175447,,,,
3/1/2022 2:30,2724.175837,,,,
3/1/2022 2:45,2724.174287,,,,
3/1/2022 3:00,2724.175067,,,,
3/1/2022 3:15,2724.173901,,,,
3/1/2022 3:30,2724.175067,,,,
3/1/2022 3:45,2724.174287,,,,
3/1/2022 4:00,2724.17584,,,,
3/1/2022 4:15,2724.175067,,,,
3/1/2022 4:30,2724.174484,,,,
3/1/2022 4:45,2724.173901,,,,
3/1/2022 5:00,2724.174484,,,,
3/1/2022 5:15,2724.173901,,,,
3/1/2022 5:30,2724.173318,,,,
3/1/2022 5:45,2724.174287,,,,
3/1/2022 6:00,2724.175644,,,,
3/1/2022 6:15,2724.17506,,,,
3/1/2022 6:30,2724.175644,,,,
3/1/2022 6:45,2724.174477,,,,
3/1/2022 7:00,2724.174091,,,,
3/1/2022 7:15,2724.173704,,,,
3/1/2022 7:30,2724.17584,,,,
3/1/2022 7:45,2724.175067,,,,
3/1/2022 8:00,2724.17565,,,,
3/1/2022 8:15,2724.176427,,,,
3/1/2022 8:30,2724.175064,,,,
3/1/2022 8:45,2724.176223,,,,
3/1/2022 9:00,2724.178166,,,,
3/1/2022 9:15,2724.183221,,,,
3/1/2022 9:30,2724.183421,,,,
3/1/2022 9:45,2724.18614,,,,
3/1/2022 10:00,2724.188473,,,,
3/1/2022 10:15,2724.185557,,,,
3/1/2022 10:30,2724.183814,,,,
3/1/2022 10:45,2724.177396,,,,
3/1/2022 11:00,2724.17623,,,,
3/1/2022 11:15,2724.175064,,,,
3/1/2022 11:30,2724.171565,,,,
3/1/2022 11:45,2724.170395,,,,
3/1/2022 12:00,2724.171562,,,,
3/1/2022 12:15,2724.169812,,,,
3/1/2022 12:30,2724.173118,,,,
3/1/2022 12:45,2724.170972,,,,
3/1/2022 13:00,2724.174471,,,,
3/1/2022 13:15,2724.175637,,,,
3/1/2022 13:30,2724.172528,,,,
3/1/2022 13:45,2724.172148,,,,
3/1/2022 14:00,2724.173314,,,,
3/1/2022 14:15,2724.173897,,,,
3/1/2022 14:30,2724.176037,,,,
3/1/2022 14:45,2724.17565,,,,
3/1/2022 15:00,2724.176816,,,,
3/1/2022 15:15,2724.1774,,,,
3/1/2022 15:30,2724.176233,,,,
3/1/2022 15:45,2724.178566,,,,
3/1/2022 16:00,2724.177983,,,,
3/1/2022 16:15,2724.175067,,,,
3/1/2022 16:30,2724.1774,,,,
3/1/2022 16:45,2724.176816,,,,
3/1/2022 17:00,2724.174484,,,,
3/1/2022 17:15,2724.175067,,,,
3/1/2022 17:30,2724.173901,,,,
3/1/2022 17:45,2724.176816,,,,
3/1/2022 18:00,2724.176233,,,,
3/1/2022 18:15,2724.17565,,,,
3/1/2022 18:30,2724.178566,,,,
3/1/2022 18:45,2724.176816,,,,
3/1/2022 19:00,2724.176233,,,,
3/1/2022 19:15,2724.177976,,,,
3/1/2022 19:30,2724.177586,,,,
3/1/2022 19:45,2724.177973,,,,
3/1/2022 20:00,2724.176806,,,,
3/1/2022 20:15,2724.176806,,,,
3/1/2022 20:30,2724.177973,,,,
3/1/2022 20:45,2724.176417,,,,
3/1/2022 21:00,2724.177386,,,,
3/1/2022 21:15,2724.178556,,,,
3/1/2022 21:30,2724.177973,,,,
3/1/2022 21:45,2724.176806,,,,
3/1/2022 22:00,2724.175054,,,,
3/1/2022 22:15,2724.17564,,,,
3/1/2022 22:30,2724.177973,,,,
3/1/2022 22:45,2724.175057,,,,
3/1/2022 23:00,2724.176806,,,,
3/1/2022 23:15,2724.176806,,,,
3/1/2022 23:30,2724.176806,,,,
3/1/2022 23:45,2724.17739,,,,
3/2/2022 0:00,2724.178556,,,,
3/2/2022 0:15,2724.179722,,,,
3/2/2022 0:30,2724.176806,,,,
3/2/2022 0:45,2724.17739,,,,
3/2/2022 1:00,2724.177973,,,,
3/2/2022 1:15,2724.175057,,,,
3/2/2022 1:30,2724.17739,,,,
3/2/2022 1:45,2724.177973,,,,
3/2/2022 2:00,2724.179722,,,,
3/2/2022 2:15,2724.179139,,,,
3/2/2022 2:30,2724.178556,,,,
3/2/2022 2:45,2724.17739,,,,
3/2/2022 3:00,2724.178556,,,,
3/2/2022 3:15,2724.176806,,,,
3/2/2022 3:30,2724.17622,,,,
3/2/2022 3:45,2724.177776,,,,
3/2/2022 4:00,2724.17739,,,,
3/2/2022 4:15,2724.176806,,,,
3/2/2022 4:30,2724.176806,,,,
3/2/2022 4:45,2724.176806,,,,
3/2/2022 5:00,2724.176223,,,,
3/2/2022 5:15,2724.17564,,,,
3/2/2022 5:30,2724.176806,,,,
3/2/2022 5:45,2724.176223,,,,
3/2/2022 6:00,2724.176223,,,,
3/2/2022 6:15,2724.177973,,,,
3/2/2022 6:30,2724.176223,,,,
3/2/2022 6:45,2724.176806,,,,
3/2/2022 7:00,2724.175057,,,,
3/2/2022 7:15,2724.176806,,,,
3/2/2022 7:30,2724.175833,,,,
3/2/2022 7:45,2724.175637,,,,
3/2/2022 8:00,2724.176806,,,,
3/2/2022 8:15,2724.180305,,,,
3/2/2022 8:30,2724.179722,,,,
3/2/2022 8:45,2724.179919,,,,
3/2/2022 9:00,2724.180312,,,,
3/2/2022 9:15,2724.181482,,,,
3/2/2022 9:30,2724.179342,,,,
3/2/2022 9:45,2724.176813,,,,
3/2/2022 10:00,2724.173897,,,,
3/2/2022 10:15,2724.173897,,,,
3/2/2022 10:30,2724.172728,,,,
3/2/2022 10:45,2724.172728,,,,
3/2/2022 11:00,2724.172728,,,,
3/2/2022 11:15,2724.172728,,,,
3/2/2022 11:30,2724.172924,,,,
3/2/2022 11:45,2724.170978,,,,
3/2/2022 12:00,2724.171562,,,,
3/2/2022 12:15,2724.172728,,,,
3/2/2022 12:30,2724.171948,,,,
3/2/2022 12:45,2724.173897,,,,
3/2/2022 13:00,2724.174481,,,,
3/2/2022 13:15,2724.17506,,,,
3/2/2022 13:30,2724.174867,,,,
3/2/2022 13:45,2724.175064,,,,
3/2/2022 14:00,2724.175647,,,,
3/2/2022 14:15,2724.174864,,,,
3/2/2022 14:30,2724.17622,,,,
3/2/2022 14:45,2724.178556,,,,
3/2/2022 15:00,2724.177969,,,,
3/2/2022 15:15,2724.179526,,,,
3/2/2022 15:30,2724.180305,,,,
3/2/2022 15:45,2724.178556,,,,
3/2/2022 16:00,2724.180305,,,,
3/2/2022 16:15,2724.180888,,,,
3/2/2022 16:30,2724.182641,,,,
3/2/2022 16:45,2724.178556,,,,
3/2/2022 17:00,2724.178556,,,,
3/2/2022 17:15,2724.179139,,,,
3/2/2022 17:30,2724.179722,,,,
3/2/2022 17:45,2724.177973,,,,
3/2/2022 18:00,2724.179722,,,,
3/2/2022 18:15,2724.179529,,,,
3/2/2022 18:30,2724.181475,,,,
3/2/2022 18:45,2724.179725,,,,
3/2/2022 19:00,2724.179725,,,,
3/2/2022 19:15,2724.182834,,,,
3/2/2022 19:30,2724.178946,,,,
3/2/2022 19:45,2724.181085,,,,
3/2/2022 20:00,2724.182055,,,,
3/2/2022 20:15,2724.180305,,,,
3/2/2022 20:30,2724.182055,,,,
3/2/2022 20:45,2724.182641,,,,
3/2/2022 21:00,2724.181475,,,,
3/2/2022 21:15,2724.181475,,,,
3/2/2022 21:30,2724.181475,,,,
3/2/2022 21:45,2724.183224,,,,
3/2/2022 22:00,2724.181475,,,,
3/2/2022 22:15,2724.180892,,,,
3/2/2022 22:30,2724.179725,,,,
3/2/2022 22:45,2724.180888,,,,
3/2/2022 23:00,2724.184974,,,,
3/2/2022 23:15,2724.182058,,,,
3/2/2022 23:30,2724.182641,,,,
3/2/2022 23:45,2724.179722,,,,
3/3/2022 0:00,2724.179725,,,,
3/3/2022 0:15,2724.181475,,,,
3/3/2022 0:30,2724.181475,,,,
3/3/2022 0:45,2724.179725,,,,
3/3/2022 1:00,2724.179725,,,,
3/3/2022 1:15,2724.179725,,,,
3/3/2022 1:30,2724.179725,,,,
3/3/2022 1:45,2724.179336,,,,
3/3/2022 2:00,2724.180695,,,,
