Date_Time,P1,P2,P3
3/2/2022 0:15,2721.160627,2722.310479,2723.077047
3/2/2022 0:30,2721.1616,2722.308846,2723.073677
3/2/2022 0:45,2721.159654,2722.312111,2723.080415
3/2/2022 1:00,2721.160237,2722.312694,2723.080998
3/2/2022 1:15,2721.159071,2722.311528,2723.079832
3/2/2022 1:30,2721.161532,2722.313127,2723.080856
3/2/2022 1:45,2721.162115,2722.31371,2723.081439
3/2/2022 2:00,2721.164255,2722.313244,2723.079236
3/2/2022 2:15,2721.165421,2722.31441,2723.080402
3/2/2022 2:30,2721.162699,2722.314292,2723.082021
3/2/2022 2:45,2721.161793,2722.311645,2723.078213
3/2/2022 3:00,2721.160949,2722.312542,2723.080271
3/2/2022 3:15,2721.16335,2722.310596,2723.075427
3/2/2022 3:45,2721.1616,2722.311452,2723.07802
3/2/2022 4:00,2721.161213,2722.311065,2723.077633
3/2/2022 4:15,2721.162641,2722.310751,2723.076157
3/2/2022 4:45,2721.16238,2722.312231,2723.078798
3/2/2022 5:00,2721.161797,2722.311648,2723.078215
3/2/2022 5:15,2721.162963,2722.312815,2723.079383
3/2/2022 5:30,2721.164519,2722.311765,2723.076596
3/2/2022 6:15,2721.165296,2722.315147,2723.081714
3/2/2022 6:30,2721.163936,2722.311182,2723.076013
3/2/2022 7:00,2721.16199,2722.314447,2723.082751
3/2/2022 7:30,2721.161017,2722.313474,2723.081778
3/2/2022 7:45,2721.16121,2722.311062,2723.07763
3/2/2022 8:45,2721.162702,2722.311691,2723.077683
3/2/2022 9:00,2721.159206,2722.310799,2723.078528
3/2/2022 9:15,2721.159596,2722.308585,2723.074577
3/2/2022 9:30,2721.157457,2722.306446,2723.072438
3/2/2022 9:45,2721.157068,2722.30345,2723.067705
3/2/2022 10:00,2721.155253,2722.305967,2723.07311
3/2/2022 10:30,2721.155511,2722.304498,2723.07049
3/2/2022 10:45,2721.15667,2722.305659,2723.071651
3/2/2022 11:00,2721.156539,2722.306406,2723.072984
3/2/2022 11:30,2721.157706,2722.304967,2723.069808
3/2/2022 11:45,2721.15576,2722.303021,2723.067862
3/2/2022 12:00,2721.156084,2722.305073,2723.071065
3/2/2022 12:15,2721.159649,2722.304304,2723.067407
3/2/2022 12:30,2721.15576,2722.305626,2723.072203
3/2/2022 13:00,2721.156485,2722.302867,2723.067122
3/2/2022 13:15,2721.156355,2722.303601,2723.068432
3/2/2022 13:30,2721.156552,2722.301192,2723.064286
3/2/2022 13:45,2721.158759,2722.301658,2723.063591
3/2/2022 14:00,2721.159342,2722.302241,2723.064174
3/2/2022 14:15,2721.155449,2722.303559,2723.068965
3/2/2022 14:30,2721.157455,2722.301231,2723.063749
3/2/2022 14:45,2721.158621,2722.302398,2723.064917
3/2/2022 15:00,2721.155634,2722.303758,2723.069175
3/2/2022 15:15,2721.15933,2722.304849,2723.068528
3/2/2022 15:30,2721.15797,2722.306094,2723.071511
3/2/2022 15:45,2721.16011,2722.305629,2723.069308
3/2/2022 16:00,2721.156221,2722.304344,2723.06976
3/2/2022 16:15,2721.158943,2722.304463,2723.068143
3/2/2022 16:30,2721.157777,2722.303296,2723.066975
3/2/2022 16:45,2721.156611,2722.30213,2723.065809
3/2/2022 17:15,2721.157194,2722.302713,2723.066392
3/2/2022 17:45,2721.155246,2722.305977,2723.073131
3/2/2022 18:00,2721.157387,2722.305511,2723.070928
3/2/2022 18:15,2721.157194,2722.305317,2723.070733
3/2/2022 18:30,2721.15875,2722.309479,2723.076632
3/2/2022 18:45,2721.163029,2722.308548,2723.072227
3/2/2022 19:00,2721.160889,2722.309013,2723.07443
3/2/2022 19:15,2721.162639,2722.308158,2723.071837
3/2/2022 19:30,2721.162249,2722.307768,2723.071447
3/2/2022 19:45,2721.162249,2722.310373,2723.07579
3/2/2022 20:00,2721.161469,2722.309593,2723.07501
3/2/2022 20:45,2721.162766,2722.310012,2723.074843
