Date_Time,P1_h_left,P1_h_right,P1_h_average,P2_h_left,P2_h_right,P2_h_average,P3_h_left,P3_h_right,P3_h_average,P123_h_average
2023-04-23 07:45:00,-0.19053400000029797,-0.5458840000001146,-0.3682090000002063,-0.6552910000000338,-0.044518000000152824,-0.3499045000000933,,-0.0899850000000697,-0.7174130000000787,-0.47850883333345945
2023-04-23 08:00:00,-0.1929920000002312,-0.5500919999999496,-0.3715420000000904,-0.6603849999996783,-0.05049899999994523,-0.35544199999981174,,-0.09423599999990984,-0.7215069999999741,-0.4828303333332921
2023-04-23 08:30:00,-0.1920230000000629,-0.5488049999999021,-0.3704139999999825,-0.6620199999997567,-0.050935999999637716,-0.3564779999996972,,-0.08881500000006781,-0.7169785000000957,-0.4812901666665918
2023-04-23 08:45:00,-0.19189400000004753,-0.5463589999999385,-0.36912649999999303,-0.6566889999999148,-0.049086999999872205,-0.3528879999998935,,-0.08736700000008568,-0.7118565000000672,-0.4779569999999846
2023-04-23 09:00:00,-0.19306400000004942,-0.5488170000003265,-0.37094050000018797,-0.6479520000002594,-0.03991300000006959,-0.3439325000001645,,-0.08986999999979162,-0.715152499999931,-0.4766751666667612
2023-04-23 09:30:00,-0.19267400000035195,-0.5497520000003533,-0.3712130000003526,-0.6472480000002179,-0.038500999999996566,-0.3428745000001072,,-0.09350499999982276,-0.7198204999999689,-0.47796933333347624
2023-04-23 09:45:00,-0.19455299999981435,-0.5522109999997156,-0.37338199999976496,-0.6517619999999624,-0.04273299999977098,-0.3472474999998667,,-0.08667200000036246,-0.7134150000001682,-0.4780148333332666
2023-04-23 10:00:00,-0.1948139999999512,-0.5505689999999959,-0.37269149999997353,-0.6497019999997065,-0.04166299999997136,-0.3456824999998389,,-0.08986900000036258,-0.7151525000001584,-0.47784216666665696
2023-04-23 10:30:00,-0.19734299999981886,-0.5497399999999288,-0.37354149999987385,-0.6534289999999601,-0.04782500000010259,-0.35062700000003133,,-0.08534200000030978,-0.7074775000003228,-0.4772153333334093
2023-04-23 11:00:00,-0.19520399999964866,-0.5481119999999464,-0.37165799999979754,-0.6521450000000186,-0.04558900000029098,-0.3488670000001548,,-0.08911500000021988,-0.7122140000001309,-0.47757966666669444
2023-04-23 11:15:00,-0.19598399999995308,-0.5462429999997767,-0.37111349999986487,-0.656463000000258,-0.05132300000013856,-0.3538930000001983,,-0.08708999999998923,-0.708125500000051,-0.47771066666670475
2023-04-23 11:30:00,-0.19559399999980087,-0.545654999999897,-0.3706244999998489,-0.6487709999996696,-0.04369699999961085,-0.3462339999996402,,-0.09245200000032128,-0.7133670000002894,-0.47674183333325953
2023-04-23 11:45:00,-0.1979949999999917,-0.547284999999647,-0.37263999999981934,-0.6421559999998863,-0.03951499999993757,-0.3408354999999119,,-0.08809700000028897,-0.7067280000003393,-0.4734011666666902
2023-04-23 12:00:00,-0.19839599999977509,-0.5422739999999067,-0.3703349999998409,-0.6504359999998996,-0.047285999999985506,-0.3488609999999426,,-0.08515200000010736,-0.702404000000115,-0.47386666666663285
2023-04-23 12:15:00,-0.19696599999997488,-0.5463609999997061,-0.3716634999998405,-0.6449200000001838,-0.042677000000367116,-0.34379850000027545,,-0.09495699999979479,-0.7132909999997992,-0.4762509999999717
2023-04-23 12:30:00,-0.19961300000022675,-0.5461030000001301,-0.37285800000017844,-0.6539779999998245,-0.05053700000007666,-0.3522574999999506,,-0.09171100000003207,-0.7100750000001881,-0.478396833333439
2023-04-23 12:45:00,-0.1987859999999273,-0.5431959999996252,-0.37099099999977625,-0.6453129999999874,-0.04587900000024092,-0.34559600000011415,,-0.09461899999996604,-0.7089509999998427,-0.47517933333324436
2023-04-23 13:00:00,-0.20053499999994528,-0.54085699999996,-0.3706959999999526,-0.6406450000004043,-0.03999100000010003,-0.34031800000025214,,-0.09415200000012192,-0.7081375000002481,-0.473050500000151
2023-04-23 13:15:00,-0.20293599999968137,-0.5396809999997458,-0.3713084999997136,-0.640447000000222,-0.043431000000055064,-0.34193900000013855,,-0.09775399999989531,-0.7075154999999995,-0.4735876666666172
2023-04-23 13:30:00,-0.20410599999968326,-0.534298999999919,-0.36920249999980115,-0.6338020000002871,-0.03978499999993801,-0.33679350000011254,,-0.09642399999984264,-0.7015019999998913,-0.46916599999993497
2023-04-23 13:45:00,-0.20449699999971926,-0.5279789999999593,-0.3662379999998393,-0.6397539999998116,-0.045653000000129396,-0.3427034999999705,,-0.10030400000005102,-0.703215499999942,-0.4707189999999173
2023-04-23 14:00:00,-0.2055359999999382,-0.5225909999999203,-0.36406349999992926,-0.6338550000000396,-0.0448660000001837,-0.33936050000011164,,-0.09792700000025434,-0.6944355000002815,-0.46595316666677417
2023-04-23 14:15:00,-0.20644700000002558,-0.5177959999996347,-0.3621214999998301,-0.633335999999872,-0.04932099999996353,-0.34132849999991777,,-0.1066129999999248,-0.6970749999998134,-0.46684166666652044
2023-04-23 14:30:00,-0.21215600000004997,-0.5095949999999903,-0.3608755000000201,-0.6149639999998726,-0.0375490000001264,-0.3262564999999995,,-0.10217599999987215,-0.6825019999998858,-0.4565446666666351
2023-04-23 14:45:00,-0.2114480000000185,-0.49813499999982014,-0.3547914999999193,-0.6055540000002111,-0.03238000000010288,-0.318967000000157,,-0.10761600000023464,-0.6808230000001458,-0.4515271666667407
2023-04-23 15:00:00,-0.21643600000015795,-0.4940329999999449,-0.3552345000000514,-0.6013210000000981,-0.03582500000038635,-0.31857300000024225,,-0.11413899999979549,-0.6779179999998632,-0.450575166666719
2023-04-23 15:15:00,-0.21449799999982133,-0.4792859999997745,-0.3468919999997979,-0.5877909999999247,-0.030256999999892287,-0.3090239999999085,,-0.11022099999991042,-0.6630949999998847,-0.43967033333319705
2023-04-23 15:30:00,-0.21664899999996123,-0.46547499999996944,-0.34106199999996534,-0.571353000000272,-0.019197000000076514,-0.29527500000017426,,-0.11052900000004229,-0.6536015000001498,-0.4299795000000965
2023-04-23 15:45:00,-0.2209290000000692,-0.44827200000008816,-0.3346005000000787,-0.5582899999999427,-0.017563000000336615,-0.28792650000013964,,-0.12102199999981167,-0.6474079999998139,-0.4233116666666774
2023-04-23 16:00:00,-0.22224199999982375,-0.43165499999986423,-0.326948499999844,-0.5460100000000239,-0.013071000000309141,-0.2795405000001665,,-0.11858699999993405,-0.6325079999999161,-0.4129989999999755
2023-04-23 16:15:00,-0.22613099999989572,-0.42275800000015806,-0.3244445000000269,-0.5334250000000793,-0.01339300000017829,-0.2734090000001288,,-0.12330100000008315,-0.6222035000000687,-0.4066856666667415
2023-04-23 16:30:00,-0.22529100000019753,-0.41548999999986336,-0.32039050000003044,-0.5171839999998156,-0.00312599999961094,-0.26015499999971325,,-0.12832699999989927,-0.6201085000000148,-0.4002179999999195
2023-04-23 16:45:00,-0.23022099999980128,-0.406594000000041,-0.31840749999992113,-0.5102170000000115,0.0006399999997483974,-0.25478850000013153,,-0.12372499999992215,-0.6082295000001068,-0.39380850000005313
2023-04-23 17:00:00,-0.23087399999985792,-0.40121599999974933,-0.3160449999998036,-0.5097920000002887,-0.006794000000354572,-0.2582930000003216,,-0.12122200000021621,-0.597168000000238,-0.3905020000001211
2023-04-23 17:15:00,-0.22556600000007165,-0.3937350000001061,-0.30965050000008887,-0.5076469999999063,-0.002165000000331929,-0.2549060000001191,,-0.12511300000005576,-0.6024039999999786,-0.3889868333333955
2023-04-23 17:30:00,-0.22737400000005437,-0.39231699999982084,-0.3098454999999376,-0.5051229999999123,-0.004198000000087632,-0.25466049999999996,,-0.1323539999998502,-0.6047729999997955,-0.3897596666665777
2023-04-23 17:45:00,-0.2276320000000851,-0.39127400000006674,-0.3094530000000759,-0.5048240000000987,-0.0026010000001406297,-0.2537125000001197,,-0.13777500000014697,-0.6108410000001641,-0.3913355000001199
2023-04-23 18:00:00,-0.22777399999995396,-0.3924429999997301,-0.310108499999842,-0.49650000000019645,0.0038159999999152205,-0.24634200000014062,,-0.13485700000001088,-0.6066774999999325,-0.38770933333330504
2023-04-23 18:15:00,-0.22523400000000038,-0.3912709999999606,-0.3082524999999805,-0.5067570000001069,-0.0026000000002568413,-0.2546785000001819,,-0.13660600000002887,-0.6120829999999842,-0.39167133333338217
2023-04-23 18:30:00,-0.22381499999983134,-0.39372800000001007,-0.3087714999999207,-0.5023970000002009,0.0013359999998101557,-0.2505305000001954,,-0.13269099999979517,-0.6091059999998834,-0.38946933333333317
2023-04-23 18:45:00,-0.22491200000013123,-0.39243900000019494,-0.3086755000001631,-0.5006189999999151,0.00032000000010157237,-0.25014949999990677,,-0.1377770000003693,-0.6110675000002175,-0.3899641666667624
2023-04-23 19:00:00,-0.22284499999977925,-0.3958159999997406,-0.3093304999997599,-0.5046120000001793,-0.0019160000001647859,-0.253264000000172,,-0.13458200000013676,-0.6111519999999473,-0.3912488333332931
2023-04-23 19:15:00,-0.22296099999994112,-0.3978099999999358,-0.3103854999999385,-0.5033000000003085,0.00011799999992945231,-0.2515910000001895,,-0.12617099999988568,-0.6039694999999483,-0.3886486666666921
2023-04-23 19:30:00,-0.222063000000162,-0.4019100000000435,-0.31198650000010275,-0.5055420000003323,0.00181399999974019,-0.2518640000002961,,-0.1313040000000001,-0.6140494999999646,-0.39263333333345446
2023-04-23 19:45:00,-0.22167300000000978,-0.40776000000005297,-0.3147165000000314,-0.5141760000001341,-0.007576999999855616,-0.26087649999999485,,-0.13060899999982212,-0.6148034999998799,-0.39679883333330207
2023-04-23 20:00:00,-0.22517100000004575,-0.4078649999996742,-0.31651799999985997,-0.5141750000002503,-0.005337000000054104,-0.2597560000001522,,-0.13146800000004077,-0.6163974999999482,-0.39755716666665347
2023-04-23 20:15:00,-0.21745099999998274,-0.4084669999997459,-0.3129589999998643,-0.518648000000212,-0.006560000000263244,-0.26260400000023765,,-0.12727399999994304,-0.6176854999998795,-0.3977494999999938
2023-04-23 20:30:00,-0.21888200000012148,-0.41152599999986705,-0.31520399999999427,-0.5230060000003505,-0.009686000000328931,-0.2663460000003397,,-0.13024100000029648,-0.6222225000003618,-0.4012575000002319
2023-04-23 20:45:00,-0.21745099999998274,-0.41549399999985326,-0.316472499999918,-0.5276330000001508,-0.009011999999984255,-0.2683225000000675,,-0.12764500000002954,-0.6258439999999155,-0.4035463333333003
2023-04-23 21:00:00,-0.2153000000002976,-0.42227500000035434,-0.31878750000032596,-0.5380049999998846,-0.02053799999976036,-0.2792714999998225,,-0.12464700000009543,-0.6248610000000099,-0.4076400000000528
2023-04-23 21:15:00,-0.2163980000000265,-0.42473400000017136,-0.32056600000009894,-0.5417019999999866,-0.019522000000051776,-0.2806120000000192,,-0.12364100000013423,-0.6282360000002427,-0.40980466666678694
2023-04-23 21:30:00,-0.21561800000017683,-0.4271910000002208,-0.3214045000001988,-0.5414639999999054,-0.015586999999868567,-0.27852549999988696,,-0.12147499999991851,-0.6302299999999832,-0.4100533333333563
2023-04-23 21:45:00,-0.20933000000013635,-0.4300020000000586,-0.3196660000000975,-0.5403639999999541,-0.012627000000065891,-0.27649550000001,,-0.1275020000002769,-0.640840000000253,-0.41233383333345347
2023-04-23 22:00:00,-0.2128290000000561,-0.43245999999999185,-0.322644500000024,-0.5491109999998116,-0.018608999999742082,-0.28385999999977685,,-0.1235860000001594,-0.6388820000001942,-0.41512883333333167
2023-04-23 22:15:00,-0.2121780000002218,-0.4390190000003713,-0.32559850000029655,-0.5510580000000118,-0.01881599999978789,-0.28493699999989985,,-0.12364400000024034,-0.6427930000002107,-0.41777616666680234
2023-04-23 22:30:00,-0.21677600000020902,-0.44590999999991254,-0.3313430000000608,-0.5565029999997932,-0.021054999999705615,-0.28877899999974943,,-0.11286900000004607,-0.6354539999999815,-0.4185253333332639
2023-04-23 22:45:00,-0.21288700000013705,-0.4467330000002221,-0.32981000000017957,-0.5587190000001101,-0.021937999999863678,-0.2903284999999869,,-0.1149569999997766,-0.6402239999997619,-0.42012083333330946
2023-04-23 23:00:00,-0.21009800000001633,-0.44965700000011566,-0.329877500000066,-0.5657870000000003,-0.027771000000029744,-0.296779000000015,,-0.11319599999978891,-0.6413959999999861,-0.422684166666689
2023-04-23 23:15:00,-0.20795700000007855,-0.4483770000001641,-0.32816700000012133,-0.558676000000105,-0.017769999999927677,-0.2882230000000163,,-0.11817699999983233,-0.6490724999998747,-0.4218208333333375
2023-04-23 23:30:00,-0.2111950000003162,-0.45796500000005835,-0.3345800000001873,-0.5683149999999841,-0.028557000000091648,-0.2984360000000379,,-0.1185019999998076,-0.650556499999766,-0.42785749999999706
2023-04-23 23:45:00,-0.20866500000011,-0.45914200000015626,-0.33390350000013314,-0.5692469999999048,-0.025118000000020402,-0.2971824999999626,,-0.11023100000011254,-0.6471639999999752,-0.42608333333335696
2023-04-24 00:00:00,-0.2084050000003117,-0.45973000000003594,-0.3340675000001738,-0.5724769999997079,-0.024587999999766907,-0.2985324999997374,,-0.11245899999994435,-0.65280800000005,-0.42846933333332043
2023-04-24 00:15:00,-0.20828500000015993,-0.4612560000000485,-0.3347705000001042,-0.5714720000000852,-0.024934999999913998,-0.2982034999999996,,-0.1160939999999755,-0.6558649999999489,-0.42961300000001756
2023-04-24 00:30:00,-0.20802599999979066,-0.4612560000000485,-0.3346409999999196,-0.5711900000001151,-0.02318600000035076,-0.29718800000023293,,-0.11784499999976106,-0.6589254999998957,-0.43025150000001605
2023-04-24 00:45:00,-0.20763699999997698,-0.4630059999999503,-0.33532149999996363,-0.576904999999897,-0.028435000000172295,-0.30267000000003463,,-0.11492600000019593,-0.6571075000001656,-0.43169966666672127
2023-04-24 01:00:00,-0.20724699999982477,-0.46710799999982555,-0.33717749999982516,-0.5727019999999357,-0.02323999999998705,-0.29797099999996135,,-0.11131100000011429,-0.6558159999999589,-0.43032149999991515
2023-04-24 01:15:00,-0.20698499999980413,-0.46734699999979057,-0.33716599999979735,-0.5806010000001152,-0.029315000000224245,-0.3049580000001697,,-0.11991699999998673,-0.6661094999999477,-0.4360778333333049
2023-04-24 01:30:00,-0.20555500000000393,-0.46489000000019587,-0.3352225000000999,-0.5791629999998804,-0.026832999999896856,-0.30299799999988863,,-0.11449499999980617,-0.6612154999997983,-0.4331453333332623
2023-04-24 02:00:00,-0.20419600000013816,-0.4652399999999943,-0.33471800000006624,-0.5769479999999021,-0.0266460000002553,-0.3017970000000787,,-0.11395399999992151,-0.6595529999999599,-0.4320226666667016
2023-04-24 02:15:00,-0.20380500000010215,-0.46489900000005946,-0.3343520000000808,-0.5774149999997462,-0.023973999999725493,-0.30069449999973585,,-0.11673200000041106,-0.6649640000002819,-0.4333368333333662
2023-04-24 02:30:00,-0.20555500000000393,-0.4673350000002756,-0.33644500000013977,-0.5791629999998804,-0.0275629999996454,-0.3033629999997629,,-0.11350300000003699,-0.6604300000001331,-0.4334126666666786
2023-04-24 02:45:00,-0.2034150000004047,-0.4696860000003653,-0.336550500000385,-0.5860459999998966,-0.033453000000008615,-0.3097494999999526,,-0.11164699999972072,-0.660897999999861,-0.4357326666667329
2023-04-24 03:15:00,-0.2052969999999732,-0.47133199999962017,-0.3383144999997967,-0.5858809999999721,-0.03277600000001257,-0.30932849999999235,,-0.113119000000097,-0.6627180000000408,-0.43678699999994325
2023-04-24 03:30:00,-0.20821599999999307,-0.473316000000068,-0.34076600000003054,-0.5853010000000722,-0.030689000000165834,-0.30799500000011903,,-0.11822799999981726,-0.6687709999998788,-0.4391773333333428
2023-04-24 03:45:00,-0.20490699999982098,-0.4728549999999814,-0.3388809999999012,-0.5892650000000685,-0.033171999999922264,-0.3112184999999954,,-0.1148920000000544,-0.6676190000000588,-0.43923949999998513
2023-04-24 04:00:00,-0.2062660000001415,-0.47672099999999773,-0.3414935000000696,-0.5885619999999108,-0.030064000000038504,-0.30931299999997464,,-0.10849800000005416,-0.664064499999995,-0.4382903333333464
2023-04-24 04:15:00,-0.20425599999998667,-0.4767219999998815,-0.3404889999999341,-0.5912130000001525,-0.03298300000005838,-0.31209800000010546,,-0.11491500000011001,-0.6709284999999454,-0.4411718333333283
2023-04-24 04:30:00,-0.201727000000119,-0.48033600000007937,-0.3410315000000992,-0.5927240000000893,-0.03371199999992314,-0.3132180000000062,,-0.10809299999982613,-0.6668064999998933,-0.4403519999999996
