"Location Properties"
"Location Name = La Jara Creek"
"Location ID = aad230a9-83bb-465f-b341-720a18ea2b48"
"Latitude = 35.8690556701322 °"
"Longitude = -106.526314504445 °"
""
"Report Properties"
"Start Time = 2023-04-17 12:18:07"
"Duration = 19.06:45:25"
"Readings = 1852"
"Time Offset = -06:00:00"
""
"Instrument Properties"
"Device Model = Aqua TROLL 600 Vented"
"Device SN = 927764"
"Device Firmware = 2.29"
""
"Log Properties"
"Log Name = LaJara_DOWN64"
"Log Type = Linear"
"Log File Number = 3"
"Log ID = 6e46949a-6362-409b-af0d-bd9f4c9f05f3"
"Interval = 00:15:00"
""
""
"Date Time","Actual Conductivity (µS/cm) (923301)","Specific Conductivity (µS/cm) (923301)","Salinity (PSU) (923301)","Resistivity (Ω⋅cm) (923301)","Density (g/cm³) (923301)","Total Dissolved Solids (ppt) (923301)","Turbidity (NTU) (922381)","FDOM Fluorescence (RFU) (910042)","Temperature (°C) (927764)","External Voltage (V) (927764)","Battery Capacity (%) (927764)","Barometric Pressure (mm Hg) (927764)","Pressure (kPa) (925780)","Depth (m) (925780)"
"2023-04-21 01:03:12","33.23677","57.1239","0.02519167","30087.16","0.9999892","0.03713054","7.109488","0.5919086","3.106624","0","90","551.55","1.012631","0.0862366"
"2023-04-21 01:18:12","33.21629","57.14295","0.02519727","30105.71","0.9999889","0.03714292","7.069177","0.5906334","3.077706","0","90","551.6026","0.9859018","0.08556291"
"2023-04-21 01:33:12","33.20759","57.16614","0.02520582","30113.6","0.9999886","0.03715799","7.710924","0.5801181","3.05739","0","90","551.5275","0.97571","0.09349906"
"2023-04-21 01:48:12","33.17093","57.1647","0.0252013","30146.88","0.999988","0.03715705","38.81786","0.5887408","3.024583","0","90","551.5651","0.9797801","0.07808078"
"2023-04-21 02:03:12","33.14372","57.18549","0.02520686","30171.63","0.9999875","0.03717057","8.201413","0.5902051","2.988622","0","90","551.5051","0.9604815","0.07677892"
"2023-04-21 02:18:12","33.12256","57.19987","0.02521045","30190.9","0.9999871","0.03717991","10.28106","0.58762","2.961627","0","90","551.5801","0.9325559","0.08561878"
"2023-04-21 02:33:12","33.06904","57.19721","0.02520354","30239.76","0.9999863","0.03717818","8.377988","0.5843731","2.914048","0","90","551.4376","1.037295","0.08678729"
"2023-04-21 02:48:12","33.04512","57.2437","0.02521989","30261.65","0.9999854","0.0372084","7.857372","0.5821444","2.867584","0","90","551.3476","1.000361","0.08474799"
"2023-04-21 03:03:12","33.01352","57.26382","0.02522462","30290.63","0.9999847","0.03722148","7.982994","0.5806033","2.828068","0","90","551.355","0.9885253","0.09479153"
"2023-04-21 03:18:12","32.98236","57.26616","0.02522214","30319.23","0.9999841","0.037223","21.81456","0.5821658","2.798354","0","90","551.355","0.9159795","0.07199552"
"2023-04-21 03:33:12","32.98657","57.30875","0.02523994","30315.37","0.9999838","0.03725069","7.882181","0.5818039","2.779789","0","90","551.3701","0.9411893","0.07390175"
"2023-04-21 03:48:12","32.95892","57.31738","0.02524039","30340.8","0.9999832","0.0372563","7.912719","0.5800864","2.749999","0","90","551.3026","0.9133953","0.07672405"
"2023-04-21 04:03:12","32.95369","57.35416","0.02525477","30345.62","0.9999827","0.0372802","15.32715","0.5799635","2.725908","0","90","551.2726","0.9764464","0.08383668"
"2023-04-21 04:18:12","32.85066","57.20528","0.02518278","30440.79","0.9999824","0.03718343","13.13954","0.5802677","2.709901","0","90","551.2726","0.9770842","0.08088743"
"2023-04-21 04:33:12","32.92519","57.36529","0.02525612","30371.88","0.9999821","0.03728744","8.25101","0.5790621","2.694069","0","90","551.3101","0.9548464","0.07752286"
"2023-04-21 04:48:12","32.90405","57.38501","0.02526176","30391.39","0.9999815","0.03730026","7.873543","0.57855","2.664456","0","90","551.1976","0.950967","0.07360549"
"2023-04-21 05:03:12","32.90192","57.4165","0.02527431","30393.37","0.9999811","0.03732073","9.293474","0.5755031","2.646039","0","90","551.1826","0.967162","0.08962405"
"2023-04-21 05:18:12","32.88773","57.39776","0.02526511","30406.47","0.999981","0.03730854","9.026677","0.5743455","2.642899","0","90","551.16","1.025926","0.09465274"
"2023-04-21 05:33:12","32.90416","57.45094","0.02528855","30391.29","0.9999807","0.03734311","9.682944","0.5719123","2.630098","0","90","551.2425","0.8601021","0.06604468"
"2023-04-21 05:48:12","32.91514","57.48534","0.02530374","30381.15","0.9999806","0.03736547","7.042566","0.5736874","2.622158","0","90","551.2425","1.006167","0.0885051"
"2023-04-21 06:03:12","32.80537","57.32863","0.02522779","30482.81","0.9999801","0.03726361","9.962483","0.5727626","2.603853","0","90","551.3625","0.9065176","0.08044997"
"2023-04-21 06:18:12","32.90641","57.53939","0.02532469","30389.21","0.9999798","0.03740061","10.2284","0.5713256","2.586049","0","90","551.4825","0.9400124","0.0943625"
"2023-04-21 06:33:12","32.89285","57.53011","0.02531939","30401.75","0.9999796","0.03739458","8.74512","0.5673526","2.578535","0","90","551.4901","0.9577987","0.08494886"
"2023-04-21 06:48:12","32.85435","57.45076","0.02528285","30437.37","0.9999797","0.03734299","9.960658","0.571654","2.584807","0","90","551.4451","0.9658207","0.07651374"
"2023-04-21 07:03:12","32.90602","57.50189","0.02530943","30389.58","0.9999802","0.03737622","7.287983","0.5728403","2.605223","0","90","551.5351","1.037235","0.08462031"
"2023-04-21 07:18:12","32.92638","57.48859","0.02530633","30370.78","0.9999807","0.03736758","21.04604","0.5752808","2.630702","0","90","551.61","0.9719555","0.0796223"
"2023-04-21 07:33:12","32.95061","57.4688","0.02530101","30348.45","0.9999815","0.03735472","7.846868","0.5734901","2.663104","0","90","551.5651","0.9839949","0.09525011"
"2023-04-21 07:48:12","32.99434","57.45261","0.02529931","30308.23","0.9999824","0.0373442","8.701542","0.5764927","2.711407","0","90","551.5876","0.958568","0.07554714"
"2023-04-21 08:03:12","33.05364","57.41116","0.02528904","30253.85","0.999984","0.03731725","9.479159","0.5728675","2.787194","0","90","551.6176","1.026761","0.09007811"
"2023-04-21 08:18:12","33.13833","57.37701","0.02528443","30176.53","0.9999857","0.03729506","7.119614","0.5748244","2.882416","0","90","551.6176","0.9037362","0.07607003"
"2023-04-21 08:33:12","33.23247","57.32127","0.02527191","30091.05","0.9999877","0.03725883","9.353404","0.5677945","2.997804","0","90","551.6401","0.9432014","0.09225791"
"2023-04-21 08:48:12","33.35059","57.25774","0.02525858","29984.47","0.9999897","0.03721754","8.738327","0.5689561","3.139491","0","90","551.6626","0.9487116","0.08971365"
"2023-04-21 09:03:12","33.48948","57.13935","0.02522461","29860.12","0.999992","0.03714058","9.96033","0.5561773","3.32994","0","90","551.6251","0.9694568","0.09039752"
"2023-04-21 09:18:12","33.67448","57.10564","0.02522978","29696.07","0.9999937","0.03711867","18.18212","0.5588075","3.517674","0","90","551.6401","0.9957582","0.09553584"
"2023-04-21 09:33:12","33.87269","57.02483","0.02521634","29522.31","0.9999949","0.03706614","7.129649","0.5625734","3.743401","0","90","551.5426","0.942077","0.07928073"
"2023-04-21 09:48:12","34.08932","56.91503","0.02519202","29334.7","0.9999954","0.03699477","8.964604","0.5616825","4.002675","0","90","551.5951","0.8848057","0.07103457"
"2023-04-21 10:03:12","34.31279","56.79154","0.02516181","29143.65","0.9999946","0.0369145","8.732906","0.575633","4.276885","0","90","551.5576","0.9763346","0.07705139"
"2023-04-21 10:18:12","34.51697","56.68662","0.02513676","28971.26","0.9999929","0.0368463","8.144495","0.5462853","4.524005","0","90","551.6176","0.9154994","0.07220525"
"2023-04-21 10:33:12","34.75745","56.5997","0.02512178","28770.81","0.99999","0.03678981","11.02274","0.5397877","4.795409","0","90","551.4676","1.024157","0.0862962"
"2023-04-21 10:48:12","35.04842","56.55058","0.02512623","28531.96","0.9999855","0.03675788","7.216419","0.5378291","5.092731","0","90","551.4976","0.98387","0.08024208"
"2023-04-21 11:03:12","35.30126","56.54177","0.0251437","28327.6","0.9999808","0.03675215","9.397365","0.48994","5.331907","0","90","551.475","0.9328255","0.08810469"
"2023-04-21 11:18:12","35.53373","56.4987","0.02514434","28142.27","0.9999752","0.03672416","15.04201","0.5978722","5.572256","0","90","551.3926","1.04049","0.08567364"
"2023-04-21 11:33:12","35.63163","56.32452","0.0250779","28064.96","0.9999701","0.03661094","7.189656","0.414506","5.765082","0","90","551.475","0.9436551","0.07596632"
"2023-04-21 11:48:12","35.90237","56.44429","0.02515009","27853.31","0.9999649","0.03668879","8.705277","","5.945938","0","90","551.4225","1.015445","0.09949448"
"2023-04-21 12:03:12","36.11517","56.45013","0.02516876","27689.2","0.9999587","0.03669259","23.90743","1.042037","6.139847","0","90","551.28","0.973928","0.08325679"
"2023-04-21 12:18:12","36.26593","56.41869","0.02516647","27574.09","0.9999533","0.03667215","9.093371","0.542345","6.298423","0","90","551.2125","0.9038085","0.08978488"
"2023-04-21 12:33:12","36.41938","56.42955","0.02518235","27457.91","0.9999483","0.03667921","9.273156","0.5399101","6.434319","0","90","551.1","0.9053735","0.0863085"
"2023-04-21 12:48:12","36.54113","56.41407","0.02518443","27366.42","0.9999434","0.03666915","7.93214","0.5406401","6.556583","0","90","551.025","0.9499149","0.08269578"
"2023-04-21 13:03:12","36.6246","56.41394","0.0251903","27304.05","0.9999403","0.03666906","7.550384","0.5406069","6.63413","0","90","551.025","0.9872826","0.07791305"
"2023-04-21 13:18:12","36.70464","56.40318","0.02519128","27244.51","0.9999369","0.03666206","8.3792","0.5378619","6.71491","0","90","550.8975","0.967504","0.0913078"
"2023-04-21 13:33:12","36.72273","56.38288","0.02518377","27231.09","0.9999357","0.03664887","7.774919","0.5455633","6.743972","0","90","550.9125","0.9435631","0.07909794"
"2023-04-21 13:48:12","36.71084","56.33707","0.02516312","27239.91","0.999935","0.03661909","8.336208","0.5711279","6.760653","0","90","550.8375","1.027767","0.08388481"
"2023-04-21 14:03:13","36.65908","56.20701","0.02510325","27278.37","0.9999337","0.03653456","8.723348","0.5440922","6.791388","0","90","550.8375","0.9666294","0.08001164"
"2023-04-21 14:18:13","36.58706","56.1063","0.02505468","27332.07","0.9999338","0.03646909","8.561398","0.5517258","6.785472","0","90","550.785","0.9591861","0.08051606"
"2023-04-21 14:33:13","36.61169","56.23007","0.02510994","27313.68","0.9999362","0.03654955","8.663882","0.5582094","6.733257","0","90","550.5525","0.9998678","0.08622979"
"2023-04-21 14:48:13","36.48707","56.13472","0.02506","27406.97","0.9999386","0.03648757","7.999508","0.5580873","6.674921","0","90","550.3275","1.015524","0.08050979"
"2023-04-21 15:03:13","36.3892","56.07059","0.02502538","27480.68","0.9999407","0.03644588","11.42518","0.5580884","6.622463","0","90","550.1174","1.088241","0.1072467"
"2023-04-21 15:18:13","36.25854","56.01805","0.02499342","27579.71","0.9999443","0.03641173","8.6199","0.5625742","6.532212","0","90","550.0275","0.9612837","0.09352498"
"2023-04-21 15:33:13","36.11451","55.93493","0.02494724","27689.71","0.9999474","0.0363577","9.543335","0.5681731","6.447754","0","90","549.7349","1.048841","0.07558353"
"2023-04-21 15:48:13","35.91647","55.85905","0.02490016","27842.38","0.9999526","0.03630838","15.15665","0.5685979","6.308054","0","90","549.5474","0.9939368","0.08274525"
"2023-04-21 16:03:13","35.76113","55.81411","0.02486935","27963.32","0.9999568","0.03627917","8.757842","0.5746645","6.189451","0","90","549.5024","0.9439707","0.08218019"
"2023-04-21 16:18:13","35.559","55.78049","0.02483972","28122.28","0.9999623","0.03625732","9.574493","0.5773923","6.019944","0","90","549.4049","0.9969878","0.08606751"
"2023-04-21 16:33:13","35.35702","55.71176","0.02479481","28282.93","0.9999669","0.03621265","11.00341","0.5836457","5.871307","0","90","549.1949","1.030581","0.08806942"
"2023-04-21 16:48:13","35.17935","55.68389","0.02476902","28425.77","0.9999711","0.03619453","8.244204","0.5884764","5.720881","0","90","549.2174","1.011651","0.0904737"
"2023-04-21 17:03:13","35.01357","55.65817","0.02474489","28560.36","0.9999747","0.03617781","15.96596","0.5889167","5.580222","0","90","549.1949","1.123563","0.09572546"
"2023-04-21 17:18:13","34.85337","55.63853","0.02472359","28691.63","0.9999781","0.03616505","9.687016","0.593869","5.441096","0","90","549.1199","1.060953","0.1036966"
"2023-04-21 17:33:13","34.62978","55.65986","0.02471417","28876.88","0.9999828","0.03617891","8.027925","0.5987313","5.218219","0","90","549.2549","1.047335","0.08546904"
"2023-04-21 17:48:13","34.45355","55.65548","0.02469743","29024.58","0.9999857","0.03617606","8.293737","0.6043916","5.054999","0","90","549.2623","1.031653","0.09196032"
"2023-04-21 18:03:13","34.31548","55.66355","0.02468897","29141.37","0.9999878","0.03618131","10.80325","0.6042619","4.920432","0","90","549.2549","1.079318","0.10336"
"2023-04-21 18:18:13","34.20052","55.67023","0.02468176","29239.32","0.9999894","0.03618565","17.48613","0.6074957","4.808441","0","90","549.2774","1.058231","0.1039773"
"2023-04-21 18:33:13","34.13806","55.65744","0.02467088","29292.82","0.9999901","0.03617734","9.17128","0.6068923","4.757082","0","90","549.1649","1.082356","0.09112486"
"2023-04-21 18:48:13","34.03626","55.63218","0.02465124","29380.43","0.999991","0.03616091","9.309321","0.6068944","4.675857","0","90","549.2623","1.087248","0.0938256"
"2023-04-21 19:03:13","34.02313","55.74725","0.02469836","29391.77","0.9999919","0.03623571","13.46232","0.603861","4.597405","0","90","549.2924","0.9724026","0.08142225"
"2023-04-21 19:18:13","33.9697","55.77088","0.02470344","29438","0.9999925","0.03625107","11.23783","0.5985973","4.533706","0","90","549.2324","1.057218","0.08834229"
"2023-04-21 19:33:13","33.92697","55.82288","0.02472134","29475.08","0.999993","0.03628487","9.935235","0.6043723","4.463923","0","90","549.3449","1.039182","0.08183306"
"2023-04-21 19:48:13","33.88442","55.8636","0.02473447","29512.09","0.9999935","0.03631134","8.794858","0.6061342","4.40085","0","90","549.4649","1.086426","0.08694297"
"2023-04-21 20:03:13","33.83327","55.89613","0.02474335","29556.7","0.999994","0.03633249","7.379267","0.6049424","4.334466","0","90","549.4874","1.010776","0.09833402"
"2023-04-21 20:18:13","33.83351","55.97738","0.0247773","29556.5","0.9999942","0.03638529","7.399633","0.6052189","4.288688","0","90","549.6074","1.075044","0.09147952"
"2023-04-21 20:33:13","33.78093","56.0057","0.0247842","29602.5","0.9999945","0.03640371","12.35723","0.6010221","4.22353","0","90","549.7199","0.9463642","0.0816471"
"2023-04-21 20:48:13","33.74886","56.03395","0.02479295","29630.63","0.9999947","0.03642207","10.53144","0.5985813","4.177643","0","90","549.7949","0.9799182","0.08640935"
"2023-04-21 21:03:13","33.71119","56.08359","0.02481006","29663.74","0.9999949","0.03645433","9.256247","0.6013623","4.114569","0","90","549.7725","0.9590217","0.07604806"
"2023-04-21 21:18:13","33.69178","56.10814","0.02481843","29680.83","0.9999949","0.03647029","10.06866","0.6012473","4.082683","0","90","549.8849","1.04462","0.09301524"
"2023-04-21 21:33:13","33.69157","56.1377","0.0248307","29681.01","0.999995","0.03648951","9.447694","0.5992539","4.06594","0","90","549.9525","1.011013","0.08443489"
"2023-04-21 21:48:13","33.67873","56.13207","0.02482713","29692.33","0.999995","0.03648585","7.051247","0.6008481","4.057114","0","90","550.1025","0.920694","0.09082705"
"2023-04-21 22:03:13","33.67097","56.14769","0.02483288","29699.18","0.999995","0.036496","7.062078","0.5902082","4.041134","0","90","550.0649","1.007088","0.08176979"
"2023-04-21 22:18:13","33.70194","56.21484","0.02486377","29671.88","0.9999951","0.03653965","25.2507","0.591449","4.032478","0","90","550.05","1.005924","0.08324172"
"2023-04-21 22:33:13","33.70905","56.23677","0.02487357","29665.62","0.9999951","0.0365539","9.271877","0.5908384","4.026859","0","90","549.8174","0.9861122","0.08468468"
"2023-04-21 22:48:13","33.68826","56.23986","0.02487285","29683.93","0.9999951","0.0365559","7.467962","0.5887984","4.005779","0","90","549.7799","0.9974021","0.08583593"
"2023-04-21 23:03:13","33.68823","56.27179","0.02488612","29683.96","0.9999951","0.03657666","7.762985","0.5931845","3.987955","0","90","549.5999","0.9716333","0.09666573"
"2023-04-21 23:18:13","33.67965","56.30626","0.0248996","29691.52","0.9999951","0.03659907","7.617639","0.5945261","3.96079","0","90","549.5999","0.9663795","0.08109965"
"2023-04-21 23:33:13","33.63221","56.24822","0.02487092","29733.4","0.9999951","0.03656134","12.82079","0.589699","3.948948","0","90","549.6149","0.9497702","0.08103449"
"2023-04-21 23:48:13","33.67483","56.35667","0.02492006","29695.77","0.9999951","0.03663184","7.160662","0.5861553","3.9283","0.009","90","549.5924","0.8989822","0.07029963"
"2023-04-22 00:03:13","33.64981","56.33985","0.02491065","29717.85","0.9999951","0.0366209","6.080481","0.5792419","3.914392","0","90","549.5474","1.018687","0.08461002"
"2023-04-22 00:18:13","33.64707","56.36117","0.02491923","29720.27","0.9999951","0.03663476","10.38473","0.5808751","3.900011","0","90","549.4799","0.9682338","0.07931583"
"2023-04-22 00:33:13","33.66415","56.40881","0.02494065","29705.19","0.9999951","0.03666573","8.640003","0.5870118","3.88947","0","90","549.3749","0.9953834","0.08188699"
"2023-04-22 00:48:13","33.66752","56.42812","0.02494899","29702.22","0.9999951","0.03667827","7.716713","0.5869879","3.881903","0","90","549.3899","1.011592","0.08543617"
"2023-04-22 01:03:13","33.67645","56.44608","0.02495731","29694.34","0.9999951","0.03668996","6.960375","0.5825065","3.880247","0","90","549.2999","1.085972","0.09309385"
"2023-04-22 01:18:13","33.68084","56.4584","0.02496284","29690.47","0.9999951","0.03669796","8.589667","0.584025","3.877501","0","90","549.1799","0.9945944","0.08108032"
"2023-04-22 01:33:13","33.70554","56.50214","0.0249834","29668.71","0.9999951","0.03672639","7.054461","0.5800394","3.876213","0","90","549.0149","1.005181","0.09065369"
"2023-04-22 01:48:13","33.70815","56.52617","0.02499362","29666.42","0.9999951","0.03674201","9.806599","0.5666065","3.865348","0","90","548.8873","1.03763","0.101056"
"2023-04-22 02:03:13","33.70057","56.52153","0.02499096","29673.09","0.9999951","0.03673899","8.087422","0.5825756","3.860895","0","90","548.8948","1.060466","0.0860514"
"2023-04-22 02:18:13","33.70501","56.5443","0.02500082","29669.18","0.9999951","0.0367538","8.136879","0.5816514","3.852428","0","90","548.9099","0.9255269","0.08859767"
"2023-04-22 02:33:13","33.7172","56.55851","0.02500791","29658.45","0.9999951","0.03676303","8.065668","0.5787592","3.855876","0","90","548.8873","0.9604157","0.07746848"
"2023-04-22 02:48:13","33.74638","56.56971","0.02501541","29632.81","0.9999951","0.03677031","7.729057","0.5778049","3.876702","0","90","548.8199","0.9430699","0.08376782"
"2023-04-22 03:03:13","33.75922","56.58453","0.02502281","29621.54","0.9999951","0.03677995","10.00035","0.5795745","3.880397","0","90","548.7523","0.9657483","0.0916069"
"2023-04-22 03:18:13","33.77951","56.60471","0.02503316","29603.75","0.9999952","0.03679306","6.934625","0.5771022","3.888035","0","90","548.7148","0.9099236","0.0911776"
"2023-04-22 03:33:13","33.77628","56.62858","0.02504274","29606.58","0.9999951","0.03680858","8.4545","0.5594733","3.871875","0","90","548.7973","1.013827","0.08312647"
"2023-04-22 03:48:13","33.77219","56.63368","0.02504445","29610.16","0.9999951","0.0368119","7.745695","0.575757","3.865288","0","90","548.8799","0.9286239","0.08125219"
"2023-04-22 04:03:13","33.77242","56.6441","0.02504879","29609.96","0.9999951","0.03681866","7.242234","0.5761137","3.859755","0","90","548.8574","1.02519","0.09029574"
"2023-04-22 04:18:13","33.77067","56.68083","0.02506385","29611.49","0.9999951","0.03684254","7.688669","0.5717473","3.837908","0","90","548.8574","1.051616","0.08748853"
"2023-04-22 04:33:13","33.78367","56.6981","0.02507228","29600.1","0.9999951","0.03685376","6.632837","0.5709304","3.84041","0","90","548.8048","0.9944892","0.08256115"
"2023-04-22 04:48:13","33.76472","56.70612","0.02507374","29616.71","0.9999951","0.03685898","7.166832","0.5725036","3.818508","0","90","548.8574","1.04003","0.09028253"
"2023-04-22 05:03:13","33.79775","56.75074","0.02509547","29587.77","0.9999951","0.03688798","20.90479","0.5707366","3.824465","0","90","548.8499","1.043048","0.09078986"
"2023-04-22 05:18:13","33.79055","56.72314","0.02508333","29594.08","0.9999951","0.03687004","7.81015","0.572623","3.832988","0","90","548.8423","1.056685","0.09997316"
"2023-04-22 05:33:13","33.79169","56.6817","0.02506627","29593.07","0.9999952","0.0368431","9.450711","0.5604927","3.856852","0","90","548.8799","1.059079","0.09457244"
"2023-04-22 05:48:13","33.85445","56.75558","0.02510304","29538.21","0.9999952","0.03689113","6.968319","0.5668504","3.874115","0","90","548.8123","1.005917","0.08428433"
"2023-04-22 06:03:14","33.83733","56.79156","0.02511628","29553.16","0.9999951","0.03691452","7.393397","0.5686933","3.838542","0","90","548.8199","0.9531368","0.08383427"
"2023-04-22 06:18:14","33.77916","56.79192","0.02511069","29604.05","0.999995","0.03691475","7.221124","0.5720519","3.784714","0","90","548.8199","0.9927599","0.08203247"
"2023-04-22 06:33:14","33.73286","56.79488","0.02510734","29644.69","0.9999948","0.03691667","8.202034","0.5702931","3.740407","0","90","548.8348","0.9535839","0.07493243"
"2023-04-22 06:48:14","33.70129","56.80377","0.02510787","29672.46","0.9999947","0.03692245","8.471849","0.5711944","3.706449","0","90","548.8499","1.019982","0.08759184"
"2023-04-22 07:03:14","33.67989","56.80095","0.02510457","29691.31","0.9999946","0.03692062","6.810949","0.5700054","3.688265","0","90","548.8499","0.9896826","0.08434872"
"2023-04-22 07:18:14","33.66266","56.77384","0.02509164","29706.51","0.9999946","0.03690299","9.949632","0.5692878","3.6872","0","90","548.9023","0.8896123","0.08214932"
"2023-04-22 07:33:14","33.72419","56.83882","0.02512465","29652.3","0.9999948","0.03694523","8.55535","0.5611649","3.708389","0","90","548.8873","0.9970273","0.08324873"
"2023-04-22 07:48:14","33.7762","56.78121","0.02510597","29606.64","0.999995","0.03690778","7.379246","0.568597","3.787865","0","90","548.8948","0.9740727","0.09481332"
"2023-04-22 08:03:14","33.79196","56.70613","0.02507642","29592.84","0.9999951","0.03685898","7.075056","0.5678864","3.843652","0","90","548.8273","0.9587784","0.08672685"
"2023-04-22 08:18:14","33.89131","56.66901","0.02507071","29506.09","0.9999952","0.03683485","8.159631","0.5666879","3.95587","0","90","548.8123","0.979379","0.08204167"
"2023-04-22 08:33:14","33.91051","56.62472","0.02505417","29489.38","0.9999952","0.03680607","7.146279","0.5673603","3.99812","0","90","548.8273","0.9460223","0.09415903"
"2023-04-22 08:48:14","33.96383","56.58224","0.02504164","29443.09","0.9999952","0.03677846","7.757785","0.5665669","4.070992","0","90","548.7523","1.006693","0.08994927"
"2023-04-22 09:03:14","34.10053","56.50178","0.02502107","29325.05","0.9999946","0.03672616","10.21552","0.5627337","4.242421","0","90","548.7299","0.9087663","0.07322249"
"2023-04-22 09:18:14","34.2928","56.49453","0.02503588","29160.64","0.9999936","0.03672144","9.142129","0.561333","4.424657","0","90","548.6024","1.037597","0.08678446"
"2023-04-22 09:33:14","34.43869","56.46066","0.02503497","29037.11","0.9999923","0.03669943","8.197705","0.5603397","4.579006","0","90","548.5573","0.9618425","0.08222564"
"2023-04-22 09:48:14","34.73338","56.43151","0.02504887","28790.75","0.9999889","0.03668048","8.879966","0.5555573","4.868909","0","90","548.6323","0.9183466","0.08566713"
"2023-04-22 10:03:14","34.71689","56.17725","0.02494026","28804.42","0.9999868","0.03651521","8.026193","0.5556282","4.999392","0","90","548.6773","0.913882","0.07098001"
"2023-04-22 10:18:14","34.9503","56.36128","0.0250379","28612.06","0.999985","0.03663483","6.693438","0.5494937","5.110565","0","90","548.7073","0.9872695","0.07910489"
"2023-04-22 10:33:14","34.94109","56.36993","0.02504077","28619.6","0.9999852","0.03664045","6.97607","0.5537208","5.097031","0","90","548.9023","0.9751905","0.07671493"
"2023-04-22 10:48:14","34.94187","56.41249","0.02505882","28618.96","0.9999857","0.03666812","18.3046","0.5577347","5.073271","0","90","548.8423","0.8967794","0.07863659"
"2023-04-22 11:03:14","35.10022","56.38021","0.02505853","28489.85","0.9999827","0.03664713","7.423804","0.5438108","5.238892","0","90","548.5723","0.962579","0.08462638"
"2023-04-22 11:18:14","35.58863","56.26332","0.02504841","28098.87","0.9999702","0.03657116","2.467813","0.555912","5.761091","0","90","548.4523","0.9449571","0.08196609"
"2023-04-22 11:33:14","35.98647","56.17161","0.02503962","27788.22","0.999957","0.03651155","1.907265","0.5351059","6.185984","0","90","548.3998","0.9650185","0.08902276"
"2023-04-22 11:48:14","36.36978","56.10155","0.02503738","27495.35","0.9999421","0.03646601","19.65894","0.6146806","6.585588","0","90","548.3773","0.9830021","0.07942656"
"2023-04-22 12:03:14","36.71217","56.05684","0.02504185","27238.93","0.9999273","0.03643695","7.516822","0.5000533","6.932441","0","90","548.2498","1.010724","0.08658924"
"2023-04-22 12:18:14","36.95789","56.05826","0.02505895","27057.82","0.9999167","0.03643787","6.292036","0.5190278","7.161066","0","90","548.1823","0.9558064","0.07687044"
"2023-04-22 12:33:14","37.10444","56.02644","0.02505471","26950.95","0.9999089","0.03641719","6.63569","0.5338917","7.317623","0","90","548.1073","0.9824957","0.08507549"
"2023-04-22 12:48:14","36.97335","56.07606","0.02506772","27046.51","0.9999165","0.03644944","7.259161","0.5382711","7.164547","0","90","548.0623","0.9850273","0.08244724"
"2023-04-22 13:03:14","36.75166","56.09099","0.02505934","27209.65","0.9999266","0.03645915","9.490937","0.5419272","6.948434","0","90","547.8898","1.010993","0.08652882"
"2023-04-22 13:18:14","36.71094","56.07204","0.02504836","27239.84","0.9999279","0.03644683","9.76407","0.5419164","6.922001","0","90","547.8448","0.9341801","0.08170604"
"2023-04-22 13:33:14","36.59585","56.01635","0.02501635","27325.5","0.9999311","0.03641063","7.95531","0.5458657","6.848511","0","90","547.8597","0.956911","0.07892422"
"2023-04-22 13:48:14","36.60229","55.89877","0.02496584","27320.7","0.9999276","0.0363342","17.03665","0.5486701","6.926487","0","90","547.8448","1.002794","0.08293927"
"2023-04-22 14:03:14","36.67232","55.84732","0.02494826","27268.52","0.9999232","0.03630076","6.961853","0.5492849","7.023723","0","90","547.7698","0.9953703","0.07819505"
"2023-04-22 14:18:14","36.63297","55.74224","0.02489999","27297.81","0.9999217","0.03623246","12.97621","0.5526236","7.051571","0","90","547.7847","0.9458119","0.07712886"
"2023-04-22 14:33:14","36.63408","55.65678","0.02486294","27296.99","0.9999192","0.03617691","8.148152","0.5216134","7.105445","0","90","547.6272","0.9496256","0.08552138"
"2023-04-22 14:48:14","36.59122","55.552","0.02481454","27328.96","0.999918","0.0361088","7.096375","0.5475155","7.130057","0","90","547.5297","0.9977045","0.08067147"
"2023-04-22 15:03:14","36.49511","55.51294","0.02479117","27400.93","0.9999211","0.03608342","8.274924","0.5602971","7.063679","0","90","547.4922","1.007429","0.08694173"
"2023-04-22 15:18:14","36.36018","55.4515","0.02475542","27502.61","0.9999253","0.03604348","8.013129","0.5637301","6.974417","0","90","547.4547","0.9156376","0.07531099"
"2023-04-22 15:33:14","36.26505","55.44211","0.02474488","27574.76","0.999929","0.03603737","11.13355","0.5674899","6.890399","0","90","547.2972","1.051511","0.08774031"
"2023-04-22 15:48:14","36.06902","55.33268","0.02468399","27724.62","0.9999341","0.03596624","15.68819","0.5640298","6.772642","0","90","547.1622","0.9991971","0.07944464"
"2023-04-22 16:03:14","35.77892","55.18797","0.0246011","27949.42","0.9999418","0.03587218","17.23396","0.5779097","6.586923","0","90","547.2522","0.9963894","0.08002587"
"2023-04-22 16:18:14","35.57642","55.09883","0.02454817","28108.51","0.9999471","0.03581424","8.040912","0.5768262","6.449413","0","90","547.1772","1.01699","0.09030078"
"2023-04-22 16:33:14","35.50144","55.19301","0.02458327","28167.87","0.999952","0.03587545","14.3376","0.5882994","6.320601","0","90","547.2297","1.046744","0.09539871"
