"Location Properties"
"Location Name = La Jara Creek"
"Location ID = aad230a9-83bb-465f-b341-720a18ea2b48"
"Latitude = 35.8690556701322 °"
"Longitude = -106.526314504445 °"
""
"Report Properties"
"Start Time = 2023-04-17 12:18:07"
"Duration = 19.06:45:25"
"Readings = 1852"
"Time Offset = -06:00:00"
""
"Instrument Properties"
"Device Model = Aqua TROLL 600 Vented"
"Device SN = 927764"
"Device Firmware = 2.29"
""
"Log Properties"
"Log Name = LaJara_DOWN64"
"Log Type = Linear"
"Log File Number = 3"
"Log ID = 6e46949a-6362-409b-af0d-bd9f4c9f05f3"
"Interval = 00:15:00"
""
""
"Date Time","Actual Conductivity (µS/cm) (923301)","Specific Conductivity (µS/cm) (923301)","Salinity (PSU) (923301)","Resistivity (Ω⋅cm) (923301)","Density (g/cm³) (923301)","Total Dissolved Solids (ppt) (923301)","Turbidity (NTU) (922381)","FDOM Fluorescence (RFU) (910042)","Temperature (°C) (927764)","External Voltage (V) (927764)","Battery Capacity (%) (927764)","Barometric Pressure (mm Hg) (927764)","Pressure (kPa) (925780)","Depth (m) (925780)"
"2023-04-17 15:48:07","36.48009","56.59896","0.0252597","27412.21","0.9999499","0.03678932","17.61224","0.5838252","6.389337","0","91","547.8373","1.367397","0.1323583"
"2023-04-17 16:03:07","36.09889","56.46634","0.02517449","27701.68","0.9999595","0.03670312","20.91523","0.5970703","6.115143","0","91","547.7698","1.269668","0.12869"
"2023-04-17 16:18:07","35.78383","56.33634","0.02509481","27945.58","0.9999663","0.03661862","19.46359","0.6029366","5.89958","0","91","547.6123","1.294595","0.1312961"
"2023-04-17 16:33:07","35.51444","56.15731","0.02499735","28157.56","0.9999703","0.03650225","17.82908","0.610405","5.754448","0","91","547.5223","1.198746","0.1123533"
"2023-04-17 16:48:07","35.31752","55.97371","0.02490351","28314.56","0.9999723","0.03638291","20.43416","0.6156809","5.678855","0","91","547.5073","1.30645","0.1278615"
"2023-04-17 17:03:07","35.1045","55.88031","0.02484671","28486.37","0.999976","0.0363222","18.3016","0.6194881","5.534496","0","91","547.4323","1.318227","0.1301512"
"2023-04-17 17:18:07","34.92961","55.8143","0.02480446","28629.01","0.9999788","0.0362793","20.06817","0.6231835","5.409328","0","91","547.4172","1.314814","0.1257841"
"2023-04-17 17:33:07","34.78855","55.79502","0.02478466","28745.09","0.9999815","0.03626676","18.71399","0.6306679","5.288286","0","91","547.3497","1.329891","0.1290609"
"2023-04-17 17:48:07","34.7016","55.81668","0.02478657","28817.11","0.9999833","0.03628084","21.79667","0.6341961","5.194066","0","91","547.2972","1.277801","0.1209774"
"2023-04-17 18:03:07","34.55375","55.84066","0.0247842","28940.42","0.9999861","0.03629643","17.23314","0.641362","5.041465","0","91","547.2448","1.367437","0.1320832"
"2023-04-17 18:18:07","34.43583","55.82868","0.024769","29039.52","0.9999877","0.03628865","18.3796","0.6445684","4.937831","0","91","547.2822","1.33838","0.1283959"
"2023-04-17 18:33:07","34.38388","55.94393","0.02481303","29083.39","0.9999894","0.03636356","17.70443","0.6492747","4.822684","0","91","547.3272","1.252098","0.1234685"
"2023-04-17 18:48:07","34.29771","55.97533","0.02481864","29156.46","0.9999906","0.03638396","16.44259","0.6505165","4.724036","0","91","547.2972","1.25701","0.1245696"
"2023-04-17 19:03:07","34.24178","56.0279","0.02483574","29204.09","0.9999915","0.03641814","28.92407","0.6524457","4.641664","0","91","547.2672","1.181466","0.1166316"
"2023-04-17 19:18:07","34.20595","56.11305","0.02486823","29234.68","0.9999924","0.03647349","13.1215","0.6699684","4.559681","0","91","547.2597","1.100201","0.1114222"
"2023-04-17 19:33:07","34.16685","56.19069","0.0248972","29268.14","0.999993","0.03652395","14.35455","0.6723129","4.47915","0","91","547.2522","1.214645","0.1126463"
"2023-04-17 19:48:07","34.13405","56.26164","0.02492389","29296.26","0.9999937","0.03657006","15.37018","0.6719308","4.40848","0","91","547.2672","1.094356","0.09475566"
"2023-04-17 20:03:07","34.11998","56.35872","0.02496317","29308.34","0.9999942","0.03663317","15.44721","0.6783062","4.3407","0","91","547.3047","1.132979","0.1101408"
"2023-04-17 20:18:07","34.10386","56.44434","0.02499741","29322.19","0.9999945","0.03668882","26.79818","0.6613076","4.277667","0","91","547.2672","1.112037","0.1033791"
"2023-04-17 20:33:07","34.09603","56.54849","0.02504012","29328.93","0.9999948","0.03675652","18.19929","0.6901208","4.212146","0","91","547.3123","1.010553","0.07912223"
"2023-04-17 20:48:07","34.07523","56.6097","0.02506366","29346.83","0.999995","0.03679631","14.09748","0.6886634","4.158779","0","91","547.3422","1.065819","0.09739971"
"2023-04-17 21:03:07","34.08317","56.69198","0.02509868","29339.99","0.9999951","0.03684979","12.53027","0.6544464","4.120376","0","91","547.4097","1.024328","0.1006815"
"2023-04-17 21:18:07","34.09956","56.7838","0.02513845","29325.89","0.9999952","0.03690947","13.07011","0.675938","4.084588","0","91","547.4022","1.017897","0.09772754"
"2023-04-17 21:33:07","34.21088","57.03606","0.02525401","29230.47","0.9999954","0.03707344","14.75716","0.6904157","4.04772","0","91","547.4247","1.01964","0.09283397"
"2023-04-17 21:48:07","34.21031","57.09776","0.0252796","29230.96","0.9999954","0.03711355","12.57308","0.6855994","4.013257","0","91","547.5598","1.004161","0.09865696"
"2023-04-17 22:03:07","34.18604","57.11678","0.02528516","29251.71","0.9999954","0.0371259","12.93095","0.6960267","3.980563","0","91","547.6498","1.121472","0.1106397"
"2023-04-17 22:18:07","34.26958","57.31628","0.02537608","29180.4","0.9999955","0.03725558","13.35594","0.6878049","3.947809","0","91","547.6347","1.04504","0.101792"
"2023-04-17 22:33:07","34.236","57.31772","0.02537341","29209.02","0.9999955","0.03725652","16.81352","0.6862152","3.916342","0","91","547.5297","1.078417","0.0881183"
"2023-04-17 22:48:07","34.21955","57.35801","0.02538852","29223.06","0.9999954","0.03728271","12.46886","0.685808","3.879358","0","91","547.4922","1.015438","0.0990065"
"2023-04-17 23:03:07","34.23188","57.43845","0.02542306","29212.54","0.9999954","0.03733499","14.17917","0.6818005","3.846855","0","91","547.4547","1.082592","0.09701644"
"2023-04-17 23:18:07","34.23132","57.4853","0.02544242","29213.01","0.9999954","0.03736545","12.17745","0.6724352","3.820922","0","91","547.4697","1.029391","0.08799902"
"2023-04-17 23:33:07","34.27851","57.60467","0.0254965","29172.8","0.9999953","0.03744303","22.96259","0.6390657","3.799203","0","91","547.3872","1.062215","0.1075528"
"2023-04-17 23:48:07","34.24109","57.57321","0.02547978","29204.68","0.9999952","0.03742259","12.98412","0.6694795","3.7822","0","91","547.3572","1.029115","0.09910281"
"2023-04-18 00:03:07","34.24809","57.61854","0.02549923","29198.71","0.9999952","0.03745205","13.93539","0.6663653","3.76406","0","91","547.4772","1.075465","0.0899597"
"2023-04-18 00:18:07","34.26058","57.65866","0.02551707","29188.06","0.9999952","0.03747813","12.69925","0.6657123","3.753749","0","91","547.4472","1.040037","0.1006358"
"2023-04-18 00:33:07","34.29816","57.73043","0.02555049","29156.09","0.9999952","0.03752478","12.73824","0.6637874","3.749149","0","91","547.4623","1.115107","0.1063535"
"2023-04-18 00:48:07","34.37517","57.86879","0.02561538","29090.77","0.9999952","0.03761471","12.43958","0.6597635","3.744456","0","91","547.4847","1.105192","0.08924447"
"2023-04-18 01:03:07","34.35484","57.84049","0.02560165","29107.98","0.9999952","0.03759632","12.08718","0.65505","3.741272","0","91","547.4247","1.078726","0.09603173"
"2023-04-18 01:18:07","34.39646","57.91556","0.02563684","29072.76","0.9999952","0.03764511","13.15115","0.6516896","3.738591","0","91","547.4397","1.112635","0.1095454"
"2023-04-18 01:33:07","34.3862","57.92182","0.02563841","29081.43","0.9999952","0.03764918","11.03062","0.6499267","3.725957","0","91","547.3572","1.155316","0.09888741"
"2023-04-18 01:48:07","34.43492","58.02857","0.0256874","29040.29","0.9999952","0.03771857","13.98947","0.6208296","3.712733","0","91","547.2747","1.075129","0.08951479"
"2023-04-18 02:03:07","34.4392","58.05782","0.02569991","29036.68","0.9999951","0.03773758","11.7625","0.6471484","3.700938","0","91","547.2147","1.069869","0.1083631"
"2023-04-18 02:18:07","34.43964","58.08459","0.02571102","29036.31","0.9999951","0.03775498","12.8053","0.6471807","3.687018","0","91","547.1097","1.116837","0.1123255"
"2023-04-18 02:33:07","34.4077","58.07533","0.02570399","29063.27","0.9999949","0.03774896","11.67431","0.6450846","3.663176","0","91","547.1547","1.050367","0.09216624"
"2023-04-18 02:48:07","34.40112","58.09082","0.02570974","29068.82","0.9999949","0.03775904","11.81159","0.6422246","3.648973","0","91","547.2522","1.141494","0.09463266"
"2023-04-18 03:03:07","34.41034","58.11097","0.02571898","29061.03","0.9999949","0.03777213","11.39053","0.6423956","3.646529","0","91","547.1172","1.051971","0.0938756"
"2023-04-18 03:18:07","34.41726","58.13871","0.02573113","29055.19","0.9999949","0.03779016","11.26052","0.6419531","3.63797","0","91","547.0121","1.064306","0.087556"
"2023-04-18 03:33:07","34.44476","58.20259","0.02576028","29032","0.9999948","0.03783168","12.66429","0.6385939","3.628688","0","91","546.9222","1.089589","0.09828323"
"2023-04-18 03:48:07","34.44611","58.23269","0.02577283","29030.85","0.9999948","0.03785125","12.2934","0.6374496","3.613888","0","91","546.8847","1.078608","0.1027719"
"2023-04-18 04:03:07","34.44975","58.26182","0.02578522","29027.79","0.9999948","0.03787018","10.70504","0.6362627","3.601676","0","91","546.9372","1.123195","0.1080196"
"2023-04-18 04:18:07","34.46718","58.30017","0.02580281","29013.11","0.9999947","0.03789511","10.01597","0.6354017","3.596961","0","91","546.9522","1.068863","0.08918343"
"2023-04-18 04:33:07","34.4436","58.31052","0.02580469","29032.97","0.9999945","0.03790184","12.82533","0.6351523","3.570293","0","91","546.9447","1.126719","0.1090773"
"2023-04-18 04:48:07","34.43401","58.3377","0.02581492","29041.05","0.9999944","0.0379195","15.27054","0.6347108","3.547286","0","91","546.9822","1.055462","0.08654284"
"2023-04-18 05:03:07","38.83401","65.8153","0.02934425","25750.62","0.9999972","0.04277994","11.19125","0.6308791","3.536407","0","91","546.9372","1.113556","0.1048949"
"2023-04-18 05:18:07","33.49721","56.7757","0.02507574","29853.23","0.9999937","0.0369042","11.10804","0.6276596","3.533613","0","91","546.9897","1.075458","0.1089065"
"2023-04-18 05:33:07","38.50036","65.25584","0.02907979","25973.78","0.9999969","0.04241629","11.72746","0.6292655","3.533561","0","91","546.8922","1.09118","0.08944129"
"2023-04-18 05:48:07","34.49492","58.46559","0.02587384","28989.78","0.9999943","0.03800263","10.51823","0.6235194","3.534229","0","91","546.8772","1.090371","0.08824585"
"2023-04-18 06:03:08","37.68999","63.89777","0.02843774","26532.24","0.9999964","0.04153355","10.98092","0.6155879","3.526084","0","91","546.9222","1.04458","0.09208509"
"2023-04-18 06:18:08","34.82372","59.07026","0.02615652","28716.06","0.9999944","0.03839567","10.63814","0.626682","3.509449","0","91","546.8922","1.071434","0.1031604"
"2023-04-18 06:33:08","34.38496","58.36788","0.02582236","29082.48","0.9999939","0.03793912","11.4127","0.6219947","3.487309","0","91","546.8997","1.091679","0.1055292"
"2023-04-18 06:48:08","34.38941","58.35331","0.02581681","29078.72","0.999994","0.03792965","11.31672","0.6262105","3.499002","0","91","546.9372","1.091495","0.107491"
"2023-04-18 07:03:08","34.40961","58.33673","0.02581204","29061.64","0.9999942","0.03791888","11.34096","0.6253235","3.525902","0","91","546.8922","1.192677","0.1050147"
"2023-04-18 07:18:08","34.46181","58.3574","0.02582587","29017.63","0.9999945","0.03793231","12.03127","0.6295588","3.5618","0","91","546.8622","1.10289","0.09591042"
"2023-04-18 07:33:08","34.49472","58.32842","0.02581725","28989.94","0.9999948","0.03791348","11.47806","0.6109783","3.606698","0","91","546.9222","1.137569","0.09505075"
"2023-04-18 07:48:08","34.53836","58.31372","0.02581557","28953.32","0.9999951","0.03790392","11.73916","0.6214185","3.65368","0","91","546.9822","1.023973","0.0945267"
"2023-04-18 08:03:08","34.59373","58.31005","0.02581961","28906.97","0.9999953","0.03790154","12.14422","0.6221951","3.705344","0","91","546.9522","1.096144","0.09377015"
"2023-04-18 08:18:08","34.67273","58.30763","0.02582646","28841.11","0.9999955","0.03789996","10.86065","0.6226543","3.777575","0","91","546.9372","1.180874","0.1048442"
"2023-04-18 08:33:08","34.78207","58.30111","0.02583453","28750.44","0.9999958","0.03789572","10.13751","0.6219358","3.879251","0","91","546.8322","1.125589","0.09297927"
"2023-04-18 08:48:08","34.89307","58.26788","0.02583154","28658.99","0.9999959","0.03787412","10.21903","0.6186604","3.996797","0","91","546.7047","1.026386","0.090538"
"2023-04-18 09:03:08","35.02461","58.19676","0.02581456","28551.35","0.9999956","0.03782789","9.564679","0.6149233","4.153451","0","91","546.5997","0.9973823","0.09126183"
"2023-04-18 09:18:08","35.20498","58.19051","0.02582893","28405.07","0.9999949","0.03782383","10.62562","0.6126405","4.31912","0","91","546.5922","1.118224","0.09977243"
"2023-04-18 09:33:08","35.41129","58.13521","0.02582478","28239.58","0.9999934","0.03778789","11.95797","0.6119265","4.535047","0","91","546.6222","1.074459","0.1009412"
"2023-04-18 09:48:08","35.67447","58.07747","0.0258241","28031.25","0.9999904","0.03775036","10.50667","0.6054433","4.804009","0","91","546.7197","1.048782","0.09344016"
"2023-04-18 10:03:08","35.9441","58.05309","0.02583723","27820.97","0.9999866","0.03773451","11.34146","0.6011829","5.060687","0","91","546.8022","1.089556","0.1096035"
"2023-04-18 10:18:08","36.17732","58.01551","0.02584101","27641.63","0.9999822","0.03771008","11.91506","0.6019804","5.292156","0","91","546.7047","1.072979","0.09230158"
"2023-04-18 10:33:08","36.42667","57.96519","0.02584009","27452.42","0.9999765","0.03767738","10.6403","0.6031333","5.545712","0","91","546.8322","1.032495","0.09772493"
"2023-04-18 10:48:08","36.67611","57.91891","0.02584022","27265.71","0.9999698","0.03764729","13.16363","0.5853405","5.797485","0","91","546.8022","1.047552","0.09337468"
"2023-04-18 11:03:08","36.91599","57.88425","0.02584395","27088.53","0.9999627","0.03762477","13.2308","0.5583099","6.034309","0","91","546.7421","0.9910503","0.09242481"
"2023-04-18 11:18:08","37.08976","57.83941","0.02583782","26961.62","0.9999565","0.03759562","10.287","0.6296349","6.217496","0","91","546.6597","1.082435","0.09720648"
"2023-04-18 11:33:08","37.0891","57.83384","0.02583538","26962.1","0.9999565","0.037592","12.17537","0.5464051","6.220122","0","91","546.6222","1.018982","0.09432342"
"2023-04-18 11:48:08","37.30112","57.77423","0.02582533","26808.85","0.9999483","0.03755325","13.93064","0.5385669","6.446901","0","91","546.6747","1.000578","0.09902193"
"2023-04-18 12:03:08","37.47643","57.73726","0.02582195","26683.44","0.9999412","0.03752922","7.798292","0.5478419","6.627523","0","91","546.4947","1.084479","0.09955083"
"2023-04-18 12:18:08","37.62014","57.70752","0.02581919","26581.51","0.9999349","0.03750989","10.74382","0.5928869","6.77542","0","91","546.4122","0.9629143","0.08762667"
"2023-04-18 12:33:08","37.73348","57.64878","0.02580158","26501.66","0.9999288","0.03747171","9.923237","0.5857685","6.913131","0","91","546.2922","1.013426","0.08200019"
"2023-04-18 12:48:08","37.74281","57.57677","0.025771","26495.11","0.9999265","0.0374249","14.20096","0.5872732","6.964473","0","91","546.0896","1.128041","0.1098307"
"2023-04-18 13:03:08","37.83167","57.51812","0.02575155","26432.88","0.9999211","0.03738678","21.00374","0.590041","7.08036","0","91","546.0821","1.072624","0.09843335"
"2023-04-18 13:18:08","37.83681","57.41149","0.02570556","26429.29","0.9999177","0.03731747","16.75934","0.5841346","7.149003","0.009","91","546.0596","1.025663","0.08983531"
"2023-04-18 13:33:08","37.7351","57.3076","0.02565365","26500.52","0.9999192","0.03724994","12.44901","0.5879776","7.118634","0","91","546.0371","1.001157","0.08578956"
"2023-04-18 13:48:08","37.61014","57.15892","0.02558071","26588.58","0.9999204","0.0371533","12.66109","0.5952013","7.093843","0","91","545.9246","1.112721","0.1103156"
"2023-04-18 14:03:08","37.46439","56.99845","0.02550126","26692.01","0.999922","0.037049","12.51284","0.5995489","7.056953","0","91","545.9846","1.003787","0.09459136"
"2023-04-18 14:18:08","37.284","56.78344","0.02539578","26821.16","0.9999236","0.03690923","12.12552","0.5961682","7.020934","0","91","545.8796","1.112155","0.1022919"
"2023-04-18 14:33:08","37.09975","56.61968","0.02531227","26954.36","0.9999268","0.03680279","14.15439","0.6169371","6.949989","0","91","545.7821","1.10915","0.1049338"
"2023-04-18 14:48:08","36.88329","56.43299","0.02521656","27112.55","0.9999306","0.03668144","15.99993","0.6165159","6.862655","0","91","545.7521","1.135281","0.1126821"
"2023-04-18 15:03:08","36.62334","56.23769","0.02511404","27304.99","0.9999359","0.0365545","15.56599","0.6148718","6.739487","0","91","545.7521","1.13989","0.09943145"
"2023-04-18 15:18:08","36.37538","56.0092","0.0249979","27491.12","0.9999397","0.03640598","16.30315","0.6203345","6.646786","0","91","545.6471","1.214113","0.1214681"
"2023-04-18 15:33:08","36.10155","55.82711","0.02489984","27699.64","0.9999455","0.03628762","19.08358","0.6255432","6.500892","0","91","545.6096","1.187101","0.09990685"
"2023-04-18 15:48:08","35.73588","55.63315","0.02478975","27983.08","0.9999537","0.03616155","22.07182","0.6283935","6.274797","0","91","545.6771","1.197977","0.1135414"
"2023-04-18 16:03:08","35.4695","55.49275","0.02470962","28193.23","0.9999594","0.03607029","17.56996","0.6329454","6.108563","0","91","545.4596","1.190961","0.1141046"
"2023-04-18 16:18:08","35.28006","55.39443","0.02465314","28344.63","0.9999632","0.03600638","19.84474","0.6410936","5.988906","0","91","545.467","1.020764","0.0967602"
"2023-04-18 16:33:08","35.00985","55.24402","0.024568","28563.39","0.999968","0.03590862","20.70905","0.6433087","5.823608","0","91","545.4596","0.9959424","0.07840823"
"2023-04-18 16:48:08","34.83387","55.08597","0.02448677","28707.7","0.99997","0.03580588","24.98981","0.6476115","5.75155","0","91","545.377","1.077477","0.08732274"
"2023-04-18 17:03:08","34.6194","55.01064","0.02443767","28885.54","0.9999742","0.03575692","22.85734","0.6542038","5.592771","0","91","545.3096","1.070474","0.09461046"
"2023-04-18 17:18:08","34.39719","54.97509","0.02440458","29072.14","0.9999787","0.03573381","25.57261","0.6492873","5.402453","0","91","545.4221","1.059414","0.08913192"
"2023-04-18 17:33:08","34.20338","55.00234","0.0244001","29236.87","0.9999828","0.03575153","21.8748","0.68388","5.201739","0","91","545.5421","1.031969","0.09288996"
"2023-04-18 17:48:08","34.03767","54.9935","0.02438236","29379.22","0.9999856","0.03574578","21.88062","0.694204","5.049201","0","91","545.4896","1.059894","0.07505581"
"2023-04-18 18:03:08","33.95433","55.01972","0.02438629","29451.32","0.9999871","0.03576282","21.01232","0.7105379","4.954461","0","91","545.3921","1.088911","0.09303351"
"2023-04-18 18:18:08","33.85297","55.04816","0.02438948","29539.51","0.9999888","0.03578131","19.85454","0.7185102","4.841361","0","91","545.467","1.025275","0.1013646"
"2023-04-18 18:33:08","33.79203","55.09175","0.02440247","29592.77","0.9999899","0.03580964","19.70825","0.7199181","4.757978","0","91","545.4745","1.118533","0.09904903"
"2023-04-18 18:48:08","33.71443","55.08445","0.02439253","29660.89","0.9999906","0.03580489","21.96448","0.7336913","4.688474","0","91","545.5121","1.080659","0.09082091"
"2023-04-18 19:03:08","33.73078","55.1758","0.02443236","29646.52","0.9999911","0.03586427","19.80833","0.7407148","4.65093","0","91","545.4745","1.087346","0.09808273"
"2023-04-18 19:18:08","33.6847","55.24169","0.02445587","29687.06","0.999992","0.0359071","21.3847","0.7434469","4.569089","0","91","545.4146","1.099688","0.09761652"
"2023-04-18 19:33:08","33.68291","55.35034","0.02450124","29688.64","0.9999925","0.03597772","14.51817","0.7532968","4.504726","0","91","545.5121","1.116008","0.0935028"
"2023-04-18 19:48:08","33.6605","55.43474","0.02453453","29708.42","0.9999931","0.03603258","15.60678","0.7458444","4.435046","0","91","545.6096","1.084802","0.09027916"
"2023-04-18 20:03:08","33.65078","55.51565","0.02456748","29716.99","0.9999935","0.03608517","16.42686","0.7442604","4.37955","0","91","545.6696","1.061578","0.08525977"
"2023-04-18 20:18:08","33.67062","55.6287","0.02461655","29699.48","0.9999939","0.03615866","20.49662","0.7562723","4.333728","0","91","545.6846","1.069685","0.0888683"
"2023-04-18 20:33:08","33.64973","55.67628","0.02463448","29717.92","0.9999942","0.03618958","19.64147","0.7672419","4.287009","0","91","545.8721","1.083164","0.08734441"
"2023-04-18 20:48:08","33.67093","55.78299","0.02468099","29699.21","0.9999944","0.03625894","15.45955","0.7134351","4.24637","0","91","546.0596","1.057106","0.090314"
"2023-04-18 21:03:08","33.67878","55.86824","0.02471728","29692.29","0.9999945","0.03631436","16.40324","0.7576851","4.205508","0","91","546.1271","0.9584563","0.08260119"
"2023-04-18 21:18:08","33.70085","55.95037","0.02475359","29672.84","0.9999947","0.03636774","14.28585","0.7530296","4.179831","0","91","546.2922","1.046467","0.08828403"
"2023-04-18 21:33:08","33.74281","56.04642","0.02479757","29635.95","0.9999948","0.03643017","13.29478","0.7580385","4.164976","0","91","546.5322","1.033185","0.09976368"
"2023-04-18 21:48:08","33.76004","56.0982","0.02482077","29620.82","0.9999948","0.03646383","15.23958","0.7518674","4.151965","0","91","546.7122","1.071171","0.09775936"
"2023-04-18 22:03:08","33.7987","56.18982","0.02486259","29586.94","0.9999949","0.03652338","13.23378","0.7430653","4.136614","0","91","546.6447","1.040142","0.08522659"
"2023-04-18 22:18:08","33.8333","56.24865","0.02489037","29556.68","0.9999949","0.03656162","14.89019","0.6973282","4.135882","0","91","546.6971","0.9179323","0.0792934"
"2023-04-18 22:33:08","33.86206","56.29708","0.02491327","29531.57","0.9999949","0.03659311","16.6496","0.7332648","4.135537","0","91","546.6522","0.9906031","0.08047437"
"2023-04-18 22:48:08","33.873","56.33218","0.02492893","29522.03","0.9999949","0.03661592","14.68028","0.7435976","4.126083","0","91","546.6597","0.9875391","0.08099991"
"2023-04-18 23:03:08","33.90221","56.43218","0.02497332","29496.61","0.9999951","0.03668092","13.43751","0.7366202","4.09739","0","91","546.5546","1.063465","0.09337139"
"2023-04-18 23:18:08","33.9163","56.48165","0.02499525","29484.35","0.9999951","0.03671307","12.93354","0.7353946","4.08291","0","91","546.4947","1.020442","0.0838694"
"2023-04-18 23:33:08","33.91635","56.51768","0.02501024","29484.31","0.9999952","0.03673649","11.09152","0.7297333","4.062909","0","91","546.4271","1.073078","0.08858511"
"2023-04-18 23:48:08","33.93455","56.59187","0.02504283","29468.49","0.9999952","0.03678471","14.19703","0.7104892","4.038558","0","91","546.3896","0.9409724","0.07404327"
"2023-04-19 00:03:09","33.93114","56.62446","0.02505605","29471.45","0.9999952","0.0368059","12.4017","0.7247183","4.017343","0","91","546.4947","0.963276","0.07417465"
"2023-04-19 00:18:09","33.95328","56.68145","0.02508186","29452.24","0.9999953","0.03684294","13.7276","0.7146486","4.006241","0","91","546.6747","0.8879158","0.08894177"
"2023-04-19 00:33:09","33.9237","56.71717","0.02509384","29477.91","0.9999953","0.03686616","25.21995","0.712034","3.959188","0","91","546.7421","1.028845","0.08468961"
"2023-04-19 00:48:09","33.95761","56.79643","0.02513004","29448.48","0.9999953","0.03691768","14.638","0.7107995","3.946747","0","91","546.8246","0.950671","0.08970506"
"2023-04-19 01:03:09","33.91967","56.83135","0.02514083","29481.42","0.9999953","0.03694038","12.5698","0.7052705","3.892557","0","91","546.8847","0.9839818","0.08311684"
"2023-04-19 01:18:09","33.93343","56.92703","0.02518184","29469.47","0.9999952","0.03700257","10.91508","0.7044011","3.852688","0","91","546.8547","1.008074","0.08923133"
"2023-04-19 01:33:09","33.91551","56.92623","0.02517975","29485.03","0.9999952","0.03700205","12.60918","0.6911407","3.83665","0","91","546.8847","0.9474557","0.08313126"
"2023-04-19 01:48:09","33.91822","56.97681","0.02520097","29482.68","0.9999951","0.03703493","12.21434","0.6953294","3.811445","0","90","546.7797","1.075675","0.103575"
"2023-04-19 02:03:09","33.91852","57.00259","0.02521168","29482.42","0.9999951","0.03705168","10.36634","0.6941052","3.797627","0","90","546.6297","1.014025","0.08166356"
"2023-04-19 02:18:09","33.91153","57.02187","0.02521897","29488.5","0.9999951","0.03706421","14.10005","0.6868983","3.780674","0","90","546.5096","0.9959884","0.08475642"
"2023-04-19 02:33:09","33.92667","57.07416","0.02524211","29475.34","0.9999951","0.0370982","11.39489","0.6847057","3.766034","0","90","546.3522","0.9655247","0.08748449"
"2023-04-19 02:48:09","33.94435","57.13135","0.02526753","29459.99","0.999995","0.03713538","15.13786","0.6755399","3.751084","0","90","546.2997","0.965893","0.08018263"
