"Location Properties"
"Location Name = La Jara Creek"
"Location ID = aad230a9-83bb-465f-b341-720a18ea2b48"
"Latitude = 35.8690556701322 °"
"Longitude = -106.526314504445 °"
""
"Report Properties"
"Start Time = 2023-04-17 12:14:13"
"Duration = 19.06:45:27"
"Readings = 1852"
"Time Offset = -06:00:00"
""
"Instrument Properties"
"Device Model = Aqua TROLL 600 Vented"
"Device SN = 927765"
"Device Firmware = 2.29"
""
"Log Properties"
"Log Name = LaJara_UP65"
"Log Type = Linear"
"Log File Number = 4"
"Log ID = 3c023dcf-4e40-42ef-9493-7a941accf20a"
"Interval = 00:15:00"
""
""
"Date Time","Actual Conductivity (µS/cm) (923756)","Specific Conductivity (µS/cm) (923756)","Salinity (PSU) (923756)","Resistivity (Ω⋅cm) (923756)","Density (g/cm³) (923756)","Total Dissolved Solids (ppt) (923756)","Turbidity (NTU) (922396)","FDOM Fluorescence (RFU) (907554)","Temperature (°C) (927765)","External Voltage (V) (927765)","Battery Capacity (%) (927765)","Barometric Pressure (kPa) (927765)","Pressure (kPa) (925778)","Depth (m) (925778)"
"2023-04-17 15:59:13","36.18444","56.61375","0.02524414","27636.19","0.9999598","0.03679894","18.40149","0.7242773","6.107106","0","99","72.93247","1.971955","0.2003603"
"2023-04-17 16:14:13","35.80598","56.44147","0.02514144","27928.3","0.9999675","0.03668695","28.01392","0.7417071","5.858183","0","99","72.89348","1.935074","0.1875778"
"2023-04-17 16:29:13","35.5435","56.27043","0.02504789","28134.54","0.9999715","0.03657578","23.84089","0.7634039","5.714922","0","99","72.89448","1.983225","0.2036146"
"2023-04-17 16:44:13","35.34394","56.05482","0.02494018","28293.39","0.9999729","0.03643564","19.57692","0.7467636","5.655737","0","99","72.86748","1.93316","0.1936492"
"2023-04-17 16:59:13","35.16643","55.9734","0.0248913","28436.21","0.9999759","0.03638271","20.50888","0.7971207","5.537715","0","99","72.86147","2.046329","0.2064998"
"2023-04-17 17:14:13","34.92356","55.81083","0.02480249","28633.96","0.999979","0.03627704","28.38317","0.8117532","5.405698","0","99","72.86247","2.020619","0.1951123"
"2023-04-17 17:29:13","34.87637","55.91369","0.02484224","28672.71","0.9999813","0.03634389","21.85472","0.8365016","5.301237","0","99","72.85348","1.953116","0.1938091"
"2023-04-17 17:44:13","34.7542","55.90487","0.02482831","28773.5","0.9999834","0.03633817","17.9244","0.8544609","5.191973","0","99","72.84747","1.984053","0.2092957"
"2023-04-17 17:59:13","34.63423","55.96925","0.02484537","28873.17","0.9999861","0.03638002","24.6582","0.8681245","5.04231","0","99","72.84647","1.923317","0.1975817"
"2023-04-17 18:14:13","34.53402","55.99673","0.02484835","28956.95","0.9999878","0.03639787","16.66457","0.871007","4.932722","0","99","72.84647","1.991694","0.2089393"
"2023-04-17 18:29:13","34.46516","56.04797","0.02486394","29014.8","0.9999892","0.03643118","18.9845","0.8856248","4.838883","0","99","72.83847","1.978037","0.1920053"
"2023-04-17 18:44:13","34.33909","56.02088","0.02484145","29121.33","0.9999905","0.03641357","14.82339","0.8587924","4.736621","0","99","72.85248","1.888606","0.186026"
"2023-04-17 18:59:13","34.34447","56.17124","0.02490509","29116.77","0.9999915","0.03651131","16.08672","0.8905112","4.655733","0","99","72.84848","1.9461","0.201479"
"2023-04-17 19:14:13","34.30268","56.23745","0.02492912","29152.24","0.9999923","0.03655434","14.00751","0.9065011","4.579134","0","99","72.84048","1.952472","0.1903429"
"2023-04-17 19:29:13","34.26694","56.31785","0.02495957","29182.64","0.999993","0.0366066","18.06802","0.9112738","4.500323","0","99","72.84048","1.986","0.1967198"
"2023-04-17 19:44:13","34.24647","56.40123","0.0249926","29200.09","0.9999935","0.0366608","12.69171","0.9134121","4.434226","0","99","72.84048","1.974664","0.1991905"
"2023-04-17 19:59:13","34.16603","56.38668","0.02497911","29268.83","0.999994","0.03665134","26.40358","0.9046388","4.367739","0","99","72.83847","2.007731","0.2111606"
"2023-04-17 20:14:13","34.21842","56.5773","0.02506359","29224.03","0.9999944","0.03677525","17.30992","0.9046353","4.309337","0","99","72.83847","2.017509","0.2042773"
"2023-04-17 20:29:13","34.18407","56.63879","0.02508604","29253.39","0.9999947","0.03681521","44.25388","0.9189095","4.243203","0","99","72.83547","2.042456","0.2097132"
"2023-04-17 20:44:13","34.20515","56.7662","0.02514114","29235.37","0.9999949","0.03689803","24.14156","0.9019766","4.191719","0","99","72.84248","1.950585","0.1981767"
"2023-04-17 20:59:13","34.21107","56.84554","0.02517476","29230.31","0.9999951","0.0369496","20.99287","0.9230654","4.153141","0","99","72.85348","1.946778","0.2094953"
"2023-04-17 21:14:13","34.22211","56.92301","0.02520806","29220.87","0.9999952","0.03699996","20.34559","0.9226323","4.120416","0","99","72.85748","2.018061","0.197064"
"2023-04-17 21:29:13","34.21098","56.96937","0.02522629","29230.38","0.9999952","0.03703009","15.0773","0.9214401","4.08457","0","99","72.86047","2.02102","0.1971235"
"2023-04-17 21:44:13","34.24076","57.08174","0.02527587","29204.96","0.9999954","0.03710313","16.66652","0.9104955","4.049994","0","99","72.87148","1.992312","0.2009919"
"2023-04-17 21:59:13","34.25317","57.16279","0.02531075","29194.38","0.9999955","0.03715582","27.55724","0.8998621","4.016825","0","99","72.88148","1.994883","0.2106386"
"2023-04-17 22:14:13","34.24575","57.20442","0.02532732","29200.71","0.9999955","0.03718287","13.60092","0.9227747","3.987201","0","99","72.89348","1.989222","0.1955936"
"2023-04-17 22:29:13","34.27163","57.30122","0.02537002","29178.66","0.9999955","0.0372458","11.06126","0.9125443","3.957898","0","99","72.87647","1.992121","0.2075124"
"2023-04-17 22:44:13","34.2804","57.37876","0.02540305","29171.19","0.9999955","0.03729619","16.66462","0.9124978","3.923589","0","99","72.86948","2.03976","0.20435"
"2023-04-17 22:59:13","34.27695","57.43612","0.02542651","29174.12","0.9999955","0.03733347","16.42133","0.9060432","3.889213","0","99","72.86548","2.016036","0.1939692"
"2023-04-17 23:14:13","34.29275","57.50903","0.02545829","29160.69","0.9999955","0.03738087","15.16053","0.9076018","3.863972","0","99","72.86047","2.020691","0.2009629"
"2023-04-17 23:29:13","34.28077","57.52802","0.02546498","29170.87","0.9999954","0.03739321","39.91261","0.8986982","3.842775","0","99","72.85147","2.000163","0.2017821"
"2023-04-17 23:44:13","34.24778","57.50409","0.02545182","29198.97","0.9999954","0.03737766","12.49722","0.8965788","3.825723","0","99","72.84347","2.007698","0.204003"
"2023-04-17 23:59:13","34.31983","57.65836","0.02552281","29137.68","0.9999954","0.03747793","12.57903","0.8834423","3.80771","0","99","72.85147","1.887323","0.1852309"
"2023-04-18 00:14:13","34.33037","57.69318","0.02553827","29128.73","0.9999954","0.03750057","12.03538","0.8882473","3.798463","0","99","72.86247","1.998269","0.2002786"
"2023-04-18 00:29:13","34.35413","57.74057","0.02556023","29108.58","0.9999954","0.03753137","14.26217","0.8823808","3.794442","0","99","72.86347","2.025452","0.2094394"
"2023-04-18 00:44:13","34.39014","57.81106","0.02559297","29078.1","0.9999954","0.03757719","11.75775","0.8823828","3.78907","0","99","72.86847","1.980582","0.1936167"
"2023-04-18 00:59:13","34.41606","57.86554","0.02561808","29056.2","0.9999954","0.0376126","11.74694","0.8704337","3.783208","0","99","72.86247","1.999486","0.1928421"
"2023-04-18 01:14:13","34.43839","57.90313","0.02563585","29037.36","0.9999954","0.03763703","14.55705","0.8621573","3.783181","0","99","72.86347","1.961493","0.2007695"
"2023-04-18 01:29:13","34.44495","57.93562","0.02564995","29031.83","0.9999954","0.03765815","11.06583","0.8664699","3.771646","0","99","72.84447","1.952262","0.206347"
"2023-04-18 01:44:13","34.45161","57.96326","0.02566205","29026.22","0.9999954","0.03767612","18.67868","0.8615857","3.762817","0","99","72.84447","1.934594","0.1903687"
"2023-04-18 01:59:13","34.46802","58.01315","0.02568432","29012.4","0.9999954","0.03770855","12.8207","0.8681275","3.750859","0","99","72.82748","1.928012","0.1944266"
"2023-04-18 02:14:13","34.46054","58.03265","0.02569164","29018.7","0.9999953","0.03772122","17.00332","0.8581131","3.733661","0","99","72.81748","1.993121","0.197002"
"2023-04-18 02:29:13","34.45536","58.06046","0.02570262","29023.06","0.9999952","0.0377393","11.52268","0.8483914","3.714103","0","99","72.82248","1.912809","0.2064864"
"2023-04-18 02:44:13","34.48538","58.13372","0.0257359","28997.79","0.9999952","0.03778692","11.59288","0.8449386","3.701988","0","99","72.82948","1.977965","0.2119283"
"2023-04-18 02:59:13","34.47548","58.12968","0.02573324","29006.13","0.9999952","0.0377843","13.56236","0.8428193","3.695217","0","99","72.81748","1.876783","0.183012"
"2023-04-18 03:14:13","34.49606","58.17204","0.0257528","28988.82","0.9999952","0.03781183","10.91404","0.8338496","3.691135","0","99","72.79248","1.955089","0.1906991"
"2023-04-18 03:29:13","34.50852","58.21061","0.02576999","28978.35","0.9999951","0.0378369","10.90825","0.8318954","3.68177","0","99","72.79047","1.937717","0.1932403"
"2023-04-18 03:44:13","34.50705","58.23699","0.02578074","28979.58","0.9999951","0.03785405","11.17267","0.8281727","3.666394","0","99","72.78748","1.987367","0.1936385"
"2023-04-18 03:59:13","34.52121","58.28008","0.02579996","28967.7","0.9999951","0.03788206","13.98291","0.8245257","3.656173","0","99","72.78648","1.947639","0.195695"
"2023-04-18 04:14:13","34.52855","58.30784","0.02581216","28961.54","0.999995","0.03790009","11.95597","0.8189076","3.647998","0","99","72.79347","1.971409","0.1957275"
"2023-04-18 04:29:13","34.54131","58.35934","0.02583471","28950.85","0.9999949","0.03793357","12.88775","0.8168558","3.632081","0","99","72.80148","1.897673","0.1891694"
"2023-04-18 04:44:13","34.52372","58.36969","0.0258372","28965.59","0.9999948","0.0379403","11.81645","0.8157851","3.610817","0","99","72.77948","1.914953","0.191082"
"2023-04-18 04:59:13","34.52055","58.40375","0.02585093","28968.26","0.9999946","0.03796243","10.64471","0.8067619","3.589912","0","99","72.79148","1.951999","0.1997766"
"2023-04-18 05:14:13","34.5369","58.42957","0.02586325","28954.54","0.9999948","0.03797922","14.03991","0.8027085","3.590891","0","99","72.80247","1.852625","0.1946966"
"2023-04-18 05:29:13","34.56213","58.47407","0.02588416","28933.4","0.9999947","0.03800815","11.90496","0.7967384","3.589932","0","99","72.78248","1.9245","0.2081588"
"2023-04-18 05:44:13","34.56476","58.48053","0.02588709","28931.2","0.9999947","0.03801234","11.37261","0.787451","3.588861","0","99","72.78748","1.88466","0.1863426"
"2023-04-18 05:59:13","34.56319","58.49035","0.02589098","28932.51","0.9999947","0.03801873","9.579949","0.7872556","3.582268","0","99","72.78548","1.876119","0.2004431"
"2023-04-18 06:14:13","34.58218","58.54099","0.02591379","28916.63","0.9999946","0.03805165","16.00577","0.7817487","3.57248","0","99","72.78047","1.938644","0.2081337"
"2023-04-18 06:29:13","34.56639","58.55212","0.02591677","28929.84","0.9999945","0.03805888","10.45491","0.7785245","3.552482","0","99","72.78147","1.86043","0.2002813"
"2023-04-18 06:44:13","34.57588","58.55378","0.02591842","28921.89","0.9999945","0.03805996","11.46102","0.7807232","3.560095","0","99","72.78548","1.857886","0.1879989"
"2023-04-18 06:59:13","34.60506","58.56166","0.02592463","28897.5","0.9999947","0.03806508","13.54332","0.7788397","3.582029","0","99","72.78548","1.826797","0.1760789"
"2023-04-18 07:14:13","34.64339","58.56116","0.02592829","28865.54","0.9999949","0.03806475","12.91249","0.7795169","3.616556","0","99","72.78248","1.888191","0.1814714"
"2023-04-18 07:29:13","34.68047","58.5503","0.02592755","28834.67","0.9999951","0.0380577","10.2229","0.7717313","3.655459","0","99","72.78648","1.892544","0.1922619"
"2023-04-18 07:44:13","34.73026","58.54982","0.02593234","28793.34","0.9999953","0.03805738","14.2305","0.7792925","3.700234","0","99","72.79148","1.878532","0.1908612"
"2023-04-18 07:59:14","34.77589","58.54265","0.02593393","28755.55","0.9999955","0.03805272","13.41763","0.7699836","3.744852","0","99","72.79047","1.875258","0.2010504"
"2023-04-18 08:14:14","34.86534","58.53925","0.02594137","28681.78","0.9999958","0.03805052","13.82907","0.7711642","3.826653","0","99","72.78748","1.836871","0.1923829"
"2023-04-18 08:29:14","34.97714","58.52461","0.02594626","28590.1","0.9999959","0.038041","10.61941","0.7667869","3.934467","0","99","72.77148","1.791073","0.1750285"
"2023-04-18 08:44:14","35.06783","58.49797","0.02594398","28516.17","0.9999959","0.03802368","19.81529","0.7538228","4.029886","0","99","72.76447","1.846241","0.188265"
"2023-04-18 08:59:14","35.17102","58.39611","0.02591146","28432.5","0.9999956","0.03795747","13.24587","0.7523358","4.177159","0","99","72.74248","1.851277","0.1967882"
"2023-04-18 09:14:14","35.35326","58.41087","0.02593472","28285.94","0.9999949","0.03796707","13.25455","0.7414347","4.332529","0","99","72.75047","1.82466","0.1749337"
"2023-04-18 09:29:14","35.54678","58.36652","0.02593398","28131.94","0.9999934","0.03793824","10.83413","0.7295442","4.530201","0","99","72.74747","1.864829","0.1966943"
"2023-04-18 09:44:14","35.80422","58.32952","0.02594153","27929.67","0.9999908","0.03791419","11.53406","0.7202891","4.781505","0","99","72.76247","1.849989","0.1871982"
"2023-04-18 09:59:14","36.04269","58.31232","0.02595509","27744.88","0.9999876","0.03790301","13.35644","0.7131114","5.005095","0","99","72.77948","1.761057","0.1781194"
"2023-04-18 10:14:14","36.26041","58.28236","0.02596094","27578.29","0.9999838","0.03788353","12.41051","0.7097068","5.217312","0","99","72.76648","1.88326","0.1855149"
"2023-04-18 10:29:14","36.48974","58.23817","0.02596122","27404.96","0.9999789","0.03785481","10.95295","0.6911211","5.448197","0","99","72.78748","1.757316","0.1722362"
"2023-04-18 10:44:14","36.70861","58.18339","0.02595556","27241.57","0.9999732","0.0378192","10.28739","0.6821871","5.676028","0","99","72.78147","1.840954","0.1898987"
"2023-04-18 10:59:14","36.92594","58.1179","0.02594467","27081.23","0.9999666","0.03777664","14.53052","0.6807345","5.909036","0","99","72.77148","1.789975","0.1796388"
"2023-04-18 11:14:14","37.11686","58.08392","0.02594473","26941.94","0.9999607","0.03775455","9.860039","0.6778592","6.100582","0","99","72.77647","1.7162","0.1742825"
"2023-04-18 11:29:14","37.10797","58.10228","0.02595192","26948.39","0.9999613","0.03776648","13.70739","0.6760072","6.082003","0","99","72.76247","1.831979","0.1788977"
"2023-04-18 11:44:14","37.35852","58.0235","0.02593678","26767.65","0.9999518","0.03771527","9.754219","0.674621","6.353487","0","99","72.75448","1.798885","0.1820494"
"2023-04-18 11:59:14","37.53286","57.98555","0.02593309","26643.32","0.9999449","0.03769061","10.72789","0.6745706","6.53296","0","99","72.74847","1.79014","0.1917125"
"2023-04-18 12:14:14","37.65662","57.9169","0.02591225","26555.76","0.9999388","0.03764599","12.4801","0.671523","6.685004","0","99","72.72948","1.782111","0.1730213"
"2023-04-18 12:29:14","37.80319","57.88387","0.02590819","26452.79","0.9999323","0.03762451","12.01539","0.6662387","6.837001","0","99","72.71348","1.832912","0.1917728"
"2023-04-18 12:44:14","37.84728","57.80647","0.0258777","26421.98","0.9999285","0.03757421","18.24544","0.6709909","6.922716","0","99","72.70647","1.783788","0.1855492"
"2023-04-18 12:59:14","37.9215","57.72683","0.02584819","26370.27","0.9999232","0.03752244","12.01804","0.6685234","7.037324","0","99","72.68347","1.830184","0.1799879"
"2023-04-18 13:14:14","37.93486","57.64223","0.02581236","26360.98","0.9999202","0.03746745","14.06466","0.6720007","7.099934","0","99","72.67847","1.895543","0.197132"
"2023-04-18 13:29:14","37.83137","57.54284","0.02576226","26433.09","0.9999218","0.03740284","12.62199","0.6744388","7.065293","0","99","72.66647","1.861114","0.1852654"
"2023-04-18 13:44:14","37.68037","57.36447","0.02567468","26539.01","0.9999232","0.0372869","12.9458","0.6787875","7.034507","0","99","72.68548","1.857912","0.1778301"
"2023-04-18 13:59:14","37.53636","57.19579","0.02559176","26640.84","0.9999245","0.03717727","16.38966","0.6744233","7.004099","0","99","72.67747","1.787779","0.1713016"
"2023-04-18 14:14:14","37.38704","57.02628","0.02550811","26747.24","0.9999261","0.03706708","14.61823","0.6896783","6.969143","0","99","72.65647","1.926407","0.1978505"
"2023-04-18 14:29:14","37.15078","56.78477","0.02538732","26917.33","0.9999292","0.03691011","14.85777","0.6908557","6.8973","0","99","72.64548","1.871352","0.185584"
"2023-04-18 14:44:14","36.95934","56.60581","0.02529664","27056.76","0.9999322","0.03679378","22.24408","0.7117096","6.828522","0","99","72.63348","1.929018","0.1995181"
"2023-04-18 14:59:14","36.69521","56.38942","0.02518468","27251.52","0.999937","0.03665312","17.81888","0.7274514","6.71446","0","99","72.65247","1.939893","0.2072491"
"2023-04-18 15:14:14","36.46258","56.17142","0.02507412","27425.38","0.9999405","0.03651142","18.0381","0.7381072","6.629865","0","99","72.62447","1.904058","0.1934487"
"2023-04-18 15:29:14","36.16677","55.94954","0.02495731","27649.69","0.999946","0.0363672","18.90027","0.7342137","6.487831","0","99","72.62848","1.979747","0.2125699"
"2023-04-18 15:44:14","35.86151","55.75288","0.02485046","27885.05","0.9999521","0.03623937","19.3595","0.7595489","6.320554","0","99","72.62447","1.925408","0.1921629"
"2023-04-18 15:59:14","35.529","55.59154","0.02475646","28146.03","0.9999595","0.0361345","31.81718","0.784258","6.105129","0","99","72.61147","1.948191","0.1956973"
"2023-04-18 16:14:14","35.30717","55.46109","0.02468375","28322.86","0.9999637","0.03604971","63.13203","0.7981725","5.974426","0","99","72.59048","1.928426","0.1944813"
"2023-04-18 16:29:14","35.07762","55.35477","0.02462058","28508.21","0.9999681","0.0359806","28.60685","0.8038718","5.821329","0","99","72.60047","1.918826","0.2026472"
"2023-04-18 16:44:14","34.90548","55.23321","0.02455522","28648.8","0.9999706","0.03590159","30.83125","0.8229793","5.731171","0","99","72.57547","1.932831","0.189855"
"2023-04-18 16:59:14","34.7269","55.15497","0.02450772","28796.12","0.9999738","0.03585073","159.9877","0.844026","5.608593","0","99","72.58548","2.056954","0.2097566"
"2023-04-18 17:14:14","34.49525","55.11406","0.02447161","28989.5","0.9999785","0.03582413","20.92661","0.8533973","5.413005","0","99","72.60047","1.972934","0.1981257"
"2023-04-18 17:29:14","34.29866","55.13426","0.02446393","29155.66","0.9999827","0.03583727","21.46777","0.8785351","5.214308","0","99","72.59547","1.959751","0.203467"
"2023-04-18 17:44:14","34.13609","55.13981","0.02445255","29294.51","0.9999855","0.03584088","20.33194","0.8240325","5.056674","0","99","72.59848","1.974118","0.2097042"
"2023-04-18 17:59:14","34.04362","55.17259","0.02445846","29374.08","0.9999872","0.03586219","20.41194","0.9084798","4.949673","0","99","72.58347","2.052088","0.198109"
"2023-04-18 18:14:14","33.91258","55.12594","0.02442744","29487.58","0.9999887","0.03583186","32.33368","0.8770445","4.852549","0","99","72.59947","1.973244","0.2092696"
"2023-04-18 18:29:14","33.89236","55.23139","0.02447004","29505.17","0.9999897","0.0359004","16.41177","0.9196607","4.771894","0","99","72.59547","1.942425","0.1907614"
"2023-04-18 18:44:14","33.83389","55.24577","0.02447092","29556.16","0.9999905","0.03590975","18.97757","0.9329824","4.70811","0","99","72.60047","1.969739","0.1985549"
"2023-04-18 18:59:14","33.81846","55.29345","0.02448958","29569.65","0.999991","0.03594074","28.67995","0.9414634","4.665857","0","99","72.59348","1.918287","0.1921158"
"2023-04-18 19:14:14","33.80137","55.40486","0.0245348","29584.6","0.9999919","0.03601316","60.72106","0.949244","4.585315","0","99","72.59547","1.920187","0.1993258"
"2023-04-18 19:29:14","33.77261","55.46368","0.02455686","29609.8","0.9999924","0.03605139","15.18922","0.9495546","4.524288","0","99","72.59848","1.986539","0.1977404"
"2023-04-18 19:44:14","33.73109","55.51788","0.02457578","29646.24","0.999993","0.03608662","14.58674","0.9704499","4.454009","0","99","72.61048","1.896798","0.1877914"
"2023-04-18 19:59:14","33.77567","55.68208","0.02464856","29607.12","0.9999934","0.03619335","25.53203","0.9711677","4.402123","0","99","72.61748","1.953971","0.1922184"
"2023-04-18 20:14:14","33.78497","55.77479","0.02468817","29598.96","0.9999938","0.03625361","17.69505","0.9605997","4.358071","0","99","72.62748","1.901","0.1884612"
"2023-04-18 20:29:14","33.78302","55.84762","0.02471842","29600.67","0.999994","0.03630095","15.92598","0.9602129","4.314878","0","99","72.65247","1.818144","0.1846947"
"2023-04-18 20:44:14","33.80151","55.94736","0.02476178","29584.48","0.9999943","0.03636579","16.97635","0.9583401","4.27572","0","99","72.66748","1.918471","0.2006479"
"2023-04-18 20:59:14","33.81853","56.04523","0.0248042","29569.59","0.9999945","0.0364294","15.02754","0.9554071","4.236387","0","99","72.69048","1.996369","0.2043097"
"2023-04-18 21:14:14","33.83144","56.11784","0.0248357","29558.31","0.9999946","0.0364766","17.4266","0.9605355","4.207548","0","99","72.71048","1.913783","0.1839385"
"2023-04-18 21:29:14","33.87401","56.22048","0.02488249","29521.16","0.9999948","0.03654331","18.1188","0.9538505","4.18957","0","99","72.73747","1.948145","0.2089199"
"2023-04-18 21:44:14","33.90608","56.29581","0.02491691","29493.23","0.9999948","0.03659228","12.14301","0.9515655","4.177185","0","99","72.74947","1.930852","0.1895541"
"2023-04-18 21:59:14","33.90784","56.32864","0.02493075","29491.7","0.9999949","0.03661361","15.0072","0.9466521","4.160446","0","99","72.75147","1.975058","0.1908974"
"2023-04-18 22:14:14","33.97278","56.43456","0.02498102","29435.33","0.9999949","0.03668246","15.83555","0.9404221","4.161539","0","99","72.75147","1.90993","0.1925606"
"2023-04-18 22:29:14","34.01325","56.49998","0.02501209","29400.31","0.9999949","0.03672499","12.60195","0.9420996","4.162543","0","99","72.75747","1.903913","0.1985411"
"2023-04-18 22:44:14","34.03627","56.559","0.02503886","29380.43","0.999995","0.03676335","12.62704","0.9229003","4.150963","0","99","72.75948","1.96465","0.1996041"
"2023-04-18 22:59:14","34.04755","56.62294","0.02506655","29370.69","0.9999951","0.03680491","19.97681","0.9359993","4.125819","0","99","72.74447","1.866144","0.1795287"
"2023-04-18 23:14:14","34.06249","56.67653","0.02509028","29357.8","0.9999952","0.03683975","12.30466","0.9266669","4.109852","0","99","72.73547","1.891137","0.1876911"
"2023-04-18 23:29:14","34.06353","56.71371","0.02510585","29356.91","0.9999952","0.03686391","14.35076","0.9210832","4.090184","0","99","72.72548","1.798037","0.1732239"
"2023-04-18 23:44:14","34.08309","56.78396","0.02513695","29340.06","0.9999952","0.03690957","12.9887","0.9213523","4.069312","0","99","72.71648","1.892465","0.1835414"
"2023-04-18 23:59:15","34.0887","56.83423","0.02515838","29335.24","0.9999953","0.03694225","11.52777","0.9153385","4.046679","0","99","72.72548","1.932062","0.1868983"
"2023-04-19 00:14:15","34.08834","56.8523","0.02516586","29335.54","0.9999953","0.036954","18.64101","0.904626","4.036372","0","99","72.74648","1.93368","0.1957115"
"2023-04-19 00:29:15","34.04945","56.86073","0.02516561","29369.05","0.9999954","0.03695947","13.25289","0.9079062","3.995908","0","99","72.76947","1.88633","0.1818323"
"2023-04-19 00:44:15","34.0827","56.94402","0.02520343","29340.4","0.9999954","0.03701362","14.69158","0.9013931","3.980624","0","99","72.77747","1.913204","0.1899612"
"2023-04-19 00:59:15","34.0792","57.0216","0.02523529","29343.41","0.9999954","0.03706404","15.6223","0.8993609","3.934775","0","99","72.78748","1.879788","0.18435"
"2023-04-19 01:14:15","34.06544","57.08527","0.02526036","29355.27","0.9999954","0.03710543","14.53101","0.885693","3.887255","0","99","72.78248","1.858872","0.1881442"
"2023-04-19 01:29:15","34.06563","57.10278","0.02526764","29355.1","0.9999953","0.03711681","11.52132","0.8829488","3.877849","0","99","72.78947","1.945318","0.1932269"
"2023-04-19 01:44:15","34.07769","57.17915","0.02530048","29344.71","0.9999953","0.03716645","12.64392","0.8863556","3.847181","0","99","72.78047","1.813088","0.1757427"
"2023-04-19 01:59:15","34.06364","57.1699","0.02529527","29356.81","0.9999953","0.03716044","13.39548","0.8862824","3.839357","0","99","72.75647","1.895017","0.1925028"
"2023-04-19 02:14:15","34.08607","57.241","0.02532693","29337.49","0.9999952","0.03720665","12.1789","0.8718306","3.821124","0","99","72.73747","1.89167","0.1877497"
"2023-04-19 02:29:15","34.08741","57.25471","0.02533274","29336.34","0.9999952","0.03721556","10.56592","0.8666576","3.814883","0","99","72.71648","1.904788","0.1963487"
"2023-04-19 02:44:15","34.12007","57.33725","0.02537014","29308.26","0.9999952","0.03726921","12.96441","0.859568","3.799836","0","99","72.69648","1.886765","0.1901952"
