H,rise_r2,rise_function,rise_params,rise_area,fall_r2,fall_function,fall_params,fall_area,tau_min,tau_max,n_rising,n_falling,storm,constituent
1.3135226543197072,0.38622158586734523,<function exp_func at 0x000001EB98F3A480>,[ 0.28789713 -6.4813214 ],0.3402855489298275,0.8670408051378945,<function exp_func at 0x000001EB98F3A480>,[1.41411629e+08 2.81096243e+01],0.25906332700905443,-0.6001872499998626,-0.5739049999998542,22,20,st2_down,Turbidity FNU
0.9393134798198526,0.8216855841847935,<function linear_func at 0x000001EB98F3A020>,[246.28741589 179.64459142],0.9215218711338686,0.555483228013276,<function linear_func at 0x000001EB98F3A020>,[103.84277323  98.28831102],0.9810589232793762,-0.6001872499998626,-0.5739049999998542,22,20,st2_down,fDOM RFU
1.9342915440721267,0.003860864750653503,<function linear_func at 0x000001EB98F3A020>,[ 9.43635926 18.35936278],1.0174169385142169,0.9879224247627838,<function exp_func at 0x000001EB98F3A480>,[2789.79090378   10.50134401],0.5259894464369737,-0.6168329999999287,-0.5380277499999693,29,28,st3_down,Turbidity FNU
0.8574479048966948,0.566727807606804,<function linear_func at 0x000001EB98F3A020>,[151.19311929 120.06585771],2.581845823924443,0.004047581501315012,<function linear_func at 0x000001EB98F3A020>,[-1.83500012 37.14956814],3.0110818501976553,-0.6168329999999287,-0.5380277499999693,29,28,st3_down,fDOM RFU
1.6692324205626983,0.7821892396117754,<function exp_func at 0x000001EB98F3A480>,[ 1.37633779e-27 -9.47413893e+01],0.05487877001022432,0.5441837319622828,<function exp_func at 0x000001EB98F3A480>,[ 0.68503092 -2.33640602],0.03287664997048445,-0.6753986666666757,-0.6653771666666822,114,6,st4_down,Turbidity FNU
1.5258161877709242,0.0034637938121637735,<function linear_func at 0x000001EB98F3A020>,[22.08613722 24.238526  ],0.09452525812777494,0.9874858843443289,<function exp_func at 0x000001EB98F3A480>,[644.28848751   6.93142386],0.061950619534236015,-0.6753986666666757,-0.6653771666666822,114,6,st4_down,fDOM RFU
1.9560767148315703,0.7283679381109611,<function exp_func at 0x000001EB98F3A480>,[ 1.48653060e-26 -9.13920687e+01],0.06260309022079295,0.8133438759790501,<function exp_func at 0x000001EB98F3A480>,[ 0.17802733 -4.3062854 ],0.032004414625519145,-0.6753986666666757,-0.6653771666666822,146,6,st4_up,Turbidity FNU
1.6273504158543428,0.019050288135542104,<function linear_func at 0x000001EB98F3A020>,[63.9166071  53.02847749],0.10201442460153928,0.9540347565160548,<function exp_func at 0x000001EB98F3A480>,[957.29253492   7.50448553],0.06268743572845233,-0.6753986666666757,-0.6653771666666822,146,6,st4_up,fDOM RFU
1.8863833770526939,0.058660124747347164,<function exp_func at 0x000001EB98F3A480>,[ 4.18076628e-13 -4.57385159e+01],0.11173977546393876,0.006963102959335887,<function exp_func at 0x000001EB98F3A480>,[5.03680551e+04 1.35770370e+01],0.05923492372930163,-0.6791114999997868,-0.6680989999999838,19,31,st5_down,Turbidity FNU
1.0079608769361625,0.11670451051387731,<function exp_func at 0x000001EB98F3A480>,[1.17131434e+12 3.82636644e+01],0.08317616286959438,0.18408343267093707,<function exp_func at 0x000001EB98F3A480>,[2.05402576e+04 1.17529361e+01],0.08251923737597823,-0.6791114999997868,-0.6680989999999838,19,31,st5_down,fDOM RFU
1.6362590844773448,0.1546452589926247,<function linear_func at 0x000001EB98F3A020>,[-258.3059827  -159.55644456],0.010319444254917877,1.0,<function linear_func at 0x000001EB98F3A020>,[383.52553545 258.28429722],0.006306729999432897,-0.6576988333332187,-0.656687166666643,44,2,st6_down,Turbidity FNU
1.127149071594039,0.7688969452088394,<function linear_func at 0x000001EB98F3A020>,[134.3799018   98.30570732],0.010108751911501873,1.0,<function linear_func at 0x000001EB98F3A020>,[160.13179573 114.10249523],0.008968424999193631,-0.6576988333332187,-0.656687166666643,44,2,st6_down,fDOM RFU
0.6396401344777204,0.25731866794715985,<function exp_func at 0x000001EB98F3A480>,[5.00538843e+17 5.88459156e+01],0.07716445792677944,0.40133743690570767,<function linear_func at 0x000001EB98F3A020>,[565.56611523 384.36542873],0.12063729864259666,-0.6734980000001087,-0.6580714999999296,15,119,st7_up,Turbidity FNU
0.6881449468029206,0.538351988342927,<function exp_func at 0x000001EB98F3A480>,[1.22434824e+14 4.60970369e+01],0.09046515373642444,0.15532667141539336,<function exp_func at 0x000001EB98F3A480>,[ 9.79849531e-05 -1.70782523e+01],0.1314623527451884,-0.6734980000001087,-0.6580714999999296,15,119,st7_up,fDOM RFU
