H,rise_r2,rise_function,rise_params,rise_area,fall_r2,fall_function,fall_params,fall_area,tau_min,tau_max,n_rising,n_falling,storm,constituent
1.0583530173336133,0.07651341829781333,<function exp_func at 0x0000022BB26C6E80>,[73.04640283  5.32860757],0.5102682048996816,0.3123966700710612,<function linear_func at 0x0000022BB26C6D40>,[303.12859627 110.65586787],0.48213421849095106,-0.3442489999999149,-0.3049330000000433,66,17,SP23_down_constituents,SSC (mg/L)
0.7396503924209569,1.0,<function linear_func at 0x0000022BB26C6D40>,[31.63009866 11.93506087],0.05213507291661905,0.11477094843304414,<function linear_func at 0x0000022BB26C6D40>,[-9.41847712 -0.51421458],0.07048610188115392,-0.3332288333333508,-0.3049330000000433,2,3,SP23_down_constituents,POC (mg/L)
1.0238277109818235,0.004956052308072723,<function exp_func at 0x0000022BB26C6E80>,[3.36404653 0.14012896],0.126379944487838,0.27819625078835486,<function exp_func at 0x0000022BB26C6E80>,[9.35881221 3.36711584],0.12343868322009276,-0.3442489999999149,-0.3049330000000433,66,13,SP23_down_constituents,DOC (mg/L)
1.5208719755067543,0.13529510290762126,<function exp_func at 0x0000022BB26C6E80>,[116.2451004    6.64710124],0.5350314195119146,0.2693641061128954,<function exp_func at 0x0000022BB26C6E80>,[1.32328155e+06 3.69560325e+01],0.35179254278365024,-0.3446893333332355,-0.3049330000000433,56,14,SP23_up_constituents,SSC (mg/L)
1.204499110308026,0.7298052697836819,<function exp_func at 0x0000022BB26C6E80>,[7.68239582 4.1174098 ],0.015581533646596153,0.837054151638887,<function linear_func at 0x0000022BB26C6D40>,[43.6668586  16.44087239],0.012936110548567773,-0.3446893333332355,-0.3364463333334697,7,3,SP23_up_constituents,POC (mg/L)
1.0647161155028984,0.09476300798141635,<function exp_func at 0x0000022BB26C6E80>,[5.14869989 1.05627592],0.14525584782779052,0.16616019756134415,<function linear_func at 0x0000022BB26C6D40>,[15.45331993  8.45098571],0.13642683313681384,-0.3446893333332355,-0.3049330000000433,62,15,SP23_up_constituents,DOC (mg/L)
9.80992528850857,0.0338759841774785,<function exp_func at 0x0000022BB26C6E80>,[ 2.52535854 -4.58338569],0.6415339808644199,0.7706553181586524,<function exp_func at 0x0000022BB26C6E80>,[7.11821382e+160 6.27930821e+002],0.06539641862674717,-0.6007361499999054,-0.5839195833330374,5,4,st2_down,SSC (mg/L)
1.5754656819704846,0.11044544951310276,<function exp_func at 0x0000022BB26C6E80>,[ 0.15400723 -5.68049631],0.0749413060038159,0.28346851191192757,<function exp_func at 0x0000022BB26C6E80>,[5.05963875e+10 3.98867490e+01],0.04756771719082097,-0.6007361499999054,-0.5839195833330374,5,4,st2_down,POC (mg/L)
1.18201257691485,0.24612056245875258,<function exp_func at 0x0000022BB26C6E80>,[1531.78096107    9.05168914],0.12101910250694713,0.954120818272338,<function linear_func at 0x0000022BB26C6D40>,[326.96998952 199.76171467],0.10238393809887958,-0.6007361499999054,-0.5839195833330374,5,4,st2_down,DOC (mg/L)
2.501583714359768,0.07935753466847173,<function exp_func at 0x0000022BB26C6E80>,[ 0.23823243 -7.10636495],0.5573253255271275,0.661534165512237,<function exp_func at 0x0000022BB26C6E80>,[1.92707688e+09 3.52398130e+01],0.22278899655763237,-0.583901916666529,-0.5411057166665008,8,6,st3_down,SSC (mg/L)
1.1260959065484086,0.5088108644830451,<function linear_func at 0x0000022BB26C6D40>,[0.29553111 0.20524393],0.0016693323112441055,1.0,<function linear_func at 0x0000022BB26C6D40>,[0.20047341 0.14740581],0.0014824068727509795,-0.583901916666529,-0.5411057166665008,5,2,st3_down,SRP (mg/L)
1.3396871936467216,0.05124351486371115,<function linear_func at 0x0000022BB26C6D40>,[0.10408253 0.10921895],0.0021685745011800297,1.0,<function linear_func at 0x0000022BB26C6D40>,[0.13684159 0.11479777],0.0016187170493710695,-0.583901916666529,-0.5411057166665008,5,2,st3_down,TP (mg/L)
1.1863076750775845,0.7649769266802954,<function exp_func at 0x0000022BB26C6E80>,[941.88010998  14.99920788],0.008884655591733062,1.0,<function linear_func at 0x0000022BB26C6D40>,[5.37430893 3.19806929],0.007489335000004958,-0.583901916666529,-0.5411057166665008,5,2,st3_down,PP (mg/L)
1.1899536949839553,0.12403772311784134,<function exp_func at 0x0000022BB26C6E80>,[ 0.06937527 -5.95014841],0.08459761213585108,0.28019769419561547,<function exp_func at 0x0000022BB26C6E80>,[12.87205588  3.64180344],0.07109319672896326,-0.583901916666529,-0.5411057166665008,8,6,st3_down,POC (mg/L)
