size,440,441,442,443,444,456,457,458,459,460,484,485,486,487,488,446,447,448,449,450,451,452,453,454,455,461,462,463,464,465,466,467,468,469,470,471,472,476,477,478,479,480,481,482,490,491,492,493,494,VC-BER-20,VC-BER-21,VC-BER-31,VC-BER-22,VC-BER-23,VC-BER-24,VC-BER-25,VC-BER-26,VC-BER-28,VC-BER-29,VC-BER-27,VC-BER-30,95,96,97,98,100,105,106,107,108,109,111,112,114,GS
45.32,0.07262,0.07158,0.07047,0.08434,0.06161,0.0677,0.06196,0.06662,0.06454,0.05909,0.06783,0.07148,0.0761,0.08517,0.07643,0.06852,0.06345,0.05638,0.05877,0.05512,0.06039,0.05784,0.05426,0.05439,0.06519,0.05345,0.05958,0.05791,0.06134,0.06512,0.0708,0.06026,0.06427,0.05814,0.06904,0.0631,0.05758,0.06718,0.0683,0.06886,0.06448,0.06916,0.06421,0.06158,0.0784,0.07183,0.06802,0.07922,0.0802,0.06199393,0.057272616,0.051326356,0.06309426,0.053554876,0.069559812,0.068986867,0.059078653,0.058048759,0.055486139,0.064490934,0.059766254,0.06064357,0.070951373,0.071861744,0.07661012,0.076210233,0.071419469,0.070588458,0.071263566,0.074236761,0.073178259,0.071079847,0.067879712,0.070809078,0.090658384
53.48,0.07124,0.06816,0.0681,0.0809,0.06075,0.06831,0.06058,0.06669,0.06443,0.05784,0.06323,0.06679,0.07194,0.08256,0.07235,0.06776,0.06145,0.0519,0.05917,0.05274,0.05759,0.0585,0.05418,0.05214,0.07231,0.05631,0.05814,0.05766,0.06184,0.06675,0.07236,0.06783,0.0737,0.05824,0.06848,0.0637,0.05903,0.07021,0.07303,0.06985,0.06661,0.0707,0.06486,0.06172,0.07589,0.06508,0.0595,0.07378,0.07326,0.05172287,0.048977056,0.038936559,0.057227098,0.058884872,0.068599198,0.074309425,0.057406517,0.053197422,0.055897266,0.065149473,0.065294982,0.070715374,0.080661129,0.082105263,0.082186058,0.079359792,0.071194017,0.074351411,0.073820628,0.080266281,0.075685685,0.08220904,0.071311833,0.078029956,0.09120638
63.11,0.06751,0.0626,0.06334,0.0733,0.0584,0.0676,0.0594,0.06608,0.06463,0.05748,0.05567,0.05903,0.06275,0.07374,0.06407,0.0653,0.05892,0.04726,0.05982,0.05035,0.05429,0.06027,0.05498,0.05066,0.0783,0.05999,0.05653,0.05687,0.06146,0.06834,0.0707,0.0756,0.08674,0.05894,0.06725,0.06499,0.06205,0.0717,0.07527,0.06865,0.0674,0.07014,0.06403,0.0595,0.06947,0.05559,0.04871,0.0648,0.0632,0.038689757,0.040734,0.028844077,0.051033432,0.066022432,0.064700232,0.077361749,0.054657944,0.047052394,0.055268483,0.064031487,0.068817505,0.079979692,0.088102434,0.092788688,0.085745941,0.080540876,0.069125734,0.075523788,0.073457409,0.084767959,0.076534352,0.094283164,0.070167793,0.080750867,0.085539374
74.48,0.05905,0.0536,0.05518,0.06264,0.05276,0.06269,0.05406,0.06102,0.05939,0.05263,0.04624,0.04922,0.05148,0.06204,0.05396,0.05976,0.053,0.04048,0.0562,0.04514,0.04826,0.05783,0.05277,0.04563,0.07937,0.06106,0.05202,0.0533,0.05806,0.06304,0.06543,0.07811,0.08724,0.0553,0.06062,0.06018,0.05949,0.0686,0.07372,0.0629,0.06417,0.06529,0.06038,0.0549,0.06037,0.04617,0.03854,0.05303,0.05043,0.023031118,0.031598383,0.020283139,0.043474389,0.070240082,0.053681415,0.073820619,0.047781285,0.03846497,0.051503841,0.058441558,0.069260737,0.083257984,0.087092777,0.092505892,0.080260816,0.074060054,0.062293539,0.07065464,0.06700664,0.079475077,0.070246499,0.086933697,0.062813249,0.077742168,0.073749878
87.89,0.04906,0.04453,0.04607,0.05124,0.04563,0.05622,0.0489,0.05519,0.05406,0.04912,0.03546,0.03833,0.04052,0.04904,0.0432,0.05392,0.04704,0.03458,0.05226,0.04068,0.0433,0.05572,0.05053,0.0407,0.07874,0.06327,0.04833,0.05032,0.05535,0.05847,0.0604,0.07999,0.08733,0.05312,0.05397,0.05511,0.05767,0.06266,0.06843,0.05517,0.05914,0.05863,0.05509,0.04921,0.04899,0.03605,0.02853,0.04006,0.03728,0.01092219,0.024081626,0.014608573,0.036924538,0.070240082,0.040458835,0.068226502,0.040779215,0.030569001,0.047263581,0.051611125,0.071243614,0.080264971,0.078307447,0.086692852,0.071215809,0.064868794,0.054446808,0.062949096,0.058667132,0.068343655,0.060834008,0.069557457,0.054641534,0.071894826,0.057755547
103.72,0.03788,0.03432,0.03617,0.0394,0.03753,0.04678,0.04107,0.04671,0.04536,0.04201,0.0251,0.02793,0.02913,0.03493,0.03107,0.04654,0.03891,0.02774,0.04493,0.03436,0.03613,0.05121,0.04544,0.03442,0.06975,0.0617,0.04135,0.04318,0.0474,0.04783,0.05067,0.07284,0.07664,0.04633,0.04462,0.0467,0.05127,0.05369,0.05844,0.04507,0.05031,0.04871,0.04695,0.04119,0.03704,0.02642,0.01964,0.02775,0.02527,0.003602222,0.017151158,0.010249563,0.030058078,0.059672785,0.027575295,0.057994156,0.032334929,0.022717641,0.04034696,0.042284367,0.071383582,0.071817808,0.064768861,0.072772977,0.057139744,0.051740585,0.044531794,0.051707511,0.047901321,0.053938286,0.048451182,0.051971232,0.044944432,0.059846949,0.041876012
122.39,0.02905,0.02567,0.02843,0.03076,0.03166,0.03769,0.03339,0.03804,0.03649,0.03447,0.01674,0.01945,0.01975,0.02396,0.02113,0.03999,0.03125,0.02185,0.03713,0.02829,0.02932,0.04583,0.03939,0.02814,0.05836,0.05846,0.03431,0.03653,0.03969,0.03847,0.04081,0.06056,0.06204,0.03866,0.03537,0.03755,0.04275,0.04542,0.04799,0.03581,0.04129,0.03898,0.03921,0.03386,0.02672,0.01872,0.01313,0.01782,0.01605,0.000850671,0.012172072,0.007539909,0.025120955,0.045304968,0.018421201,0.047294728,0.025635934,0.016851426,0.03338197,0.034642245,0.070777055,0.063114378,0.052515292,0.054076984,0.042137382,0.038354961,0.035587206,0.041316844,0.038675558,0.040214989,0.037418509,0.037849756,0.038243626,0.049630453,0.030231447
144.43,0.02099,0.01815,0.02101,0.02242,0.02479,0.02859,0.0258,0.02943,0.0282,0.02722,0.00985,0.01235,0.01218,0.01473,0.01256,0.03303,0.02385,0.01652,0.0289,0.02225,0.02244,0.0403,0.03262,0.0223,0.04467,0.05249,0.02701,0.0288,0.03049,0.02954,0.03044,0.04704,0.04814,0.03092,0.02712,0.02915,0.03448,0.0359,0.03664,0.02701,0.03214,0.02971,0.03082,0.02624,0.01759,0.01195,0.00774,0.01011,0.00907,0.000126025,0.008286809,0.005556755,0.020925884,0.030404153,0.012205459,0.035400441,0.01931317,0.012067004,0.025901055,0.027612717,0.061889099,0.051712883,0.039547097,0.037297722,0.029550656,0.02707409,0.027863003,0.031692005,0.030931729,0.028865304,0.028121745,0.028400441,0.030943561,0.03813199,0.021667502
170.44,0.01418,0.01211,0.01444,0.01566,0.01724,0.02026,0.01807,0.02079,0.02027,0.02004,0.00507,0.00704,0.00686,0.00854,0.00674,0.02588,0.01686,0.01161,0.02008,0.01566,0.01566,0.03277,0.02496,0.01624,0.03169,0.04269,0.02045,0.02256,0.02303,0.02266,0.02189,0.03377,0.03435,0.02351,0.01952,0.02072,0.02523,0.02584,0.02656,0.0191,0.0236,0.02143,0.02334,0.01982,0.01058,0.00705,0.00413,0.00499,0.00444,1.05E-05,0.005442867,0.004280469,0.017957673,0.019906377,0.007515398,0.025722076,0.013878728,0.008018647,0.018887698,0.022084048,0.047215807,0.039682808,0.027359091,0.022435192,0.019088961,0.017761693,0.021417999,0.024203918,0.025280042,0.020680435,0.021370983,0.022520867,0.026639791,0.029890771,0.015842816
201.13,0.00867,0.0073,0.00903,0.00991,0.01078,0.01272,0.01101,0.01299,0.01311,0.01323,0.00209,0.00336,0.00323,0.00426,0.00293,0.01795,0.01055,0.00722,0.012,0.00953,0.00944,0.02367,0.01725,0.0106,0.01997,0.03005,0.01409,0.01612,0.01563,0.01611,0.01453,0.02225,0.02202,0.01633,0.01275,0.01328,0.01658,0.01669,0.01744,0.0124,0.0158,0.01419,0.01592,0.01351,0.00549,0.00346,0.00179,0.00199,0.00176,0,0.003298973,0.003161264,0.014702536,0.012722469,0.003672939,0.017640478,0.009071337,0.004784422,0.012406388,0.016953565,0.030909557,0.028745497,0.017754234,0.012065986,0.011496967,0.010826608,0.015673858,0.017746388,0.020398379,0.014050692,0.015661768,0.018111187,0.023262149,0.022225129,0.011256608
237.35,0.00547,0.00448,0.00573,0.0064,0.00694,0.00813,0.00723,0.0083,0.00821,0.00827,0.0007,0.00139,0.00135,0.00187,0.00104,0.0125,0.00673,0.00477,0.00757,0.00643,0.00625,0.01578,0.01145,0.00662,0.01198,0.02149,0.00928,0.01122,0.01004,0.01168,0.00898,0.01385,0.01434,0.01086,0.00802,0.00827,0.0104,0.0108,0.01108,0.00793,0.01026,0.00914,0.0106,0.00908,0.00256,0.00147,0.00067,0.00067,0.00059,0,0.002345158,0.002336586,0.011961888,0.008782907,0.001525682,0.012480855,0.006970717,0.003535342,0.009343082,0.013002328,0.019525509,0.021284723,0.012004432,0.00615868,0.006738349,0.006359686,0.012414598,0.013217608,0.016998649,0.009439882,0.011842765,0.014856423,0.022336021,0.01660017,0.00911761
280.09,0.0038,0.00295,0.00408,0.00456,0.00565,0.00548,0.00573,0.00581,0.00485,0.00489,0.00019,0.00049,0.00048,0.00074,0.00032,0.00894,0.00464,0.0037,0.00558,0.00575,0.00559,0.0096,0.0073,0.00381,0.00703,0.01705,0.006,0.00781,0.00638,0.0086,0.00555,0.00868,0.00895,0.00706,0.00479,0.00486,0.0062,0.00764,0.00692,0.00519,0.00654,0.0058,0.00691,0.00597,0.00108,0.00053,0.0002,0.00019,0.00017,0,0.002205149,0.001590449,0.009062936,0.006048387,0.000508561,0.008907138,0.00750371,0.003947985,0.009165733,0.009020461,0.01136072,0.017329497,0.009440951,0.002953653,0.003832322,0.003573538,0.010836429,0.009445201,0.013453631,0.005811257,0.008255217,0.010866712,0.021355415,0.012047878,0.007877404
330.52,0.00263,0.00191,0.00286,0.00324,0.00458,0.00362,0.00451,0.00402,0.00271,0.00267,0.00004,0.00015,0.00015,0.00027,0.00008,0.0061,0.00309,0.00276,0.00398,0.0051,0.00494,0.00542,0.00438,0.00198,0.00402,0.01275,0.00364,0.00516,0.00378,0.00621,0.00318,0.00515,0.00548,0.00427,0.00269,0.00268,0.00345,0.0053,0.00423,0.0034,0.00408,0.0036,0.00445,0.00386,0.00041,0.00017,0.00004,0.00005,0.00004,0,0.002213899,0.001021029,0.006599321,0.003615128,0.00016952,0.006951912,0.00897728,0.004884795,0.009625229,0.006080005,0.006438519,0.014510553,0.007874016,0.001508248,0.002306658,0.002059327,0.00981209,0.006845171,0.010489764,0.003519494,0.005747792,0.008399391,0.020701678,0.00885604,0.007096486
390.04,0.00156,0.00109,0.0017,0.00202,0.00289,0.00202,0.00262,0.00225,0.00139,0.00132,0.00001,0.00004,0.00004,0.00009,0.00002,0.00345,0.0017,0.00155,0.00213,0.00314,0.00295,0.00276,0.00244,0.00095,0.00215,0.00709,0.00199,0.00299,0.00198,0.00398,0.00169,0.00285,0.00293,0.0023,0.0014,0.00136,0.00175,0.0031,0.0025,0.00211,0.00249,0.00221,0.00282,0.00248,0.00016,0.00005,0.00003,0.00001,0.00001,0,0.001828873,0.000706866,0.005085534,0.001992955,5.65E-05,0.006180685,0.007764981,0.004394085,0.008270925,0.004487258,0.003965755,0.01182216,0.006228405,0.000911233,0.001652802,0.001393074,0.008454473,0.005502609,0.008601026,0.00226448,0.004397639,0.007139482,0.019721072,0.007194715,0.005615793
460.27,0.00082,0.00056,0.00088,0.00114,0.00133,0.001,0.00105,0.00101,0.00072,0.00064,0,0.00002,0.00001,0.00003,0.00001,0.00166,0.00078,0.00064,0.00084,0.00117,0.00103,0.00134,0.00136,0.00047,0.00117,0.00281,0.00103,0.00154,0.00094,0.00232,0.00085,0.00151,0.0015,0.00115,0.00073,0.00069,0.00086,0.00157,0.00155,0.0013,0.00159,0.00144,0.00189,0.00169,0.00007,0.00003,0,0,0,0,0.001321339,0.000647961,0.005233944,0.001089173,0,0.006854151,0.00455657,0.002576227,0.005852526,0.004686351,0.003802459,0.010473128,0.005153186,0.00084839,0.001779941,0.001408216,0.00779772,0.006183345,0.009007831,0.002128066,0.004551942,0.008819361,0.02206363,0.007927268,0.004509739
