lab_ID,95,96,97,98,100,105,106,107,108,109,111,112,114
sample,DST201,DST202,DST203,DST204,DST206,DST301,DST302,DST303,DST304,DST305,DST306,DST307,DST308
sediment (mg),0.0069,0.0057,0.0021,0.0014,0.0008,0.006,0.0043,0.0029,0.0012,0.000953603,0.0005,0.0002,0.0001
SSC (mg/L),57.7261,48.0648,17.4259,11.4463,6.5306,49.0918,35.3851,23.6812,9.8888,7.95,4.0806,1.6455,0.8447
 D50,73.563,62.616,60.994,52.927,48.966,47.789,52.408,52.827,52.74,49.874,58.194,57.245,60.846
datetime,8/3/2022 15:02,8/3/2022 15:17,8/3/2022 15:47,8/3/2022 16:17,8/3/2022 18:17,8/8/2022 14:28,8/8/2022 14:43,8/8/2022 15:23,8/8/2022 16:13,8/8/2022 16:28,8/8/2022 16:58,8/8/2022 17:28,8/8/2022 17:58
volconc (uL/L),206.815,152.527,31.825,55.058,66.041,204.034,105.768,68.829,36.653,25.923,19.049,18.356,76.445
0.37,0.000415831,0.000472048,0.000534171,0.000563043,0.000696537,0.000661654,0.000983284,0.001162301,0.001200447,0.001234425,0.001364901,0.001198518,0.000484008
0.44,0.000430336,0.000491716,0.000565593,0.000599368,0.000726821,0.000695962,0.001021103,0.001162301,0.001173165,0.001234425,0.001259909,0.00114404,0.000484008
0.52,0.000454512,0.000524497,0.000597015,0.000653856,0.000772248,0.000740073,0.001077831,0.00117683,0.001145882,0.001195849,0.00110242,0.001035084,0.000497089
0.61,0.000478689,0.000557278,0.000659859,0.000726507,0.000832816,0.000798886,0.001153468,0.00117683,0.001118599,0.001157273,0.000892435,0.00087165,0.000510171
0.72,0.0005077,0.000603172,0.000754124,0.000799157,0.000893384,0.000867502,0.001229105,0.00117683,0.00103675,0.001080122,0.000734947,0.000762693,0.000523252
0.85,0.000546382,0.000655622,0.000816968,0.000871808,0.000969095,0.000950822,0.001323652,0.001205887,0.000982184,0.001041546,0.000629954,0.000653737,0.000549415
1.01,0.000643087,0.00078019,0.000974077,0.000998947,0.001135658,0.001137065,0.001531654,0.001380232,0.001091316,0.001157273,0.000734947,0.000762693,0.000667146
1.19,0.000899354,0.001088332,0.001319717,0.001380363,0.001544495,0.001592872,0.002080024,0.001888739,0.001500559,0.001581607,0.00110242,0.001089562,0.000941854
1.4,0.001334526,0.001619385,0.001916732,0.002034218,0.002271316,0.002381956,0.002987671,0.002687821,0.002128066,0.002275971,0.001679878,0.001634343,0.00141278
1.65,0.001668158,0.002025871,0.002419482,0.002542773,0.002816432,0.003004401,0.003640042,0.003312557,0.002619158,0.002816032,0.00220484,0.00201569,0.001792138
1.95,0.001992119,0.002393019,0.002796544,0.002978677,0.003285838,0.003582736,0.004197867,0.003879179,0.00311025,0.003394669,0.002729802,0.002560471,0.002197658
2.3,0.002369267,0.002819173,0.003330715,0.00354172,0.003861238,0.004190478,0.004774601,0.0044458,0.003655908,0.004011881,0.00330726,0.003105252,0.002655504
2.72,0.00273191,0.003212546,0.003802042,0.004050274,0.004421496,0.004808022,0.005322971,0.004997893,0.004228849,0.004706245,0.003989711,0.003704511,0.003139512
3.2,0.003152576,0.003697706,0.004461901,0.004685968,0.005042322,0.005454973,0.005871341,0.005564515,0.004856356,0.005477761,0.004724657,0.004412726,0.003688927
3.78,0.003727969,0.004399221,0.005310291,0.005503287,0.005905422,0.006400894,0.006608804,0.006290953,0.005674842,0.006365004,0.005564597,0.005175419,0.004356073
4.46,0.004603148,0.005461328,0.006535742,0.006702023,0.007162217,0.007773214,0.007658271,0.007293437,0.00687529,0.007676581,0.006719513,0.006373938,0.005311008
5.27,0.005720088,0.00679224,0.007949725,0.008191362,0.008782423,0.009508219,0.008972468,0.008557439,0.008266718,0.009296763,0.008031918,0.007681412,0.006475244
6.21,0.006962744,0.008208383,0.009332286,0.00995314,0.010811466,0.011551996,0.010579759,0.010097488,0.009903691,0.011109825,0.009449315,0.009043365,0.007783374
7.33,0.008234412,0.009611413,0.010557738,0.011823895,0.013113066,0.013884941,0.012423417,0.011913583,0.011786211,0.01307719,0.011024201,0.010405317,0.009143829
8.65,0.009733337,0.011375035,0.012191673,0.014203204,0.016035493,0.016855034,0.014635807,0.014121954,0.014214389,0.015430313,0.012914064,0.012094138,0.010818235
10.21,0.011372483,0.013407462,0.014265515,0.017127393,0.01945761,0.020109394,0.01728311,0.016708074,0.016915396,0.017899163,0.014908919,0.013891915,0.012924325
12.05,0.013224379,0.015774256,0.016622152,0.020396673,0.023000863,0.023574502,0.020242417,0.019497595,0.019643685,0.02048374,0.016903774,0.015853127,0.015370528
14.22,0.015985301,0.019301501,0.020109976,0.024937339,0.027755485,0.028652087,0.024336283,0.023507533,0.023654271,0.024379894,0.020106042,0.019448682,0.019164105
16.78,0.019336122,0.023307349,0.023912019,0.030004722,0.033115792,0.034484449,0.029413433,0.028737887,0.028701607,0.029626201,0.024673211,0.025495751,0.024475113
19.81,0.023528274,0.028329411,0.028216811,0.035616986,0.039157493,0.041203917,0.035473867,0.035174127,0.035276785,0.037032751,0.030867762,0.033776422,0.031238145
23.37,0.028232962,0.034059544,0.033369992,0.04184678,0.045820021,0.047722438,0.042196127,0.042438507,0.042970562,0.045750878,0.037534779,0.042983221,0.038812218
27.58,0.034344704,0.041382837,0.040188531,0.049420611,0.053557638,0.055162375,0.049722033,0.05048744,0.051319128,0.054739035,0.044464276,0.05104598,0.046412453
32.55,0.041587893,0.049984593,0.048955224,0.057975226,0.061492103,0.061744611,0.056898117,0.058129567,0.059313017,0.062724222,0.053021156,0.058291567,0.053737982
38.41,0.05043638,0.059904148,0.060549882,0.068073668,0.069986826,0.067640687,0.064471296,0.065858868,0.067688866,0.06978359,0.064307838,0.066354326,0.062842567
45.32,0.06064357,0.070951373,0.071861744,0.07661012,0.076210233,0.071419469,0.070588458,0.071263566,0.074236761,0.073178259,0.071079847,0.067879712,0.070809078
