Date_Time,SS (uL/L),SSC (mg/L),SRP (mg/L),TP (mg/L),PP (mg/L),POC (mg/L),DOC (mg/L),LAB ID
9/14/2023 16:00,5.62,,,,,,,
9/14/2023 17:45,95.963,30.76923077,,,,5.137,8.705,490
9/14/2023 18:00,80.18,30.18867925,,,,4.194,3.151,491
9/14/2023 18:15,70.51,29.16666667,,,,4.185,2.312,492
9/14/2023 18:45,64.437,20.41666667,,,,2.966,0.743,493
9/14/2023 19:15,46.07,18,,,,,,494
9/14/2023 20:00,39.3,19,,,,4.745,0,495
