H,rise_r2,rise_function,rise_params,rise_area,fall_r2,fall_function,fall_params,fall_area,tau_min,tau_max,n_rising,n_falling,storm,constituent
2.3306011546376055,0.13357960219542975,<function exp_func at 0x000001ED4C744AE0>,[0.02378697 0.05288772],164.95143003588905,0.7934470076890622,<function exp_func at 0x000001ED4C744AE0>,[5.75987328e-14 2.61582424e-01],70.77634442412263,117.5994847,127.9619715,73,10,SP23_down_constituents,SSC (mg/L)
-18.355351712835226,0.000335682766487988,<function linear_func at 0x000001ED442740E0>,[   4.81135593 -783.26970003],-1995.0679842541022,0.5028628241858528,<function exp_func at 0x000001ED4C744AE0>,[0.00025041 0.08641064],108.69135146340041,117.5994847,127.9619715,73,10,SP23_down_constituents,Turbidity FNU
4.53492064626414,0.1415817794363119,<function exp_func at 0x000001ED4C744AE0>,[0.0098904  0.05982926],149.25623365344907,0.8655183401031225,<function exp_func at 0x000001ED4C744AE0>,[6.18122082e-40 7.30394211e-01],32.91264507051653,118.6456473,127.9619715,63,7,SP23_up_constituents,SSC (mg/L)
-0.25505560309615927,0.011493933980217474,<function linear_func at 0x000001ED442740E0>,[   50.16376767 -6161.87114976],-28.260894027284294,0.6359936976959127,<function exp_func at 0x000001ED4C744AE0>,[1.3674797e-05 1.1008140e-01],110.80287468387655,117.5994847,127.9619715,69,16,SP23_up_constituents,Turbidity FNU
5.599004292528058,0.36169349977368515,<function log_func at 0x000001ED4C744C20>,[  554.17715782 -2276.57806499],14446.482718957575,0.8547492810628836,<function exp_func at 0x000001ED4C744AE0>,[0.77890125 0.0382019 ],2580.18782700999,86.95806867333333,131.89538626666666,4,4,st1_down,SSC (mg/L)
2.4875784560363003,0.5339782315936483,<function log_func at 0x000001ED4C744C20>,[ 192.21964878 -803.52252348],4387.214858483951,0.9980248597005914,<function exp_func at 0x000001ED4C744AE0>,[0.68366669 0.03603499],1763.6488400347882,86.95806867333333,131.89538626666666,4,4,st1_down,Turbidity FNU
3.615048199881946,0.458750100222337,<function log_func at 0x000001ED4C744C20>,[  332.60283055 -1389.88007542],6639.494243199484,0.9351921982808744,<function exp_func at 0x000001ED4C744AE0>,[1.16697543 0.03313339],1836.6267546353338,90.08984586733334,129.04596714666667,5,3,st1_up,SSC (mg/L)
2.425838451548259,0.6079077843719198,<function linear_func at 0x000001ED442740E0>,[   1.44829853 -103.87769141],2135.1595296639175,0.9993343701910539,<function exp_func at 0x000001ED4C744AE0>,[0.33290397 0.03768743],880.1738336290204,90.08984586733334,129.04596714666667,5,3,st1_up,Turbidity FNU
2.174638803962099,0.3971615227110713,<function log_func at 0x000001ED4C744C20>,[ 165.08973825 -649.03659476],316.2106808193362,0.9872650647351316,<function exp_func at 0x000001ED4C744AE0>,[4.89316183e-07 2.58816632e-01],145.4083686188317,64.02601483333333,70.877342496,5,4,st2_down,SSC (mg/L)
1.369413962189823,0.2973090867670114,<function log_func at 0x000001ED4C744C20>,[  35.67485422 -136.16649936],96.32722027726787,0.9987477275474943,<function exp_func at 0x000001ED4C744AE0>,[0.05980398 0.07611823],70.34192942156913,64.02601483333333,70.877342496,5,4,st2_down,Turbidity FNU
2.2792285281778564,0.8430469819755746,<function linear_func at 0x000001ED442740E0>,[   3.34576281 -207.79488232],228.56457971411143,0.9779315268667702,<function exp_func at 0x000001ED4C744AE0>,[2.20767187e-09 3.14724784e-01],100.28155443317429,66.37171209933334,74.54946965399999,6,8,st3_down,SSC (mg/L)
1.1017650013799447,0.96958972154876,<function exp_func at 0x000001ED4C744AE0>,[0.00076266 0.13640712],98.03952637960407,0.951104089588352,<function exp_func at 0x000001ED4C744AE0>,[0.00023795 0.15139528],88.98406307770803,66.37171209933334,74.54946965399999,6,8,st3_down,Turbidity FNU
1.4480475262282981,0.15695573059732193,<function log_func at 0x000001ED4C744C20>,[  424.98685462 -1736.00070959],524.8635040387292,0.02929808924348054,<function linear_func at 0x000001ED442740E0>,[ -1.37359983 169.59417975],362.4628988565252,71.98473381666666,77.394589608,5,4,st4_down,SSC (mg/L)
1.3244174270575824,0.9113873012164443,<function log_func at 0x000001ED4C744C20>,[ 185.00744897 -766.6216668 ],169.53523665419655,0.8872826255816042,<function exp_func at 0x000001ED4C744AE0>,[0.01945597 0.09495953],128.00740400316823,71.98473381666666,77.394589608,5,4,st4_down,Turbidity FNU
1.4524288468296496,0.36046323004871095,<function log_func at 0x000001ED4C744C20>,[  337.01192083 -1382.71521753],771.2324503657776,0.5221447442032295,<function log_func at 0x000001ED4C744C20>,[  261.98658745 -1080.65411742],530.9949964497179,67.46747831799999,79.37222910999999,4,8,st4_up,SSC (mg/L)
1.3580593645350316,0.69204400644088,<function log_func at 0x000001ED4C744C20>,[ 133.54545453 -546.11748876],327.0611012961051,0.8977733676016524,<function linear_func at 0x000001ED442740E0>,[  1.6120363  -98.12575129],240.82975298217787,67.46747831799999,79.37222910999999,4,8,st4_up,Turbidity FNU
1.4847441195835396,0.19943783366254275,<function log_func at 0x000001ED4C744C20>,[ 138.5059003  -557.09169589],56.53232061633144,0.002170507879547867,<function exp_func at 0x000001ED4C744AE0>,[9.88512266e+00 8.70917503e-03],38.075463556769876,66.49329689,68.63180973,9,5,st5_up,SSC (mg/L)
1.0016148687383957,0.6304232969141522,<function log_func at 0x000001ED4C744C20>,[-0.17254556  5.23146618],9.632994514913728,0.8646710846321235,<function exp_func at 0x000001ED4C744AE0>,[4.34775203e+00 5.00438912e-04],9.617463573645988,66.49329689,68.63180973,9,5,st5_up,Turbidity FNU
1.658838900116402,1.0,<function linear_func at 0x000001ED442740E0>,[  11.4918711  -714.96223558],234.48327567092926,0.7790270250129017,<function exp_func at 0x000001ED4C744AE0>,[1.28051428e-12 4.59346048e-01],141.35385639586545,64.48089872,68.99285289,2,8,st6_up,SSC (mg/L)
0.6654453719334458,1.0,<function linear_func at 0x000001ED442740E0>,[   37.79748412 -2609.55879007],18.298142860169687,0.8596977611561146,<function exp_func at 0x000001ED4C744AE0>,[3.36343889e-07 2.64056930e-01],27.49758827986825,69.18668426,70.03531721066666,2,6,st7_down,SSC (mg/L)
