storm_name,HI,tau_mid,c_rise,c_fall,rise,fall,tau_col,constituent_col,k,t_rise_mid,t_fall_mid,rise_bracket,fall_bracket,storm,constituent
st2_down,0.9279164825369703,64.605340673,0.45359032691508405,0.0326963862512448,"                     shear_stress  PP (mg/L)
Date_Time                                   
2022-08-03 14:30:00     58.333339       0.00
2022-08-03 15:02:00     61.869488       0.48
2022-08-03 15:17:00     70.156915       0.40","                     shear_stress  PP (mg/L)
Date_Time                                   
2022-08-03 15:17:00     70.156915       0.40
2022-08-03 15:47:00     67.998376       0.14
2022-08-03 18:17:00     66.101123       0.08",shear_stress,PP (mg/L),0.5,2022-08-03 15:06:57.108822272,,"{'x0': np.float64(61.86948752), 'x1': np.float64(70.15691506733333), 'y0': np.float64(0.48), 'y1': np.float64(0.4), 'x_mid': np.float64(64.605340673), 'y_mid': np.float64(0.45359032691508405), 'extrapolated': False}","{'x0': np.float64(66.101122928), 'x1': np.float64(67.998376186), 'y0': np.float64(0.08), 'y1': np.float64(0.14), 'x_mid': np.float64(64.605340673), 'y_mid': np.float64(0.032696386251244804), 'extrapolated': True}",st2_down,PP (mg/L)
st2_down,0.5988144904114852,64.605340673,6.07279049490557,2.4363155493229804,"                     shear_stress  POC (mg/L)
Date_Time                                    
2022-08-03 14:30:00     58.333339    1.820000
2022-08-03 15:02:00     61.869488    6.784352
2022-08-03 15:17:00     70.156915    5.715476
2022-08-03 15:47:00     67.998376    5.190304
2022-08-03 16:17:00     70.877342    5.458812","                     shear_stress  POC (mg/L)
Date_Time                                    
2022-08-03 16:17:00     70.877342    5.458812
2022-08-03 18:02:00     66.545412    2.088218
2022-08-03 18:17:00     66.101123    3.149352
2022-08-03 19:02:00     64.026015    2.160152",shear_stress,POC (mg/L),0.5,2022-08-03 15:22:05.243546624,2022-08-03 18:49:26.217692928,"{'x0': np.float64(61.86948752), 'x1': np.float64(67.998376186), 'y0': np.float64(6.78435168), 'y1': np.float64(5.190304398), 'x_mid': np.float64(64.605340673), 'y_mid': np.float64(6.07279049490557), 'extrapolated': False}","{'x0': np.float64(64.02601483333333), 'x1': np.float64(66.101122928), 'y0': np.float64(2.160152022), 'y1': np.float64(3.149352109), 'x_mid': np.float64(64.605340673), 'y_mid': np.float64(2.4363155493229804), 'extrapolated': False}",st2_down,POC (mg/L)
st2_down,0.28511004274399543,64.605340673,6.306618649176813,4.508538336539933,"                     shear_stress  DOC (mg/L)
Date_Time                                    
2022-08-03 14:30:00     58.333339       2.804
2022-08-03 15:02:00     61.869488       4.913
2022-08-03 15:17:00     70.156915       6.550
2022-08-03 15:47:00     67.998376       8.035
2022-08-03 16:17:00     70.877342       8.691","                     shear_stress  DOC (mg/L)
Date_Time                                    
2022-08-03 16:17:00     70.877342       8.691
2022-08-03 18:02:00     66.545412       8.124
2022-08-03 18:17:00     66.101123       8.073
2022-08-03 19:02:00     64.026015       3.128",shear_stress,DOC (mg/L),0.5,2022-08-03 15:22:05.243546624,2022-08-03 18:49:26.217692928,"{'x0': np.float64(61.86948752), 'x1': np.float64(67.998376186), 'y0': np.float64(4.913), 'y1': np.float64(8.035), 'x_mid': np.float64(64.605340673), 'y_mid': np.float64(6.306618649176813), 'extrapolated': False}","{'x0': np.float64(64.02601483333333), 'x1': np.float64(66.101122928), 'y0': np.float64(3.128), 'y1': np.float64(8.073), 'x_mid': np.float64(64.605340673), 'y_mid': np.float64(4.508538336539933), 'extrapolated': False}",st2_down,DOC (mg/L)
st3_down,0.6298154879658207,68.58718418699999,16.670097250241206,6.171011816142855,"                     shear_stress  SSC (mg/L)
Date_Time                                    
2022-08-08 13:15:00     62.624899    2.927000
2022-08-08 13:43:00     64.422767    8.479607
2022-08-08 13:58:00     65.622902   10.743802
2022-08-08 14:13:00     70.171737   19.837990
2022-08-08 14:28:00     73.048145   49.091802
2022-08-08 14:43:00     74.549470   35.385122","                     shear_stress  SSC (mg/L)
Date_Time                                    
2022-08-08 14:43:00     74.549470   35.385122
2022-08-08 15:23:00     73.649884   23.681202
2022-08-08 16:13:00     70.439187    9.888752
2022-08-08 16:43:00     69.146411    7.950000
2022-08-08 16:58:00     67.930071    4.080633
2022-08-08 17:28:00     67.382843    1.645549
2022-08-08 17:58:00     66.371712    0.844737
2022-08-08 18:13:00     66.902201    5.719422",shear_stress,SSC (mg/L),0.5,2022-08-08 14:07:46.491722240,2022-08-08 16:49:53.785897216,"{'x0': np.float64(65.62290178866667), 'x1': np.float64(70.17173693466667), 'y0': np.float64(10.74380165), 'y1': np.float64(19.83798975), 'x_mid': np.float64(68.58718418699999), 'y_mid': np.float64(16.670097250241206), 'extrapolated': False}","{'x0': np.float64(67.930071086), 'x1': np.float64(69.14641135133333), 'y0': np.float64(4.080633314), 'y1': np.float64(7.95), 'x_mid': np.float64(68.58718418699999), 'y_mid': np.float64(6.171011816142855), 'extrapolated': False}",st3_down,SSC (mg/L)
st3_down,-0.4877699897309118,68.58718418699999,0.017639246465372002,0.03443618318283544,"                     shear_stress  SRP (mg/L)
Date_Time                                    
2022-08-08 13:15:00     62.624899    0.002000
2022-08-08 13:58:00     65.622902    0.011474
2022-08-08 14:28:00     73.048145    0.026917
2022-08-08 15:23:00     73.649884    0.050940","                     shear_stress  SRP (mg/L)
Date_Time                                    
2022-08-08 15:23:00     73.649884    0.050940
2022-08-08 16:13:00     70.439187    0.038928
2022-08-08 18:13:00     66.902201    0.030349",shear_stress,SRP (mg/L),0.5,2022-08-08 14:09:58.590415104,2022-08-08 17:15:49.996046848,"{'x0': np.float64(65.62290178866667), 'x1': np.float64(73.04814460533333), 'y0': np.float64(0.0114741), 'y1': np.float64(0.0269172), 'x_mid': np.float64(68.58718418699999), 'y_mid': np.float64(0.017639246465372002), 'extrapolated': False}","{'x0': np.float64(66.90220141), 'x1': np.float64(70.43918741933332), 'y0': np.float64(0.030349), 'y1': np.float64(0.0389285), 'x_mid': np.float64(68.58718418699999), 'y_mid': np.float64(0.03443618318283544), 'extrapolated': False}",st3_down,SRP (mg/L)
st3_down,0.12204114584307901,68.58718418699999,0.04292408384173807,0.037685579465427964,"                     shear_stress  TP (mg/L)
Date_Time                                   
2022-08-08 13:15:00     62.624899   0.023000
2022-08-08 13:58:00     65.622902   0.029039
2022-08-08 14:28:00     73.048145   0.063819
2022-08-08 15:23:00     73.649884   0.073938","                     shear_stress  TP (mg/L)
Date_Time                                   
2022-08-08 15:23:00     73.649884   0.073938
2022-08-08 16:13:00     70.439187   0.040752
2022-08-08 18:13:00     66.902201   0.034896",shear_stress,TP (mg/L),0.5,2022-08-08 14:09:58.590415104,2022-08-08 17:15:49.996046848,"{'x0': np.float64(65.62290178866667), 'x1': np.float64(73.04814460533333), 'y0': np.float64(0.0290394), 'y1': np.float64(0.0638192), 'x_mid': np.float64(68.58718418699999), 'y_mid': np.float64(0.04292408384173807), 'extrapolated': False}","{'x0': np.float64(66.90220141), 'x1': np.float64(70.43918741933332), 'y0': np.float64(0.0348957), 'y1': np.float64(0.040752), 'x_mid': np.float64(68.58718418699999), 'y_mid': np.float64(0.037685579465427964), 'extrapolated': False}",st3_down,TP (mg/L)
st3_down,-0.38672859448599073,68.58718418699999,0.1039921689721442,0.1695695707269832,"                     shear_stress  PP (mg/L)
Date_Time                                   
2022-08-08 13:15:00     62.624899       0.00
2022-08-08 13:58:00     65.622902       0.10
2022-08-08 14:28:00     73.048145       0.11
2022-08-08 15:23:00     73.649884       0.17","                     shear_stress  PP (mg/L)
Date_Time                                   
2022-08-08 15:23:00     73.649884       0.17
2022-08-08 16:13:00     70.439187       0.29
2022-08-08 18:13:00     66.902201       0.06",shear_stress,PP (mg/L),0.5,2022-08-08 14:09:58.590415104,2022-08-08 17:15:49.996046848,"{'x0': np.float64(65.62290178866667), 'x1': np.float64(73.04814460533333), 'y0': np.float64(0.1), 'y1': np.float64(0.11), 'x_mid': np.float64(68.58718418699999), 'y_mid': np.float64(0.1039921689721442), 'extrapolated': False}","{'x0': np.float64(66.90220141), 'x1': np.float64(70.43918741933332), 'y0': np.float64(0.06), 'y1': np.float64(0.29), 'x_mid': np.float64(68.58718418699999), 'y_mid': np.float64(0.1695695707269832), 'extrapolated': False}",st3_down,PP (mg/L)
st3_down,0.40897658688264626,68.58718418699999,2.588354799312877,1.5297782878485797,"                     shear_stress  POC (mg/L)
Date_Time                                    
2022-08-08 13:15:00     62.624899    1.520000
2022-08-08 13:43:00     64.422767    1.524491
2022-08-08 13:58:00     65.622902    1.708333
2022-08-08 14:13:00     70.171737    3.058769
2022-08-08 14:28:00     73.048145    5.365092
2022-08-08 14:43:00     74.549470    5.121772","                     shear_stress  POC (mg/L)
Date_Time                                    
2022-08-08 14:43:00     74.549470    5.121772
2022-08-08 15:23:00     73.649884    2.266625
2022-08-08 16:13:00     70.439187    1.972202
2022-08-08 16:43:00     69.146411    1.539230
2022-08-08 16:58:00     67.930071    1.518672
2022-08-08 17:28:00     67.382843    1.611455
2022-08-08 17:58:00     66.371712    1.740515
2022-08-08 18:13:00     66.902201    1.492689",shear_stress,POC (mg/L),0.5,2022-08-08 14:07:46.491722240,2022-08-08 16:49:53.785897216,"{'x0': np.float64(65.62290178866667), 'x1': np.float64(70.17173693466667), 'y0': np.float64(1.708332563), 'y1': np.float64(3.058769377), 'x_mid': np.float64(68.58718418699999), 'y_mid': np.float64(2.588354799312877), 'extrapolated': False}","{'x0': np.float64(67.930071086), 'x1': np.float64(69.14641135133333), 'y0': np.float64(1.518672161), 'y1': np.float64(1.539230006), 'x_mid': np.float64(68.58718418699999), 'y_mid': np.float64(1.5297782878485797), 'extrapolated': False}",st3_down,POC (mg/L)
st3_down,-0.556410539774411,68.58718418699999,3.7341889552641665,8.418119207262343,"                     shear_stress  DOC (mg/L)
Date_Time                                    
2022-08-08 13:15:00     62.624899       2.804
2022-08-08 13:43:00     64.422767       3.359
2022-08-08 13:58:00     65.622902       3.424
2022-08-08 14:13:00     70.171737       3.900
2022-08-08 14:28:00     73.048145       5.279
2022-08-08 14:43:00     74.549470       7.207","                     shear_stress  DOC (mg/L)
Date_Time                                    
2022-08-08 14:43:00     74.549470       7.207
2022-08-08 15:23:00     73.649884       7.750
2022-08-08 16:13:00     70.439187       8.410
2022-08-08 16:58:00     67.930071       8.421
2022-08-08 17:28:00     67.382843       8.183
2022-08-08 18:13:00     66.902201       8.085",shear_stress,DOC (mg/L),0.5,2022-08-08 14:07:46.491722240,2022-08-08 16:46:12.896327936,"{'x0': np.float64(65.62290178866667), 'x1': np.float64(70.17173693466667), 'y0': np.float64(3.424), 'y1': np.float64(3.9), 'x_mid': np.float64(68.58718418699999), 'y_mid': np.float64(3.7341889552641665), 'extrapolated': False}","{'x0': np.float64(67.930071086), 'x1': np.float64(70.43918741933332), 'y0': np.float64(8.421), 'y1': np.float64(8.41), 'x_mid': np.float64(68.58718418699999), 'y_mid': np.float64(8.418119207262343), 'extrapolated': False}",st3_down,DOC (mg/L)
st4_down,0.7741986081870774,71.75828757900001,159.11655602246455,35.92873981035137,"                     shear_stress  SSC (mg/L)
Date_Time                                    
2023-07-29 14:00:00     66.121986   13.333333
2023-07-29 14:52:00     72.836323  187.000000
2023-07-29 15:07:00     75.179406  110.000000
2023-07-29 15:22:00     75.159540   53.333333
2023-07-29 15:37:00     77.394590   80.000000","                     shear_stress  SSC (mg/L)
Date_Time                                    
2023-07-29 15:37:00     77.394590   80.000000
2023-07-29 15:52:00     77.001830   43.333333
2023-07-29 16:07:00     72.540652   92.222222
2023-07-29 16:22:00     71.984734   52.222222",shear_stress,SSC (mg/L),0.5,2023-07-29 14:43:39.061351936,,"{'x0': np.float64(66.12198555), 'x1': np.float64(72.83632323333333), 'y0': np.float64(13.33333333), 'y1': np.float64(187.0), 'x_mid': np.float64(71.75828757900001), 'y_mid': np.float64(159.11655602246455), 'extrapolated': False}","{'x0': np.float64(71.98473381666666), 'x1': np.float64(72.54065239066666), 'y0': np.float64(52.22222222), 'y1': np.float64(92.22222222), 'x_mid': np.float64(71.75828757900001), 'y_mid': np.float64(35.92873981035137), 'extrapolated': True}",st4_down,SSC (mg/L)
st4_down,0.05658357118137436,71.75828757900001,0.015865467805190183,0.014967742978309401,"                     shear_stress  PP (mg/L)
Date_Time                                   
2023-07-29 14:00:00     66.121986     0.0000
2023-07-29 14:52:00     72.836323     0.0189
2023-07-29 15:07:00     75.179406     0.0695
2023-07-29 15:22:00     75.159540     0.0411
2023-07-29 15:37:00     77.394590     0.0757","                     shear_stress  PP (mg/L)
Date_Time                                   
2023-07-29 15:37:00     77.394590     0.0757
2023-07-29 15:52:00     77.001830     0.0663
2023-07-29 16:07:00     72.540652     0.0365
2023-07-29 16:22:00     71.984734     0.0212",shear_stress,PP (mg/L),0.5,2023-07-29 14:43:39.061351936,,"{'x0': np.float64(66.12198555), 'x1': np.float64(72.83632323333333), 'y0': np.float64(0.0), 'y1': np.float64(0.0189), 'x_mid': np.float64(71.75828757900001), 'y_mid': np.float64(0.015865467805190183), 'extrapolated': False}","{'x0': np.float64(71.98473381666666), 'x1': np.float64(72.54065239066666), 'y0': np.float64(0.0212), 'y1': np.float64(0.0365), 'x_mid': np.float64(71.75828757900001), 'y_mid': np.float64(0.014967742978309401), 'extrapolated': True}",st4_down,PP (mg/L)
st4_down,0.5550407965781257,71.75828757900001,25.149648129501003,11.190567398043196,"                     shear_stress  POC (mg/L)
Date_Time                                    
2023-07-29 14:00:00     66.121986    0.087680
2023-07-29 14:52:00     72.836323   29.943163
2023-07-29 15:07:00     75.179406    9.572804
2023-07-29 15:22:00     75.159540    6.933604
2023-07-29 15:37:00     77.394590    7.483181","                     shear_stress  POC (mg/L)
Date_Time                                    
2023-07-29 15:37:00     77.394590    7.483181
2023-07-29 15:52:00     77.001830    5.926426
2023-07-29 16:07:00     72.540652    8.284572
2023-07-29 16:22:00     71.984734   10.349461",shear_stress,POC (mg/L),0.5,2023-07-29 14:43:39.061351936,,"{'x0': np.float64(66.12198555), 'x1': np.float64(72.83632323333333), 'y0': np.float64(0.087679832), 'y1': np.float64(29.94316261), 'x_mid': np.float64(71.75828757900001), 'y_mid': np.float64(25.149648129501003), 'extrapolated': False}","{'x0': np.float64(71.98473381666666), 'x1': np.float64(72.54065239066666), 'y0': np.float64(10.34946128), 'y1': np.float64(8.284571536), 'x_mid': np.float64(71.75828757900001), 'y_mid': np.float64(11.190567398043196), 'extrapolated': True}",st4_down,POC (mg/L)
st4_down,-0.3926459943602715,71.75828757900001,3.271116452455567,5.385848157879664,"                     shear_stress  DOC (mg/L)
Date_Time                                    
2023-07-29 14:00:00     66.121986       2.804
2023-07-29 15:07:00     75.179406       3.128
2023-07-29 15:22:00     75.159540       3.553
2023-07-29 15:37:00     77.394590       3.926","                     shear_stress  DOC (mg/L)
Date_Time                                    
2023-07-29 15:37:00     77.394590       3.926
2023-07-29 15:52:00     77.001830       4.158
2023-07-29 16:07:00     72.540652       4.571
2023-07-29 16:22:00     71.984734       5.150",shear_stress,DOC (mg/L),0.5,2023-07-29 14:51:08.375094784,,"{'x0': np.float64(66.12198555), 'x1': np.float64(75.15953967066667), 'y0': np.float64(2.804), 'y1': np.float64(3.553), 'x_mid': np.float64(71.75828757900001), 'y_mid': np.float64(3.271116452455567), 'extrapolated': False}","{'x0': np.float64(71.98473381666666), 'x1': np.float64(72.54065239066666), 'y0': np.float64(5.15), 'y1': np.float64(4.571), 'x_mid': np.float64(71.75828757900001), 'y_mid': np.float64(5.385848157879664), 'extrapolated': True}",st4_down,DOC (mg/L)
st4_up,0.41572254670874276,72.74710733,77.71485035419734,45.40703484786158,"                     shear_stress  SSC (mg/L)
Date_Time                                    
2023-07-29 14:00:00     66.121986   13.333333
2023-07-29 15:16:00     75.040340  100.000000
2023-07-29 15:31:00     75.615060  105.555556
2023-07-29 15:46:00     79.372229   50.000000","                     shear_stress  SSC (mg/L)
Date_Time                                    
2023-07-29 15:46:00     79.372229   50.000000
2023-07-29 16:01:00     73.655492   68.888889
2023-07-29 16:16:00     71.187133   51.111111
2023-07-29 16:31:00     72.786455   45.263158
2023-07-29 16:46:00     69.165219   20.000000
2023-07-29 17:16:00     68.883405   15.454545
2023-07-29 17:46:00     68.593555   26.000000
2023-07-29 18:31:00     67.467478   21.000000",shear_stress,SSC (mg/L),0.5,2023-07-29 14:56:27.458280192,2023-07-29 16:30:37.857336320,"{'x0': np.float64(66.12198555), 'x1': np.float64(75.04034049866667), 'y0': np.float64(13.33333333), 'y1': np.float64(100.0), 'x_mid': np.float64(72.74710733), 'y_mid': np.float64(77.71485035419732), 'extrapolated': False}","{'x0': np.float64(71.18713283666666), 'x1': np.float64(72.78645539866666), 'y0': np.float64(51.11111111), 'y1': np.float64(45.26315789), 'x_mid': np.float64(72.74710733), 'y_mid': np.float64(45.40703484786158), 'extrapolated': False}",st4_up,SSC (mg/L)
st4_up,-0.883048596049467,72.74710733,0.007725782042606533,0.06605976312925926,"                     shear_stress  PP (mg/L)
Date_Time                                   
2023-07-29 14:00:00     66.121986     0.0000
2023-07-29 15:16:00     75.040340     0.0104
2023-07-29 15:31:00     75.615060     0.0700
2023-07-29 15:46:00     79.372229     0.0716","                     shear_stress  PP (mg/L)
Date_Time                                   
2023-07-29 15:46:00     79.372229     0.0716
2023-07-29 16:01:00     73.655492     0.0472
2023-07-29 16:16:00     71.187133     0.0605
2023-07-29 16:31:00     72.786455     0.0662
2023-07-29 17:16:00     68.883405     0.0183
2023-07-29 17:46:00     68.593555     0.0193",shear_stress,PP (mg/L),0.5,2023-07-29 14:56:27.458280192,2023-07-29 16:30:37.857336320,"{'x0': np.float64(66.12198555), 'x1': np.float64(75.04034049866667), 'y0': np.float64(0.0), 'y1': np.float64(0.0104), 'x_mid': np.float64(72.74710733), 'y_mid': np.float64(0.007725782042606533), 'extrapolated': False}","{'x0': np.float64(71.18713283666666), 'x1': np.float64(72.78645539866666), 'y0': np.float64(0.0605), 'y1': np.float64(0.0662), 'x_mid': np.float64(72.74710733), 'y_mid': np.float64(0.06605976312925926), 'extrapolated': False}",st4_up,PP (mg/L)
st4_up,0.43102769501497284,72.74710733,10.352064834969182,5.890038190506861,"                     shear_stress  POC (mg/L)
Date_Time                                    
2023-07-29 14:00:00     66.121986     0.08768
2023-07-29 15:16:00     75.040340    13.90500
2023-07-29 15:31:00     75.615060    11.14600
2023-07-29 15:46:00     79.372229     7.45200","                     shear_stress  POC (mg/L)
Date_Time                                    
2023-07-29 15:46:00     79.372229       7.452
2023-07-29 16:01:00     73.655492       7.501
2023-07-29 16:31:00     72.786455       5.920
2023-07-29 17:16:00     68.883405       2.948
2023-07-29 18:31:00     67.467478       4.275",shear_stress,POC (mg/L),0.5,2023-07-29 14:56:27.458280192,2023-07-29 16:31:27.219678976,"{'x0': np.float64(66.12198555), 'x1': np.float64(75.04034049866667), 'y0': np.float64(0.087679832), 'y1': np.float64(13.905), 'x_mid': np.float64(72.74710733), 'y_mid': np.float64(10.352064834969182), 'extrapolated': False}","{'x0': np.float64(68.88340474666667), 'x1': np.float64(72.78645539866666), 'y0': np.float64(2.948), 'y1': np.float64(5.92), 'x_mid': np.float64(72.74710733), 'y_mid': np.float64(5.890038190506861), 'extrapolated': False}",st4_up,POC (mg/L)
st4_up,0.3699604846513733,72.74710733,7.091680465475598,4.468038923475569,"                     shear_stress  DOC (mg/L)
Date_Time                                    
2023-07-29 14:00:00     66.121986      2.8035
2023-07-29 15:16:00     75.040340      8.5760
2023-07-29 15:31:00     75.615060      4.0310
2023-07-29 15:46:00     79.372229      4.1860","                     shear_stress  DOC (mg/L)
Date_Time                                    
2023-07-29 15:46:00     79.372229       4.186
2023-07-29 16:01:00     73.655492       4.351
2023-07-29 16:16:00     71.187133       4.311
2023-07-29 16:31:00     72.786455       4.472
2023-07-29 16:46:00     69.165219       4.663
2023-07-29 17:16:00     68.883405       4.974
2023-07-29 17:46:00     68.593555       4.939
2023-07-29 18:31:00     67.467478       5.252",shear_stress,DOC (mg/L),0.5,2023-07-29 14:56:27.458280192,2023-07-29 16:30:37.857336320,"{'x0': np.float64(66.12198555), 'x1': np.float64(75.04034049866667), 'y0': np.float64(2.8035), 'y1': np.float64(8.576), 'x_mid': np.float64(72.74710733), 'y_mid': np.float64(7.091680465475598), 'extrapolated': False}","{'x0': np.float64(71.18713283666666), 'x1': np.float64(72.78645539866666), 'y0': np.float64(4.311), 'y1': np.float64(4.472), 'x_mid': np.float64(72.74710733), 'y_mid': np.float64(4.468038923475569), 'extrapolated': False}",st4_up,DOC (mg/L)
st5_down,0.6484977080548866,65.92116148,59.2694096380262,20.83333333,"                     shear_stress  SSC (mg/L)
Date_Time                                    
2023-08-13 18:30:00     63.445700   13.330000
2023-08-13 18:45:00     66.830985   76.153846
2023-08-13 18:58:00     67.974764   41.200000
2023-08-13 19:02:00     67.931246   39.600000
2023-08-13 19:10:00     67.053310   27.600000
2023-08-13 21:02:00     68.396623   20.833333","                     shear_stress  SSC (mg/L)
Date_Time                                    
2023-08-13 21:02:00     68.396623   20.833333",shear_stress,SSC (mg/L),0.5,2023-08-13 18:40:58.117437952,,"{'x0': np.float64(63.44570037), 'x1': np.float64(66.83098523), 'y0': np.float64(13.33), 'y1': np.float64(76.15384615), 'x_mid': np.float64(65.92116148), 'y_mid': np.float64(59.26940963802619), 'extrapolated': False}",,st5_down,SSC (mg/L)
st5_down,0.2151178101419131,65.92116148,0.04994380112904292,0.0392,"                     shear_stress  PP (mg/L)
Date_Time                                   
2023-08-13 18:30:00     63.445700     0.0000
2023-08-13 18:45:00     66.830985     0.0683
2023-08-13 18:58:00     67.974764     0.0961
2023-08-13 19:02:00     67.931246     0.0968
2023-08-13 19:10:00     67.053310     0.0906
2023-08-13 21:02:00     68.396623     0.0392","                     shear_stress  PP (mg/L)
Date_Time                                   
2023-08-13 21:02:00     68.396623     0.0392",shear_stress,PP (mg/L),0.5,2023-08-13 18:40:58.117437952,,"{'x0': np.float64(63.44570037), 'x1': np.float64(66.83098523), 'y0': np.float64(0.0), 'y1': np.float64(0.0683), 'x_mid': np.float64(65.92116148), 'y_mid': np.float64(0.04994380112904292), 'extrapolated': False}",,st5_down,PP (mg/L)
st5_down,0.488601235254282,65.92116148,5.7117854038079345,2.921,"                     shear_stress  POC (mg/L)
Date_Time                                    
2023-08-13 18:30:00     63.445700       0.090
2023-08-13 18:45:00     66.830985       7.778
2023-08-13 18:58:00     67.974764       4.535
2023-08-13 19:02:00     67.931246       5.889
2023-08-13 19:10:00     67.053310       4.804
2023-08-13 21:02:00     68.396623       2.921","                     shear_stress  POC (mg/L)
Date_Time                                    
2023-08-13 21:02:00     68.396623       2.921",shear_stress,POC (mg/L),0.5,2023-08-13 18:40:58.117437952,,"{'x0': np.float64(63.44570037), 'x1': np.float64(66.83098523), 'y0': np.float64(0.09), 'y1': np.float64(7.778), 'x_mid': np.float64(65.92116148), 'y_mid': np.float64(5.7117854038079345), 'extrapolated': False}",,st5_down,POC (mg/L)
st5_down,0.3364026359601616,65.92116148,4.198328912941169,2.786,"                     shear_stress  DOC (mg/L)
Date_Time                                    
2023-08-13 18:30:00     63.445700       3.451
2023-08-13 18:45:00     66.830985       4.473
2023-08-13 18:58:00     67.974764       3.936
2023-08-13 19:02:00     67.931246       3.943
2023-08-13 19:10:00     67.053310       4.039
2023-08-13 21:02:00     68.396623       2.786","                     shear_stress  DOC (mg/L)
Date_Time                                    
2023-08-13 21:02:00     68.396623       2.786",shear_stress,DOC (mg/L),0.5,2023-08-13 18:40:58.117437952,,"{'x0': np.float64(63.44570037), 'x1': np.float64(66.83098523), 'y0': np.float64(3.451), 'y1': np.float64(4.473), 'x_mid': np.float64(65.92116148), 'y_mid': np.float64(4.198328912941169), 'extrapolated': False}",,st5_down,DOC (mg/L)
st5_up,0.47242752596299564,65.73568269500001,23.780877108246724,12.546136170767687,"                     shear_stress  SSC (mg/L)
Date_Time                                    
2023-08-13 17:30:00     62.839556   13.333333
2023-08-13 19:00:00     68.150730   43.200000
2023-08-13 19:15:00     66.504599   29.230769
2023-08-13 19:30:00     65.307222   25.000000
2023-08-13 19:45:00     65.746534   23.750000
2023-08-13 20:00:00     66.678810   22.222222
2023-08-13 20:15:00     67.419439   22.222222
2023-08-13 20:30:00     67.726088   21.904762
2023-08-13 20:45:00     68.631810   18.000000","                     shear_stress  SSC (mg/L)
Date_Time                                    
2023-08-13 20:45:00     68.631810    18.00000
2023-08-13 21:00:00     68.516799    20.50000
2023-08-13 21:15:00     67.615477    12.55814
2023-08-13 21:30:00     66.493297    18.00000
2023-08-13 21:45:00     66.771123    20.00000",shear_stress,SSC (mg/L),0.5,2023-08-13 19:44:37.768482048,,"{'x0': np.float64(65.30722214), 'x1': np.float64(65.74653445), 'y0': np.float64(25.0), 'y1': np.float64(23.75), 'x_mid': np.float64(65.73568269500001), 'y_mid': np.float64(23.780877108246724), 'extrapolated': False}","{'x0': np.float64(66.49329689), 'x1': np.float64(66.77112348), 'y0': np.float64(18.0), 'y1': np.float64(20.0), 'x_mid': np.float64(65.73568269500001), 'y_mid': np.float64(12.546136170767687), 'extrapolated': True}",st5_up,SSC (mg/L)
st5_up,-0.605907357566665,65.73568269500001,0.057902470168659737,0.14692603701286955,"                     shear_stress  PP (mg/L)
Date_Time                                   
2023-08-13 17:30:00     62.839556     0.0000
2023-08-13 19:00:00     68.150730     0.0071
2023-08-13 19:15:00     66.504599     0.0822
2023-08-13 19:30:00     65.307222     0.0580
2023-08-13 19:45:00     65.746534     0.0579
2023-08-13 20:00:00     66.678810     0.0583
2023-08-13 20:15:00     67.419439     0.0469
2023-08-13 20:30:00     67.726088     0.0177
2023-08-13 20:45:00     68.631810     0.0318","                     shear_stress  PP (mg/L)
Date_Time                                   
2023-08-13 20:45:00     68.631810     0.0318
2023-08-13 21:00:00     68.516799     0.0481
2023-08-13 21:15:00     67.615477     0.0188
2023-08-13 21:30:00     66.493297     0.0643
2023-08-13 21:45:00     66.771123     0.0340",shear_stress,PP (mg/L),0.5,2023-08-13 19:44:37.768482048,,"{'x0': np.float64(65.30722214), 'x1': np.float64(65.74653445), 'y0': np.float64(0.058), 'y1': np.float64(0.0579), 'x_mid': np.float64(65.73568269500001), 'y_mid': np.float64(0.057902470168659737), 'extrapolated': False}","{'x0': np.float64(66.49329689), 'x1': np.float64(66.77112348), 'y0': np.float64(0.0643), 'y1': np.float64(0.034), 'x_mid': np.float64(65.73568269500001), 'y_mid': np.float64(0.14692603701286952), 'extrapolated': True}",st5_up,PP (mg/L)
st5_up,0.4588210835549742,65.73568269500001,4.055402756515046,2.1946984695189835,"                     shear_stress  POC (mg/L)
Date_Time                                    
2023-08-13 17:30:00     62.839556     0.08768
2023-08-13 19:00:00     68.150730     5.55500
2023-08-13 19:15:00     66.504599     5.08100
2023-08-13 19:30:00     65.307222     4.78200
2023-08-13 19:45:00     65.746534     4.03700
2023-08-13 20:15:00     67.419439     5.16100
2023-08-13 20:45:00     68.631810     5.12400","                     shear_stress  POC (mg/L)
Date_Time                                    
2023-08-13 20:45:00     68.631810       5.124
2023-08-13 21:45:00     66.771123       3.242",shear_stress,POC (mg/L),0.5,2023-08-13 19:44:37.768482048,,"{'x0': np.float64(65.30722214), 'x1': np.float64(65.74653445), 'y0': np.float64(4.782), 'y1': np.float64(4.037), 'x_mid': np.float64(65.73568269500001), 'y_mid': np.float64(4.055402756515046), 'extrapolated': False}","{'x0': np.float64(66.77112348), 'x1': np.float64(68.63180973), 'y0': np.float64(3.242), 'y1': np.float64(5.124), 'x_mid': np.float64(65.73568269500001), 'y_mid': np.float64(2.1946984695189835), 'extrapolated': True}",st5_up,POC (mg/L)
