H,rise_r2,rise_function,rise_params,rise_area,fall_r2,fall_function,fall_params,fall_area,tau_min,tau_max,n_rising,n_falling,storm,constituent
1.7878260187067685,0.7378882180382129,<function exp_func at 0x0000022C945CC9A0>,[0.97702662 0.03900541],4168.472037580773,0.6607632552559068,<function log_func at 0x0000022C945CC860>,[  87.0335378  -363.92483925],2331.5870750085933,65.94706699,133.06465112666666,34,626,st1_down,Turbidity FNU
0.46925034971041923,0.6249563241297384,<function log_func at 0x0000022C945CC860>,[ 16.14218728 -48.36605962],1716.4950264768706,0.6691753846619171,<function log_func at 0x0000022C945CC860>,[  85.82013538 -338.60495555],3657.951512526614,65.94706699,133.06465112666666,34,626,st1_down,fDOM RFU
2.8770644107042864,0.7797304544040117,<function linear_func at 0x0000022C945CC900>,[   1.79676119 -124.444982  ],3703.3333487909617,0.9713681346464852,<function exp_func at 0x0000022C945CC9A0>,[0.17755249 0.04357357],1287.1916718348375,68.37621322,133.4714286,29,401,st1_up,Turbidity FNU
0.5277050626536944,0.5880379519212828,<function log_func at 0x0000022C945CC860>,[ 12.12823069 -37.09368972],1214.2385524291124,0.6503072547055556,<function log_func at 0x0000022C945CC860>,[  47.85731894 -184.62646994],2300.9795402056893,68.37621322,133.4714286,29,401,st1_up,fDOM RFU
1.2050076272027932,0.05069633217763059,<function exp_func at 0x0000022C945CC9A0>,[ 6.71700217e+01 -2.30512970e-02],100.1945517007664,0.737062599796878,<function log_func at 0x0000022C945CC860>,[  84.87796718 -345.82600423],83.14847926178682,64.04223102,71.1173216,16,26,st2_down,Turbidity FNU
0.7615129681825109,0.5282590354327485,<function log_func at 0x0000022C945CC860>,[ 116.2477679  -461.06181251],202.86262196884329,0.038311757602141894,<function log_func at 0x0000022C945CC860>,[8.25155007 2.88984865],266.39417901577144,64.04223102,71.1173216,16,26,st2_down,fDOM RFU
1.1191097040874782,0.9777800951658168,<function exp_func at 0x0000022C945CC9A0>,[0.00035114 0.1468622 ],108.10194058632331,0.9314136572995609,<function exp_func at 0x0000022C945CC9A0>,[0.00019772 0.15337597],96.59637495009447,64.58844886,74.72830861,14,43,st3_down,Turbidity FNU
0.6324166203334904,0.9330388543118127,<function exp_func at 0x0000022C945CC9A0>,[0.87278551 0.04703787],236.61904151384908,0.5977809238218541,<function linear_func at 0x0000022C945CC900>,[-0.43355293 67.09958321],374.15057401412605,64.58844886,74.72830861,14,43,st3_down,fDOM RFU
1.4074954172257348,0.8758295743005163,<function log_func at 0x0000022C945CC860>,[ 167.29953166 -691.22196774],357.4852348933105,0.848765372336875,<function log_func at 0x0000022C945CC860>,[ 135.39462212 -561.99100294],253.98678426814152,66.12198555,79.76729556,20,100,st4_down,Turbidity FNU
0.6858781599475834,0.07685420590488323,<function exp_func at 0x0000022C945CC9A0>,[5.33964087e+00 5.23476164e-03],106.76334555305134,0.18262935213797127,<function log_func at 0x0000022C945CC860>,[ 24.86298817 -95.21089909],155.65934562081765,66.12198555,79.76729556,20,100,st4_down,fDOM RFU
1.4160698253173611,0.8861486605050811,<function log_func at 0x0000022C945CC860>,[ 171.16612314 -705.73145675],403.30036877001504,0.5976011149980082,<function log_func at 0x0000022C945CC860>,[ 133.8265323  -553.74025928],284.8026005212206,64.21953746,79.76729556,28,124,st4_up,Turbidity FNU
0.6447849347543305,0.4292357347175826,<function log_func at 0x0000022C945CC860>,[ 10.47956826 -37.12759252],119.22996094474176,0.14223019983256624,<function log_func at 0x0000022C945CC860>,[ 25.82078168 -98.48083701],184.91430943585797,64.21953746,79.76729556,28,124,st4_up,fDOM RFU
1.568944433754929,0.4453959001918235,<function log_func at 0x0000022C945CC860>,[  86.68352948 -353.46879384],57.099156499331485,0.9139501145653903,<function log_func at 0x0000022C945CC860>,[  54.74613375 -223.18609821],36.39335802522783,62.23105898,68.63180973,23,27,st5_down,Turbidity FNU
1.0415119528514591,0.6652206851130908,<function log_func at 0x0000022C945CC860>,[  47.3718324  -190.36085974],49.17057780197228,0.7805773614492665,<function log_func at 0x0000022C945CC860>,[  9.81523487 -33.65779086],47.21076668141225,62.23105898,68.63180973,23,27,st5_down,fDOM RFU
1.158727321480628,0.7073679571956664,<function log_func at 0x0000022C945CC860>,[ 107.9926191  -438.22617666],106.33608653699974,0.37491343717650805,<function exp_func at 0x0000022C945CC9A0>,[1.25894932e-04 1.73005738e-01],91.76972404613963,62.10082303,69.69639606,4,42,st6_down,Turbidity FNU
0.5791619740014392,0.8786952577515164,<function log_func at 0x0000022C945CC860>,[ 10.29467963 -37.91696603],39.44119745759142,0.18161505726941318,<function linear_func at 0x0000022C945CC900>,[-0.17719599 20.64277913],68.10046105943657,62.10082303,69.69639606,4,42,st6_down,fDOM RFU
1.1637562782531479,0.9420953596204094,<function log_func at 0x0000022C945CC860>,[  87.0264972  -357.57051055],60.88976541376977,0.9045351700680999,<function exp_func at 0x0000022C945CC9A0>,[5.17596487e-08 2.77463433e-01],52.32175031112883,62.94506089,70.56959376,41,93,st7_up,Turbidity FNU
0.7450613102217288,0.7576775103820789,<function log_func at 0x0000022C945CC860>,[  33.11646512 -131.94257931],54.6205907931838,0.21503651438655635,<function log_func at 0x0000022C945CC860>,[ 25.52135278 -97.58791201],73.31019614604443,62.94506089,70.56959376,41,93,st7_up,fDOM RFU
