H,rise_r2,rise_function,rise_params,rise_area,fall_r2,fall_function,fall_params,fall_area,tau_min,tau_max,n_rising,n_falling,experiment,constituent
2.1877294251263013,1.0,<function linear_func at 0x000001ED8298B1A0>,[ -1.63009626 182.16331041],1736.5963993521448,0.8080778546926961,<function exp_func at 0x000001ED8298B600>,[5.40688824 0.14375448],793.7893870270947,11.492,22.75,2,13,Experiment1,SSC (mg/L)
1.0531219807400825,1.0,<function linear_func at 0x000001ED8298B1A0>,[-0.01899814  2.81620779],28.043008786048237,0.07173834337877416,<function log_func at 0x000001ED8298B9C0>,[0.10200181 2.07747576],26.62845263788055,11.492,22.75,2,13,Experiment1,DOC (mg/L)
1.4993290447842578,1.0,<function linear_func at 0x000001ED8298B1A0>,[ 0.10062878 10.04119224],130.47863691922586,0.6768970180745378,<function exp_func at 0x000001ED8298B600>,[1.70995452 0.08637677],87.02468439007714,11.667,22.75,2,4,Experiment1,POC (mg/L)
1.3239750358288715,0.9239500607388854,<function log_func at 0x000001ED8298B9C0>,[ 155.49868273 -317.32243082],1252.1508874259214,0.9376516855505358,<function log_func at 0x000001ED8298B9C0>,[ 211.22558484 -501.78207676],945.7511309055877,11.317,21.992,3,14,Experiment2,SSC (mg/L)
0.9644774496962374,0.7901785844574376,<function log_func at 0x000001ED8298B9C0>,[-0.07446447  2.87351598],28.45300899365967,0.07934509779297427,<function linear_func at 0x000001ED8298B1A0>,[-0.00741232  2.88700434],29.500958267734468,11.317,21.992,3,14,Experiment2,DOC (mg/L)
1.177374055488511,0.8779797895225717,<function log_func at 0x000001ED8298B9C0>,[  9.32551208 -16.72389351],95.76518021157116,0.9897624980451977,<function log_func at 0x000001ED8298B9C0>,[ 15.42548251 -35.34403354],81.337939939433,11.958,21.992,3,5,Experiment2,POC (mg/L)
1.307731889682476,1.0,<function linear_func at 0x000001ED8298B1A0>,[  9.21101851 -24.66872379],1312.5579397574277,0.8920164516188539,<function linear_func at 0x000001ED8298B1A0>,[  13.86649004 -131.30309896],1003.6903971777607,11.317,21.642,2,12,Experiment3,SSC (mg/L)
1.0170677163786872,1.0,<function linear_func at 0x000001ED8298B1A0>,[-0.01368421  3.01215368],28.772106907894738,0.3128215176986797,<function log_func at 0x000001ED8298B9C0>,[-0.11417827  3.0578969 ],28.289273609370916,11.317,21.642,2,12,Experiment3,DOC (mg/L)
1.006249942402653,1.0,<function linear_func at 0x000001ED8298B1A0>,[0.47630946 0.62185501],87.46510632976744,0.8443773946725683,<function log_func at 0x000001ED8298B9C0>,[ 11.10742681 -22.51844187],86.92184977514076,11.317,21.642,2,4,Experiment3,POC (mg/L)
2.169395859557267,0.16116639479728945,<function log_func at 0x000001ED8298B9C0>,[65.48551223  3.54550921],2096.545405418136,0.9158397068232522,<function log_func at 0x000001ED8298B9C0>,[ 106.10993134 -204.70814689],966.4190130085349,9.741,21.291,4,9,Experiment4,SSC (mg/L)
0.9685911993253747,0.959077216156891,<function exp_func at 0x000001ED8298B600>,[ 2.2387396  -0.00465675],24.057933786261877,0.7569252075164155,<function linear_func at 0x000001ED8298B1A0>,[-0.01980685  2.4578052 ],24.838067703917055,9.741,21.291,4,9,Experiment4,DOC (mg/L)
1.8887154894261367,0.10676150760142034,<function log_func at 0x000001ED8298B9C0>,[4.05094061 4.83935069],173.9429690181423,0.9555460830006678,<function log_func at 0x000001ED8298B9C0>,[  7.28204892 -11.52321698],92.09590856428713,10.383,21.291,4,3,Experiment4,POC (mg/L)
1.5742242216794888,0.012365317821898869,<function linear_func at 0x000001ED8298B1A0>,[ -0.86247559 146.8768479 ],1706.4140779850381,0.7155394819149525,<function log_func at 0x000001ED8298B9C0>,[  95.822103   -183.98074145],1083.971428266121,10.383,23.275,5,9,Experiment5,SSC (mg/L)
0.966529928734157,0.4553949771244181,<function exp_func at 0x000001ED8298B600>,[2.56822761e+00 1.63490447e-03],34.033839027359306,0.5791086822850752,<function log_func at 0x000001ED8298B9C0>,[-0.18035622  3.2358826 ],35.21240058435922,10.383,23.275,5,9,Experiment5,DOC (mg/L)
1.8348553138688322,0.09919518929022242,<function log_func at 0x000001ED8298B9C0>,[2.66431316 6.90568503],163.275907979234,0.9482779345181817,<function exp_func at 0x000001ED8298B600>,[2.34942657 0.07188036],88.98571279441278,10.558,21.991,3,3,Experiment5,POC (mg/L)
1.1812082633028087,0.6318607095163233,<function exp_func at 0x000001ED8298B600>,[0.00304037 0.90219979],22.805442667022298,0.9194304456643675,<function log_func at 0x000001ED8298B9C0>,[  496.1373856  -1127.79427565],19.30687701358893,9.917,10.617,8,4,Experiment6,SSC (mg/L)
0.9959217406044258,0.38705398435390914,<function log_func at 0x000001ED8298B9C0>,[ 1.99096895 -1.32833279],2.315682927905468,0.017067338377795394,<function exp_func at 0x000001ED8298B600>,[2.29131146 0.03616588],2.325165556181229,9.917,10.617,8,4,Experiment6,DOC (mg/L)
0.775554171609698,0.19231577555321555,<function exp_func at 0x000001ED8298B600>,[0.58813915 0.17927007],1.9767858775595837,1.0,<function linear_func at 0x000001ED8298B1A0>,[-0.29422934  7.90158596],2.5488688603875014,10.092,10.617,4,2,Experiment6,POC (mg/L)
0.8085980794518542,0.9584445747312044,<function exp_func at 0x000001ED8298B600>,[0.39825957 0.62619251],114.06832831345478,0.6470047720711076,<function exp_func at 0x000001ED8298B600>,[0.28604516 0.68722063],141.0692545680807,8.283,9.392,4,7,Experiment8,SSC (mg/L)
0.9399129092435728,0.4913604049745668,<function log_func at 0x000001ED8298B9C0>,[-1.67528304  6.25714269],2.8920443185182227,0.16592947812643333,<function exp_func at 0x000001ED8298B600>,[1.48351514 0.07081207],3.0769279686196613,8.283,9.392,4,7,Experiment8,DOC (mg/L)
1.1357042669104318,0.9062377532403183,<function exp_func at 0x000001ED8298B600>,[0.03107502 0.65723783],10.40066466260882,0.9408330881400203,<function exp_func at 0x000001ED8298B600>,[3.69258614e-04 1.13618144e+00],9.157898729131988,8.458,9.392,3,4,Experiment8,POC (mg/L)
