Date,Site,Turbidity FNU_downstream,fDOM RFU_downstream,Turbidity FNU_upstream,fDOM RFU_upstream
2023-08-13 19:00:00,Upstream,15.232,9.628,4.5108224299065425,2.061925233644861
2023-08-13 19:15:00,Upstream,10.95,9.638,4.509327102803739,2.0649096573208734
2023-08-13 19:30:00,Upstream,9.21,9.163999999999998,4.507831775700935,2.0678940809968855
2023-08-13 19:45:00,Upstream,7.968000000000001,8.588,4.506336448598131,2.070878504672898
2023-08-13 20:00:00,Upstream,7.553999999999999,8.435999999999998,4.5048411214953274,2.0738629283489107
2023-08-13 20:15:00,Upstream,7.292,8.241999999999999,4.503345794392524,2.076847352024923
2023-08-13 20:30:00,Upstream,7.269999999999999,8.01,4.50185046728972,2.0798317757009355
2023-08-13 20:45:00,Upstream,7.645999999999999,7.856,4.500355140186916,2.082816199376948
2023-08-13 21:00:00,Upstream,7.839999999999999,7.772,4.498859813084112,2.0858006230529607
2023-08-13 21:15:00,Upstream,8.022,7.676,4.497364485981309,2.088785046728973
2023-08-13 21:30:00,Upstream,7.877999999999998,7.63,4.495869158878505,2.0917694704049854
2023-08-13 21:45:00,Upstream,7.308,7.62,4.494373831775701,2.094753894080998
2023-08-13 22:00:00,Upstream,6.647999999999999,7.56,4.492878504672897,2.09773831775701
2023-08-28 12:20:00,Downstream,24.83,6.556,2.3736183956468313,6.848873091100581
2023-08-28 12:35:00,Downstream,24.844,8.574000000000002,2.373576268211339,6.8489805160610855
2023-08-28 12:50:00,Downstream,16.478,9.472,2.3735341407758463,6.849087941021591
2023-08-28 13:05:00,Downstream,13.218,9.494,2.3734920133403543,6.849195365982097
2023-08-28 13:20:00,Downstream,11.844,9.21,2.373449885904862,6.849302790942603
2023-08-28 14:05:00,Downstream,11.214,8.93,2.373323503598385,6.849625065824119
2023-08-28 14:35:00,Downstream,11.264,8.786,2.3732392487274,6.84983991574513
2023-08-28 15:20:00,Downstream,8.816666666666666,9.347333333333333,2.373112866420923,6.850162190626647
2023-09-14 17:52:00,Upstream,1.9736919540229885,5.564441732979664,13.0708,8.126800000000001
2023-09-14 18:07:00,Upstream,1.9725885057471264,5.564956321839081,13.6436,7.708800000000002
2023-09-14 18:22:00,Upstream,1.9714850574712643,5.565470910698497,12.4716,7.701600000000001
2023-09-14 18:37:00,Upstream,1.9703816091954023,5.565985499557914,11.198400000000001,8.044000000000002
2023-09-14 18:52:00,Upstream,1.9692781609195402,5.56650008841733,9.9956,8.6972
2023-09-14 19:09:00,Upstream,1.9680275862068966,5.567083289124668,8.863199999999999,9.6288
2023-09-14 17:45:00,Upstream,1.974206896551724,5.564201591511937,11.986,8.162000000000003
2023-09-14 18:00:00,Upstream,1.973103448275862,5.564716180371353,13.777999999999995,7.898000000000001
2023-09-14 18:15:00,Upstream,1.972,5.565230769230769,13.098,7.6560000000000015
2023-09-14 18:45:00,Upstream,1.9697931034482759,5.566259946949603,10.52,8.268
2023-09-14 19:15:00,Upstream,1.9675862068965517,5.567289124668435,8.504,9.806
2023-09-14 20:00:00,Upstream,1.9642758620689655,5.568832891246685,6.483999999999999,11.230000000000002
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
