Date,Site,Turbidity FNU_downstream,fDOM RFU_downstream,Turbidity FNU_upstream,fDOM RFU_upstream
2021-07-23 15:50:00,Downstream,92.5304,25.148400000000002,95.886,18.796
2021-07-23 16:09:00,Downstream,197.94776,25.114,137.97320000000002,17.6696
2021-07-23 16:40:00,Downstream,78.19297999999999,37.8446,60.35799999999999,27.986
2021-07-23 16:55:00,Downstream,74.057744,40.254799999999996,45.71199999999999,30.934000000000005
2021-07-23 19:19:00,Downstream,20.5702,52.5872,13.346799999999995,39.0732
2021-07-23 21:02:00,Upstream,16.9712,54.248400000000004,9.030799999999994,38.27
2021-07-23 14:54:00,Upstream,12.2292,21.9376,10.092,16.56
2021-07-23 15:02:00,Upstream,18.771,21.957,13.925600000000001,16.904799999999998
2021-07-23 16:13:00,Upstream,182.64055999999997,27.346000000000004,126.08439999999999,19.1732
2021-07-23 16:58:00,Upstream,73.380716,40.6742,43.206399999999995,31.4764
2021-07-23 17:58:00,Upstream,35.428628,47.754,20.805599999999995,37.244
2021-07-23 20:13:00,Upstream,12.142,54.304,10.360799999999996,38.99920000000001
2022-08-03 15:02:00,Upstream,16.7956,17.3128,3.141220368453393,5.54332414519569
2022-08-03 15:17:00,Upstream,19.789199999999997,24.932000000000002,3.1412530097882865,5.543251314638888
2022-08-03 15:47:00,Upstream,10.3628,33.9084,3.141318292458074,5.5431056535252825
2022-08-03 16:17:00,Upstream,13.1524,36.4032,3.141383575127861,5.542959992411678
2022-08-03 18:02:00,Upstream,9.594133333333334,37.71106666666667,3.1416120644721173,5.54245017851406
2022-08-03 18:17:00,Upstream,9.120533333333332,37.13893333333333,3.141644705807011,5.542377347957258
2022-08-03 19:02:00,Upstream,7.762,35.12893333333333,3.141742629811692,5.54215885628685
2022-08-08 13:43:00,Upstream,5.611866666666667,18.7592,3.1567162981719297,5.508749052196305
2022-08-08 13:58:00,Upstream,7.4348,20.030533333333334,3.1567489395068233,5.508676221639503
2022-08-08 14:13:00,Upstream,9.4148,21.281866666666666,3.156781580841717,5.5086033910827
2022-08-08 14:28:00,Upstream,15.552400000000002,26.152,3.1568142221766107,5.508530560525898
2022-08-08 14:43:00,Upstream,20.7572,31.234400000000004,3.1568468635115043,5.508457729969095
2022-08-08 15:23:00,Upstream,14.5328,35.32,3.156933907071221,5.508263515150955
2022-08-08 16:13:00,Upstream,9.288,37.6628,3.157042711520867,5.50802074662828
2022-08-08 16:43:00,Upstream,8.148533333333333,38.01773333333333,3.157107994190654,5.507875085514675
2022-08-08 16:58:00,Upstream,7.599866666666667,38.20333333333333,3.157140635525548,5.5078022549578725
2022-08-08 17:28:00,Upstream,6.785333333333334,38.65133333333333,3.157205918195335,5.507656593844267
2022-08-08 17:58:00,Upstream,6.1841333333333335,39.0668,3.1572712008651225,5.507510932730662
2022-08-08 18:13:00,Upstream,5.973199999999999,39.0004,3.157303842200016,5.50743810217386
2023-07-29 14:52:00,Downstream,28.3628,6.9968,33.437200000000004,6.950000000000002
2023-07-29 15:07:00,Downstream,35.57320000000001,7.1008,39.592,7.194800000000002
2023-07-29 15:22:00,Downstream,34.972,7.936,37.0576,8.0852
2023-07-29 15:37:00,Downstream,32.5424,8.77,33.8844,8.9596
2023-07-29 15:52:00,Downstream,26.484800000000003,9.6544,26.919200000000004,9.907200000000001
2023-07-29 16:07:00,Downstream,20.574,10.4076,20.8976,10.7044
2023-07-29 16:22:00,Downstream,17.004,10.905999999999999,17.011599999999998,11.237599999999999
2023-07-29 15:16:00,Upstream,35.400000000000006,7.6048,37.7552,7.726800000000002
2023-07-29 15:31:00,Upstream,33.9568,8.4388,35.681999999999995,8.604400000000002
2023-07-29 15:46:00,Upstream,29.176,9.304,29.9968,9.523200000000001
2023-07-29 16:01:00,Upstream,22.698800000000002,10.1476,22.9848,10.4212
2023-07-29 16:16:00,Upstream,18.052000000000003,10.730799999999999,18.418,11.054400000000001
2023-07-29 16:31:00,Upstream,15.383600000000001,11.1292,15.443999999999999,11.464400000000001
2023-07-29 16:46:00,Upstream,13.184000000000001,11.4248,13.4284,11.7792
2023-07-29 17:16:00,Upstream,10.696400000000002,11.975999999999999,11.5524,12.388
2023-07-29 17:46:00,Upstream,8.949466666666666,12.485066666666667,11.0896,12.838000000000001
2023-07-29 18:31:00,Upstream,9.017733333333334,12.996133333333333,12.7316,13.8624
2023-08-13 18:45:00,Downstream,13.716,7.442,4.512317757009345,2.058940809968848
2023-08-13 18:58:00,Downstream,16.1544,9.5616,4.511021806853583,2.061527310488059
2023-08-13 19:02:00,Downstream,14.494399999999999,9.6416,4.5106230529595015,2.0623231568016624
2023-08-13 19:10:00,Downstream,11.944,9.69,4.509825545171339,2.063914849428869
2023-08-13 21:02:00,Downstream,7.864266666666666,7.7592,4.4986604361370714,2.0861985462097623
