Date_Time,P3_WSE,P3_gw_left,P3_gw_right,P3_h_left,P3_h_right,P3_h_average
2021-08-12 00:00:00,2724.218019,2723.226396,2723.846622,-0.9916229999998905,-0.37139699999988807,-0.6815099999998893
2021-08-12 00:15:00,2724.218789,2723.226586,2723.845222,-0.9922029999997903,-0.3735670000000937,-0.682884999999942
2021-08-12 00:30:00,2724.217429,2723.235916,2723.846309,-0.9815129999997225,-0.3711199999997916,-0.6763164999997571
2021-08-12 00:45:00,2724.219958,2723.224671,2723.846672,-0.9952870000001894,-0.37328600000000733,-0.6842865000000984
2021-08-12 01:00:00,2724.218792,2723.231134,2723.844347,-0.9876580000000104,-0.3744449999999233,-0.6810514999999668
2021-08-12 01:15:00,2724.217049,2723.228346,2723.847367,-0.9887029999999868,-0.3696820000000116,-0.6791924999999992
2021-08-12 01:30:00,2724.219375,2723.225558,2723.845068,-0.9938170000000355,-0.37430700000004435,-0.6840620000000399
2021-08-12 01:45:00,2724.219765,2723.227697,2723.846062,-0.9920680000000175,-0.3737029999997503,-0.6828854999998839
2021-08-12 02:00:00,2724.219385,2723.232884,2723.846517,-0.986500999999862,-0.3728679999999258,-0.6796844999998939
2021-08-12 02:15:00,2724.219385,2723.232882,2723.848544,-0.9865030000000843,-0.3708409999999276,-0.6786720000000059
2021-08-12 02:30:00,2724.218802,2723.231429,2723.844345,-0.9873729999999341,-0.374456999999893,-0.6809149999999136
2021-08-12 02:45:00,2724.220552,2723.231426,2723.846095,-0.9891260000003967,-0.37445700000034776,-0.6817915000003723
2021-08-12 03:00:00,2724.220938,2723.227858,2723.846481,-0.9930799999997362,-0.374456999999893,-0.6837684999998146
2021-08-12 03:15:00,2724.219962,2723.230834,2723.84795,-0.9891280000001643,-0.372012000000268,-0.6805700000002162
2021-08-12 03:30:00,2724.218212,2723.228189,2723.847232,-0.9900230000002921,-0.3709800000001451,-0.6805015000002186
2021-08-12 03:45:00,2724.218792,2723.230832,2723.846537,-0.98795999999993,-0.37225500000022294,-0.6801075000000765
2021-08-12 04:15:00,2724.218792,2723.23258,2723.845505,-0.9862120000002506,-0.37328700000034587,-0.6797495000002982
2021-08-12 04:30:00,2724.218212,2723.228347,2723.845784,-0.9898650000000089,-0.3724280000001272,-0.681146500000068
2021-08-12 05:00:00,2724.219575,2723.23044,2723.846151,-0.9891350000002603,-0.3734239999998863,-0.6812795000000733
2021-08-12 05:15:00,2724.219189,2723.227407,2723.847931,-0.9917820000000575,-0.3712580000001253,-0.6815200000000914
2021-08-12 05:30:00,2724.221711,2723.230825,2723.848427,-0.9908860000000459,-0.37328400000023976,-0.6820850000001428
2021-08-12 05:45:00,2724.221325,2723.230436,2723.850208,-0.990889000000152,-0.37111700000014025,-0.6810030000001461
2021-08-12 06:00:00,2724.222301,2723.231413,2723.847267,-0.9908879999998135,-0.3750339999996868,-0.6829609999997501
2021-08-12 06:30:00,2724.221135,2723.232864,2723.849704,-0.9882709999997132,-0.37143099999957485,-0.679850999999644
2021-08-12 07:15:00,2724.219572,2723.23584,2723.848314,-0.9837320000001455,-0.3712580000001253,-0.6774950000001354
2021-08-12 07:30:00,2724.219958,2723.226391,2723.848839,-0.9935669999999845,-0.37111899999990783,-0.6823429999999462
2021-08-12 07:45:00,2724.219958,2723.227285,2723.847089,-0.9926730000001953,-0.37286900000026435,-0.6827710000002298
2021-08-12 08:00:00,2724.219375,2723.2267,2723.846088,-0.9926749999999629,-0.37328700000034587,-0.6829810000001544
2021-08-12 08:30:00,2724.218402,2723.229677,2723.84873,-0.9887250000001586,-0.3696719999998095,-0.679198499999984
2021-08-12 08:45:00,2724.218012,2723.229287,2723.847924,-0.9887249999997039,-0.3700879999996687,-0.6794064999996863
2021-08-12 09:15:00,2724.219569,2723.230841,2723.849144,-0.98872799999981,-0.3704250000000684,-0.6795764999999392
2021-08-12 09:45:00,2724.218789,2723.230059,2723.845919,-0.9887300000000323,-0.37287000000014814,-0.6808000000000902
2021-08-12 10:15:00,2724.219372,2723.224939,2723.8462,-0.9944329999998445,-0.3731720000000678,-0.6838024999999561
2021-08-12 10:30:00,2724.219762,2723.229282,2723.84659,-0.9904800000003888,-0.3731720000000678,-0.6818260000002283
2021-08-12 10:45:00,2724.217819,2723.225134,2723.844532,-0.992685000000165,-0.3732869999998911,-0.6829860000000281
2021-08-12 11:00:00,2724.215873,2723.224937,2723.843755,-0.990936000000147,-0.37211800000022777,-0.6815270000001874
2021-08-12 11:15:00,2724.217623,2723.220983,2723.844034,-0.996639999999843,-0.37358899999981077,-0.6851144999998269
