Date_Time,P1_WSE,P1_gw_left,P1_gw_right,P1_h_left,P1_h_right,P1_h_average
2021-08-12 00:00:00,2721.843053,2721.299569,2721.131428,-0.5434840000002623,-0.7116249999999127,-0.6275545000000875
2021-08-12 00:15:00,2721.843822,2721.299759,2721.132921,-0.5440629999998237,-0.7109009999999216,-0.6274819999998726
2021-08-12 00:30:00,2721.844212,2721.296058,2721.129207,-0.5481540000000678,-0.7150050000000192,-0.6315795000000435
2021-08-12 00:45:00,2721.843242,2721.299311,2721.132447,-0.5439309999997022,-0.7107949999999619,-0.627362999999832
2021-08-12 01:00:00,2721.842076,2721.294182,2721.130106,-0.5478939999998147,-0.7119699999998375,-0.6299319999998261
2021-08-12 01:15:00,2721.843242,2721.295738,2721.128344,-0.5475040000001172,-0.7148979999997209,-0.6312009999999191
2021-08-12 01:30:00,2721.842659,2721.297296,2721.129874,-0.5453629999997247,-0.7127849999997125,-0.6290739999997186
2021-08-12 01:45:00,2721.843049,2721.299437,2721.134712,-0.5436119999999391,-0.7083370000000286,-0.6259744999999839
2021-08-12 02:00:00,2721.842669,2721.295935,2721.129401,-0.5467340000000149,-0.7132679999999709,-0.6300009999999929
2021-08-12 02:15:00,2721.842669,2721.295936,2721.129521,-0.5467330000001311,-0.7131480000002739,-0.6299405000002025
2021-08-12 02:30:00,2721.842086,2721.297361,2721.13012,-0.5447250000001986,-0.7119660000003023,-0.6283455000002505
2021-08-12 02:45:00,2721.845585,2721.297361,2721.13187,-0.5482240000001184,-0.7137149999998655,-0.630969499999992
2021-08-12 03:00:00,2721.844222,2721.298139,2721.132257,-0.5460830000001806,-0.7119649999999638,-0.6290240000000722
2021-08-12 03:15:00,2721.843246,2721.296772,2721.128928,-0.5464739999997619,-0.714317999999821,-0.6303959999997915
2021-08-12 03:30:00,2721.843246,2721.297033,2721.129163,-0.5462130000000798,-0.7140829999998459,-0.6301479999999628
2021-08-12 03:45:00,2721.843246,2721.296772,2721.133265,-0.5464739999997619,-0.7099809999999707,-0.6282274999998663
2021-08-12 04:15:00,2721.843246,2721.298522,2721.13128,-0.5447239999998601,-0.7119659999998476,-0.6283449999998538
2021-08-12 04:30:00,2721.842076,2721.295732,2721.129636,-0.5463439999998627,-0.7124399999997877,-0.6293919999998252
2021-08-12 05:00:00,2721.844609,2721.296385,2721.132879,-0.5482240000001184,-0.7117300000004434,-0.6299770000002809
2021-08-12 05:15:00,2721.842473,2721.296261,2721.131783,-0.546212000000196,-0.7106900000003407,-0.6284510000002683
2021-08-12 05:30:00,2721.843246,2721.296773,2721.134187,-0.5464729999998781,-0.7090589999997974,-0.6277659999998377
