Date_Time,P1_h_left,P1_h_right,P1_h_average,P2_h_left,P2_h_right,P2_h_average,P3_h_left,P3_h_right,P3_h_average
2023-03-02 00:00:00,-0.5731339999997545,-0.9492979999999989,-0.7612159999998767,-0.7439640000002328,-0.2878960000002735,-0.5159300000002531,-1.2255519999998796,-0.21466199999986202,-0.7201069999998708
2023-03-02 00:15:00,-0.5756640000004154,-0.9509270000003198,-0.7632955000003676,-0.7395340000002761,-0.28663200000028155,-0.5130830000002788,-1.2189979999998286,-0.21398599999974977,-0.7164919999997892
2023-03-02 00:30:00,-0.5756639999999607,-0.9502189999998336,-0.7629414999998971,-0.7395340000002761,-0.28764900000032867,-0.5135915000003024,-1.2183299999996962,-0.21548499999971682,-0.7169074999997065
2023-03-02 00:45:00,-0.5791629999998804,-0.9519689999997354,-0.7655659999998079,-0.7412829999998394,-0.2876489999998739,-0.5144659999998566,-1.221828999999616,-0.2172339999997348,-0.7195314999996754
2023-03-02 01:00:00,-0.5781350000002021,-0.9524510000001101,-0.7652930000001561,-0.7405370000001312,-0.2881390000002284,-0.5143380000001798,-1.2192009999998845,-0.21565999999984342,-0.717430499999864
2023-03-02 01:15:00,-0.5778150000001006,-0.9502290000000357,-0.7640220000000681,-0.7408059999997931,-0.2893989999997757,-0.5151024999997844,-1.2165149999996174,-0.21589399999993475,-0.7162044999997761
2023-03-02 01:30:00,-0.5752859999997781,-0.950228999999581,-0.7627574999996796,-0.74173699999983,-0.2876489999998739,-0.514692999999852,-1.222269999999753,-0.21549499999991895,-0.718882499999836
2023-03-02 01:45:00,-0.5781359999996312,-0.9499949999999444,-0.7640654999997878,-0.7393769999998767,-0.2862449999997807,-0.5128109999998287,-1.219336999999996,-0.216211999999814,-0.717774499999905
2023-03-02 02:00:00,-0.5774249999999483,-0.9499949999999444,-0.7637099999999464,-0.7395309999997153,-0.2862459999996645,-0.5128884999996899,-1.2204659999997602,-0.2166119999997136,-0.7185389999997369
2023-03-02 02:15:00,-0.5781349999997474,-0.9499829999999747,-0.764058999999861,-0.7405470000003334,-0.28740600000037375,-0.5139765000003536,-1.2192039999999906,-0.21606999999994514,-0.7176369999999679
2023-03-02 02:30:00,-0.5756039999996574,-0.9499849999997423,-0.7627944999996998,-0.7420590000001539,-0.28623600000037186,-0.5141475000002629,-1.2250920000001315,-0.21580199999971228,-0.7204469999999219
2023-03-02 02:45:00,-0.5781349999997474,-0.9470529999998689,-0.7625939999998081,-0.7411260000003494,-0.2879320000001826,-0.514529000000266,-1.2189359999997578,-0.21766699999989214,-0.718301499999825
2023-03-02 03:00:00,-0.5778759999998329,-0.9536109999999098,-0.7657434999998713,-0.7408450000002631,-0.28813799999988987,-0.5144915000000765,-1.2212909999998374,-0.21628999999984444,-0.7187904999998409
2023-03-02 03:45:00,-0.5759949999996934,-0.9498879999996461,-0.7629414999996698,-0.7415829999999914,-0.28672599999981685,-0.5141544999999041,-1.2215400000000045,-0.21418399999993198,-0.7178619999999682
2023-03-02 04:00:00,-0.5761250000000473,-0.9498880000001009,-0.7630065000000741,-0.7408470000000307,-0.2867260000002716,-0.5137865000001511,-1.2206280000000334,-0.2145829999999478,-0.7176054999999906
2023-03-02 05:30:00,-0.5770949999996446,-0.9523319999998421,-0.7647134999997434,-0.7368830000000344,-0.2851260000002185,-0.5110045000001264,-1.2168569999998908,-0.21376999999984037,-0.7153134999998656
2023-03-02 06:15:00,-0.5749550000000454,-0.9474169999998594,-0.7611859999999524,-0.7390980000000127,-0.2854090000000724,-0.5122535000000425,-1.2198600000001534,-0.21540300000015122,-0.7176315000001523
2023-03-02 08:15:00,-0.576314999999795,-0.9516239999998106,-0.7639694999998028,-0.7448129999997946,-0.28964200000018536,-0.51722749999999,-1.225029000000177,-0.2162039999998342,-0.7206165000000055
2023-03-02 08:45:00,-0.5778740000000653,-0.9491800000000694,-0.7635270000000673,-0.7420170000000326,-0.2871620000000803,-0.5145895000000564,-1.222378999999819,-0.21674999999959255,-0.7195644999997057
2023-03-02 09:00:00,-0.5763860000001841,-0.9474310000000514,-0.7619085000001178,-0.7422859999996945,-0.28891199999998207,-0.5155989999998383,-1.2186529999999038,-0.21566699999993943,-0.7171599999999216
2023-03-02 09:30:00,-0.5788560000000871,-0.9492860000000292,-0.7640710000000581,-0.73862999999983,-0.2866729999996096,-0.5126514999997198,-1.218858000000182,-0.21864300000015646,-0.7187505000001693
2023-03-02 09:45:00,-0.5788569999999709,-0.9509299999999712,-0.764893499999971,-0.7421289999997498,-0.29066100000000006,-0.5163949999998749,-1.2192589999999655,-0.21876500000007582,-0.7190120000000206
2023-03-02 10:00:00,-0.5788560000000871,-0.9516380000000026,-0.7652470000000449,-0.7392100000001847,-0.2867270000001554,-0.51296850000017,-1.219658999999865,-0.2169989999997597,-0.7183289999998124
2023-03-02 10:15:00,-0.5788560000000871,-0.9516380000000026,-0.7652470000000449,-0.7403799999997318,-0.28789599999981874,-0.5141379999997753,-1.220328000000336,-0.21766600000000835,-0.7189970000001722
2023-03-02 10:30:00,-0.5774970000002213,-0.9498880000001009,-0.7636925000001611,-0.7381650000002082,-0.2878960000002735,-0.5130305000002409,-1.2152939999996306,-0.21658499999966807,-0.7159394999996493
2023-03-02 10:45:00,-0.5771070000000691,-0.9499949999999444,-0.7635510000000068,-0.73862999999983,-0.2874050000000352,-0.5130174999999326,-1.2192449999997734,-0.21861300000000483,-0.7189289999998891
2023-03-02 11:00:00,-0.5785249999998996,-0.9494049999998424,-0.763964999999871,-0.7389110000003711,-0.2874050000000352,-0.5131580000002032,-1.21712000000025,-0.2173569999999927,-0.7172385000001213
2023-03-02 11:15:00,-0.5761269999998149,-0.9518629999997756,-0.7639949999997953,-0.7390970000001289,-0.2863900000002104,-0.5127435000001697,-1.2219420000001264,-0.2169400000002497,-0.7194410000001881
2023-03-02 11:30:00,-0.5798850000001039,-0.9533770000002733,-0.7666310000001886,-0.7411270000002332,-0.28847600000017337,-0.5148015000002033,-1.2220210000000407,-0.2186079999996764,-0.7203144999998585
2023-03-02 11:45:00,-0.5796959999997853,-0.9552549999998519,-0.7674754999998186,-0.7371619999998984,-0.28746000000001004,-0.5123109999999542,-1.2178870000002462,-0.21801000000004933,-0.7179485000001478
2023-03-02 12:00:00,-0.5781360000000859,-0.9533779999997023,-0.7657569999998941,-0.7393769999998767,-0.28847600000017337,-0.513926500000025,-1.2213379999998324,-0.21967399999994086,-0.7205059999998866
2023-03-02 12:15:00,-0.5781349999997474,-0.95408499999985,-0.7661099999997987,-0.7422970000002351,-0.2903790000000299,-0.5163380000001325,-1.2210730000001604,-0.21724200000016936,-0.7191575000001649
2023-03-02 13:00:00,-0.5759969999999157,-0.9540859999997338,-0.7650414999998247,-0.7427619999998569,-0.2903790000000299,-0.5165704999999434,-1.2235399999999572,-0.21750899999960893,-0.7205244999997831
2023-03-02 13:15:00,-0.5763859999997294,-0.9499849999997423,-0.7631854999997358,-0.7422959999998966,-0.290903999999955,-0.5165999999999258,-1.219188000000031,-0.21780300000000352,-0.7184955000000173
2023-03-02 14:30:00,-0.5759950000001481,-0.9533769999998185,-0.7646859999999833,-0.7398439999997208,-0.2884759999997186,-0.5141599999997197,-1.2231409999999414,-0.21927400000004127,-0.7212074999999913
2023-03-02 14:45:00,-0.5778749999999491,-0.9536130000001322,-0.7657440000000406,-0.7408580000001166,-0.28813899999977366,-0.5144984999999451,-1.223312999999962,-0.21828800000002957,-0.7208004999999957
2023-03-02 15:00:00,-0.5781360000000859,-0.9518619999998919,-0.7649989999999889,-0.7411269999997785,-0.28813899999977366,-0.5146329999997761,-1.2206700000001547,-0.21653900000001158,-0.7186045000000831
2023-03-02 15:30:00,-0.5794930000001841,-0.9517439999999624,-0.7656185000000733,-0.7427519999996548,-0.28740499999958047,-0.5150784999996176,-1.2255709999999453,-0.21849399999973684,-0.7220324999998411
2023-03-02 16:00:00,-0.5781349999997474,-0.9508089999999356,-0.7644719999998415,-0.7405369999996765,-0.2876489999998739,-0.5140929999997752,-1.2202709999996841,-0.2170069999997395,-0.7186389999997118
2023-03-02 16:45:00,-0.5773540000000139,-0.9537279999999555,-0.7655409999999847,-0.742048000000068,-0.28765000000021246,-0.5148490000001402,-1.2284410000002026,-0.22019399999999223,-0.7243175000000974
2023-03-02 17:00:00,-0.5756049999999959,-0.9471690000000308,-0.7613870000000134,-0.743797000000086,-0.2891909999998461,-0.516493999999966,-1.2273569999997562,-0.221969999999601,-0.7246634999996786
2023-03-02 17:15:00,-0.5770229999998264,-0.9471739999999045,-0.7620984999998655,-0.7434989999997015,-0.289194999999836,-0.5163469999997687,-1.2258999999999105,-0.2219599999998536,-0.7239299999998821
2023-03-02 17:30:00,-0.5774139999998624,-0.946711999999934,-0.7620629999998982,-0.7424529999998413,-0.2881790000001274,-0.5153159999999843,-1.2220809999998892,-0.2187589999998636,-0.7204199999998764
2023-03-02 17:45:00,-0.5784539999999652,-0.9478810000000522,-0.7631675000000087,-0.7414380000000165,-0.28643000000010943,-0.513934000000063,-1.2236269999998513,-0.2189949999997225,-0.7213109999997869
2023-03-02 18:00:00,-0.5791750000003049,-0.9486980000001495,-0.7639365000002272,-0.7412799999997333,-0.2866729999996096,-0.5139764999996714,-1.2224839999998949,-0.21845600000006016,-0.7204699999999775
2023-03-02 18:45:00,-0.5784659999999349,-0.9455400000001646,-0.7620030000000497,-0.741425000000163,-0.286956000000373,-0.514190500000268,-1.2224089999999705,-0.22024599999986094,-0.7213274999999157
2023-03-02 19:00:00,-0.5745779999997467,-0.9476660000000265,-0.7611219999998866,-0.7418910000001233,-0.28565600000001723,-0.5137735000000703,-1.223664000000099,-0.21454799999992247,-0.7191060000000107
2023-03-02 20:00:00,-0.5751549999999952,-0.9450790000000779,-0.7601170000000366,-0.7424829999999929,-0.2865190000002258,-0.5145010000001093,-1.223866000000271,-0.21730999999999767,-0.7205880000001343
2023-03-02 20:15:00,-0.5745649999998932,-0.9469469999999092,-0.7607559999999012,-0.7424829999999929,-0.28725200000008044,-0.5148675000000367,-1.2230129999998098,-0.21603899999990972,-0.7195259999998598
2023-03-02 20:30:00,-0.5765759999999318,-0.9453039999998509,-0.7609399999998914,-0.7410020000002078,-0.28501200000027893,-0.5130070000002434,-1.222385999999915,-0.21658500000012282,-0.7194855000000189
2023-03-02 20:45:00,-0.5759249999996428,-0.9454249999998865,-0.7606749999997646,-0.7441189999999551,-0.2856970000002548,-0.514908000000105,-1.228979999999865,-0.21861100000023725,-0.7237955000000511
2023-03-02 22:15:00,-0.5751450000002478,-0.9502190000002884,-0.7626820000002681,-0.7424829999999929,-0.2876489999998739,-0.5150659999999334,-1.2230580000000373,-0.21495099999992817,-0.7190044999999827
2023-03-02 23:00:00,-0.5754059999999299,-0.9483549999999923,-0.7618804999999611,-0.7410020000002078,-0.28749900000002526,-0.5142505000001165,-1.2204149999997753,-0.21594499999991967,-0.7181799999998475
2023-03-02 23:15:00,-0.578715000000102,-0.9475280000001476,-0.7631215000001248,-0.7399560000003476,-0.28550300000006246,-0.512729500000205,-1.2200509999997848,-0.2167530000001534,-0.7184019999999691
2023-03-02 23:30:00,-0.5765740000001642,-0.9502330000000256,-0.7634035000000949,-0.7392530000001898,-0.28473399999984395,-0.5119935000000169,-1.221585999999661,-0.21494799999982206,-0.7182669999997415
