Date_Time,P2_WSE,P2_gw_left,P2_gw_right,P2_h_left,P2_h_right,P2_h_average
2022-03-02 00:15:00,2723.122414,2722.310479,2722.669135,-0.8119349999997212,-0.45327899999983856,-0.6326069999997799
2022-03-02 00:30:00,2723.122998,2722.308846,2722.667236,-0.8141519999999218,-0.45576200000004974,-0.6349569999999858
2022-03-02 00:45:00,2723.123581,2722.312111,2722.667819,-0.8114699999996446,-0.45576200000004974,-0.6336159999998472
2022-03-02 01:00:00,2723.120665,2722.312694,2722.668118,-0.8079709999997249,-0.4525469999998677,-0.6302589999997963
2022-03-02 01:30:00,2723.121831,2722.313127,2722.670302,-0.8087040000000343,-0.4515289999999368,-0.6301164999999855
2022-03-02 01:45:00,2723.124164,2722.31371,2722.670885,-0.8104539999999361,-0.45327899999983856,-0.6318664999998873
2022-03-02 02:15:00,2723.12533,2722.31441,2722.672051,-0.8109199999998964,-0.45327899999983856,-0.6320994999998675
2022-03-02 02:30:00,2723.124157,2722.314292,2722.670398,-0.8098650000001726,-0.4537589999999909,-0.6318120000000818
2022-03-02 03:00:00,2723.121248,2722.312542,2722.670735,-0.8087059999998019,-0.45051299999977346,-0.6296094999997877
2022-03-02 03:15:00,2723.124747,2722.310596,2722.668702,-0.814151000000038,-0.45604499999990367,-0.6350979999999709
2022-03-02 03:45:00,2723.120468,2722.311452,2722.668413,-0.809016000000156,-0.4520550000002004,-0.6305355000001782
2022-03-02 04:00:00,2723.121831,2722.311065,2722.669568,-0.8107660000000578,-0.45226300000013,-0.6315145000000939
2022-03-02 04:15:00,2723.122998,2722.310751,2722.669045,-0.812246999999843,-0.4539529999997285,-0.6330999999997857
2022-03-02 05:00:00,2723.123584,2722.311648,2722.670151,-0.8119360000000597,-0.45343300000013187,-0.6326845000000958
2022-03-02 05:15:00,2723.123001,2722.312815,2722.670791,-0.810186000000158,-0.45220999999992273,-0.6311980000000403
2022-03-02 05:30:00,2723.122998,2722.311765,2722.669778,-0.811232999999902,-0.45321999999987383,-0.6322264999998879
2022-03-02 06:30:00,2723.131741,2722.311182,2722.668461,-0.8205590000002303,-0.46327999999994063,-0.6419195000000855
2022-03-02 07:00:00,2723.133494,2722.314447,2722.670208,-0.819046999999955,-0.46328600000015285,-0.6411665000000539
2022-03-02 07:30:00,2723.138939,2722.313474,2722.669235,-0.8254649999998946,-0.4697040000000925,-0.6475844999999936
2022-03-02 07:45:00,2723.140492,2722.311062,2722.669039,-0.8294299999997747,-0.4714530000001105,-0.6504414999999426
2022-03-02 08:45:00,2723.149432,2722.311691,2722.667583,-0.8377410000002783,-0.48184900000023845,-0.6597950000002584
2022-03-02 09:00:00,2723.146326,2722.310799,2722.666959,-0.8355270000001838,-0.47936699999991106,-0.6574470000000474
2022-03-02 09:15:00,2723.141658,2722.308585,2722.6657,-0.8330729999997857,-0.47595799999999144,-0.6545154999998886
2022-03-02 09:30:00,2723.13602,2722.306446,2722.664577,-0.8295739999998659,-0.47144299999990835,-0.6505084999998871
2022-03-02 09:45:00,2723.124164,2722.30345,2722.662781,-0.8207139999999526,-0.46138299999984156,-0.6410484999998971
2022-03-02 10:00:00,2723.102005,2722.305967,2722.661614,-0.7960380000004079,-0.44039100000009057,-0.6182145000002492
2022-03-02 11:00:00,2723.120079,2722.306406,2722.662914,-0.8136729999996533,-0.4571649999998044,-0.6354189999997288
2022-03-02 11:30:00,2723.115607,2722.304967,2722.663407,-0.8106400000001486,-0.45220000000017535,-0.631420000000162
2022-03-02 11:45:00,2723.11541,2722.303021,2722.661461,-0.8123889999997118,-0.4539489999997386,-0.6331689999997252
2022-03-02 12:00:00,2723.115993,2722.305073,2722.66131,-0.8109199999998964,-0.4546829999999318,-0.6328014999999141
2022-03-02 12:15:00,2723.11541,2722.304304,2722.662477,-0.8111060000001089,-0.45293300000003,-0.6320195000000695
2022-03-02 12:30:00,2723.1158,2722.305626,2722.6636,-0.8101740000001882,-0.45220000000017535,-0.6311870000001818
2022-03-02 13:00:00,2723.115414,2722.302867,2722.661464,-0.812546999999995,-0.4539500000000771,-0.6332485000000361
2022-03-02 13:15:00,2723.116003,2722.303601,2722.660974,-0.81240200000002,-0.4550290000001951,-0.6337155000001076
2022-03-02 13:30:00,2723.117559,2722.301192,2722.661117,-0.8163669999999001,-0.45644199999969715,-0.6364044999997986
2022-03-02 13:45:00,2723.116007,2722.301658,2722.660541,-0.8143490000002203,-0.45546599999988757,-0.6349075000000539
2022-03-02 14:00:00,2723.118339,2722.302241,2722.662873,-0.8160980000002382,-0.45546599999988757,-0.6357820000000629
2022-03-02 14:15:00,2723.116976,2722.303559,2722.661368,-0.8134169999998448,-0.45560799999975643,-0.6345124999998006
2022-03-02 14:30:00,2723.115414,2722.301231,2722.661707,-0.8141829999999572,-0.45370699999966746,-0.6339449999998124
2022-03-02 14:45:00,2723.11658,2722.302398,2722.660391,-0.8141820000000735,-0.45618899999999485,-0.6351855000000342
2022-03-02 15:00:00,2723.117163,2722.303758,2722.659957,-0.8134049999998751,-0.45720600000004197,-0.6353054999999586
2022-03-02 15:15:00,2723.118719,2722.304849,2722.662531,-0.8138699999999517,-0.45618800000011106,-0.6350290000000314
2022-03-02 15:30:00,2723.117749,2722.306094,2722.662293,-0.8116549999999734,-0.4554560000001402,-0.6335555000000568
2022-03-02 16:15:00,2723.118333,2722.304463,2722.662877,-0.8138699999999517,-0.45545599999968545,-0.6346629999998186
2022-03-02 16:30:00,2723.117166,2722.303296,2722.66297,-0.8138699999999517,-0.45419600000013816,-0.6340330000000449
2022-03-02 16:45:00,2723.11483,2722.30213,2722.661124,-0.8126999999999498,-0.45370599999978367,-0.6332029999998667
2022-03-02 17:45:00,2723.115997,2722.305977,2722.661954,-0.8100199999998949,-0.45404299999972864,-0.6320314999998118
2022-03-02 18:00:00,2723.117746,2722.305511,2722.663307,-0.8122349999998733,-0.4544390000000931,-0.6333369999999832
2022-03-02 18:15:00,2723.117553,2722.305317,2722.663846,-0.8122360000002118,-0.4537070000001222,-0.632971500000167
2022-03-02 18:30:00,2723.117749,2722.309479,2722.665792,-0.8082699999999932,-0.45195700000022043,-0.6301135000001068
