Date_Time,P1_h_left,P1_h_right,P1_h_average,P2_h_left,P2_h_right,P2_h_average,P3_h_left,P3_h_right,P3_h_average
2023-06-25 00:15:00,-0.4796040000001085,-0.9026289999997061,-0.6911164999999073,-0.8050949999997101,-0.2450859999999011,-0.5250904999998056,-1.358064000000013,-0.14269999999987704,-0.750381999999945
2023-06-25 01:15:00,-0.4784340000001066,-0.9021669999997357,-0.6903004999999212,-0.8068439999997281,-0.24581899999975576,-0.5263314999997419,-1.3568940000000111,-0.13936400000011417,-0.7481290000000627
2023-06-25 03:15:00,-0.47843299999976807,-0.9021659999998519,-0.69029949999981,-0.8068429999998443,-0.24581799999987197,-0.5263304999998581,-1.3598120000001472,-0.14228199999979552,-0.7510469999999714
2023-06-25 03:30:00,-0.4807019999998374,-0.909172000000126,-0.6949369999999817,-0.8087769999997363,-0.2452869999997347,-0.5270319999997355,-1.3646359999997912,-0.1398389999999381,-0.7522374999998647
2023-06-25 03:45:00,-0.4792130000000725,-0.9057950000001256,-0.692504000000099,-0.8061399999996866,-0.24363300000004529,-0.5248864999998659,-1.3620169999999234,-0.14011600000003455,-0.751066499999979
2023-06-25 05:45:00,-0.4794739999997546,-0.9062679999997272,-0.6928709999997409,-0.8058280000000195,-0.24412200000006123,-0.5249750000000404,-1.3622830000003887,-0.14157599999998638,-0.7519295000001875
2023-06-25 06:00:00,-0.4816129999999248,-0.9084869999996954,-0.6950499999998101,-0.8047710000000734,-0.24460700000008728,-0.5246890000000803,-1.3583290000001398,-0.14013999999997395,-0.7492345000000569
2023-06-25 06:30:00,-0.4805850000002465,-0.9068440000000919,-0.6937145000001692,-0.8028659999999945,-0.24411899999995512,-0.5234924999999748,-1.357007000000067,-0.14158999999972366,-0.7492984999998953
2023-06-25 06:45:00,-0.4763060000000223,-0.9065120000000206,-0.6914090000000215,-0.8090459999998529,-0.24558399999978064,-0.5273149999998168,-1.3631639999998697,-0.1372559999999794,-0.7502099999999245
2023-06-25 07:00:00,-0.4796049999999923,-0.9087129999998069,-0.6941589999998996,-0.8068299999999908,-0.24659999999994398,-0.5267149999999674,-1.3580409999999574,-0.138253000000077,-0.7481470000000172
2023-06-25 08:00:00,-0.4812259999998787,-0.9129210000000967,-0.6970734999999877,-0.8075650000000678,-0.24733500000002095,-0.5274500000000444,-1.3587720000000445,-0.13725699999986318,-0.7480144999999538
2023-06-25 08:15:00,-0.47772699999995893,-0.9094219999997222,-0.6935744999998406,-0.8104840000000877,-0.25025400000004083,-0.5303690000000643,-1.3605210000000625,-0.13900599999988117,-0.7497634999999718
2023-06-25 09:00:00,-0.4777279999998427,-0.9062559999997575,-0.6919919999998001,-0.8087350000000697,-0.24878799999987677,-0.5287614999999732,-1.3599420000000464,-0.1410110000001623,-0.7504765000001044
2023-06-25 10:15:00,-0.4786959999996725,-0.9153809999997975,-0.697038499999735,-0.8114169999998921,-0.2492369999999937,-0.5303269999999429,-1.3678479999998672,-0.13975900000014008,-0.7538035000000036
2023-06-25 10:30:00,-0.47759499999983746,-0.9116460000000188,-0.6946204999999281,-0.8059829999997419,-0.2460759999999027,-0.5260294999998223,-1.3595249999998487,-0.13697899999988294,-0.7482519999998658
2023-06-25 10:45:00,-0.4790869999997085,-0.9141039999999521,-0.6965954999998303,-0.804533999999876,-0.2421409999997195,-0.5233374999997977,-1.3638949999999568,-0.13656099999980142,-0.7502279999998791
