Date_Time,P1_h_left,P1_h_right,P1_h_average,P2_h_left,P2_h_right,P2_h_average,P3_h_left,P3_h_right,P3_h_average
2021-08-12 00:00:00,-0.5434840000002623,-0.7116249999999127,-0.6275545000000875,-0.660722000000078,-0.3558419999999387,-0.5082820000000083,-0.9916229999998905,-0.37139699999988807,-0.6815099999998893
2021-08-12 00:15:00,-0.5440629999998237,-0.7109009999999216,-0.6274819999998726,-0.6607209999997394,-0.3562739999997575,-0.5084974999997485,-0.9922029999997903,-0.3735670000000937,-0.682884999999942
2021-08-12 00:30:00,-0.5481540000000678,-0.7150050000000192,-0.6315795000000435,-0.6575830000001588,-0.35808799999995244,-0.5078355000000556,-0.9815129999997225,-0.3711199999997916,-0.6763164999997571
2021-08-12 00:45:00,-0.5439309999997022,-0.7107949999999619,-0.627362999999832,-0.6620590000002267,-0.3556040000003122,-0.5088315000002694,-0.9952870000001894,-0.37328600000000733,-0.6842865000000984
2021-08-12 01:00:00,-0.5478939999998147,-0.7119699999998375,-0.6299319999998261,-0.6578979999999319,-0.3555999999998676,-0.5067489999998998,-0.9876580000000104,-0.3744449999999233,-0.6810514999999668
2021-08-12 01:15:00,-0.5475040000001172,-0.7148979999997209,-0.6312009999999191,-0.6595339999998941,-0.3550789999999324,-0.5073064999999133,-0.9887029999999868,-0.3696820000000116,-0.6791924999999992
2021-08-12 01:30:00,-0.5453629999997247,-0.7127849999997125,-0.6290739999997186,-0.660001000000193,-0.3552629999999226,-0.5076320000000578,-0.9938170000000355,-0.37430700000004435,-0.6840620000000399
2021-08-12 01:45:00,-0.5436119999999391,-0.7083370000000286,-0.6259744999999839,-0.661750000000211,-0.35662100000035934,-0.5091855000002852,-0.9920680000000175,-0.3737029999997503,-0.6828854999998839
2021-08-12 02:00:00,-0.5467340000000149,-0.7132679999999709,-0.6300009999999929,-0.6578979999999319,-0.356333000000177,-0.5071155000000545,-0.986500999999862,-0.3728679999999258,-0.6796844999998939
2021-08-12 02:15:00,-0.5467330000001311,-0.7131480000002739,-0.6299405000002025,-0.6578990000002705,-0.35506800000030125,-0.5064835000002859,-0.9865030000000843,-0.3708409999999276,-0.6786720000000059
