Time,Max Amp,Dmax (mm)
4/15/2023 8:45,0.00417,32.33570049
4/15/2023 9:00,0.00419,32.36618522
4/15/2023 9:15,0.00429,31.97447011
4/15/2023 9:30,0.00465,35.30149209
4/15/2023 9:45,0.00365,29.43420296
4/15/2023 10:00,0.00394,29.81312317
4/15/2023 10:15,0.00365,27.54156348
4/15/2023 10:30,0.00435,30.82548348
4/15/2023 10:45,0.00372,28.68817826
4/15/2023 11:00,0.00367,28.93819596
4/15/2023 11:15,0.00375,28.34167602
4/15/2023 11:30,0.00373,28.33716308
4/15/2023 11:45,0.00357,27.44895301
4/15/2023 12:00,0.00340,27.13585768
4/15/2023 12:15,0.00366,28.88803526
4/15/2023 12:30,0.00383,30.27911265
4/15/2023 12:45,0.00358,29.35805577
4/15/2023 13:00,0.00371,30.30763806
4/15/2023 13:15,0.00387,31.28866916
4/15/2023 13:30,0.00419,32.22476531
4/15/2023 13:45,0.01091,61.98687653
4/15/2023 14:00,0.00343,28.66408874
4/15/2023 14:15,0.00585,42.05747406
4/15/2023 14:30,0.00425,33.80513097
4/15/2023 14:45,0.00377,31.40174125
4/15/2023 15:00,0.00382,31.85464322
4/15/2023 15:15,0.00425,34.81588522
4/15/2023 15:30,0.00435,35.11740169
4/15/2023 15:45,0.00428,34.47659248
4/15/2023 16:00,0.00397,33.1732198
4/15/2023 16:15,0.00375,31.58651706
4/15/2023 16:30,0.00391,32.53735048
4/15/2023 16:45,0.00382,31.40535068
4/15/2023 17:00,0.00393,32.25501646
4/15/2023 17:15,0.00357,30.81787273
4/15/2023 17:30,0.00363,30.51910897
4/15/2023 17:45,0.00363,30.66954519
4/15/2023 18:00,0.00429,34.02482119
4/15/2023 18:15,0.00448,35.6561041
4/15/2023 18:30,0.00414,33.24176872
4/15/2023 18:45,0.00419,34.2661772
4/15/2023 19:00,0.00381,31.91720626
4/15/2023 19:15,0.00407,32.77912881
4/15/2023 19:30,0.00395,31.63440599
4/15/2023 19:45,0.00381,30.61989039
4/15/2023 20:00,0.00412,32.46745958
4/15/2023 20:15,0.00418,33.59818943
4/15/2023 20:30,0.00406,32.36482986
4/15/2023 20:45,0.00416,33.0706067
4/15/2023 21:00,0.00379,31.16561063
4/15/2023 21:15,0.00459,35.72238604
4/15/2023 21:30,0.00425,33.76504197
4/15/2023 21:45,0.00390,32.40655839
4/15/2023 22:00,0.00437,33.97545553
4/15/2023 22:15,0.00414,33.26622093
4/15/2023 22:30,0.00389,32.01565625
4/15/2023 22:45,0.00377,31.50679583
4/15/2023 23:00,0.00416,33.52870315
4/15/2023 23:15,0.00439,34.79335969
4/15/2023 23:30,0.00382,32.1815013
4/15/2023 23:45,0.00380,31.95427917
4/16/2023 0:00,0.00430,34.37578426
4/16/2023 0:15,0.00433,34.69000453
4/16/2023 0:30,0.00390,32.41813317
4/16/2023 0:45,0.00452,36.02121403
4/16/2023 1:00,0.00406,33.41250966
4/16/2023 1:15,0.00388,32.57364895
4/16/2023 1:30,0.00397,32.50368185
4/16/2023 1:45,0.00415,33.82595667
4/16/2023 2:00,0.00361,31.12262864
4/16/2023 2:15,0.00447,35.68794309
4/16/2023 2:30,0.00429,34.89543883
4/16/2023 2:45,0.00398,32.95709513
4/16/2023 3:00,0.00394,32.90241664
4/16/2023 3:15,0.00381,32.12754008
4/16/2023 3:30,0.00416,33.95555301
4/16/2023 3:45,0.00433,35.06120559
4/16/2023 4:00,0.00393,32.83428247
4/16/2023 4:15,0.00407,33.38725483
4/16/2023 4:30,0.00360,30.87171521
4/16/2023 4:45,0.00383,31.93140657
4/16/2023 5:00,0.00359,31.03670462
4/16/2023 5:15,0.00379,32.07380782
4/16/2023 5:30,0.00347,30.14193532
4/16/2023 5:45,0.00371,31.55661052
4/16/2023 6:00,0.00393,33.07277098
4/16/2023 6:15,0.00355,30.70729303
4/16/2023 6:30,0.00350,30.61863409
4/16/2023 6:45,0.00353,30.73910253
4/16/2023 7:00,0.00405,33.14514547
4/16/2023 7:15,0.00330,29.0919134
4/16/2023 7:30,0.00361,31.0409697
4/16/2023 7:45,0.00326,28.62950323
4/16/2023 8:00,0.00400,33.33611238
4/16/2023 8:15,0.00346,29.91481756
4/16/2023 8:30,0.00320,28.11201911
4/16/2023 8:45,0.00320,28.68126824
4/16/2023 9:00,0.00311,28.35231323
4/16/2023 9:15,0.00304,26.83642802
4/16/2023 9:30,0.00452,35.8426228
4/16/2023 9:45,0.00297,25.82727424
4/16/2023 10:00,0.00291,26.21877
4/16/2023 10:15,0.00311,26.8441653
4/16/2023 10:30,0.00286,25.61641781
4/16/2023 10:45,0.00311,27.18617535
4/16/2023 11:00,0.00316,27.30960401
4/16/2023 11:15,0.00299,26.07924509
4/16/2023 11:30,0.00303,27.17789905
4/16/2023 11:45,0.00322,28.58495818
4/16/2023 12:00,0.00326,28.06347316
4/16/2023 12:15,0.00354,29.87855072
4/16/2023 12:30,0.00316,27.95411407
4/16/2023 12:45,0.00388,31.70966176
4/16/2023 13:00,0.00366,30.82737789
4/16/2023 13:15,0.00452,35.41963325
4/16/2023 13:30,0.00326,28.2914956
4/16/2023 13:45,0.00347,29.56209716
4/16/2023 14:00,0.00342,29.1434718
4/16/2023 14:15,0.00423,32.9640902
4/16/2023 14:30,0.00408,31.34155495
4/16/2023 14:45,0.00434,25.04268853
4/16/2023 15:00,0.00464,26.30260319
4/16/2023 15:15,0.00445,25.98956819
4/16/2023 15:30,0.00512,28.70767808
4/16/2023 15:45,0.00538,28.24885634
4/16/2023 16:00,0.00485,26.20127324
4/16/2023 16:15,0.00520,27.64135047
4/16/2023 16:30,0.00512,27.18088726
4/16/2023 16:45,0.00537,27.67247665
4/16/2023 17:00,0.00535,27.49241269
4/16/2023 17:15,0.00465,26.72552295
4/16/2023 17:30,0.00534,29.63647568
4/16/2023 17:45,0.00501,29.62840986
4/16/2023 18:00,0.00571,32.36413847
4/16/2023 18:15,0.00547,31.55360374
4/16/2023 18:30,0.00533,31.55276713
4/16/2023 18:45,0.00528,32.36142397
4/16/2023 19:00,0.00532,32.67165844
4/16/2023 19:15,0.00529,31.90417522
4/16/2023 19:30,0.00670,38.23640956
4/16/2023 19:45,0.00606,35.74273799
4/16/2023 20:00,0.00554,33.050597
4/16/2023 20:15,0.00587,34.7414685
4/16/2023 20:30,0.00673,37.88600576
4/16/2023 20:45,0.00584,34.87300024
4/16/2023 21:00,0.00614,35.74507483
4/16/2023 21:15,0.00561,33.61393799
4/16/2023 21:30,0.00602,34.87196951
4/16/2023 21:45,0.00502,30.86516821
4/16/2023 22:00,0.00604,35.40762322
4/16/2023 22:15,0.00597,35.68754379
4/16/2023 22:30,0.00587,34.74390901
4/16/2023 22:45,0.00510,32.00116597
4/16/2023 23:00,0.00551,33.77830621
4/16/2023 23:15,0.00517,30.34291
4/16/2023 23:30,0.00497,29.96032793
4/16/2023 23:45,0.00565,32.74028343
4/17/2023 0:00,0.00495,29.7156557
4/17/2023 0:15,0.00504,30.36581437
4/17/2023 0:30,0.00474,29.06634153
4/17/2023 0:45,0.00478,29.83501538
4/17/2023 1:00,0.00483,29.89889766
4/17/2023 1:15,0.00506,30.54678845
4/17/2023 1:30,0.00577,33.14860769
4/17/2023 1:45,0.00545,31.79770916
4/17/2023 2:00,0.00471,29.66853447
4/17/2023 2:15,0.00424,27.13488206
4/17/2023 2:30,0.00479,29.74313068
4/17/2023 2:45,0.00470,29.60808404
4/17/2023 3:00,0.00453,28.72398755
4/17/2023 3:15,0.00464,28.79698478
4/17/2023 3:30,0.00480,28.98431351
4/17/2023 3:45,0.00462,29.31382948
4/17/2023 4:00,0.00443,28.06424016
4/17/2023 4:15,0.00491,30.50406648
4/17/2023 4:30,0.00475,29.79696245
4/17/2023 4:45,0.00463,28.99938504
4/17/2023 5:00,0.00490,29.79760258
4/17/2023 5:15,0.00500,30.85541269
4/17/2023 5:30,0.00499,30.91652903
4/17/2023 5:45,0.00472,29.11083814
4/17/2023 6:00,0.00468,29.42580432
4/17/2023 6:15,0.00467,30.28267088
4/17/2023 6:30,0.00564,34.57934983
4/17/2023 6:45,0.00471,30.22656928
4/17/2023 7:00,0.00408,26.97049246
4/17/2023 7:15,0.00412,27.2094256
4/17/2023 7:30,0.00466,30.00555742
4/17/2023 7:45,0.00444,28.57646186
4/17/2023 8:00,0.00433,28.29990964
4/17/2023 8:15,0.00372,25.81863935
4/17/2023 8:30,0.00414,26.46384468
4/17/2023 8:45,0.00425,27.26921269
4/17/2023 9:00,0.00451,28.12707008
4/17/2023 9:15,0.00358,24.44203959
4/17/2023 9:30,0.00425,27.58016408
4/17/2023 9:45,0.00328,23.21959746
4/17/2023 10:00,0.00500,30.9620499
4/17/2023 10:15,0.00359,24.61078833
4/17/2023 10:30,0.00399,26.04173088
4/17/2023 10:45,0.00371,24.96995061
4/17/2023 11:00,0.00411,26.4855994
4/17/2023 11:15,0.00383,25.15248289
4/17/2023 11:30,0.00399,24.73372642
4/17/2023 11:45,0.00423,26.17614346
4/17/2023 12:00,0.00386,24.92964536
4/17/2023 12:15,0.00451,27.58511792
4/17/2023 12:30,0.00479,28.61630456
4/17/2023 12:45,0.00404,25.48106043
4/17/2023 13:00,0.00440,27.36445947
4/17/2023 13:15,0.00463,28.00720975
4/17/2023 13:30,0.00526,30.57036154
4/17/2023 13:45,0.00492,28.63673199
4/17/2023 14:00,0.00502,29.45262777
4/17/2023 14:15,0.00633,33.6339654
4/17/2023 14:30,0.00625,33.32384161
4/19/2023 14:30,0.00897,43.59596765
4/19/2023 15:00,0.00886,43.68500799
4/19/2023 15:15,0.00896,43.99272485
4/19/2023 15:30,0.00872,43.85158829
4/19/2023 15:45,0.00990,46.26313326
4/19/2023 16:00,0.01410,60.71042741
4/19/2023 16:15,0.00940,45.34135125
4/19/2023 16:30,0.00941,45.27950972
4/19/2023 16:45,0.00990,47.58757475
4/19/2023 17:00,0.00961,46.52885702
4/19/2023 17:15,0.00893,44.24524447
4/19/2023 17:30,0.00874,44.17112687
4/19/2023 17:45,0.00758,39.94313968
4/19/2023 18:00,0.00817,42.29797911
4/19/2023 18:15,0.00795,41.14317412
4/19/2023 18:30,0.00812,41.70511296
4/19/2023 18:45,0.00685,37.74309157
4/19/2023 19:00,0.00667,37.84979076
4/19/2023 19:15,0.00722,39.22184476
4/19/2023 19:30,0.00702,38.7756466
4/19/2023 19:45,0.00704,38.53613844
4/19/2023 20:00,0.00733,40.30684426
4/19/2023 20:15,0.00716,38.99718229
4/19/2023 20:30,0.00721,39.8899457
4/19/2023 20:45,0.00708,38.3588543
4/19/2023 21:00,0.00731,39.742574
4/19/2023 21:15,0.00735,40.01773712
4/19/2023 21:30,0.00709,39.31093647
4/19/2023 21:45,0.00725,39.36735803
4/19/2023 22:00,0.00725,39.10220118
4/19/2023 22:15,0.00676,37.43698656
4/19/2023 22:30,0.00757,40.74300058
4/19/2023 22:45,0.00708,39.40458748
4/19/2023 23:00,0.00695,38.28684867
4/19/2023 23:15,0.00738,41.55000661
4/19/2023 23:30,0.00789,42.3505372
4/19/2023 23:45,0.00755,41.61154538
4/20/2023 0:00,0.00776,41.61132676
4/20/2023 0:15,0.00767,42.39326062
4/20/2023 0:30,0.00771,41.67975743
4/20/2023 0:45,0.00777,41.85276398
4/20/2023 1:00,0.00762,41.15629624
4/20/2023 1:15,0.00769,41.52131551
4/20/2023 1:30,0.00766,41.83138424
4/20/2023 1:45,0.00773,42.26528963
4/20/2023 2:00,0.00766,40.91766043
4/20/2023 2:15,0.00771,41.85337049
4/20/2023 2:30,0.00731,40.62853325
4/20/2023 2:45,0.00795,42.15431911
4/20/2023 3:00,0.00747,41.93058615
4/20/2023 3:15,0.00744,41.06775509
4/20/2023 3:30,0.00763,41.70514004
4/20/2023 3:45,0.00768,42.2638349
4/20/2023 4:00,0.00718,39.89865462
4/20/2023 4:15,0.00754,41.59359905
4/20/2023 4:30,0.00770,42.02250032
4/20/2023 4:45,0.00736,41.38410838
4/20/2023 5:00,0.00774,42.44425467
4/20/2023 5:15,0.00754,41.08376852
4/20/2023 5:30,0.00770,41.78688711
4/20/2023 5:45,0.00765,43.15254926
4/20/2023 6:00,0.00724,39.33452193
4/20/2023 6:15,0.00736,40.68572781
4/20/2023 6:30,0.00699,40.20495786
4/20/2023 6:45,0.00754,41.51938292
4/20/2023 7:00,0.00816,43.52487384
4/20/2023 7:15,0.00705,39.48264996
4/20/2023 7:30,0.00740,41.46469919
4/20/2023 7:45,0.00719,39.92397437
4/20/2023 8:00,0.00701,39.05306434
4/20/2023 8:15,0.00710,39.81785123
4/20/2023 8:30,0.00777,42.06821444
4/20/2023 8:45,0.00760,41.87296049
4/20/2023 9:00,0.00766,41.77001953
4/20/2023 9:15,0.00758,42.0589461
4/20/2023 9:30,0.00710,39.65225231
4/20/2023 9:45,0.00765,41.76297671
4/20/2023 10:00,0.00707,40.85666113
4/20/2023 10:15,0.00756,42.51634475
4/20/2023 10:30,0.00750,40.8043923
4/20/2023 10:45,0.00769,41.22661732
4/20/2023 11:00,0.00774,41.62137394
4/20/2023 11:15,0.00790,42.58314965
4/20/2023 11:30,0.00839,43.91537722
4/20/2023 11:45,0.00843,43.83574483
4/20/2023 12:00,0.00805,42.3283389
4/20/2023 12:15,0.00774,40.54354352
4/20/2023 12:30,0.00788,40.2543644
4/20/2023 12:45,0.00813,42.33645091
4/20/2023 13:00,0.00728,38.75634593
4/20/2023 13:15,0.00827,41.64865688
4/20/2023 13:30,0.00794,40.62160099
4/20/2023 13:45,0.00811,41.23034301
4/20/2023 14:00,0.00799,40.75708001
4/20/2023 14:15,0.00841,41.26600221
4/20/2023 14:30,0.00814,40.1572432
4/20/2023 14:45,0.00810,40.74726253
4/20/2023 15:00,0.00738,37.9559606
4/20/2023 15:15,0.00759,38.3107604
4/20/2023 15:30,0.00733,37.816604
4/20/2023 15:45,0.00773,38.27883472
4/20/2023 16:00,0.00736,37.71020419
4/20/2023 16:15,0.00811,40.67966468
4/20/2023 16:30,0.00822,40.87374342
4/20/2023 16:45,0.00740,37.55021964
4/20/2023 17:00,0.00797,40.87181172
4/20/2023 17:15,0.00787,40.16889139
4/20/2023 17:30,0.00754,38.97106394
4/20/2023 17:45,0.00760,39.43634869
4/20/2023 18:00,0.00763,39.25625894
4/20/2023 18:15,0.00774,39.52566286
4/20/2023 18:30,0.00817,41.18343529
4/20/2023 18:45,0.00779,39.71173401
4/20/2023 19:00,0.00732,39.00337896
4/20/2023 19:15,0.00746,38.45186912
4/20/2023 19:30,0.00758,40.19872575
4/20/2023 19:45,0.00740,38.95775248
4/20/2023 20:00,0.00738,38.78821931
4/20/2023 20:15,0.00789,39.50851374
4/20/2023 20:30,0.00776,39.8802669
4/20/2023 20:45,0.00749,39.37192402
4/20/2023 21:00,0.00781,40.44593737
4/20/2023 21:15,0.00797,40.0970331
4/20/2023 21:30,0.00757,38.51521625
4/20/2023 21:45,0.00792,40.3394047
4/20/2023 22:00,0.00774,39.37606619
4/20/2023 22:15,0.00789,40.70602705
4/20/2023 22:30,0.00698,37.79181203
4/20/2023 22:45,0.00738,38.89659398
4/20/2023 23:00,0.00758,38.2821432
4/20/2023 23:15,0.00680,36.42303098
4/20/2023 23:30,0.00704,37.49869578
4/20/2023 23:45,0.00814,41.17546463
4/21/2023 0:00,0.00743,38.61447801
4/21/2023 0:15,0.00684,36.7958965
4/21/2023 0:30,0.00709,37.88199451
4/21/2023 0:45,0.00691,36.8187674
4/21/2023 1:00,0.00762,39.31563308
4/21/2023 1:15,0.00781,40.45202031
4/21/2023 1:30,0.00710,38.01779748
4/21/2023 1:45,0.00719,38.52572067
4/21/2023 2:00,0.00738,38.58104836
4/21/2023 2:15,0.00772,40.53281114
4/21/2023 2:30,0.00716,38.16029622
4/21/2023 2:45,0.00724,38.32290038
4/21/2023 3:00,0.00708,37.24359533
4/21/2023 3:15,0.00698,37.11018615
4/21/2023 3:30,0.00705,37.59710763
4/21/2023 3:45,0.00710,37.2968512
4/21/2023 4:00,0.00717,38.48114703
4/21/2023 4:15,0.00689,36.8053232
4/21/2023 4:30,0.00726,39.54896792
4/21/2023 4:45,0.00689,36.93186502
4/21/2023 5:00,0.00706,37.79689647
4/21/2023 5:15,0.00767,41.21583755
4/21/2023 5:30,0.00741,39.49332645
4/21/2023 5:45,0.00686,37.45326266
4/21/2023 6:00,0.00716,39.03137629
4/21/2023 6:15,0.00717,38.11473742
4/21/2023 6:30,0.00720,39.48691504
4/21/2023 6:45,0.00691,38.20001624
4/21/2023 7:00,0.00677,38.60998941
4/21/2023 7:15,0.00780,41.47742645
4/21/2023 7:30,0.00668,37.95344739
4/21/2023 7:45,0.00763,41.38466521
4/21/2023 8:00,0.00694,38.73193376
4/21/2023 8:15,0.00703,38.41700254
4/21/2023 8:30,0.00723,39.87603222
4/21/2023 8:45,0.00679,37.53922728
4/21/2023 9:00,0.00713,38.60120631
4/21/2023 9:15,0.00675,36.96810572
4/21/2023 9:30,0.00766,41.61682388
4/21/2023 9:45,0.00763,40.77852825
4/21/2023 10:00,0.00696,38.88858722
4/21/2023 10:15,0.00722,39.17322097
4/21/2023 10:30,0.00762,40.35733629
4/21/2023 10:45,0.00767,40.9818045
4/21/2023 11:00,0.00739,39.71486092
4/21/2023 11:15,0.00711,37.89266709
4/21/2023 11:30,0.00762,40.67995471
4/21/2023 11:45,0.00743,38.619856
4/21/2023 12:00,0.00735,39.93802832
4/21/2023 12:15,0.00760,39.76921199
4/21/2023 12:30,0.00802,41.14364558
4/21/2023 12:45,0.00721,38.15219342
4/21/2023 13:00,0.00766,38.93386954
4/21/2023 13:15,0.00870,42.04380759
4/21/2023 13:30,0.00801,40.11391754
4/21/2023 13:45,0.00762,38.60828128
4/21/2023 14:00,0.00786,39.51618631
4/21/2023 14:15,0.00840,40.7621181
4/21/2023 14:30,0.00834,40.73256476
4/21/2023 14:45,0.00790,39.78408021
4/21/2023 15:00,0.00810,39.78859096
4/21/2023 15:15,0.00815,40.40803456
4/21/2023 15:30,0.00837,40.52757338
4/21/2023 15:45,0.00882,40.84865306
4/21/2023 16:00,0.00846,40.76869021
4/21/2023 16:15,0.00845,41.01141418
4/21/2023 16:30,0.00817,39.55112686
4/21/2023 16:45,0.00826,40.27374055
4/21/2023 17:00,0.00869,41.04354691
4/21/2023 17:15,0.00867,41.86994198
4/21/2023 17:30,0.00788,39.42526957
4/21/2023 17:45,0.00832,42.02473615
4/21/2023 18:00,0.00778,40.14923243
4/21/2023 18:15,0.00789,40.58389647
4/21/2023 18:30,0.00755,39.48647542
4/21/2023 18:45,0.00758,39.06153435
4/21/2023 19:00,0.00764,40.42427472
4/21/2023 19:15,0.00823,42.34512891
4/21/2023 19:30,0.00791,41.54985616
4/21/2023 19:45,0.00775,41.73786976
4/21/2023 20:00,0.00757,39.75284444
4/21/2023 20:15,0.00761,40.76253935
4/21/2023 20:30,0.00769,40.4924347
4/21/2023 20:45,0.00771,40.64601572
4/21/2023 21:00,0.00759,40.66676825
4/21/2023 21:15,0.00779,41.33971066
4/21/2023 21:30,0.00790,41.84773798
4/21/2023 21:45,0.00787,41.70090406
4/21/2023 22:00,0.00776,41.20988946
4/21/2023 22:15,0.00813,42.396787
4/21/2023 22:30,0.00794,42.27746047
4/21/2023 22:45,0.00870,45.47138216
4/21/2023 23:00,0.00798,42.00070672
4/21/2023 23:15,0.00782,42.30752711
4/21/2023 23:30,0.00776,41.26122122
4/21/2023 23:45,0.00726,39.27364097
4/22/2023 0:00,0.00788,43.05492381
4/22/2023 0:15,0.00765,41.7897834
4/22/2023 0:30,0.00724,39.68618119
4/22/2023 0:45,0.00769,41.34653567
4/22/2023 1:00,0.00760,41.41683298
4/22/2023 1:15,0.00744,41.46523726
4/22/2023 1:30,0.00737,40.34871812
4/22/2023 1:45,0.00761,41.63252449
4/22/2023 2:00,0.00772,42.68146568
4/22/2023 2:15,0.00759,41.13734387
4/22/2023 2:30,0.00728,40.88547329
4/22/2023 2:45,0.00789,43.58949692
4/22/2023 3:00,0.00725,40.56648258
4/22/2023 3:15,0.00775,43.34886057
4/22/2023 3:30,0.00772,41.5931868
4/22/2023 3:45,0.00819,43.24067941
4/22/2023 4:00,0.00784,42.0819505
4/22/2023 4:15,0.00745,41.46087579
4/22/2023 4:30,0.00771,41.95842542
4/22/2023 4:45,0.00768,42.70460792
4/22/2023 5:00,0.00730,40.63902281
4/22/2023 5:15,0.00710,39.66048859
4/22/2023 5:30,0.00812,43.78657034
4/22/2023 5:45,0.00744,40.46542842
4/22/2023 6:00,0.00728,40.6411014
4/22/2023 6:15,0.00731,40.57711055
4/22/2023 6:30,0.00749,42.93025219
4/22/2023 6:45,0.00787,44.7570273
4/22/2023 7:00,0.00734,42.38602724
4/22/2023 7:15,0.00723,42.23436432
4/22/2023 7:30,0.00705,41.81139227
4/22/2023 7:45,0.00716,41.42132072
4/22/2023 8:00,0.00789,44.80774249
4/22/2023 8:15,0.00775,43.56922709
4/22/2023 8:30,0.00712,42.18362554
4/22/2023 8:45,0.00781,44.41661411
4/22/2023 9:00,0.00703,41.56615746
4/22/2023 9:15,0.00810,45.71621753
4/22/2023 9:30,0.00684,40.42284672
4/22/2023 9:45,0.00757,43.28180116
4/22/2023 10:00,0.00744,43.08065586
4/22/2023 10:15,0.00793,46.22954403
4/22/2023 10:30,0.00726,43.65929604
4/22/2023 10:45,0.00732,42.07687522
4/22/2023 11:00,0.00745,43.51676581
4/22/2023 11:15,0.00784,44.700707
4/22/2023 11:30,0.00761,43.65461843
4/22/2023 11:45,0.00761,43.39114787
4/22/2023 12:00,0.00691,40.89042335
4/22/2023 12:15,0.00748,40.35192187
4/22/2023 12:30,0.00828,44.78042314
4/22/2023 12:45,0.00797,41.88125852
4/22/2023 13:00,0.00887,45.42627606
4/22/2023 13:15,0.00826,43.3358121
4/22/2023 13:30,0.00796,41.82838206
4/22/2023 13:45,0.00793,41.00240535
4/22/2023 14:00,0.00783,41.11518678
4/22/2023 14:15,0.00803,42.59057799
4/22/2023 14:30,0.00814,42.26810551
4/22/2023 14:45,0.00869,41.96633726
4/22/2023 15:00,0.00837,40.48190088
4/22/2023 15:15,0.00822,39.10349602
4/22/2023 15:30,0.00869,44.19457608
4/22/2023 15:45,0.00882,44.4605818
4/22/2023 16:00,0.00828,42.1962447
4/22/2023 16:15,0.00817,42.01498894
4/22/2023 16:30,0.00912,45.40005792
4/22/2023 16:45,0.00865,43.79087938
4/22/2023 17:00,0.00840,42.93024954
4/22/2023 17:15,0.00843,42.70933845
4/22/2023 17:30,0.00775,40.95850345
4/22/2023 17:45,0.00863,46.06355582
4/22/2023 18:00,0.00803,43.47307507
4/22/2023 18:15,0.00840,43.43057019
4/22/2023 18:30,0.00785,40.85869881
4/22/2023 18:45,0.00766,40.51484549
4/22/2023 19:00,0.00784,43.07516067
4/22/2023 19:15,0.00761,41.32019132
4/22/2023 19:30,0.00775,42.91788611
4/22/2023 19:45,0.00752,41.56620824
4/22/2023 20:00,0.00757,41.26386344
4/22/2023 20:15,0.00738,40.58828962
4/22/2023 20:30,0.00787,42.80132254
4/22/2023 20:45,0.00792,42.20115114
4/22/2023 21:00,0.00758,41.50313483
4/22/2023 21:15,0.00754,41.08708223
4/22/2023 21:30,0.00749,40.8191312
4/22/2023 21:45,0.00769,42.14057056
4/22/2023 22:00,0.00788,43.10099163
4/22/2023 22:15,0.00750,41.90144197
4/22/2023 22:30,0.00712,40.17067534
4/22/2023 22:45,0.00729,39.9764205
4/22/2023 23:00,0.00745,41.11197608
4/22/2023 23:15,0.00709,39.57845341
4/22/2023 23:30,0.00704,39.75532936
4/22/2023 23:45,0.00711,40.40179436
4/23/2023 0:00,0.00727,40.80934011
4/23/2023 0:15,0.00696,40.66150183
4/23/2023 0:30,0.00705,41.50274719
4/23/2023 0:45,0.00751,42.70448945
4/23/2023 1:00,0.00681,40.15400399
4/23/2023 1:15,0.00707,41.74633298
4/23/2023 1:30,0.00724,42.21035211
4/23/2023 1:45,0.00711,42.04139155
4/23/2023 2:00,0.00741,44.54426179
4/23/2023 2:15,0.00761,47.15844652
4/23/2023 2:30,0.00703,41.79104123
4/23/2023 2:45,0.00721,45.63104807
4/23/2023 3:00,0.00703,42.05533454
4/23/2023 3:15,0.00654,40.0444654
4/23/2023 3:30,0.00686,41.14902862
4/23/2023 3:45,0.00708,41.05152475
4/23/2023 4:00,0.00711,41.12607419
4/23/2023 4:15,0.00711,41.81349463
4/23/2023 4:30,0.00708,41.15358503
4/23/2023 4:45,0.00741,43.22677467
4/23/2023 5:00,0.00766,44.20621456
4/23/2023 5:15,0.00705,41.01338723
4/23/2023 5:30,0.00705,41.06707897
4/23/2023 5:45,0.00748,42.51510163
4/23/2023 6:00,0.00673,39.90844224
4/23/2023 6:15,0.00699,40.36506878
4/23/2023 6:30,0.00673,40.40932576
4/23/2023 6:45,0.00634,37.6609607
4/23/2023 7:00,0.00676,39.416071
4/23/2023 7:15,0.00719,41.54547896
4/23/2023 7:30,0.00645,38.79794628
4/23/2023 7:45,0.00654,38.45662274
