Date_Time,SS (uL/L),SSC (mg/L),SRP (mg/L),TP (mg/L),PP (mg/L),POC (mg/L),DOC (mg/L),LAB ID
9/14/2023 16:00,9.49,,,,,,,
9/14/2023 17:52,63.87,37.6,,,,5.339,5.401,484
9/14/2023 18:07,75.4,31.53846154,,,,4.613,4.864,485
9/14/2023 18:22,70.75,28.07692308,,,,4.384,4.632,486
9/14/2023 18:37,82.6,23.6,,,,4.11,4.156,487
9/14/2023 18:52,54.12,21.17647059,,,,,3.289,488
9/14/2023 19:09,,23.1372549,,,,3.764,8.729,489
