Date_Time,SS (uL/L),SSC (mg/L),SRP (mg/L),TP (mg/L),PP (mg/L),POC (mg/L),DOC (mg/L),LAB ID
8/28/2023 12:00,0,5.52,,,0,0.09,1.122,
8/28/2023 12:20,232.052,77.89473684,,,0.0587,12.67,3.104,476
8/28/2023 12:35,143.896,43,,,0.1214,6.271,3.305,477
8/28/2023 12:50,104.006,36,,,0.0237,5.673,3.336,478
8/28/2023 13:05,88.144,28.8372093,,,0.0977,4.649,3.199,479
8/28/2023 13:20,92.256,29.54545455,,,0.1773,5.424,3.226,480
8/28/2023 14:05,82.494,26.84210526,,,,4.496,3.206,481
8/28/2023 14:35,69.395,24,,,0.069,,3.262,482
8/28/2023 15:20,0,23.57142857,,,,,4.278,483
