Date_Time,SS (uL/L),SSC (mg/L),SRP (mg/L),TP (mg/L),PP (mg/L),POC (mg/L),DOC (mg/L)
4/17/2023 12:30,0.00,5.5,,,,,3.091
4/17/2023 16:30,106.21,23.15789474,,,,,3.206
4/17/2023 20:30,51.233,15,,,,,3.663
4/18/2023 0:30,59.16,8.947368421,,,,1.394510637,3.806
4/18/2023 4:30,48.47,9.5,,,,,3.391
4/18/2023 8:30,0,4.285714286,,,,,3.312
,,,,,,,
