Date_Time,SS (uL/L),SSC (mg/L),SRP (mg/L),TP (mg/L),PP (mg/L),POC (mg/L),DOC (mg/L)
4/27/2023 10:00,0,,,,,,2.681
4/27/2023 15:00,0,7.5,,,,,3.456
4/27/2023 20:00,0,,,,,,3.146
4/28/2023 1:00,0,8.125,,,,,3.026
4/28/2023 6:00,0,11.61290323,,,,,2.791
4/28/2023 11:00,0,8.125,,,,,2.697
