Date_Time,SS (uL/L),SSC (mg/L),SRP (mg/L),TP (mg/L),PP (mg/L),POC (mg/L),DOC (mg/L)
4/21/2023 9:30,0,5.333333333,,,,,3.084
4/21/2023 14:30,0,6,,,,,3.289
4/21/2023 19:30,67.13,17.85714286,,,,,3.864
4/22/2023 0:30,0,4,,,,,3.344
4/22/2023 5:30,51.68,6.666666667,,,,1.065221455,3.184
4/22/2023 10:30,0,5.517241379,,,,,3.246
