Date_Time,SS (uL/L),SSC (mg/L),SRP (mg/L),TP (mg/L),PP (mg/L),POC (mg/L),DOC (mg/L)
4/29/2023 12:00,0,5.33,,,,,2.643
4/29/2023 17:00,0,12.67,,,,,2.951
4/29/2023 22:00,0,10.67,,,,,3.131
4/30/2023 3:00,0,7.86,,,,,2.833
4/30/2023 8:00,0,8.67,,,,,2.751
4/30/2023 13:00,0,9.38,,,,,2.889
,,,,,,,
