Date_Time,SS (uL/L),SSC (mg/L),SRP (mg/L),TP (mg/L),PP (mg/L),POC (mg/L),DOC (mg/L)
4/23/2023 16:00,0,10.34482759,,,,,3.244
4/23/2023 21:00,0,5.333333333,,,,,3.338
4/24/2023 2:00,0,6.428571429,,,,,3.201
4/24/2023 7:00,0,6.428571429,,,,,3.056
