Date_Time,SS (uL/L),SSC (mg/L),SRP (mg/L),TP (mg/L),PP (mg/L),POC (mg/L),DOC (mg/L)
5/3/2023 7:00,0,5,,,,,2.729
5/3/2023 14:00,39.62,10.66666667,,,,,3.419
5/3/2023 20:00,87.1,24.375,,,,,4.004
5/3/2023 23:00,0,,,,,,
5/4/2023 2:00,26.28,,,,,,
5/4/2023 5:00,0,5.625,,,,,2.944
5/4/2023 8:00,0,,,,,,
