Date_Time,SS (uL/L),SSC (mg/L),SRP (mg/L),TP (mg/L),PP (mg/L),POC (mg/L),DOC (mg/L)
4/17/2023 16:30,103.31,16,,,,,3.829
4/17/2023 20:30,65.48,0.5,,,,,3.473
4/18/2023 0:30,73.68,6.315789474,,,,,3.421
4/18/2023 4:30,48.9,,,,,,3.346
4/18/2023 8:30,0,10,,,,,3.271
,,,,,,,
