Date_Time,SS (uL/L),SSC (mg/L),SRP (mg/L),TP (mg/L),PP (mg/L),POC (mg/L),DOC (mg/L)
4/18/2023 12:30,0,6.818181818,,,,,3.409
4/18/2023 16:30,93.48,21.5,,,,,4.663
4/18/2023 21:30,53.79,11.05263158,,,,,3.581
4/19/2023 2:30,47.58,18,,,,1.576509966,3.586
4/19/2023 7:30,30.72,6.5,,,,,3.401
