Date_Time,SS (uL/L),SSC (mg/L),SRP (mg/L),TP (mg/L),PP (mg/L),POC (mg/L),DOC (mg/L)
4/27/2023 10:00,0,4.117647059,,,,,2.774
4/27/2023 15:00,0,8.125,,,,,3.051
4/27/2023 20:00,0,6.875,,,,,3.271
4/28/2023 1:00,0,4.827586207,,,,,3.299
4/28/2023 6:00,0,2.352941176,,,,,2.856
4/28/2023 11:00,0,5.333333333,,,,,2.743
4/28/2023 16:00,0,5.294117647,,,,,2.789
