Date_Time,SS (uL/L),SSC (mg/L),SRP (mg/L),TP (mg/L),PP (mg/L),POC (mg/L),DOC (mg/L)
5/4/2023 11:00,35.26,,,,,,
5/4/2023 14:00,0,1.290322581,,,,,3.504
5/4/2023 17:00,72.78,,,,,,
5/4/2023 20:00,25.16,0.714285714,,,,2.291718838,3.575
5/4/2023 23:00,15.19,5.714285714,,,,1.690765759,3.219
5/5/2023 2:00,99.54,,,,,,
5/5/2023 5:00,0,2.142857143,,,,,2.711
5/5/2023 8:00,40.12,,,,,,
5/5/2023 11:00,25.61,0.666666667,,,,1.356482653,2.717
