storm_name,HI,tau_mid,c_rise,c_fall,rise,fall,tau_col,constituent_col,k,t_rise_mid,t_fall_mid,rise_bracket,fall_bracket,peak_label,storm,constituent
down_event1,1.9314296165018288,0.5,0.6389659679457113,-0.5951518264813936,"                     shear_stress  SSC (mg/L)
Date_Time                                    
2023-04-17 12:30:00      0.000000    0.064343
2023-04-17 16:30:00      0.814148    1.000000
2023-04-17 20:30:00      1.000000    0.567729","                     shear_stress  SSC (mg/L)
Date_Time                                    
2023-04-17 20:30:00      1.000000    0.567729
2023-04-18 00:30:00      0.895417    0.247012
2023-04-18 04:30:00      0.797813    0.276295
2023-04-18 08:30:00      0.712588    0.000000",shear_stress,SSC (mg/L),0.5,1970-01-20 11:09:03.443596315,1970-01-20 11:10:37.618266216,"{'t0': Timestamp('1970-01-20 11:08:54.600000'), 't1': Timestamp('1970-01-20 11:09:09'), 'tau0': np.float64(0.0), 'tau1': np.float64(0.8141484236868841), 'c0': np.float64(0.06434262945713988), 'c1': np.float64(1.0), 'extrapolated': False}","{'t0': Timestamp('1970-01-20 11:09:23.400000'), 't1': Timestamp('1970-01-20 11:10:06.600000'), 'tau0': np.float64(1.0), 'tau1': np.float64(0.7125878548313678), 'c0': np.float64(0.5677290835637958), 'c1': np.float64(0.0), 'extrapolated': True}",2023-04-17 20:30:00,down_event1,SSC (mg/L)
down_event1,0.27348139866366106,0.5,0.8988256338572642,0.6530135423552279,"                     shear_stress  Clay SSC (mg/L)
Date_Time                                         
2023-04-17 16:30:00      0.814148         0.962393
2023-04-17 20:30:00      1.000000         1.000000","                     shear_stress  Clay SSC (mg/L)
Date_Time                                         
2023-04-17 20:30:00      1.000000         1.000000
2023-04-18 00:30:00      0.895417         0.000000
2023-04-18 04:30:00      0.797813         0.166041",shear_stress,Clay SSC (mg/L),0.5,1970-01-20 11:08:44.659408487,1970-01-20 11:10:34.433058306,"{'t0': Timestamp('1970-01-20 11:09:09'), 't1': Timestamp('1970-01-20 11:09:23.400000'), 'tau0': np.float64(0.8141484236868841), 'tau1': np.float64(1.0), 'c0': np.float64(0.9623931691397508), 'c1': np.float64(1.0), 'extrapolated': True}","{'t0': Timestamp('1970-01-20 11:09:23.400000'), 't1': Timestamp('1970-01-20 11:09:52.200000'), 'tau0': np.float64(1.0), 'tau1': np.float64(0.7978130868278174), 'c0': np.float64(1.0), 'c1': np.float64(0.16604074177147232), 'extrapolated': True}",2023-04-17 20:30:00,down_event1,Clay SSC (mg/L)
down_event1,0.8042805130525243,0.5,1.326125584593059,0.2595486190444748,"                     shear_stress  Silt SSC (mg/L)
Date_Time                                         
2023-04-17 16:30:00      0.814148         1.000000
2023-04-17 20:30:00      1.000000         0.807063","                     shear_stress  Silt SSC (mg/L)
Date_Time                                         
2023-04-17 20:30:00      1.000000         0.807063
2023-04-18 00:30:00      0.895417         0.000000
2023-04-18 04:30:00      0.797813         0.065995",shear_stress,Silt SSC (mg/L),0.5,1970-01-20 11:08:44.659408487,1970-01-20 11:10:34.433058306,"{'t0': Timestamp('1970-01-20 11:09:09'), 't1': Timestamp('1970-01-20 11:09:23.400000'), 'tau0': np.float64(0.8141484236868841), 'tau1': np.float64(1.0), 'c0': np.float64(1.0), 'c1': np.float64(0.8070626831056318), 'extrapolated': True}","{'t0': Timestamp('1970-01-20 11:09:23.400000'), 't1': Timestamp('1970-01-20 11:09:52.200000'), 'tau0': np.float64(1.0), 'tau1': np.float64(0.7978130868278174), 'c0': np.float64(0.8070626831056318), 'c1': np.float64(0.06599502527385964), 'extrapolated': True}",2023-04-17 20:30:00,down_event1,Silt SSC (mg/L)
down_event1,0.983444499132804,0.5,2.5961820116127656,0.042981093544653806,"                     shear_stress  Fine sand SSC (mg/L)
Date_Time                                              
2023-04-17 16:30:00      0.814148              1.000000
2023-04-17 20:30:00      1.000000              0.055692","                     shear_stress  Fine sand SSC (mg/L)
Date_Time                                              
2023-04-17 20:30:00      1.000000              0.055692
2023-04-18 00:30:00      0.895417              0.000000
2023-04-18 04:30:00      0.797813              0.010929",shear_stress,Fine sand SSC (mg/L),0.5,1970-01-20 11:08:44.659408487,1970-01-20 11:10:34.433058306,"{'t0': Timestamp('1970-01-20 11:09:09'), 't1': Timestamp('1970-01-20 11:09:23.400000'), 'tau0': np.float64(0.8141484236868841), 'tau1': np.float64(1.0), 'c0': np.float64(1.0), 'c1': np.float64(0.05569176677781988), 'extrapolated': True}","{'t0': Timestamp('1970-01-20 11:09:23.400000'), 't1': Timestamp('1970-01-20 11:09:52.200000'), 'tau0': np.float64(1.0), 'tau1': np.float64(0.7978130868278174), 'c0': np.float64(0.05569176677781988), 'c1': np.float64(0.010928736069643664), 'extrapolated': True}",2023-04-17 20:30:00,down_event1,Fine sand SSC (mg/L)
down_event10,0.5090257228585116,0.5,0.43592424134651897,0.2140275892835589,"                     shear_stress  SSC (mg/L)
Date_Time                                    
2023-04-30 13:00:00      0.267874    0.174051
2023-04-30 18:00:00      1.000000    1.000000","                     shear_stress  SSC (mg/L)
Date_Time                                    
2023-04-30 18:00:00      1.000000    1.000000
2023-04-30 23:00:00      0.724131    0.377705
2023-05-01 04:00:00      0.351368    0.105485
2023-05-01 09:00:00      0.000000    0.000000",shear_stress,SSC (mg/L),0.5,1970-01-20 11:27:45.307038639,1970-01-20 11:28:26.422853715,"{'t0': Timestamp('1970-01-20 11:27:39.600000'), 't1': Timestamp('1970-01-20 11:27:57.600000'), 'tau0': np.float64(0.2678737258030358), 'tau1': np.float64(1.0), 'c0': np.float64(0.17405063291139242), 'c1': np.float64(1.0), 'extrapolated': False}","{'t0': Timestamp('1970-01-20 11:28:15.600000'), 't1': Timestamp('1970-01-20 11:28:33.600000'), 'tau0': np.float64(0.7241313338506741), 'tau1': np.float64(0.35136790976072), 'c0': np.float64(0.37770518582278484), 'c1': np.float64(0.10548523207594937), 'extrapolated': False}",2023-04-30 18:00:00,down_event10,SSC (mg/L)
down_event10,1.8124566554444443,0.5,1.0,-0.8124566554444443,"                     shear_stress  Clay SSC (mg/L)
Date_Time                                         
2023-04-30 18:00:00           1.0              1.0","                     shear_stress  Clay SSC (mg/L)
Date_Time                                         
2023-04-30 18:00:00      1.000000              1.0
2023-04-30 23:00:00      0.724131              0.0",shear_stress,Clay SSC (mg/L),0.5,2023-04-30 18:00:00.000000000,1970-01-20 11:28:30.224219798,,"{'t0': Timestamp('1970-01-20 11:27:57.600000'), 't1': Timestamp('1970-01-20 11:28:15.600000'), 'tau0': np.float64(1.0), 'tau1': np.float64(0.7241313338506741), 'c0': np.float64(1.0), 'c1': np.float64(0.0), 'extrapolated': True}",2023-04-30 18:00:00,down_event10,Clay SSC (mg/L)
down_event10,1.8124566554444443,0.5,1.0,-0.8124566554444443,"                     shear_stress  Silt SSC (mg/L)
Date_Time                                         
2023-04-30 18:00:00           1.0              1.0","                     shear_stress  Silt SSC (mg/L)
Date_Time                                         
2023-04-30 18:00:00      1.000000              1.0
2023-04-30 23:00:00      0.724131              0.0",shear_stress,Silt SSC (mg/L),0.5,2023-04-30 18:00:00.000000000,1970-01-20 11:28:30.224219798,,"{'t0': Timestamp('1970-01-20 11:27:57.600000'), 't1': Timestamp('1970-01-20 11:28:15.600000'), 'tau0': np.float64(1.0), 'tau1': np.float64(0.7241313338506741), 'c0': np.float64(1.0), 'c1': np.float64(0.0), 'extrapolated': True}",2023-04-30 18:00:00,down_event10,Silt SSC (mg/L)
down_event10,1.8124566554444443,0.5,1.0,-0.8124566554444443,"                     shear_stress  Fine sand SSC (mg/L)
Date_Time                                              
2023-04-30 18:00:00           1.0                   1.0","                     shear_stress  Fine sand SSC (mg/L)
Date_Time                                              
2023-04-30 18:00:00      1.000000                   1.0
2023-04-30 23:00:00      0.724131                   0.0",shear_stress,Fine sand SSC (mg/L),0.5,2023-04-30 18:00:00.000000000,1970-01-20 11:28:30.224219798,,"{'t0': Timestamp('1970-01-20 11:27:57.600000'), 't1': Timestamp('1970-01-20 11:28:15.600000'), 'tau0': np.float64(1.0), 'tau1': np.float64(0.7241313338506741), 'c0': np.float64(1.0), 'c1': np.float64(0.0), 'extrapolated': True}",2023-04-30 18:00:00,down_event10,Fine sand SSC (mg/L)
down_event11,-0.21555360377398947,0.5,0.6189995200211064,0.7890909092056859,"                     shear_stress  SSC (mg/L)
Date_Time                                    
2023-05-01 09:00:00      0.000000    0.000000
2023-05-01 14:00:00      0.219311    0.178182
2023-05-01 20:00:00      0.742601    1.000000
2023-05-02 03:00:00      0.708581    0.381818
2023-05-02 10:00:00      0.077331    0.200000
2023-05-02 17:00:00      1.000000    0.789091","                     shear_stress  SSC (mg/L)
Date_Time                                    
2023-05-02 17:00:00           1.0    0.789091",shear_stress,SSC (mg/L),0.5,1970-01-20 11:29:21.186093579,2023-05-02 17:00:00.000000000,"{'t0': Timestamp('1970-01-20 11:29:09.600000'), 't1': Timestamp('1970-01-20 11:29:31.200000'), 'tau0': np.float64(0.2193109836786451), 'tau1': np.float64(0.7426006249182491), 'c0': np.float64(0.17818181820773554), 'c1': np.float64(1.0), 'extrapolated': False}",,2023-05-02 17:00:00,down_event11,SSC (mg/L)
down_event11,-0.39827541389199794,0.5,0.53639322125,0.8914264659176218,"                     shear_stress  Clay SSC (mg/L)
Date_Time                                         
2023-05-01 14:00:00      0.219311         0.000000
2023-05-01 20:00:00      0.742601         1.000000
2023-05-02 03:00:00      0.708581         0.453201
2023-05-02 10:00:00      0.077331         0.271859
2023-05-02 17:00:00      1.000000         0.891426","                     shear_stress  Clay SSC (mg/L)
Date_Time                                         
2023-05-02 17:00:00           1.0         0.891426",shear_stress,Clay SSC (mg/L),0.5,1970-01-20 11:29:21.186093579,2023-05-02 17:00:00.000000000,"{'t0': Timestamp('1970-01-20 11:29:09.600000'), 't1': Timestamp('1970-01-20 11:29:31.200000'), 'tau0': np.float64(0.2193109836786451), 'tau1': np.float64(0.7426006249182491), 'c0': np.float64(0.0), 'c1': np.float64(1.0), 'extrapolated': False}",,2023-05-02 17:00:00,down_event11,Clay SSC (mg/L)
