H,rise_r2,rise_function,rise_params,rise_area,fall_r2,fall_function,fall_params,fall_area,tau_min,tau_max,n_rising,n_falling,event,constituent
1.8694350583332235,0.6376488545598706,<function log_func at 0x000001E9FD304900>,[ 105.27862348 -478.16843828],68.87659539135454,0.8634071372170435,<function linear_func at 0x000001E9F7785E40>,[   2.45883318 -264.09876571],36.84353467339191,109.3888471,113.2297994,3,4,down_event1,SSC (mg/L)
1.7502545856571106,1.0,<function linear_func at 0x000001E9F7785E40>,[ 0.002064   -0.03275075],0.4927470954997938,0.7741116749487509,<function exp_func at 0x000001E9FD304860>,[1.38179131e-24 4.70631834e-01],0.2815288127440033,110.7460942,113.2297994,2,3,down_event1,Clay SSC (mg/L)
1.6198618403242877,1.0,<function linear_func at 0x000001E9F7785E40>,[-0.53059915 70.40647948],27.28541408742256,0.8040208496065175,<function exp_func at 0x000001E9FD304860>,[1.08627272e-15 3.24529198e-01],16.844284745889293,110.7460942,113.2297994,2,3,down_event1,Silt SSC (mg/L)
1.8603664672383904,1.0,<function linear_func at 0x000001E9F7785E40>,[ -2.75603126 316.53706767],19.608319557073283,0.6060454159971416,<function exp_func at 0x000001E9FD304860>,[0.15779832 0.02939285],10.540030635028986,110.7460942,113.2297994,2,3,down_event1,Fine sand SSC (mg/L)
1.5249018262283134,1.0,<function linear_func at 0x000001E9F7785E40>,[   10.37799703 -1195.50548728],80.75302826250042,0.99850234363084,<function exp_func at 0x000001E9FD304860>,[1.72845381e-35 7.02564766e-01],52.95621454020726,116.0995213,119.2431915,2,4,down_event10,SSC (mg/L)
1.3667827836171562,1.0,<function linear_func at 0x000001E9F7785E40>,[   2.02787851 -238.82466524],96.46386131141104,0.9946760627840383,<function exp_func at 0x000001E9FD304860>,[4.49284945e-13 2.45931077e-01],70.57731665021552,120.7244005,127.9619715,2,3,down_event13,SSC (mg/L)
1.3545954270153755,1.0,<function linear_func at 0x000001E9F7785E40>,[ -13.40275514 1580.276209  ],11.340951799999974,0.9912111919461277,<function exp_func at 0x000001E9FD304860>,[5.82674620e-10 2.05201028e-01],8.372205880679713,116.1907528,116.787645,2,3,down_event2,SSC (mg/L)
1.8042129411723231,1.0,<function linear_func at 0x000001E9F7785E40>,[-0.32727682 38.36586375],0.14423816567470663,1.0,<function linear_func at 0x000001E9F7785E40>,[ 0.03363544 -3.78422989],0.07994520069287665,116.1907528,116.787645,2,2,down_event2,Clay SSC (mg/L)
1.7061708374749587,1.0,<function linear_func at 0x000001E9F7785E40>,[ -14.5017688  1700.41892806],6.637141916592809,1.0,<function linear_func at 0x000001E9F7785E40>,[   0.91901884 -100.5385434 ],3.890080507070103,116.1907528,116.787645,2,2,down_event2,Silt SSC (mg/L)
1.0121624911650362,1.0,<function linear_func at 0x000001E9F7785E40>,[   1.42629052 -158.50858731],4.559571710868256,1.0,<function linear_func at 0x000001E9F7785E40>,[   1.73385384 -194.4281829 ],4.504782335512178,116.1907528,116.787645,2,2,down_event2,Fine sand SSC (mg/L)
1.6695563789420362,0.9991166110257729,<function linear_func at 0x000001E9F7785E40>,[    9.98877469 -1146.28979077],100.28836477969912,0.9142988639374691,<function exp_func at 0x000001E9FD304860>,[1.35787647e-34 6.85609753e-01],60.0688698175319,114.9541103,119.2431915,3,4,up_event10,SSC (mg/L)
10.358223949558887,0.9695325712901257,<function log_func at 0x000001E9FD304900>,[  270.14417644 -1272.7541032 ],67.88422054361143,0.9979197289568875,<function exp_func at 0x000001E9FD304860>,[2.41356383e-158 3.05171844e+000],6.553654456032719,115.4655939,119.9072184,3,3,up_event11,SSC (mg/L)
1.0862889042163633,0.8299632906212431,<function exp_func at 0x000001E9FD304860>,[1.27093314e-07 1.48920689e-01],90.95852537362006,1.0,<function linear_func at 0x000001E9F7785E40>,[   3.35887981 -405.43388236],83.73327300000044,122.3797533,127.9619715,3,2,up_event13,SSC (mg/L)
0.39254775269290487,1.0,<function linear_func at 0x000001E9F7785E40>,[-0.13016478 17.07673685],4.435640374576924,0.17210637723808409,<function log_func at 0x000001E9FD304900>,[  37.11675729 -176.20581931],11.29961984025669,121.2802312,125.7056747,2,4,up_event14,SSC (mg/L)
1.2179586462228829,0.4639261968608225,<function log_func at 0x000001E9FD304900>,[ 117.02083269 -540.67091701],51.96629670140211,0.07288339506899255,<function log_func at 0x000001E9FD304900>,[ 100.078365   -462.89016269],42.666716856569224,113.2250862,116.787645,3,3,up_event2,SSC (mg/L)
1.1966526840855234,1.0,<function linear_func at 0x000001E9F7785E40>,[-0.11976332 14.12647163],0.10465843639043897,0.6319535640685894,<function log_func at 0x000001E9FD304900>,[  2.55423427 -12.00600482],0.08745932531828855,116.1907528,116.787645,2,3,up_event2,Clay SSC (mg/L)
1.277832526793901,1.0,<function linear_func at 0x000001E9F7785E40>,[ -11.92322764 1398.42537074],5.669362505936773,0.03401713773869086,<function log_func at 0x000001E9FD304900>,[  43.59297853 -199.97355827],4.4367022963183445,116.1907528,116.787645,2,3,up_event2,Silt SSC (mg/L)
1.1618783594510884,1.0,<function linear_func at 0x000001E9F7785E40>,[ -5.45994892 642.62791831],3.941184972092677,0.16193954829868484,<function log_func at 0x000001E9FD304900>,[  53.93134442 -250.91151048],3.3920805392697297,116.1907528,116.787645,2,3,up_event2,Fine sand SSC (mg/L)
1.0299659938988905,1.0,<function linear_func at 0x000001E9F7785E40>,[  0.56439688 -55.40815859],69.05075782244519,0.0030932943091580567,<function log_func at 0x000001E9FD304900>,[-6.70345577 41.63563877],67.04178412828622,112.572626,119.4339675,2,4,up_event3,SSC (mg/L)
1.153444714494289,1.0,<function linear_func at 0x000001E9F7785E40>,[ -2.47162034 290.3746177 ],20.21418508519412,0.689269049969779,<function linear_func at 0x000001E9F7785E40>,[ -1.02450114 124.07472953],17.525057621904953,112.9318337,115.3952823,2,3,up_event6,SSC (mg/L)
1.662527592814367,1.0,<function linear_func at 0x000001E9F7785E40>,[  0.88616032 -90.82203076],84.10689024004921,0.3219131075835374,<function exp_func at 0x000001E9FD304860>,[1.34302895e-06 1.33323740e-01],50.589771023090826,112.3229437,119.41635,2,4,up_event7,SSC (mg/L)
