Date_Time,SSC (mg/L),Clay SSC (mg/L),Silt SSC (mg/L),Fine sand SSC (mg/L)
8/3/2022 14:30,2.927,0.040547743,1.797209556,1.089242704
8/3/2022 15:02,57.73,0.540970165,24.05279421,33.13679381
8/3/2022 15:17,48.06,0.538806908,23.67630954,23.8448836
8/3/2022 15:47,55,0.73448551,27.69960721,26.56590733
8/3/2022 16:17,45.16,0.63895606,25.86992628,18.64865708
8/3/2022 18:02,17.43,,,
8/3/2022 18:17,11.45,0.182566128,6.916361039,4.351246198
8/3/2022 19:02,6.53,,,
