Date_Time,SSC (mg/L),Clay SSC (mg/L),Silt SSC (mg/L),Fine sand SSC (mg/L)
7/29/2023 14:00,13.33333333,0.18470672,8.186810411,4.961816212
7/29/2023 14:52,187,,,
7/29/2023 15:07,110,2.4046,74.5206,33.0737
7/29/2023 15:22,53.33,1.3343166,37.634981,14.3601691
7/29/2023 15:37,80,1.8608,55.0248,23.1136
7/29/2023 15:52,43.33,0.7036792,28.6450297,13.9821577
7/29/2023 16:07,92.22,,,
7/29/2023 16:22,52.22,,,
