Date_Time,SSC (mg/L),Clay SSC (mg/L),Silt SSC (mg/L),Fine sand SSC (mg/L),,,,,,,,,,
8/13/2023 18:30,13.33,0.184660543,8.184763711,4.960575759,,,,,,,,,,
8/13/2023 18:45,76.15,1.701191,47.584612,26.86572,,,,,,,,,,
8/13/2023 18:58,41.2,1.008576,27.301592,12.889008,,,,,,,,,,
8/13/2023 19:02,39.6,0.806652,24.8688,13.924944,,,,,,,,,,
8/13/2023 19:10,27.6,0.586224,17.647716,9.367164,,,,,,,,,,`
8/13/2023 21:02,20.83,0.5219998,13.7673802,6.5404117,,,,,,,,,,
