Date_Time,SSC (mg/L),Clay SSC (mg/L),Silt SSC (mg/L),Fine sand SSC (mg/L)
8/28/2023 12:00,5.52,0.076468582,3.389339511,2.054191912
8/28/2023 12:20,77.89,1.3108887,44.7283325,31.8499999
8/28/2023 12:35,43,0.67123,23.80437,18.52311
8/28/2023 12:50,36,0.69732,22.84452,12.45744
8/28/2023 13:05,28.84,0.575358,17.3394732,10.9248804
8/28/2023 13:20,29.55,0.53781,18.100557,10.9119285
8/28/2023 14:05,26.84,0.569008,16.5433708,9.7270844
8/28/2023 14:35,24,0.48456,15.80328,7.71144
8/28/2023 15:20,23.57,,,
