Date_Time,SSC (mg/L),Clay SSC (mg/L),Silt SSC (mg/L),Fine sand SSC (mg/L)
9/14/2023 17:00,5.523809524,0.076521355,3.3916786,2.055609574
9/14/2023 17:45,30.77,0.6427853,21.4956143,8.6319081
9/14/2023 18:00,30.19,0.745693,23.1750516,6.2692554
9/14/2023 18:15,29.17,0.7627955,23.6487024,4.7590855
9/14/2023 18:45,20.42,0.4255528,15.4724382,4.5224174
9/14/2023 19:15,18,0.36036,13.89042,3.74958
9/14/2023 20:00,19,,,
